Quarter,Time,Down,ToGo,Location,NYJ,DAL,Detail,EPB,EPA
2,8:07,4,13,DAL 17,0,14,"Mat McBriar punts 54 yards, returned by Leon Washington for 3 yards (tackle by Justin Rogers)",-2.320,-1.070
2,7:50,1,10,NYJ 32,0,14,Kellen Clemens pass complete short middle to Chris Baker for 10 yards (tackle by Akin Ayodele),1.070,1.730
2,7:13,1,10,NYJ 42,0,14,Thomas Jones up the middle for 4 yards (tackle by Bradie James),1.730,1.730
2,6:32,2,6,NYJ 46,0,14,Kellen Clemens pass incomplete short middle intended for Chris Baker,1.730,1.030
2,6:27,3,6,NYJ 46,0,20,"Kellen Clemens pass incomplete short left intended for Jerricho Cotchery is intercepted by Terence Newman at tm_-50 and returned for 50 yards, touchdown",1.030,-7.000
2,,,,NYJ 2,0,21,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,0,21,"Nick Folk kicks off 56 yards, returned by Leon Washington for 18 yards (tackle by Sam Hurd). Penalty on David Harris: Illegal Block Above the Waist, 10 yards",0.000,0.410
2,6:08,1,10,NYJ 22,0,21,Thomas Jones right guard for 5 yards (tackle by Stephen Bowen and Marcus R. Spears),0.410,0.540
2,5:37,2,5,NYJ 27,0,21,Thomas Jones up the middle for 8 yards (tackle by Greg Ellis),0.540,1.270
2,5:04,1,10,NYJ 35,0,21,Thomas Jones left guard for 5 yards (tackle by Jay Ratliff and Akin Ayodele),1.270,1.400
2,4:30,2,5,NYJ 40,0,21,Thomas Jones right tackle for 1 yard (tackle by DeMarcus Ware and Chris L. Canty),1.400,0.830
2,3:46,3,4,NYJ 41,0,21,Kellen Clemens pass complete deep left to Justin McCareins for 19 yards (tackle by Keith Davis),0.830,2.920
2,3:09,1,10,DAL 40,0,21,Thomas Jones right tackle for 2 yards (tackle by Roy Williams),2.920,2.640
2,2:29,2,8,DAL 38,0,21,Kellen Clemens pass incomplete intended for Chris Baker,2.640,1.950
2,2:23,3,8,DAL 38,0,21,Kellen Clemens pass complete short right to Leon Washington for 5 yards (tackle by Ken Hamlin),1.950,1.190
,,,,,,,"NYJ challenged the runner was in bounds ruling, and the play was upheld.",,
2,2:00,4,3,DAL 33,0,21,Kellen Clemens pass complete short middle to Jerricho Cotchery for 12 yards (tackle by Jacques Reeves),1.190,4.170
2,1:34,1,10,DAL 21,0,21,"Kellen Clemens for 4 yards. Kellen Clemens fumbles, recovered by Kellen Clemens at DAL-25",4.170,3.490
2,0:55,2,11,DAL 22,0,21,Kellen Clemens pass incomplete short right intended for Brad Smith (defended by Jacques Reeves),3.490,2.810
2,0:51,3,11,DAL 22,0,21,Kellen Clemens pass incomplete intended for Jerricho Cotchery,2.810,1.990
2,0:43,4,11,DAL 22,3,21,Mike Nugent 40 yard field goal good,1.990,3.000
2,,,,NYJ 30,3,21,"Mike Nugent kicks off 61 yards, returned by Miles Austin for 24 yards (tackle by Jason Trusnik)",0.000,1.140
2,0:33,1,10,DAL 33,3,21,Marion Barber left tackle for 4 yards (tackle by David Barrett),1.140,1.130
2,0:12,2,6,DAL 37,3,21,Tony Romo pass complete to Marion Barber for -1 yards (tackle by David Harris),1.130,0.300
Quarter,Time,Down,ToGo,Location,NYJ,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,3,21,"Nick Folk kicks off 57 yards, returned by Leon Washington for 23 yards (tackle by Miles Austin)",0.000,1.330
3,14:55,1,10,NYJ 36,3,21,Thomas Jones up the middle for 3 yards (tackle by Greg Ellis),1.330,1.200
3,14:22,2,7,NYJ 39,3,21,Kellen Clemens pass incomplete deep left intended for Jerricho Cotchery (defended by Ken Hamlin),1.200,0.500
3,14:13,3,7,NYJ 39,3,21,"Penalty on Kellen Clemens: Delay of Game, 5 yards (no play)",0.500,-0.160
3,14:13,3,12,NYJ 34,3,21,Kellen Clemens sacked by Greg Ellis for -8 yards,-0.160,-1.630
3,13:49,4,20,NYJ 26,3,21,Ben Graham punts 58 yards (tackle by Erik Coleman),-1.630,0.060
3,13:34,1,10,DAL 17,3,21,Tony Romo pass complete short left to Sam Hurd for 8 yards (tackle by Hank Poteat),-0.060,0.620
3,12:59,2,2,DAL 25,3,21,Julius Jones up the middle for 1 yard (tackle by Kenyon Coleman),0.620,-0.120
3,12:19,3,1,DAL 26,3,21,Marion Barber up the middle for 3 yards (tackle by Shaun Ellis),-0.120,0.870
3,11:36,1,10,DAL 29,3,21,Tony Romo pass complete short right to Julius Jones for 4 yards (tackle by David Harris),0.870,0.870
3,10:53,2,6,DAL 33,3,21,Tony Romo pass complete short right to Terrell Owens for 11 yards (tackle by Darrelle Revis),0.870,1.860
3,10:31,1,10,DAL 44,3,21,Tony Romo sacked by Dewayne Robertson for -15 yards. Penalty on Kyle Kosier: Offensive Holding (Declined),1.860,-0.710
3,10:03,2,25,DAL 29,3,21,Tony Romo pass complete short middle to Miles Austin for 13 yards (tackle by Eric Barton),-0.710,0.370
3,9:15,3,12,DAL 42,3,21,Tony Romo pass complete short middle to Terrell Owens for 7 yards (tackle by Darrelle Revis),0.370,-0.130
3,8:34,4,5,DAL 49,3,21,"Mat McBriar punts 37 yards, fair catch by Leon Washington",-0.130,0.280
3,8:26,1,10,NYJ 14,3,21,Thomas Jones up the middle for -1 yards (tackle by DeMarcus Ware),-0.280,-0.850
3,7:53,2,11,NYJ 13,3,21,Kellen Clemens pass incomplete,-0.850,-1.530
3,7:46,3,11,NYJ 13,3,21,Kellen Clemens pass incomplete short left intended for Thomas Jones,-1.530,-2.490
3,7:38,4,11,NYJ 13,3,21,Ben Graham punts 39 yards,-2.490,-2.130
3,7:30,1,10,DAL 48,3,21,Marion Barber right tackle for 20 yards (tackle by Hank Poteat),2.130,3.450
3,6:44,1,10,NYJ 32,3,21,Tony Romo pass complete short middle to Marion Barber for 3 yards (tackle by Eric Barton),3.450,3.310
3,6:11,2,7,NYJ 29,3,21,Marion Barber right end for 2 yards (tackle by David Harris),3.310,2.870
3,5:41,3,5,NYJ 27,3,21,Tony Romo pass incomplete deep right intended for Jason Witten (defended by Hank Poteat),2.870,1.720
3,5:35,4,5,NYJ 27,3,24,Nick Folk 46 yard field goal good,1.720,3.000
3,,,,DAL 30,3,24,"Nick Folk kicks off 60 yards, returned by Leon Washington for 27 yards (tackle by Sam Hurd)",0.000,1.400
3,5:22,1,10,NYJ 37,3,24,Thomas Jones up the middle for 2 yards (tackle by Ken Hamlin),1.400,1.130
3,5:03,2,8,NYJ 39,3,24,Kellen Clemens pass incomplete short left intended for Justin McCareins (defended by Anthony Henry),1.130,0.430
3,5:00,3,8,NYJ 39,3,24,Kellen Clemens pass incomplete,0.430,-0.780
3,4:55,4,8,NYJ 39,3,24,"Ben Graham punts 61 yards, touchback",-0.780,-0.280
3,4:46,1,10,DAL 20,3,24,Tony Romo pass incomplete short left intended for Jason Witten (defended by Abram Elam),0.280,-0.270
3,4:40,2,10,DAL 20,3,24,Julius Jones left tackle for 4 yards (tackle by Victor Hobson),-0.270,-0.430
3,3:56,3,6,DAL 24,3,24,Tony Romo pass complete short middle to Terrell Owens for 6 yards (tackle by David Barrett),-0.430,0.940
3,3:17,1,10,DAL 30,3,24,Julius Jones left tackle for 3 yards (tackle by Mike DeVito and Victor Hobson),0.940,0.800
3,2:37,2,7,DAL 33,3,24,Tony Romo pass complete short right to Julius Jones for 8 yards,0.800,1.660
3,2:04,1,10,DAL 41,3,24,Julius Jones up the middle for 4 yards (tackle by Sione Pouha),1.660,1.660
3,1:20,2,6,DAL 45,3,24,Tony Romo pass complete short left to Jason Witten for 13 yards (tackle by Abram Elam),1.660,2.790
3,0:49,1,10,NYJ 42,3,24,Julius Jones right guard for 7 yards (tackle by Kenyon Coleman),2.790,3.190
Quarter,Time,Down,ToGo,Location,NYJ,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NYJ 35,3,24,Julius Jones right tackle for 7 yards (tackle by David Harris),3.190,3.710
4,14:15,1,10,NYJ 28,3,24,Tony Romo pass complete short left to Jason Witten for 4 yards (tackle by David Harris),3.710,3.710
4,13:47,2,6,NYJ 24,3,24,Tony Romo pass complete short middle to Julius Jones for 9 yards (tackle by Abram Elam),3.710,4.580
4,13:03,1,10,NYJ 15,3,24,Julius Jones right guard for 1 yard (tackle by Kenyon Coleman),4.580,4.110
4,12:20,2,9,NYJ 14,3,24,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Abram Elam),4.110,3.240
4,12:14,3,9,NYJ 14,3,24,Tony Romo pass complete short left to Julius Jones for 5 yards (tackle by Victor Hobson),3.240,2.900
4,11:28,4,4,NYJ 9,3,27,Nick Folk 27 yard field goal good,2.900,3.000
4,,,,DAL 30,3,27,"Nick Folk kicks off 61 yards, returned by Brad Smith for 23 yards (tackle by Sam Hurd)",0.000,1.070
4,11:16,1,10,NYJ 32,3,27,Kellen Clemens pass incomplete deep middle intended for Jerricho Cotchery,1.070,0.530
4,11:10,2,10,NYJ 32,3,27,Kellen Clemens pass incomplete short middle intended for Chris Baker (defended by Roy Williams),0.530,-0.160
4,11:07,3,10,NYJ 32,3,27,Kellen Clemens pass incomplete deep left intended for Justin McCareins (defended by Ken Hamlin),-0.160,-1.240
4,10:58,4,10,NYJ 32,3,27,"Ben Graham punts 52 yards, returned by Terence Newman for 13 yards (tackle by James Dearth)",-1.240,-0.870
4,10:47,1,10,DAL 29,3,27,Marion Barber up the middle for 4 yards (tackle by Matt Chatham),0.870,0.870
4,10:06,2,6,DAL 33,3,27,Marion Barber left guard for 8 yards (tackle by Abram Elam),0.870,1.660
4,9:24,1,10,DAL 41,3,27,Marion Barber up the middle for 10 yards (tackle by Matt Chatham),1.660,2.320
4,8:40,1,10,NYJ 49,3,27,Marion Barber up the middle for 13 yards (tackle by Abram Elam),2.320,3.180
4,7:52,1,10,NYJ 36,3,27,Tony Romo pass complete short right to Marion Barber for 12 yards (tackle by Abram Elam),3.180,3.970
4,7:05,1,10,NYJ 24,3,27,Marion Barber right end for 2 yards (tackle by Abram Elam and Kerry Rhodes),3.970,3.700
4,6:18,2,8,NYJ 22,3,33,"Tony Romo pass complete deep left to Terrell Owens for 22 yards, touchdown",3.700,7.000
4,,,,NYJ 2,3,34,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,3,34,"Nick Folk kicks off 52 yards, returned by Brad Smith for 15 yards, lateral to Leon Washington for 9 yards (tackle by Anthony Spencer)",0.000,1.730
4,6:02,1,10,NYJ 42,3,34,Thomas Jones up the middle for 2 yards (tackle by Tank Johnson),1.730,1.460
4,5:38,2,8,NYJ 44,3,34,Kellen Clemens pass complete short left to Thomas Jones for 5 yards (tackle by Kevin Burnett),1.460,1.420
4,5:27,3,3,NYJ 49,3,34,Kellen Clemens pass complete short middle to Jerricho Cotchery for 31 yards (tackle by Pat Watkins),1.420,4.240
4,5:15,1,10,DAL 20,3,34,Thomas Jones left guard for 11 yards (tackle by Pat Watkins),4.240,5.140
4,4:51,1,9,DAL 9,3,34,Kellen Clemens pass complete short right to Brad Smith for 7 yards (tackle by Jacques Reeves),5.140,5.720
4,4:34,2,2,DAL 2,3,34,Thomas Jones up the middle for -3 yards (tackle by Ken Hamlin),5.720,4.260
4,4:05,3,5,DAL 5,3,34,Kellen Clemens pass incomplete short right intended for Chris Baker,4.260,3.010
4,3:59,4,5,DAL 5,3,34,Kellen Clemens pass complete short middle to Chris Baker for 4 yards (tackle by Pat Watkins),3.010,0.380
4,3:51,1,10,DAL 1,3,34,Marion Barber up the middle for 4 yards (tackle by Kenyon Coleman),-0.380,-0.490
4,3:06,2,6,DAL 5,3,34,Marion Barber left tackle for 7 yards (tackle by David Barrett),-0.490,-0.350
4,2:19,1,10,DAL 12,3,34,Marion Barber left guard for 1 yard (tackle by Brad Kassell),-0.350,-0.700
4,2:00,2,9,DAL 13,3,34,Marion Barber up the middle for 2 yards (tackle by Matt Chatham),-0.700,-1.070
4,1:17,3,7,DAL 15,3,34,Marion Barber right tackle for 3 yards (tackle by Sione Pouha),-1.070,-2.240
4,0:34,4,4,DAL 18,3,34,Mat McBriar punts 45 yards,-2.240,-1.400
4,0:20,1,10,NYJ 37,3,34,Leon Washington right end for 11 yards (tackle by Roy Williams),1.400,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
