Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
1,9:54,1,10,SEA 46,0,6,Carson Wentz pass incomplete deep middle intended for Bryce Treggs (defended by Earl Thomas),2.520,1.980
1,9:47,2,10,SEA 46,0,6,Ryan Mathews right guard for 1 yard (tackle by K.J. Wright and Brock Coyle),1.980,0.000
1,9:02,,,,0,6,Timeout #1 by Philadelphia Eagles,0.000,-1.420
1,9:02,3,9,SEA 45,0,6,Carson Wentz sacked by Bobby Wagner for -9 yards,1.420,-0.320
1,8:39,4,18,PHI 46,0,6,"Donnie Jones punts 54 yards, touchback",-0.320,-0.280
1,8:31,1,10,SEA 20,0,6,Russell Wilson pass complete short right to Jimmy Graham for 5 yards (tackle by Malcolm Jenkins),0.280,0.410
1,7:51,2,5,SEA 25,0,6,C.J. Prosise left end for -6 yards (tackle by Nigel Bradham and Malcolm Jenkins),0.410,-1.140
1,7:08,3,11,SEA 19,0,6,Russell Wilson pass incomplete deep left intended for Paul Richardson,-1.140,-2.140
1,7:02,4,11,SEA 19,0,6,Jon Ryan punts 49 yards,-2.140,-1.070
1,6:48,1,10,PHI 32,0,6,Ryan Mathews right tackle for -1 yards (tackle by Bobby Wagner and Brock Coyle),1.070,0.390
1,6:08,2,11,PHI 31,0,6,Carson Wentz pass complete short right to Zach Ertz for 7 yards (tackle by Kam Chancellor),0.390,0.630
1,5:34,3,4,PHI 38,0,6,Carson Wentz pass complete short right to Dorial Green-Beckham for 11 yards (tackle by Kam Chancellor and Neiko Thorpe),0.630,2.190
1,4:58,1,10,PHI 49,0,6,Wendell Smallwood left end for 1 yard (tackle by Neiko Thorpe and Damontre Moore),2.190,1.780
1,4:14,2,9,,0,6,Carson Wentz pass complete short left to Darren Sproles for 6 yards (tackle by K.J. Wright),1.780,1.880
1,3:40,3,3,SEA 44,0,6,"Carson Wentz pass complete short middle to Trey Burton for 2 yards (tackle by Bobby Wagner). Penalty on K.J. Wright: Defensive Holding (Offsetting), Penalty on Trey Burton: Offensive Pass Interference (Offsetting) (no play)",1.880,1.880
1,3:14,3,3,SEA 44,0,6,Wendell Smallwood right tackle for 4 yards (tackle by Richard Sherman),1.880,2.920
1,2:38,1,10,SEA 40,0,6,Darren Sproles left tackle for 7 yards (tackle by Neiko Thorpe and Bobby Wagner),2.920,3.320
1,2:02,2,3,SEA 33,0,6,Ryan Mathews right guard for 2 yards (tackle by John Jenkins and Bobby Wagner),3.320,2.870
1,1:37,3,1,SEA 31,0,6,Carson Wentz middle for 2 yards (tackle by Frank Clark),2.870,3.640
1,0:57,1,10,SEA 29,0,6,Ryan Mathews left end for 1 yard (tackle by Jeremy Lane),3.640,3.240
1,0:23,2,9,SEA 28,0,6,Carson Wentz pass complete short middle to Brent Celek for 19 yards (tackle by Richard Sherman and Kam Chancellor),3.240,5.140
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,9,SEA 9,0,6,Ryan Mathews right guard for 5 yards (tackle by Bobby Wagner and Earl Thomas),5.140,5.340
2,14:19,2,4,SEA 4,6,6,"Carson Wentz pass complete short middle to Zach Ertz for 4 yards, touchdown",5.340,7.000
2,14:13,,,SEA 15,7,6,Caleb Sturgis kicks extra point good,0.000,0.000
2,14:13,,,PHI 35,7,6,"Caleb Sturgis kicks off 64 yards, returned by Tyler Lockett for 7 yards (tackle by Jaylen Watkins)",0.000,0.380
2,14:07,1,10,SEA 8,7,6,Russell Wilson pass complete short left to Jermaine Kearse for 12 yards (tackle by Nolan Carroll),-0.380,0.280
2,13:41,1,10,SEA 20,7,6,"Penalty on George Fant: False Start, 5 yards (no play)",0.280,-0.310
2,13:14,1,15,SEA 15,7,6,Russell Wilson pass incomplete short left intended for Thomas Rawls (defended by Nolan Carroll),-0.310,-1.070
2,13:06,2,15,SEA 15,7,6,"Penalty on Mark Glowinski: False Start, 5 yards (no play)",-1.070,-1.510
2,13:06,2,20,SEA 10,7,6,Russell Wilson pass complete short left to Jermaine Kearse for 17 yards (tackle by Nolan Carroll),-1.510,-0.030
2,12:38,3,3,SEA 27,7,6,Russell Wilson pass complete short right to Jimmy Graham for 6 yards (tackle by Jaylen Watkins),-0.030,1.140
2,12:03,1,10,SEA 33,7,6,"Russell Wilson pass incomplete deep left intended for Doug Baldwin. Penalty on Malcolm Jenkins: Defensive Holding, 5 yards (no play)",1.140,1.470
2,11:56,1,10,SEA 38,7,6,Thomas Rawls right tackle for 9 yards (tackle by Mychal Kendricks),1.470,2.140
2,11:22,2,1,SEA 47,7,6,Thomas Rawls middle for 1 yard (tackle by Nigel Bradham),2.140,2.130
2,10:45,1,10,SEA 48,7,6,Thomas Rawls left end for 18 yards (tackle by Nolan Carroll and Rodney McLeod),2.130,3.310
2,10:09,1,10,PHI 34,7,6,Thomas Rawls left tackle for 3 yards (tackle by Mychal Kendricks and Connor Barwin),3.310,3.180
2,9:38,2,7,PHI 31,7,6,Thomas Rawls left guard for 1 yard (tackle by Fletcher Cox and Malcolm Jenkins),3.180,2.610
2,9:01,3,6,PHI 30,7,6,"Russell Wilson pass complete short right to Tyler Lockett for 27 yards (tackle by Nigel Bradham). Penalty on Jermaine Kearse: Offensive Pass Interference, 10 yards (no play)",2.610,1.290
2,8:36,3,16,PHI 40,7,6,"Russell Wilson pass incomplete deep middle intended for Doug Baldwin. Penalty on Brandon Graham: Defensive Offside, 5 yards (no play)",1.290,1.950
2,8:30,3,11,PHI 35,7,12,"Russell Wilson pass complete deep left to Jimmy Graham for 35 yards, touchdown",1.950,7.000
2,8:20,,,PHI 15,7,13,Steven Hauschka kicks extra point good,0.000,0.000
2,8:20,,,SEA 35,7,13,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,8:20,1,10,PHI 25,7,13,Wendell Smallwood left end for 3 yards (tackle by Kam Chancellor and John Jenkins),0.610,0.470
2,7:52,2,7,PHI 28,7,13,Carson Wentz pass complete short middle to Zach Ertz for 11 yards (tackle by Bobby Wagner),0.470,1.530
2,7:20,1,10,PHI 39,7,13,Carson Wentz pass complete short middle to Jordan Matthews for 4 yards (tackle by K.J. Wright),1.530,1.530
2,6:40,2,6,PHI 43,7,13,Wendell Smallwood right guard for no gain (tackle by Bobby Wagner and John Jenkins),1.530,0.830
2,5:57,3,6,PHI 43,7,13,"Carson Wentz pass complete short right to Zach Ertz for 57 yards. Penalty on PHI: Illegal Formation, 5 yards (no play)",0.830,0.170
2,5:45,3,11,PHI 38,7,13,Carson Wentz pass incomplete deep left intended for Nelson Agholor,0.170,-0.850
2,5:38,4,11,PHI 38,7,13,"Donnie Jones punts 39 yards, fair catch by Tyler Lockett",-0.850,-0.480
2,5:32,1,10,SEA 23,7,13,Russell Wilson pass complete deep right to Doug Baldwin for 44 yards (tackle by Malcolm Jenkins),0.480,3.380
2,4:47,1,10,PHI 33,7,13,Russell Wilson pass complete deep left to Tyler Lockett for 30 yards (tackle by Rodney McLeod),3.380,6.510
2,4:29,1,3,PHI 3,7,13,Thomas Rawls middle for no gain (tackle by Brandon Graham),6.510,5.530
2,3:58,2,3,PHI 3,7,13,Russell Wilson pass incomplete short right intended for Jermaine Kearse,5.530,4.720
2,3:52,3,3,PHI 3,7,13,Russell Wilson pass incomplete short middle intended for Jermaine Kearse,4.720,3.040
2,3:50,4,3,PHI 3,7,16,Steven Hauschka 21 yard field goal good,3.040,3.000
2,3:47,,,SEA 35,7,16,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
2,3:47,1,10,PHI 25,7,16,Carson Wentz pass incomplete deep middle intended for Nelson Agholor,0.610,0.060
2,3:42,2,10,PHI 25,7,16,Darren Sproles right tackle for 8 yards (tackle by Richard Sherman),0.060,0.430
2,2:56,3,2,PHI 33,7,16,Carson Wentz pass incomplete short right intended for Jordan Matthews (defended by Kam Chancellor),0.430,-1.180
2,2:53,4,2,PHI 33,7,16,"Donnie Jones punts 37 yards, out of bounds",-1.180,-0.940
2,2:47,1,10,SEA 30,7,16,"C.J. Prosise right tackle for 5 yards (tackle by Nigel Bradham). Penalty on Mark Glowinski: Offensive Holding, 10 yards (no play)",0.940,0.280
2,2:24,1,20,SEA 20,7,16,"Penalty on Garry Gilliam: False Start, 5 yards (no play)",0.280,-0.500
2,2:04,1,25,SEA 15,7,16,C.J. Prosise right tackle for 2 yards (tackle by Nigel Bradham),-0.500,-1.500
2,1:59,2,23,SEA 17,7,16,Russell Wilson pass complete short middle to C.J. Prosise for 5 yards (tackle by Jordan Hicks),-1.500,0.000
2,1:53,,,,7,16,Timeout #2 by Philadelphia Eagles,0.000,1.350
2,1:53,3,18,SEA 22,7,16,Russell Wilson pass complete short left to Luke Willson for 12 yards (tackle by Malcolm Jenkins and Jalen Mills),-1.350,0.000
2,1:45,,,,7,16,Timeout #3 by Philadelphia Eagles,0.000,1.110
2,1:45,4,6,SEA 34,7,16,"Jon Ryan punts 43 yards, returned by Darren Sproles for 15 yards (tackle by Nolan Frese)",-1.110,-1.470
2,1:34,1,10,PHI 38,7,16,Kenjon Barner left end for 6 yards (tackle by K.J. Wright and Earl Thomas),1.470,1.730
2,1:10,2,4,PHI 44,7,16,Carson Wentz pass complete short right to Zach Ertz for 3 yards (tackle by Bobby Wagner),1.730,1.420
2,0:45,3,1,PHI 47,7,16,Carson Wentz pass complete short middle to Zach Ertz for 3 yards (tackle by K.J. Wright and Bobby Wagner),1.420,2.260
2,0:24,1,10,,7,16,Carson Wentz pass incomplete short middle intended for Dorial Green-Beckham is intercepted by Kam Chancellor at SEA-35 and returned for 5 yards,2.260,-1.600
2,0:16,1,10,SEA 40,7,16,Russell Wilson pass incomplete short right intended for C.J. Prosise,1.600,1.050
2,0:10,2,10,SEA 40,7,16,Russell Wilson pass incomplete deep left intended for Paul Richardson,1.050,0.370
2,0:04,3,10,SEA 40,7,16,Russell Wilson pass complete short left to Thomas Rawls for 20 yards (tackle by Jordan Hicks),0.370,2.920
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,16,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PHI 25,7,16,Wendell Smallwood left tackle for -1 yards (tackle by K.J. Wright),0.610,-0.070
3,14:24,2,11,PHI 24,7,16,Carson Wentz pass incomplete short right intended for Jordan Matthews (defended by Richard Sherman),-0.070,-0.760
3,14:19,3,11,PHI 24,7,16,"Penalty on Jason Peters: False Start, 5 yards (no play)",-0.760,-1.510
3,14:19,3,16,PHI 19,7,16,Carson Wentz pass incomplete short right intended for Kenjon Barner,-1.510,-2.140
3,14:13,4,16,PHI 19,7,16,"Donnie Jones punts 60 yards, returned by Tyler Lockett for 1 yard (tackle by Bryan Braman)",-2.140,-0.410
3,14:01,1,10,SEA 22,7,16,Thomas Rawls middle for 5 yards (tackle by Leodis McKelvin),0.410,0.540
3,13:18,2,5,SEA 27,7,16,Russell Wilson pass incomplete deep left intended for Doug Baldwin (defended by Leodis McKelvin),0.540,-0.160
3,13:02,3,5,SEA 27,7,16,"Justin Britt for -5 yards. Justin Britt fumbles, recovered by Russell Wilson at SEA-22",-0.160,1.330
3,12:38,1,10,SEA 36,7,16,Russell Wilson for 3 yards (tackle by Vinny Curry),1.330,1.200
3,12:06,2,7,SEA 39,7,16,Troymaine Pope left tackle for 1 yard (tackle by Destiny Vaeao and Marcus Smith),1.200,0.630
3,11:22,3,6,SEA 40,7,16,Russell Wilson sacked by Vinny Curry and Marcus Smith for 0 yards,0.630,-0.720
3,10:48,4,6,SEA 40,7,16,Jon Ryan punts 58 yards,-0.720,0.380
3,10:35,1,10,PHI 2,7,16,Wendell Smallwood left tackle for 4 yards (tackle by Jeremy Lane),-0.380,-0.490
3,9:56,2,6,PHI 6,7,16,Carson Wentz pass incomplete deep middle intended for Bryce Treggs is intercepted by Richard Sherman at SEA-41,-0.490,-1.660
3,9:47,1,10,SEA 41,7,16,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,1.660,1.120
3,9:38,2,10,SEA 41,7,16,Thomas Rawls middle for -1 yards (tackle by Bennie Logan and Jordan Hicks),1.120,0.300
3,9:15,3,11,SEA 40,7,16,Russell Wilson pass complete deep middle to Doug Baldwin for 34 yards (tackle by Jaylen Watkins),0.300,3.840
3,8:50,1,10,PHI 26,7,16,Russell Wilson pass complete short right to Thomas Rawls for 9 yards (tackle by Nigel Bradham),3.840,4.640
3,8:14,2,1,PHI 17,7,16,Thomas Rawls middle for 2 yards (tackle by Brandon Graham and Jaylen Watkins),4.640,4.580
3,7:38,1,10,PHI 15,7,22,"Doug Baldwin pass complete short left to Russell Wilson for 15 yards, touchdown",4.580,7.000
3,7:31,,,PHI 15,7,23,Steven Hauschka kicks extra point good,0.000,0.000
3,7:31,,,SEA 35,7,23,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,7:31,1,10,PHI 25,7,23,Wendell Smallwood left end for 4 yards (tackle by K.J. Wright),0.610,0.600
3,6:56,2,6,PHI 29,7,23,Carson Wentz pass complete short left to Wendell Smallwood for 4 yards (tackle by K.J. Wright),0.600,0.000
3,6:17,,,,7,23,Timeout #1 by Seattle Seahawks,0.000,-0.430
3,6:17,3,2,PHI 33,7,23,Carson Wentz pass incomplete short middle intended for Jordan Matthews,0.430,-1.180
3,6:13,4,2,PHI 33,7,23,"Donnie Jones punts 56 yards, returned by Tyler Lockett for 11 yards (tackle by Kamu Grugier-Hill)",-1.180,-0.410
3,6:03,1,10,SEA 22,7,23,Thomas Rawls middle for 3 yards (tackle by Bennie Logan),0.410,0.270
3,5:28,2,7,SEA 25,7,23,Russell Wilson right end for 3 yards (tackle by Jordan Hicks),0.270,-0.030
3,4:42,3,4,SEA 28,7,23,Russell Wilson pass complete short right to Thomas Rawls for 2 yards (tackle by Leodis McKelvin),-0.030,-1.370
3,4:09,4,2,SEA 30,7,23,"Jon Ryan punts 52 yards, returned by Kenjon Barner for no gain. Penalty on Trey Burton: Unnecessary Roughness, 9 yards",-1.370,0.380
3,3:59,1,10,PHI 9,7,23,Carson Wentz pass incomplete short right intended for Trey Burton,-0.380,-0.780
3,3:56,2,10,PHI 9,7,23,Wendell Smallwood right tackle for 18 yards (tackle by Richard Sherman and Steven Terrell),-0.780,0.740
3,3:16,1,10,PHI 27,7,23,Wendell Smallwood left tackle for 4 yards (tackle by Jarran Reed and Kam Chancellor),0.740,0.740
3,2:36,2,6,PHI 31,7,23,Kenjon Barner middle for no gain (tackle by Bobby Wagner and Frank Clark),0.740,0.040
3,1:50,3,6,PHI 31,7,23,"Carson Wentz sacked by Cliff Avril for -11 yards. Carson Wentz fumbles (forced by Cliff Avril), recovered by Halapoulivaati Vaitai at PHI-17",0.040,-2.320
3,1:27,4,20,PHI 17,7,23,"Donnie Jones punts 43 yards, returned by Tyler Lockett for 19 yards (tackle by Wendell Smallwood)",-2.320,-2.850
3,1:16,1,10,PHI 41,7,23,Russell Wilson middle for 7 yards (tackle by Nigel Bradham),2.850,3.250
3,0:40,2,3,PHI 34,7,23,Russell Wilson pass complete short middle to Paul Richardson for 6 yards (tackle by Leodis McKelvin and Jaylen Watkins),3.250,3.710
Quarter,Time,Down,ToGo,Location,PHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 28,7,23,Troymaine Pope left tackle for 2 yards (tackle by Fletcher Cox and Jordan Hicks),3.710,3.440
4,14:21,2,8,PHI 26,7,23,Russell Wilson pass complete short right to Tyler Lockett for 9 yards (tackle by Jalen Mills),3.440,4.440
4,13:51,1,10,PHI 17,7,23,Russell Wilson pass incomplete short right intended for Jimmy Graham (defended by Rodney McLeod),4.440,3.850
4,13:45,2,10,PHI 17,7,23,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,3.850,3.070
4,13:43,3,10,PHI 17,7,23,Russell Wilson pass incomplete deep middle intended for Jimmy Graham,3.070,2.310
4,13:37,4,10,PHI 17,7,26,Steven Hauschka 35 yard field goal good,2.310,3.000
4,13:34,,,SEA 35,7,26,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,13:34,1,10,PHI 25,7,26,Carson Wentz pass complete short middle to Jordan Matthews for 6 yards (tackle by Bobby Wagner),0.610,0.870
4,13:09,2,4,PHI 31,7,26,Wendell Smallwood left guard for 6 yards (tackle by Bobby Wagner and Frank Clark),0.870,1.400
4,12:43,1,10,PHI 37,7,26,Carson Wentz pass incomplete deep middle intended for Zach Ertz,1.400,0.860
4,12:37,2,10,PHI 37,7,26,Wendell Smallwood left end for 3 yards (tackle by Jeremy Lane and Bobby Wagner),0.860,0.560
4,11:54,3,7,PHI 40,7,26,Carson Wentz pass complete short left to Jordan Matthews for 12 yards (tackle by Jeremy Lane),0.560,2.390
4,11:33,1,10,SEA 48,7,26,Carson Wentz pass incomplete short left intended for Dorial Green-Beckham,2.390,1.850
4,11:29,2,10,SEA 48,7,26,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Tony McDaniel),1.850,1.160
4,11:25,3,10,SEA 48,7,26,Carson Wentz pass complete short right to Zach Ertz for 7 yards (tackle by Jeremy Lane),1.160,0.530
4,10:42,4,3,SEA 41,7,26,Carson Wentz pass incomplete short right intended for Zach Ertz (defended by K.J. Wright),0.530,-1.660
4,10:38,1,10,SEA 41,7,26,Thomas Rawls left tackle for 9 yards (tackle by Malcolm Jenkins),1.660,2.340
4,9:55,2,1,,7,26,Thomas Rawls right guard for 2 yards (tackle by Connor Barwin and Bennie Logan),2.340,2.390
4,9:20,1,10,PHI 48,7,26,Russell Wilson pass complete short right to Doug Baldwin for 17 yards (tackle by Jordan Hicks),2.390,3.510
4,8:50,1,10,PHI 31,7,26,Thomas Rawls left tackle for 2 yards (tackle by Fletcher Cox),3.510,3.240
4,8:13,2,8,PHI 29,7,26,Thomas Rawls left guard for 3 yards (tackle by Nolan Carroll),3.240,2.940
4,7:30,3,5,PHI 26,7,26,Russell Wilson pass incomplete,2.940,1.790
4,7:19,4,5,PHI 26,7,26,Steven Hauschka 44 yard field goal no good,1.790,-1.200
4,7:15,1,10,PHI 34,7,26,Carson Wentz pass complete deep left to Jordan Matthews for 26 yards (tackle by Steven Terrell),1.200,2.920
4,6:39,1,10,SEA 40,7,26,Carson Wentz pass complete short middle to Wendell Smallwood for 5 yards (tackle by K.J. Wright),2.920,3.050
4,6:11,2,5,SEA 35,7,26,Carson Wentz pass incomplete short right intended for Jordan Matthews (defended by Jarran Reed),3.050,2.340
4,6:08,3,5,SEA 35,7,26,Carson Wentz pass complete short middle to Jordan Matthews for 11 yards (tackle by Neiko Thorpe),2.340,3.970
4,5:47,1,10,SEA 24,7,26,"Carson Wentz pass incomplete deep middle intended for Zach Ertz. Penalty on Cassius Marsh: Defensive Offside, 5 yards, Penalty on SEA: Defensive 12 On-field (Declined) (no play)",3.970,4.750
4,5:42,1,5,SEA 19,7,26,Carson Wentz pass incomplete deep left intended for Nelson Agholor,4.750,4.120
4,5:37,2,5,SEA 19,7,26,Wendell Smallwood middle for 4 yards (tackle by Jarran Reed),4.120,4.170
4,5:14,3,1,SEA 15,7,26,Wendell Smallwood right guard for -2 yards (tackle by Bobby Wagner),4.170,2.410
4,4:36,4,3,SEA 17,7,26,Carson Wentz pass complete short left to Dorial Green-Beckham for 8 yards (tackle by DeAndre Elliott),2.410,5.140
4,4:12,1,9,SEA 9,7,26,Carson Wentz pass complete short left to Wendell Smallwood for 4 yards (tackle by K.J. Wright and Steven Terrell),5.140,5.150
4,3:46,2,5,SEA 5,13,26,"Carson Wentz pass complete short middle to Dorial Green-Beckham for 5 yards, touchdown",5.150,7.000
4,3:42,,,SEA 2,15,26,"Two Point Attempt: Carson Wentz pass complete to Nelson Agholor, conversion succeeds",0.000,1.000
4,3:42,,,PHI 35,15,26,"Caleb Sturgis kicks onside 13 yards, recovered by Luke Willson",0.000,-2.390
4,3:41,1,10,PHI 48,15,26,Trevone Boykin middle for -5 yards (tackle by Fletcher Cox),2.390,0.000
4,3:37,,,,15,26,Timeout #1 by Philadelphia Eagles,0.000,-1.170
4,3:37,2,15,SEA 47,15,26,Russell Wilson right end for 4 yards (tackle by Malcolm Jenkins),1.170,0.000
4,3:32,,,,15,26,Timeout #2 by Philadelphia Eagles,0.000,-1.030
4,3:32,3,11,PHI 49,15,26,Will Tukuafu middle for 2 yards (tackle by Nigel Bradham and Beau Allen),1.030,0.000
4,3:28,,,,15,26,Timeout #3 by Philadelphia Eagles,0.000,-0.130
4,3:28,4,9,PHI 47,15,26,Jon Ryan punts 31 yards,0.130,0.140
4,3:17,1,10,PHI 16,15,26,"Carson Wentz pass complete short right to Zach Ertz for 3 yards (tackle by K.J. Wright). Penalty on PHI: Illegal Shift, 5 yards (no play)",-0.140,-0.540
4,3:08,1,15,PHI 11,15,26,Carson Wentz pass complete short middle to Dorial Green-Beckham for 21 yards (tackle by Steven Terrell),-0.540,1.070
4,2:44,1,10,PHI 32,15,26,Carson Wentz pass complete short middle to Wendell Smallwood for 18 yards (tackle by Bobby Wagner and Kam Chancellor),1.070,2.260
4,2:32,1,10,,15,26,Carson Wentz pass complete short left to Dorial Green-Beckham for 9 yards (tackle by Jeremy Lane),2.260,2.930
4,2:07,2,1,SEA 41,15,26,Carson Wentz pass incomplete short left intended for Dorial Green-Beckham,2.930,2.210
4,2:03,3,1,SEA 41,15,26,"Carson Wentz pass complete short left to Kenjon Barner for 16 yards (tackle by Jeremy Lane). Penalty on Dorial Green-Beckham: Offensive Pass Interference, 9 yards (no play)",2.210,1.030
4,1:57,3,10,,15,26,Carson Wentz pass incomplete short right intended for Zach Ertz. Penalty on Jason Peters: Offensive Holding (Declined),1.030,-0.060
4,1:52,4,10,,15,26,Carson Wentz pass incomplete short right intended for Jordan Matthews,-0.060,-1.510
4,1:06,2,12,SEA 49,15,26,Russell Wilson kneels for -1 yards,1.510,0.700
4,0:35,3,13,SEA 48,15,26,Russell Wilson kneels for -1 yards,0.700,-0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
