Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
2,11:29,1,10,SEA 40,10,7,Maurice Morris right tackle for 5 yards (tackle by Brian Urlacher),1.600,1.730
2,10:47,2,5,SEA 45,10,7,Maurice Morris up the middle for 6 yards (tackle by Brian Urlacher),1.730,2.320
2,10:09,1,10,CHI 49,10,7,Matt Hasselbeck pass complete short right to D.J. Hackett for 5 yards,2.320,2.460
2,9:38,2,5,CHI 44,10,7,Matt Hasselbeck pass incomplete short left intended for D.J. Hackett,2.460,1.750
2,9:33,,,,10,7,Timeout #1 by Seattle Seahawks,0.000,1.750
2,9:33,3,5,CHI 44,10,7,Matt Hasselbeck pass incomplete short right intended for Leonard Weaver,1.750,0.330
2,9:29,4,5,CHI 44,10,7,Ryan Plackemeier punts 39 yards,0.330,0.380
2,9:20,1,10,CHI 5,10,7,Jason McKie up the middle for no gain (tackle by LeRoy Hill and Darryl Tapp),-0.380,-0.780
2,8:42,2,10,CHI 5,10,7,Cedric Benson up the middle for 7 yards (tackle by Deon Grant),-0.780,-0.600
2,7:59,3,3,CHI 12,10,7,Rex Grossman pass incomplete deep left intended for Greg Olsen. Penalty on CHI: Illegal Formation (Declined),-0.600,-2.490
2,7:51,4,3,CHI 12,10,7,"Brad Maynard punts 45 yards. Penalty on Rod Wilson: Unnecessary Roughness, 15 yards",-2.490,-3.450
2,7:43,1,10,CHI 32,10,7,Matt Hasselbeck right end for 5 yards (tackle by Brian Urlacher),3.450,3.580
2,7:08,2,5,CHI 27,10,7,Matt Hasselbeck pass incomplete short right intended for Deion Branch,3.580,2.870
2,7:04,3,5,CHI 27,10,7,Matt Hasselbeck pass complete short left to Leonard Weaver for 8 yards (tackle by Danieal Manning),2.870,4.310
2,6:39,1,10,CHI 19,10,13,"Maurice Morris left tackle for 19 yards, touchdown",4.310,7.000
2,,,,CHI 2,10,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,10,14,"Josh Brown kicks off 56 yards, returned by Devin Hester for 26 yards (tackle by Brian Russell)",0.000,1.600
2,6:24,1,10,CHI 40,10,14,Rex Grossman pass complete short right to Jason McKie for 4 yards (tackle by Marcus Trufant),1.600,1.590
2,5:49,2,6,CHI 44,10,14,Rex Grossman pass complete deep left to Bernard Berrian for 19 yards (tackle by Kelly Jennings),1.590,3.120
2,5:27,1,10,SEA 37,10,14,Adrian Peterson right end for 4 yards (tackle by Marcus Trufant and Lofa Tatupu),3.120,3.110
2,4:45,2,6,SEA 33,10,14,Rex Grossman pass complete short right to Greg Olsen for 9 yards (tackle by Deon Grant),3.110,3.970
2,4:21,1,10,SEA 24,10,14,Rex Grossman pass complete short right to Bernard Berrian for 6 yards (tackle by Darryl Tapp),3.970,4.290
2,3:37,2,4,SEA 18,10,14,Adrian Peterson left tackle for -1 yards (tackle by Brandon Mebane and LeRoy Hill),4.290,3.410
2,2:55,3,5,SEA 19,10,14,Rex Grossman pass complete short left to Greg Olsen for 5 yards (tackle by Kelly Jennings),3.410,4.650
2,2:28,1,10,SEA 14,10,14,Adrian Peterson right tackle for 3 yards (tackle by Howard Green and Craig Terrill),4.650,4.520
2,2:00,2,7,SEA 11,10,14,Rex Grossman pass complete short right to Bernard Berrian for 6 yards (tackle by Marcus Trufant),4.520,4.960
2,1:21,3,1,SEA 5,16,14,"Adrian Peterson right guard for 5 yards, touchdown",4.960,7.000
2,,,,SEA 2,17,14,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,17,14,Robbie Gould kicks off 56 yards,0.000,1.600
2,1:16,1,10,SEA 40,17,14,Matt Hasselbeck pass complete short middle to Bobby Engram for 23 yards (tackle by Lance Briggs),1.600,3.120
2,1:05,,,,17,14,Timeout #2 by Seattle Seahawks,0.000,3.120
2,1:05,1,10,CHI 37,17,14,Leonard Weaver right tackle for 13 yards (tackle by Mark Anderson),3.120,3.970
2,0:44,1,10,CHI 24,17,14,Matt Hasselbeck pass complete short left to Leonard Weaver for 2 yards (tackle by Trumaine McBride),3.970,3.700
2,0:27,2,8,CHI 22,17,14,Matt Hasselbeck spiked the ball,3.700,3.010
2,0:25,3,8,CHI 22,17,14,Matt Hasselbeck pass incomplete deep middle intended for D.J. Hackett (defended by Adam Archuleta),3.010,1.990
2,0:21,4,8,CHI 22,17,17,Josh Brown 40 yard field goal good,1.990,3.000
2,,,,SEA 30,17,17,"Josh Brown kicks off 38 yards, muffed by Rashied Davis, recovered by Rashied Davis at CHI-31, and returned for 8 yards",0.000,1.530
2,0:11,1,10,CHI 39,17,17,Rex Grossman kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,17,17,"Robbie Gould kicks off 63 yards, returned by Nate Burleson for 44 yards (tackle by Trumaine McBride)",0.000,2.320
3,14:50,1,10,CHI 49,17,17,Matt Hasselbeck pass complete short left to D.J. Hackett for 9 yards (tackle by Trumaine McBride),2.320,3.000
3,14:22,2,1,CHI 40,17,17,Maurice Morris left tackle for no gain (tackle by Hunter Hillenmeyer and Adewale Ogunleye),3.000,2.280
3,13:42,3,1,CHI 40,17,17,Maurice Morris left tackle for no gain (tackle by Brandon McGowan and Darwin Walker),2.280,0.590
3,13:16,4,1,CHI 40,17,17,Matt Hasselbeck pass complete short right to Marcus Pollard for 20 yards (tackle by Danieal Manning),0.590,4.240
3,12:29,1,10,CHI 20,17,17,Matt Hasselbeck pass complete short right to D.J. Hackett for 12 yards (tackle by Charles Tillman),4.240,5.370
3,11:52,1,8,CHI 8,17,17,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,5.370,4.570
3,11:48,2,8,CHI 8,17,17,Maurice Morris up the middle for 4 yards (tackle by Ricky Manning and Lance Briggs),4.570,4.490
3,11:11,3,4,CHI 4,17,23,"Matt Hasselbeck pass complete short middle to Nate Burleson for 4 yards, touchdown",4.490,7.000
3,,,,CHI 2,17,24,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,17,24,"Josh Brown kicks off 70 yards, returned by Devin Hester for 27 yards (tackle by Josh Brown)",0.000,0.740
3,10:58,1,10,CHI 27,17,24,Rex Grossman sacked by LeRoy Hill for -10 yards,0.740,-1.290
3,10:21,2,20,CHI 17,17,24,Cedric Benson right tackle for 6 yards (tackle by Patrick Kerney),-1.290,-1.020
3,9:42,3,14,CHI 23,17,24,Rex Grossman pass incomplete short left intended for Rashied Davis,-1.020,-1.830
3,9:38,4,14,CHI 23,17,24,"Brad Maynard punts 46 yards, returned by Nate Burleson for 4 yards (tackle by Rod Wilson)",-1.830,-1.270
3,9:26,1,10,SEA 35,17,24,"Matt Hasselbeck up the middle for 1 yard (tackle by Adewale Ogunleye). Matt Hasselbeck fumbles (forced by Adewale Ogunleye), recovered by Brian Urlacher at SEA-39 (tackle by Chris Spencer). Penalty on Chris Gray: Offensive Holding (Declined)",1.270,-2.980
3,9:18,1,10,SEA 39,17,24,"Rex Grossman pass incomplete deep right intended for Muhsin Muhammad. Penalty on Marcus Trufant: Illegal Contact, 5 yards (no play)",2.980,3.310
3,9:12,1,10,SEA 34,17,24,Cedric Benson left tackle for 6 yards (tackle by Howard Green and Lofa Tatupu),3.310,3.580
3,8:32,2,4,SEA 28,17,24,Cedric Benson left guard for -3 yards (tackle by Darryl Tapp),3.580,2.480
3,7:47,3,7,SEA 31,17,24,Rex Grossman pass complete short middle to Bernard Berrian for 6 yards (tackle by Kelly Jennings),2.480,1.950
,,,,,,,"SEA challenged the first down ruling, and the original play was overturned.",,
3,7:02,4,1,SEA 25,17,24,Cedric Benson up the middle for no gain (tackle by Lofa Tatupu and LeRoy Hill),1.950,-0.670
3,6:57,1,10,SEA 26,17,24,Matt Hasselbeck pass incomplete short right intended for Deion Branch,0.670,0.130
3,6:49,,,,17,24,Timeout #1 by Seattle Seahawks,0.000,0.130
3,6:49,2,10,SEA 26,17,24,Matt Hasselbeck pass complete short left to Deion Branch for 9 yards (tackle by Trumaine McBride),0.130,0.630
3,6:12,3,1,SEA 35,17,24,Maurice Morris right end for 11 yards (tackle by Danieal Manning and Alex Brown),0.630,1.990
3,5:25,1,10,SEA 46,17,24,Matt Hasselbeck pass complete short middle to Bobby Engram for 13 yards (tackle by Charles Tillman),1.990,2.850
3,4:44,1,10,CHI 41,17,24,Maurice Morris up the middle for 4 yards (tackle by Darwin Walker),2.850,2.850
3,4:04,2,6,CHI 37,17,24,Maurice Morris right guard for -2 yards (tackle by Anthony Adams),2.850,1.880
3,3:22,3,8,CHI 39,17,24,Matt Hasselbeck pass incomplete deep middle intended for Bobby Engram (defended by Brian Urlacher),1.880,0.660
3,3:18,4,8,CHI 39,17,24,"Ryan Plackemeier punts 25 yards, fair catch by Devin Hester",0.660,0.280
3,3:10,1,10,CHI 14,17,24,Rex Grossman pass incomplete deep left intended for Muhsin Muhammad,-0.280,-0.750
3,3:05,2,10,CHI 14,17,24,Rex Grossman pass complete short right to Bernard Berrian for 9 yards,-0.750,-0.320
3,2:45,3,1,CHI 23,17,24,Rex Grossman up the middle for 2 yards (tackle by Rocky Bernard),-0.320,0.610
3,2:15,1,10,CHI 25,17,24,Rex Grossman pass incomplete deep middle intended for Bernard Berrian (defended by Kelly Jennings),0.610,0.060
3,2:08,2,10,CHI 25,17,24,Cedric Benson right guard for 5 yards (tackle by Howard Green and Craig Terrill),0.060,0.040
3,1:29,3,5,CHI 30,17,24,Rex Grossman pass complete deep left to Muhsin Muhammad for 41 yards (tackle by Deon Grant),0.040,3.640
3,0:43,1,10,SEA 29,17,24,Cedric Benson right guard for 2 yards (tackle by LeRoy Hill),3.640,3.370
3,0:07,2,8,SEA 27,17,24,Devin Hester left end for -6 yards (tackle by Darryl Tapp),3.370,1.880
Quarter,Time,Down,ToGo,Location,CHI,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,SEA 33,17,24,"Penalty on Fred Miller: False Start, 5 yards (no play)",1.880,1.220
4,15:00,3,19,SEA 38,17,24,Rex Grossman pass complete short right to Greg Olsen for 9 yards (tackle by Marcus Trufant),1.220,1.500
4,14:19,4,10,SEA 29,20,24,Robbie Gould 47 yard field goal good,1.500,3.000
4,,,,CHI 30,20,24,"Robbie Gould kicks off 42 yards, returned by Craig Terrill for no gain",0.000,0.740
4,14:11,1,10,SEA 27,20,24,Matt Hasselbeck pass complete deep left to D.J. Hackett for 59 yards (tackle by Adam Archuleta),0.740,4.650
4,13:38,1,10,CHI 14,20,24,Matt Hasselbeck pass complete short right to Leonard Weaver for 6 yards (tackle by Adam Archuleta),4.650,5.090
4,13:04,2,4,CHI 8,20,24,Maurice Morris left tackle for no gain (tackle by Brian Urlacher),5.090,4.280
4,12:26,3,4,CHI 8,20,24,Matt Hasselbeck pass complete short right to D.J. Hackett for 3 yards (tackle by Charles Tillman),4.280,3.030
4,12:13,4,1,CHI 5,20,27,Josh Brown 23 yard field goal good,3.030,3.000
4,,,,SEA 30,20,27,"Josh Brown kicks off 61 yards, returned by Devin Hester for 34 yards (tackle by Deon Grant)",0.000,1.800
4,12:05,1,10,CHI 43,20,27,"Penalty on Desmond Clark: False Start, 5 yards (no play)",1.800,1.470
4,12:05,1,15,CHI 38,20,27,Rex Grossman pass incomplete short middle intended for Cedric Benson,1.470,0.580
4,12:01,2,15,CHI 38,20,27,Rex Grossman right tackle for 6 yards (tackle by Julian Peterson),0.580,0.690
4,11:19,3,9,CHI 44,20,27,Rex Grossman sacked by Darryl Tapp for -10 yards,0.690,-1.110
4,10:53,4,19,CHI 34,20,27,"Brad Maynard punts 42 yards, returned by Nate Burleson for 8 yards (tackle by Brandon McGowan)",-1.110,-1.070
4,10:42,1,10,SEA 32,20,27,Matt Hasselbeck pass complete short middle to Bobby Engram for 8 yards (tackle by Lance Briggs),1.070,1.610
4,10:10,2,2,SEA 40,20,27,Matt Hasselbeck pass complete short right to Bobby Engram for 11 yards (tackle by Ricky Manning),1.610,2.320
4,9:42,1,10,CHI 49,20,27,Maurice Morris left tackle for -2 yards (tackle by Tommie Harris),2.320,1.510
4,9:01,2,12,SEA 49,20,27,Matt Hasselbeck pass complete short middle to Bobby Engram for 7 yards (tackle by Danieal Manning),1.510,1.750
4,8:22,3,5,CHI 44,20,27,Matt Hasselbeck pass incomplete short middle intended for Maurice Morris,1.750,0.330
4,8:17,4,5,CHI 44,20,27,"Ryan Plackemeier punts 44 yards, touchback",0.330,-0.280
4,8:08,1,10,CHI 20,20,27,"Penalty on Fred Miller: False Start, 5 yards (no play)",0.280,-0.310
4,8:08,1,15,CHI 15,20,27,Rex Grossman pass complete short left to Cedric Benson for -2 yards (tackle by LeRoy Hill),-0.310,-1.280
4,7:21,2,17,CHI 13,20,27,Rex Grossman pass complete deep right to Muhsin Muhammad for 22 yards (tackle by Jordan Babineaux),-1.280,1.270
4,6:38,1,10,CHI 35,20,27,Rex Grossman pass complete deep left to Bernard Berrian for 23 yards (tackle by Deon Grant),1.270,2.790
4,5:55,1,10,SEA 42,20,27,"Rex Grossman sacked by Patrick Kerney for -2 yards. Rex Grossman fumbles (forced by Patrick Kerney), recovered by Darryl Tapp at SEA-44 and returned for 9 yards (tackle by John Tait)",2.790,-2.460
4,5:43,1,10,CHI 47,20,27,Maurice Morris right tackle for 14 yards (tackle by Danieal Manning),2.460,3.380
4,4:57,1,10,CHI 33,20,27,Leonard Weaver up the middle for -2 yards (tackle by Lance Briggs),3.380,2.570
4,4:26,2,12,CHI 35,20,27,Matt Hasselbeck pass complete short right to Will Heller for 7 yards (tackle by Lance Briggs),2.570,2.810
4,3:43,3,5,CHI 28,20,27,Matt Hasselbeck pass incomplete short right intended for D.J. Hackett,2.810,1.630
,,,,,,,"SEA challenged the pass completion ruling, and the play was upheld.",,
4,3:36,4,5,CHI 28,20,30,Josh Brown 46 yard field goal good,1.630,3.000
4,,,,SEA 30,20,30,"Josh Brown kicks off 47 yards, returned by Rashied Davis for 23 yards (tackle by Lance Laury)",0.000,1.990
4,3:25,1,10,CHI 46,20,30,Rex Grossman pass complete short right to Greg Olsen for 5 yards (tackle by Marcus Trufant),1.990,2.130
4,3:21,2,5,SEA 49,20,30,Rex Grossman pass incomplete short right intended for Devin Hester (defended by Deon Grant),2.130,1.420
4,3:17,3,5,SEA 49,20,30,Rex Grossman right tackle for 6 yards (tackle by Jordan Babineaux and Lofa Tatupu),1.420,2.720
4,2:51,1,10,SEA 43,20,30,Rex Grossman sacked by Patrick Kerney for -1 yards,2.720,2.040
4,2:23,2,11,SEA 44,20,30,Rex Grossman pass incomplete short right intended for Devin Hester,2.040,1.360
4,2:20,3,11,SEA 44,20,30,Rex Grossman pass complete short left to Adrian Peterson for 5 yards,1.360,0.660
4,2:12,4,6,SEA 39,20,30,Rex Grossman pass incomplete short left intended for Bernard Berrian (defended by Kelly Jennings),0.660,-1.600
4,2:06,1,10,SEA 40,20,30,Maurice Morris up the middle for -2 yards (tackle by Anthony Adams),1.600,0.780
4,2:00,2,12,SEA 38,20,30,Maurice Morris up the middle for 2 yards (tackle by Hunter Hillenmeyer),0.780,0.370
4,1:56,,,,20,30,Timeout #1 by Chicago Bears,0.000,0.370
4,1:56,3,10,SEA 40,20,30,Maurice Morris left end for 3 yards (tackle by Brian Urlacher),0.370,-0.520
4,1:50,,,,20,30,Timeout #2 by Chicago Bears,0.000,-0.520
4,1:50,4,7,SEA 43,20,30,Ryan Plackemeier punts 29 yards,-0.520,-0.810
4,1:42,1,10,CHI 28,20,30,Rex Grossman sacked by Patrick Kerney for -5 yards,0.810,-0.410
4,1:19,2,15,CHI 23,20,30,"Rex Grossman pass complete short right to Desmond Clark for 7 yards (tackle by Jordan Babineaux). Desmond Clark fumbles (forced by Jordan Babineaux), recovered by Bernard Berrian at CHI-30",-0.410,-0.160
4,0:48,,,,20,30,Timeout #3 by Chicago Bears,0.000,-0.160
4,0:47,3,8,CHI 30,20,30,Rex Grossman pass complete deep middle to Rashied Davis for 36 yards (tackle by Brian Russell),-0.160,3.310
4,0:29,1,10,SEA 34,20,30,Rex Grossman spiked the ball,3.310,2.770
4,0:28,2,10,SEA 34,20,30,Rex Grossman pass complete short right to Greg Olsen for 3 yards,2.770,2.480
4,0:22,3,7,SEA 31,20,30,Rex Grossman pass incomplete short left intended for Devin Hester,2.480,1.320
4,0:16,4,7,SEA 31,23,30,Robbie Gould 48 yard field goal good,1.320,3.000
4,,,,CHI 30,23,30,Robbie Gould kicks onside 28 yards,0.000,1.730
4,0:12,1,10,SEA 42,23,30,Matt Hasselbeck kneels for -1 yards,1.730,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
