Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
2,10:41,3,8,PIT 45,3,3,Geno Smith sacked by Jason Worilds for -10 yards,1.490,-0.390
2,10:14,4,18,NYJ 45,3,3,"Ryan Quigley punts 37 yards, fair catch by Antonio Brown",-0.390,-0.040
2,10:08,1,10,PIT 18,3,3,Ben Roethlisberger pass complete short right to Heath Miller for 16 yards (tackle by Garrett McIntyre),0.040,1.200
2,9:25,1,10,PIT 34,3,3,Felix Jones left tackle for 3 yards (tackle by Garrett McIntyre and Dawan Landry),1.200,1.060
2,8:40,2,7,PIT 37,3,3,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 13 yards (tackle by Antonio Allen and David Harris),1.060,2.260
2,7:58,1,10,,3,3,"Ben Roethlisberger pass complete short right to Will Johnson for 2 yards (tackle by Calvin Pace). Penalty on NYJ: Horse Collar Tackle, 15 yards",2.260,3.380
2,7:32,1,10,NYJ 33,3,3,Antonio Brown pass complete short left to Felix Jones for 15 yards (tackle by Dawan Landry),3.380,4.370
2,6:59,1,10,NYJ 18,3,3,Le'Veon Bell left tackle for 3 yards (tackle by Garrett McIntyre and Dawan Landry),4.370,4.250
2,6:19,2,7,NYJ 15,3,3,Le'Veon Bell right end for no gain (tackle by Kyle Wilson),4.250,3.460
2,5:28,3,7,NYJ 15,3,3,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,3.460,2.440
2,5:28,4,7,NYJ 15,6,3,Shaun Suisham 33 yard field goal good,2.440,3.000
2,5:28,,,PIT 35,6,3,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
2,5:25,1,10,NYJ 20,6,3,Bilal Powell right tackle for 3 yards (tackle by LaMarr Woodley and Lawrence Timmons),0.280,0.140
2,4:48,2,7,NYJ 23,6,3,Geno Smith pass incomplete deep middle intended for Stephen Hill,0.140,-0.560
2,4:40,3,7,NYJ 23,6,3,Geno Smith sacked by LaMarr Woodley for -5 yards,-0.560,-2.240
2,4:10,4,12,NYJ 18,6,3,"Ryan Quigley punts 47 yards, fair catch by Antonio Brown",-2.240,-1.270
2,4:03,1,10,PIT 35,6,3,Le'Veon Bell right end for 2 yards (tackle by David Harris),1.270,0.990
2,3:23,2,8,PIT 37,6,3,Ben Roethlisberger pass complete short right to Heath Miller for 3 yards (tackle by Isaiah Trufant),0.990,0.990
2,2:42,2,8,PIT 37,6,3,Timeout #1 by Pittsburgh Steelers,0.990,0.700
2,2:42,3,5,PIT 40,6,3,"Penalty on Marcus Gilbert: False Start, 5 yards (no play)",0.700,0.040
2,2:42,3,10,PIT 35,6,3,Ben Roethlisberger pass complete short right to Antonio Brown for 15 yards (tackle by Antonio Cromartie),0.040,2.260
2,2:00,1,10,,6,3,Ben Roethlisberger pass complete short middle to Antonio Brown for 11 yards (tackle by Isaiah Trufant),2.260,2.980
2,1:25,1,10,NYJ 39,6,3,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by David Harris),2.980,3.390
2,0:57,2,3,NYJ 32,6,3,Le'Veon Bell up the middle for -4 yards (tackle by Sheldon Richardson). Penalty on PIT: Illegal Formation (Declined),3.390,2.150
2,0:57,3,7,NYJ 36,6,3,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",2.150,1.490
2,0:53,3,12,NYJ 41,6,3,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Isaiah Trufant),1.490,1.490
2,0:49,3,12,NYJ 41,6,3,Timeout #2 by Pittsburgh Steelers,1.490,1.520
2,0:49,4,1,NYJ 30,9,3,Shaun Suisham 48 yard field goal good,1.520,3.000
2,0:49,,,PIT 35,9,3,"Shaun Suisham kicks off 52 yards, returned by Tommy Bohanon for 15 yards (tackle by Robert Golden)",0.000,-0.810
2,0:40,1,10,NYJ 28,9,3,Mike Goodson left guard for 6 yards (tackle by Cameron Heyward),0.810,0.810
2,0:31,1,10,NYJ 28,9,3,Timeout #2 by New York Jets,0.810,1.070
2,0:31,2,4,NYJ 34,9,3,Geno Smith pass incomplete deep left intended for Clyde Gates,1.070,0.370
2,0:26,3,4,NYJ 34,9,3,Geno Smith pass complete short middle to Jeremy Kerley for 10 yards (tackle by Troy Polamalu),0.370,0.370
2,0:19,3,4,NYJ 34,9,3,Timeout #3 by New York Jets,0.370,1.860
2,0:19,1,10,NYJ 44,9,3,Geno Smith pass complete short left to Clyde Gates for 8 yards (tackle by William Gay),1.860,2.400
2,0:15,2,2,PIT 48,9,3,Geno Smith pass complete short right to Clyde Gates for 7 yards,2.400,2.400
2,0:11,2,2,PIT 48,9,3,Timeout #3 by Pittsburgh Steelers,2.400,2.850
2,0:11,1,10,PIT 41,9,3,Geno Smith pass complete deep right to Stephen Hill for 20 yards (tackle by Troy Polamalu),2.850,4.170
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:05,1,10,PIT 21,9,6,Nick Folk 39 yard field goal good,4.170,3.000
2,0:05,,,NYJ 35,9,6,"Nick Folk kicks off 35 yards, returned by Michael Palmer for 5 yards (tackle by Ricky Sapp)",0.000,1.270
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,9,6,"Shaun Suisham kicks off no gain, returned by Clyde Gates for 33 yards (tackle by Shaun Suisham)",0.000,0.670
3,14:55,1,10,NYJ 26,9,6,Geno Smith pass incomplete short left intended for Jeremy Kerley,0.670,0.130
3,14:52,2,10,NYJ 26,9,6,Geno Smith pass complete short left to Clyde Gates for 4 yards (tackle by Shamarko Thomas and Lawrence Timmons),0.130,-0.030
3,14:15,3,6,NYJ 30,9,6,Geno Smith pass incomplete short left intended for Stephen Hill,-0.030,-1.370
3,14:15,4,6,NYJ 30,9,6,"Penalty on Konrad Reuland: False Start, 5 yards (no play)",-1.370,-1.700
3,14:12,4,11,NYJ 25,9,6,"Ryan Quigley punts 50 yards, returned by Antonio Brown for 11 yards (tackle by Nick Bellore)",-1.700,-1.330
3,14:01,1,10,PIT 36,9,6,Le'Veon Bell right guard for 7 yards (tackle by Sheldon Richardson),1.330,1.740
3,13:21,2,3,PIT 43,9,6,Le'Veon Bell left tackle for 2 yards (tackle by Muhammad Wilkerson),1.740,1.290
3,12:39,3,1,PIT 45,15,6,"Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 55 yards, touchdown",1.290,7.000
3,12:39,,,NYJ 2,16,6,Shaun Suisham kicks extra point good,0.000,0.000
3,12:39,,,PIT 35,16,6,"Shaun Suisham kicks off 64 yards, returned by Clyde Gates for 23 yards (tackle by Stevenson Sylvester)",0.000,-0.540
3,12:24,1,10,NYJ 24,16,6,"Geno Smith left tackle for 1 yard (tackle by Jason Worilds). Geno Smith fumbles (forced by Jason Worilds), recovered by Geno Smith at NYJ-25",0.540,0.130
3,11:46,2,9,NYJ 25,16,6,Geno Smith pass complete deep right to Jeff Cumberland for 29 yards (tackle by Ryan Clark),0.130,2.520
3,11:04,1,10,PIT 46,16,6,Chris Ivory right tackle for 6 yards (tackle by Troy Polamalu),2.520,2.790
3,10:30,2,4,PIT 40,16,6,Geno Smith pass complete short left to Clyde Gates for 6 yards (tackle by Cortez Allen),2.790,3.310
3,9:58,1,10,PIT 34,16,6,Chris Ivory right tackle for 5 yards (tackle by Ryan Clark),3.310,3.450
3,9:21,2,5,PIT 29,16,6,Chris Ivory right tackle for 2 yards (tackle by Jason Worilds and Lawrence Timmons),3.450,3.010
3,8:41,3,3,PIT 27,16,6,Bilal Powell right tackle for 4 yards (tackle by Jason Worilds),3.010,4.040
3,8:01,1,10,PIT 23,16,6,Geno Smith pass incomplete deep right intended for Konrad Reuland is intercepted by Ryan Clark at PIT-1 and returned for 13 yards (tackle by Konrad Reuland),4.040,0.280
3,7:52,1,10,PIT 14,16,6,Felix Jones up the middle for -1 yards (tackle by Dawan Landry),-0.280,-0.850
3,7:09,2,11,PIT 13,16,6,Felix Jones left end for 11 yards (tackle by Dawan Landry),-0.850,0.540
3,6:40,1,10,PIT 24,16,6,Felix Jones right tackle for 3 yards (tackle by Damon Harrison),0.540,0.400
3,5:56,2,7,PIT 27,16,6,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Calvin Pace),0.400,-0.300
3,5:51,3,7,PIT 27,16,6,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,-0.300,-1.570
3,5:46,4,7,PIT 27,16,6,"Zoltan Mesko punts 48 yards, out of bounds",-1.570,-0.610
3,5:36,1,10,NYJ 25,16,6,Geno Smith pass complete short right to Bilal Powell for -2 yards (tackle by Vince Williams),0.610,-0.210
3,5:01,2,12,NYJ 23,16,6,Geno Smith right tackle for -2 yards (tackle by Cortez Allen),-0.210,-1.150
3,4:28,3,14,NYJ 21,16,6,Geno Smith pass incomplete short right intended for Stephen Hill,-1.150,-1.960
3,4:22,4,14,NYJ 21,16,6,"Ryan Quigley punts 48 yards, returned by Antonio Brown for 6 yards (tackle by Jaiquawn Jarrett). Penalty on PIT: Illegal Block Above the Waist, 10 yards",-1.960,-0.340
3,4:11,1,10,PIT 21,16,6,Le'Veon Bell up the middle for 3 yards (tackle by Demario Davis),0.340,0.210
3,3:34,2,7,PIT 24,16,6,Ben Roethlisberger pass incomplete deep right intended for Will Johnson,0.210,-0.490
3,3:27,3,7,PIT 24,16,6,Ben Roethlisberger pass complete short middle to Antonio Brown for 14 yards (tackle by Isaiah Trufant),-0.490,1.470
3,2:44,1,10,PIT 38,16,6,"Ben Roethlisberger pass incomplete deep right intended for Antonio Brown. Penalty on Antonio Cromartie: Defensive Pass Interference, 25 yards (no play)",1.470,3.120
3,2:38,1,10,NYJ 37,16,6,Ben Roethlisberger pass complete short right to Le'Veon Bell for 3 yards (tackle by Garrett McIntyre),3.120,2.980
3,1:55,2,7,NYJ 34,16,6,Ben Roethlisberger pass complete short middle to Heath Miller for 22 yards (tackle by Dawan Landry),2.980,4.780
3,1:10,1,10,NYJ 12,16,6,Ben Roethlisberger pass complete short right to Antonio Brown for no gain,4.780,4.100
3,0:30,2,10,NYJ 12,16,6,Ben Roethlisberger pass complete short right to Will Johnson for no gain,4.100,3.120
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,NYJ 12,16,6,Ben Roethlisberger left tackle for 10 yards (tackle by Isaiah Trufant and David Harris),3.120,3.120
4,14:24,3,10,NYJ 12,16,6,Timeout #1 by New York Jets,3.120,6.740
4,14:24,1,2,NYJ 2,16,6,Le'Veon Bell left tackle for -2 yards (tackle by Damon Harrison),6.740,5.340
4,13:38,2,4,NYJ 4,16,6,"Ben Roethlisberger pass incomplete short right intended for Heath Miller. Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",5.340,3.580
4,13:38,2,14,NYJ 14,16,6,Ben Roethlisberger pass complete short left to Le'Veon Bell for 7 yards (tackle by Demario Davis),3.580,3.580
4,12:54,2,14,NYJ 14,16,6,Timeout #1 by Pittsburgh Steelers,3.580,3.810
4,12:54,3,7,NYJ 7,16,6,Antonio Brown sacked by David Harris for -7 yards,3.810,2.510
4,12:12,4,14,NYJ 14,19,6,Shaun Suisham 32 yard field goal good,2.510,3.000
4,12:12,,,PIT 35,19,6,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,12:09,1,10,NYJ 20,19,6,Geno Smith pass complete short middle to Stephen Hill for 13 yards (tackle by Jarvis Jones),0.280,1.140
4,11:37,1,10,NYJ 33,19,6,Mike Goodson up the middle for 3 yards (tackle by LaMarr Woodley),1.140,1.000
4,11:07,2,7,NYJ 36,19,6,Geno Smith pass complete short left to Clyde Gates for 11 yards,1.000,2.060
4,10:41,1,10,NYJ 47,19,6,Geno Smith pass incomplete short left intended for Clyde Gates,2.060,1.520
4,10:38,2,10,NYJ 47,19,6,Geno Smith pass incomplete deep right intended for Jeremy Kerley,1.520,0.830
4,10:33,3,10,NYJ 47,19,6,Geno Smith pass incomplete deep middle intended for Konrad Reuland,0.830,-0.260
4,10:29,4,10,NYJ 47,19,6,"Ryan Quigley punts 53 yards, touchback",-0.260,-0.280
4,10:21,1,10,PIT 20,19,6,"Ben Roethlisberger pass complete short right to Emmanuel Sanders for 2 yards (tackle by Sheldon Richardson). Emmanuel Sanders fumbles (forced by Sheldon Richardson), recovered by Emmanuel Sanders at PIT-22",0.280,0.000
4,9:35,2,8,PIT 22,19,6,Ben Roethlisberger left end for 1 yard,0.000,0.000
4,8:49,2,8,PIT 22,19,6,Timeout #2 by Pittsburgh Steelers,0.000,-0.560
4,8:48,3,7,PIT 23,19,6,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by David Harris),-0.560,-1.440
4,8:04,4,1,PIT 29,19,6,"Zoltan Mesko punts 53 yards, returned by Jeremy Kerley for 12 yards (tackle by Michael Palmer)",-1.440,-0.940
4,7:52,1,10,NYJ 30,19,6,Geno Smith pass complete short right to Jeff Cumberland for 12 yards (tackle by Shamarko Thomas),0.940,1.730
4,7:27,1,10,NYJ 42,19,6,Geno Smith pass incomplete short right intended for Stephen Hill,1.730,1.190
4,7:23,2,10,NYJ 42,19,6,"Geno Smith pass incomplete short left intended for Tommy Bohanon. Penalty on Willie Colon: Offensive Holding, 10 yards (no play)",1.190,-0.160
4,7:18,2,20,NYJ 32,19,6,Geno Smith pass incomplete short middle intended for Jeremy Kerley,-0.160,-0.820
4,7:15,3,20,NYJ 32,19,6,Geno Smith pass incomplete deep middle intended for Jeremy Kerley (defended by Ryan Clark),-0.820,-1.240
4,7:10,4,20,NYJ 32,19,6,"Ryan Quigley punts 38 yards, out of bounds",-1.240,-0.940
4,7:02,1,10,PIT 30,19,6,Le'Veon Bell right end for 5 yards (tackle by David Harris),0.940,1.070
4,6:21,2,5,PIT 35,19,6,Le'Veon Bell right tackle for 2 yards (tackle by Darrin Walls),1.070,0.630
4,5:37,3,3,PIT 37,19,6,Ben Roethlisberger sacked by Muhammad Wilkerson for -6 yards,0.630,-1.310
4,4:49,4,9,PIT 31,19,6,"Zoltan Mesko punts 46 yards, returned by Jeremy Kerley for 11 yards (tackle by Will Johnson)",-1.310,-1.200
4,4:49,1,10,NYJ 34,19,6,Geno Smith sacked by Evander Hood for -2 yards,1.200,0.390
4,4:21,2,12,NYJ 32,19,6,Geno Smith pass complete short right to Stephen Hill for 13 yards (tackle by Ike Taylor),0.390,1.930
4,3:54,1,10,NYJ 45,19,6,Geno Smith pass complete short left to Jeff Cumberland for 14 yards (tackle by Ryan Clark),1.930,2.850
4,3:43,1,10,PIT 41,19,6,Mike Goodson left end for 18 yards (tackle by Ryan Clark and Shamarko Thomas),2.850,4.040
4,3:14,1,10,PIT 23,19,6,Geno Smith pass complete short left to David Nelson for 11 yards (tackle by William Gay),4.040,4.780
4,3:08,1,10,PIT 12,19,6,Geno Smith pass incomplete short left intended for Stephen Hill is intercepted by Lawrence Timmons at PIT-3 and returned for 23 yards (tackle by Mike Goodson),4.780,-0.670
4,2:59,1,10,PIT 26,19,6,Le'Veon Bell right tackle for 2 yards (tackle by Damon Harrison),0.670,0.670
4,2:53,1,10,PIT 26,19,6,Timeout #2 by New York Jets,0.670,0.400
4,2:53,2,8,PIT 28,19,6,Le'Veon Bell right guard for 6 yards (tackle by Demario Davis),0.400,0.400
4,2:48,2,8,PIT 28,19,6,Timeout #3 by New York Jets,0.400,0.500
4,2:48,3,2,PIT 34,19,6,Jonathan Dwyer up the middle for 6 yards (tackle by Sheldon Richardson and David Harris),0.500,1.600
4,2:06,1,10,PIT 40,19,6,Felix Jones up the middle for 2 yards (tackle by Kenrick Ellis),1.600,1.320
4,2:00,2,8,PIT 42,19,6,Jonathan Dwyer right guard for 2 yards (tackle by Demario Davis and David Harris),1.320,0.890
4,1:16,3,6,PIT 44,19,6,Jonathan Dwyer right guard for 2 yards (tackle by Calvin Pace and Kenrick Ellis),0.890,-0.320
4,1:16,4,4,PIT 46,19,6,"Penalty on PIT: Delay of Game, 5 yards (no play)",-0.320,-0.650
4,0:30,4,9,PIT 41,19,6,Zoltan Mesko punts 32 yards,-0.650,-0.740
4,0:18,1,10,NYJ 27,19,6,Geno Smith pass complete short middle to Jeremy Kerley for 9 yards (tackle by Lawrence Timmons),0.740,1.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
