Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Antonio Brown,PIT,0,0,,0,0,2,11,5.5,0,11
Felix Jones,PIT,1,23,23.0,0,23,0,0,,0,0
Michael Palmer,PIT,1,5,5.0,0,5,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Jeremy Kerley,NYJ,0,0,,0,0,4,45,11.3,0,13
Clyde Gates,NYJ,2,56,28.0,0,33,0,0,,0,0
Tommy Bohanon,NYJ,1,15,15.0,0,15,0,0,,0,0
