Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
3,8:39,,,NOR 35,6,14,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,8:39,1,10,NYG 25,6,14,"Saquon Barkley right tackle for no gain. Penalty on Mark Glowinski: Illegal Formation, 5 yards (accepted) (no play)",0.610,0.280
3,8:14,1,15,NYG 20,6,14,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",0.280,-0.410
3,7:53,1,20,NYG 15,6,14,Matt Breida right end for 3 yards (tackle by Pete Werner and Khalen Saunders),-0.410,-0.980
3,7:15,2,17,NYG 18,6,14,Saquon Barkley right guard for no gain (tackle by Nathan Shepherd),-0.980,-1.720
3,6:39,3,17,NYG 18,6,14,Tommy DeVito pass incomplete short right,-1.720,-2.240
3,6:30,4,17,NYG 18,6,14,"Jamie Gillan punts 49 yards, returned by Rashid Shaheed for 10 yards (tackle by Carter Coughlin)",-2.240,-1.800
3,6:20,1,10,NOR 43,6,14,Derek Carr pass complete short right to A.T. Perry for 18 yards (tackle by Adoree' Jackson),1.800,2.980
3,5:45,1,10,NYG 39,6,14,Alvin Kamara right tackle for no gain (tackle by A'Shawn Robinson),2.980,2.440
3,5:08,2,10,NYG 39,6,14,Derek Carr pass incomplete short left intended for Foster Moreau,2.440,1.750
3,5:03,3,10,NYG 39,6,14,Derek Carr pass complete short left to Alvin Kamara for 7 yards (tackle by Dane Belton and Isaiah Simmons),1.750,1.290
3,4:22,4,3,NYG 32,6,17,Blake Grupe 50 yard field goal good,1.290,3.000
3,4:17,,,NOR 35,6,17,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
3,4:17,1,10,NYG 25,6,17,Tommy DeVito pass incomplete short right intended for Darius Slayton,0.610,0.060
3,4:11,2,10,NYG 25,6,17,Saquon Barkley right guard for 3 yards (tackle by Nathan Shepherd and Tanoh Kpassagnon),0.060,-0.230
3,3:35,3,7,NYG 28,6,17,Tommy DeVito sacked by Tanoh Kpassagnon for -4 yards,-0.230,-1.770
3,3:00,4,11,NYG 24,6,17,"Jamie Gillan punts 52 yards, returned by Rashid Shaheed for 11 yards (tackle by Carter Coughlin and Daniel Bellinger)",-1.770,-1.270
3,2:49,1,10,NOR 35,6,17,Alvin Kamara left tackle for 15 yards (tackle by Jason Pinnock),1.270,2.260
3,2:10,1,10,NOR 50,6,17,Jamaal Williams right guard for no gain (tackle by A'Shawn Robinson),2.260,1.710
3,1:31,2,10,NYG 50,6,17,Derek Carr pass complete short left to Alvin Kamara for 17 yards (tackle by Xavier McKinney),1.710,3.380
3,0:54,1,10,NYG 33,6,17,"Alvin Kamara for no gain. Penalty on Andrus Peat: Offensive Holding, 10 yards (accepted) (no play)",3.380,2.720
3,0:27,1,20,NYG 43,6,17,Derek Carr pass complete short middle to Alvin Kamara for 5 yards (tackle by Micah McFadden),2.720,2.160
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,NYG 38,6,17,Alvin Kamara left end for -1 yards (tackle by Micah McFadden),2.160,1.350
4,14:24,3,16,NYG 39,6,17,Derek Carr pass complete short right to A.T. Perry for 16 yards (tackle by Adoree' Jackson and Isaiah Simmons),1.350,4.040
4,13:39,1,10,NYG 23,6,17,Alvin Kamara left tackle for 8 yards (tackle by Deonte Banks),4.040,4.750
4,13:07,2,2,NYG 15,6,17,Alvin Kamara left tackle for 7 yards (tackle by Micah McFadden),4.750,5.370
4,12:24,1,8,NYG 8,6,17,Alvin Kamara left tackle for 1 yard (tackle by A'Shawn Robinson),5.370,4.760
4,11:43,2,7,NYG 7,6,17,Derek Carr pass complete short right to Foster Moreau for 1 yard (tackle by Jason Pinnock),4.760,4.040
4,11:01,3,6,NYG 6,6,17,"Derek Carr pass incomplete short left intended for A.T. Perry. Penalty on Jason Pinnock: Defensive Pass Interference, 5 yards (accepted) (no play)",4.040,6.970
4,10:51,1,1,NYG 1,6,23,"Derek Carr pass complete short right to Jimmy Graham for 1 yard, touchdown",6.970,7.000
4,10:47,,,NYG 15,6,24,Blake Grupe kicks extra point good,0.000,0.000
4,10:47,,,NOR 35,6,24,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
4,10:47,1,10,NYG 25,6,24,Tommy DeVito pass complete short middle to Wan'Dale Robinson for 13 yards (tackle by Pete Werner),0.610,1.470
4,10:18,1,10,NYG 38,6,24,Matt Breida right guard for 5 yards (tackle by Demario Davis),1.470,1.600
4,9:57,2,5,NYG 43,6,24,Tommy DeVito pass incomplete deep right intended for Darren Waller,1.600,0.890
4,9:56,3,5,NYG 43,6,24,Saquon Barkley left tackle for 3 yards (tackle by Tanoh Kpassagnon and Carl Granderson),0.890,-0.320
4,9:14,4,2,NYG 46,6,24,Tommy DeVito pass complete short left to Wan'Dale Robinson for 8 yards (tackle by Paulson Adebo),-0.320,2.520
4,8:41,1,10,NOR 46,6,24,Tommy DeVito sacked by Tanoh Kpassagnon for -8 yards,2.520,0.900
4,8:07,2,18,NYG 46,6,24,Tommy DeVito pass complete short right to Darren Waller for 4 yards (tackle by Alontae Taylor),0.900,0.760
4,7:34,3,14,NOR 50,6,24,Tommy DeVito pass complete short middle to Darren Waller for 6 yards (tackle by Jordan Howden),0.760,0.330
4,6:53,4,8,NOR 44,6,24,Tommy DeVito pass incomplete short right intended for Jalin Hyatt,0.330,-1.930
4,6:48,1,10,NOR 45,6,24,Jamaal Williams right guard for 8 yards (tackle by Jordon Riley),1.930,2.460
4,6:05,2,2,NYG 47,6,24,Jamaal Williams right guard for 4 yards (tackle by Jordon Riley and Rakeem Nunez-Roches),2.460,2.720
4,5:30,1,10,NYG 43,6,24,Jamaal Williams right guard for 2 yards (tackle by A'Shawn Robinson),2.720,2.450
4,5:23,,,,,,Timeout #1 by New York Giants,,
4,5:23,2,8,NYG 41,6,24,Derek Carr pass incomplete deep left intended for Rashid Shaheed,2.450,1.750
4,5:18,3,8,NYG 41,6,24,Alvin Kamara left end for 1 yard (tackle by Jason Pinnock),1.750,0.590
4,5:12,,,,,,Timeout #2 by New York Giants,,
4,5:12,4,7,NYG 40,6,24,Lou Hedley punts 32 yards downed by Ty Summers,0.590,0.380
4,5:03,1,10,NYG 8,6,24,Tommy DeVito pass complete short right to Eric Gray for 3 yards (tackle by Jordan Howden),-0.380,-0.560
4,4:37,2,7,NYG 11,6,24,Tommy DeVito pass complete short middle to Darius Slayton for 6 yards (tackle by Jordan Howden),-0.560,-0.370
4,4:09,3,1,NYG 17,6,24,Tommy DeVito pass complete short left to Darius Slayton for 19 yards (tackle by Lonnie Johnson),-0.370,1.330
4,4:03,1,10,NYG 36,6,24,Tommy DeVito pass incomplete deep left intended for Isaiah Hodgins (defended by Isaac Yiadom),1.330,0.790
4,3:59,2,10,NYG 36,6,24,Tommy DeVito pass complete short left to Eric Gray for no gain (tackle by Tyrann Mathieu),0.790,0.100
4,3:54,3,10,NYG 36,6,24,Tommy DeVito pass incomplete short right,0.100,-0.980
4,3:48,4,10,NYG 36,6,24,Tommy DeVito pass complete deep right to Darius Slayton for 33 yards (tackle by Demario Davis),-0.980,3.510
4,3:29,1,10,NOR 31,6,24,Tommy DeVito pass complete short left to Eric Gray for 3 yards (tackle by Isaac Yiadom and Alontae Taylor),3.510,3.370
4,3:16,2,7,NOR 28,6,24,Tommy DeVito sacked by Bryan Bresee for -12 yards,3.370,1.090
4,2:40,3,19,NOR 40,6,24,Tommy DeVito pass complete short middle to Lawrence Cager for 9 yards (tackle by Demario Davis),1.090,1.320
4,2:04,4,10,NOR 31,6,24,Tommy DeVito pass incomplete short left intended for Eric Gray,1.320,-1.070
4,1:56,1,10,NOR 32,6,24,Derek Carr kneels for -1 yards,1.070,0.390
4,1:14,2,11,NOR 31,6,24,Derek Carr kneels for -1 yards,0.390,-0.430
4,0:37,3,12,NOR 30,6,24,Derek Carr kneels for -2 yards,-0.430,-1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
