Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NYG 25,0,0,Tommy DeVito pass incomplete deep right intended for Darius Slayton (defended by Paulson Adebo),0.610,0.060
1,14:54,2,10,NYG 25,0,0,Saquon Barkley left guard for 1 yard (tackle by Khalen Saunders and Pete Werner),0.060,-0.490
1,14:14,3,9,NYG 26,0,0,Tommy DeVito pass complete short left to Daniel Bellinger for 8 yards (tackle by Alontae Taylor),-0.490,-1.110
1,13:30,4,1,NYG 34,0,0,"Jamie Gillan punts, fair catch by Rashid Shaheed at NO-9. Penalty on J.T. Gray: Running Into the Kicker, 6 yards (accepted) (no play)",-1.110,1.600
1,13:22,1,10,NYG 40,0,0,Saquon Barkley right tackle for no gain (tackle by Nathan Shepherd),1.600,1.050
1,12:43,2,10,NYG 40,0,0,Tommy DeVito pass complete short right to Saquon Barkley for 17 yards (tackle by Tyrann Mathieu),1.050,2.720
1,12:10,1,10,NOR 43,0,0,Tommy DeVito pass complete short left to Darren Waller for 1 yard (tackle by Demario Davis),2.720,2.310
1,11:30,2,9,NOR 42,0,0,Matt Breida left tackle for 2 yards (tackle by Demario Davis),2.310,1.880
1,10:49,3,7,NOR 40,0,0,Tommy DeVito scrambles up the middle for 2 yards (tackle by Pete Werner),1.880,0.720
1,10:06,4,5,NOR 38,3,0,Randy Bullock 56 yard field goal good,0.720,3.000
1,10:00,,,NYG 35,3,0,"Randy Bullock kicks off 63 yards, returned by Lynn Bowden for 18 yards (tackle by Matt Breida)",0.000,0.280
1,9:56,1,10,NOR 20,3,0,Derek Carr pass complete short left to Lynn Bowden for 3 yards (tackle by Cordale Flott),0.280,0.140
1,9:24,2,7,NOR 23,3,0,Derek Carr pass incomplete short right intended for Foster Moreau,0.140,-0.560
1,9:18,3,7,NOR 23,3,0,Derek Carr pass complete short right to Taysom Hill for 4 yards (tackle by Azeez Ojulari),-0.560,-1.570
1,8:39,4,3,NOR 27,3,0,"Lou Hedley punts 41 yards, fair catch by Gunner Olszewski at NYG-32",-1.570,-1.070
1,8:31,1,10,NYG 32,3,0,Tommy DeVito sacked by Demario Davis for -8 yards,1.070,-0.550
1,7:48,2,18,NYG 24,3,0,Tommy DeVito pass incomplete short middle intended for Darren Waller (defended by Khalen Saunders),-0.550,-1.220
1,7:48,3,18,NYG 24,3,0,Tommy DeVito pass complete short left to Darius Slayton for 5 yards (tackle by Carl Granderson and Demario Davis),-1.220,-1.440
1,7:14,4,13,NYG 29,3,0,"Jamie Gillan punts 53 yards, returned by Rashid Shaheed for 14 yards (tackle by Casey Kreiter)",-1.440,-1.070
1,7:04,1,10,NOR 32,3,0,Alvin Kamara left tackle for 1 yard (tackle by Rakeem Nunez-Roches),1.070,0.660
1,6:30,2,9,NOR 33,3,0,Derek Carr pass complete short right to Foster Moreau for 4 yards (tackle by Xavier McKinney),0.660,0.500
1,5:50,3,5,NOR 37,3,0,Derek Carr pass complete short left to Rashid Shaheed for 6 yards (tackle by Cordale Flott),0.500,1.800
1,5:09,1,10,NOR 43,3,0,Alvin Kamara right tackle for 11 yards (tackle by Kayvon Thibodeaux),1.800,2.520
1,4:35,1,10,NYG 46,3,0,Taysom Hill right end for 1 yard (tackle by Azeez Ojulari),2.520,2.110
1,3:50,2,9,NYG 45,3,0,Derek Carr pass complete short left to Juwan Johnson for 15 yards (tackle by Jason Pinnock),2.110,3.580
1,3:13,1,10,NYG 30,3,0,Alvin Kamara right end for no gain (tackle by A'Shawn Robinson),3.580,3.030
1,2:32,,,,,,Timeout #1 by New York Giants,,
1,2:32,2,10,NYG 30,3,0,Derek Carr pass complete deep middle to Lynn Bowden for 17 yards (tackle by Jason Pinnock),3.030,4.710
1,1:54,1,10,NYG 13,3,0,Alvin Kamara left guard for 3 yards (tackle by Rakeem Nunez-Roches and Dexter Lawrence),4.710,4.580
1,1:14,2,7,NYG 10,3,0,Jamaal Williams right guard for 3 yards (tackle by Bobby Okereke and Cordale Flott),4.580,4.330
1,0:34,3,4,NYG 7,3,6,"Derek Carr pass complete short middle to Keith Kirkwood for 7 yards, touchdown",4.330,7.000
1,0:29,,,NYG 15,3,7,Blake Grupe kicks extra point good,0.000,0.000
1,0:29,,,NOR 35,3,7,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
1,0:29,1,10,NYG 25,3,7,Saquon Barkley left tackle for -2 yards (tackle by Demario Davis),0.610,-0.210
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,NYG 23,3,7,Tommy DeVito pass incomplete short left intended for Darius Slayton,-0.210,-0.890
2,14:55,3,12,NYG 23,3,7,Tommy DeVito sacked by Tanoh Kpassagnon for -8 yards,-0.890,-2.440
2,14:14,4,20,NYG 15,3,7,"Jamie Gillan punts 53 yards, fair catch by Rashid Shaheed at NO-32",-2.440,-1.070
2,14:08,1,10,NOR 32,3,7,Derek Carr pass complete short right to Alvin Kamara for 9 yards (tackle by Micah McFadden),1.070,1.740
2,13:16,2,1,NOR 41,3,7,Alvin Kamara left guard for 8 yards (tackle by Adoree' Jackson and Azeez Ojulari),1.740,2.190
2,12:32,1,10,NOR 49,3,7,Alvin Kamara right guard for 3 yards (tackle by Dexter Lawrence),2.190,2.050
2,11:56,2,7,NYG 48,3,7,Derek Carr pass complete short left to Jamaal Williams for 2 yards (tackle by Micah McFadden),2.050,1.620
2,11:18,3,5,NYG 46,3,7,Derek Carr sacked by Jason Pinnock for -9 yards,1.620,-0.390
2,10:36,4,14,NOR 45,3,7,"Lou Hedley punts 47 yards, returned by Gunner Olszewski for 2 yards (tackle by J.T. Gray)",-0.390,0.380
2,10:25,1,10,NYG 10,3,7,Tommy DeVito pass incomplete short right intended for Jalin Hyatt,-0.380,-0.780
2,10:21,2,10,NYG 10,3,7,Tommy DeVito right end for 14 yards (tackle by Paulson Adebo and Alontae Taylor),-0.780,0.540
2,9:44,1,10,NYG 24,3,7,Tommy DeVito sacked by Carl Granderson for -8 yards,0.540,-1.220
2,8:57,2,18,NYG 16,3,7,"Tommy DeVito pass complete short left to Saquon Barkley for 6 yards (tackle by Jordan Howden and Demario Davis). Penalty on Wan'Dale Robinson: Offensive Pass Interference, 10 yards (declined)",-1.220,-0.960
2,8:31,3,12,NYG 22,3,7,Tommy DeVito pass complete short middle to Darren Waller for 29 yards (tackle by Tyrann Mathieu),-0.960,2.320
2,7:44,1,10,NOR 49,3,7,Tommy DeVito right end for 14 yards (tackle by Tanoh Kpassagnon),2.320,3.250
2,7:06,1,10,NOR 35,3,7,Tommy DeVito pass complete short left to Wan'Dale Robinson for -1 yards (tackle by Alontae Taylor),3.250,2.570
2,6:23,2,11,NOR 36,3,7,Tommy DeVito pass incomplete deep left intended for Darius Slayton (defended by Isaac Yiadom),2.570,1.880
2,6:17,3,11,NOR 36,3,7,Tommy DeVito sacked by Bryan Bresee for -9 yards,1.880,0.270
2,5:35,4,20,NOR 45,3,7,"Jamie Gillan punts 31 yards, fair catch by Rashid Shaheed at NO-14",0.270,0.280
2,5:28,1,10,NOR 14,3,7,Jamaal Williams left tackle for 3 yards (tackle by Bobby Okereke),-0.280,-0.370
2,4:49,2,7,NOR 17,3,7,Derek Carr pass complete short left to Alvin Kamara for 6 yards,-0.370,-0.320
2,4:11,3,1,NOR 23,3,7,Jamaal Williams right guard for 4 yards (tackle by A'Shawn Robinson),-0.320,0.740
2,3:31,1,10,NOR 27,3,7,Taysom Hill pass incomplete short right intended for Lynn Bowden,0.740,0.200
2,3:24,,,,,,Timeout #1 by New Orleans Saints,,
2,3:24,2,10,NOR 27,3,7,"Derek Carr pass incomplete short right. Penalty on Derek Carr: Intentional Grounding, 12 yards (accepted)",0.200,-2.540
2,3:20,3,22,NOR 15,3,7,"Derek Carr pass complete short left to Lynn Bowden for 11 yards (tackle by Jason Pinnock and Xavier McKinney). Penalty on Juwan Johnson: Offensive Holding, 10 yards (declined)",-2.540,-1.630
2,3:05,4,11,NOR 26,3,7,"Lou Hedley punts 47 yards, returned by Gunner Olszewski for 13 yards (tackle by Adam Prentice)",-1.630,-1.600
2,2:55,1,10,NYG 40,3,7,Tommy DeVito pass incomplete short left intended for Jalin Hyatt (defended by Isaac Yiadom),1.600,1.050
2,2:45,2,10,NYG 40,3,7,"Tommy DeVito pass incomplete short right. Penalty on Tommy DeVito: Intentional Grounding, 12 yards (accepted)",1.050,-1.220
2,2:45,3,22,NYG 28,3,7,Tommy DeVito pass complete short right to Daniel Bellinger for 5 yards (tackle by Alontae Taylor),-1.220,-1.180
2,2:37,4,17,NYG 33,3,7,"Penalty on Alontae Taylor: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",-1.180,2.130
2,2:21,1,10,NYG 48,3,7,Saquon Barkley right end for 3 yards (tackle by Demario Davis),2.130,1.990
2,2:00,2,7,NOR 49,3,7,Saquon Barkley left guard for 2 yards (tackle by Pete Werner),1.990,1.550
2,1:25,,,,,,Timeout #2 by New Orleans Saints,,
2,1:25,3,5,NOR 47,3,7,Tommy DeVito pass complete short left to Matt Breida for 3 yards (tackle by Isaac Yiadom),1.550,0.330
2,1:19,,,,,,Timeout #3 by New Orleans Saints,,
2,1:19,,,,,,Timeout #2 by New York Giants,,
2,1:19,4,2,NOR 44,3,7,Saquon Barkley left tackle for 4 yards (tackle by Khalen Saunders),0.330,2.920
2,0:57,1,10,NOR 40,3,7,Tommy DeVito scrambles left end for 6 yards (tackle by Isaac Yiadom),2.920,3.180
2,0:40,2,4,NOR 34,3,7,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 5 yards (tackle by Pete Werner and Bryan Bresee),3.180,3.640
2,0:32,,,,,,Timeout #3 by New York Giants,,
2,0:32,1,10,NOR 29,3,7,Tyrod Taylor pass incomplete short right intended for Matt Breida,3.640,3.100
2,0:28,2,10,NOR 29,3,7,Tyrod Taylor pass complete short middle to Matt Breida for 8 yards (tackle by Zack Baun),3.100,3.470
2,0:06,3,2,NOR 21,3,7,Tyrod Taylor spiked the ball,3.470,2.180
2,0:05,4,2,NOR 21,6,7,Jamie Gillan 40 yard field goal good,2.180,3.000
Quarter,Time,Down,ToGo,Location,NYG,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,6,7,"Jamie Gillan kicks off 51 yards, returned by Taysom Hill for 18 yards (tackle by Isaiah Simmons)",0.000,1.070
3,14:56,1,10,NOR 32,6,7,Derek Carr pass incomplete short middle intended for Lynn Bowden,1.070,0.530
3,14:51,2,10,NOR 32,6,7,"Alvin Kamara right guard for no gain (tackle by A'Shawn Robinson). Penalty on Andrus Peat: Offensive Holding, 10 yards (accepted) (no play)",0.530,-0.820
3,14:24,2,20,NOR 22,6,7,Derek Carr pass complete deep left to Rashid Shaheed for 19 yards (tackle by Deonte Banks),-0.820,1.030
3,13:41,3,1,NOR 41,6,7,Alvin Kamara up the middle for 2 yards (tackle by Jason Pinnock and Bobby Okereke),1.030,1.800
3,13:08,1,10,NOR 43,6,7,Derek Carr pass complete short middle to Foster Moreau for 8 yards (tackle by Xavier McKinney),1.800,2.330
3,12:28,2,2,NYG 49,6,7,Jamaal Williams left tackle for no gain (tackle by A'Shawn Robinson and Rakeem Nunez-Roches),2.330,1.620
3,11:45,3,2,NYG 49,6,7,"Penalty on James Hurst: False Start, 5 yards (accepted) (no play)",1.620,0.960
3,11:23,3,7,NOR 46,6,7,"Derek Carr pass incomplete intended for Juwan Johnson. Penalty on Adoree' Jackson: Defensive Holding, 5 yards (accepted) (no play)",0.960,2.320
3,11:17,1,10,NYG 49,6,7,Alvin Kamara right end for 5 yards (tackle by Adoree' Jackson),2.320,2.460
3,10:44,2,5,NYG 44,6,7,Alvin Kamara right guard for 2 yards (tackle by A'Shawn Robinson and Micah McFadden),2.460,2.020
3,10:12,3,3,NYG 42,6,7,Derek Carr pass complete short right to Jimmy Graham for 8 yards (tackle by Adoree' Jackson),2.020,3.310
3,9:30,1,10,NYG 34,6,7,Derek Carr pass complete short right to Rashid Shaheed for 11 yards (tackle by Deonte Banks),3.310,4.040
3,8:44,1,10,NYG 23,6,13,"Derek Carr pass complete deep right to Juwan Johnson for 23 yards, touchdown",4.040,7.000
3,8:39,,,NYG 15,6,14,Blake Grupe kicks extra point good,0.000,0.000
