Quarter,Time,Tm,Detail,BAL,CLE
3.0,12:28,Ravens,Ray Rice 13 yard rush (Stephen Hauschka kick),7,0
,12:11,Ravens,Dawan Landry 48 yard interception return (Stephen Hauschka kick failed),13,0
,7:20,Ravens,Stephen Hauschka 44 yard field goal,16,0
