Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss, Ravens to receive the opening kickoff.",,
1,15:00,,,CLE 30,0,0,"Phil Dawson kicks off 64 yards, returned by Lardarius Webb for 31 yards (tackle by Josh Cribbs)",0.000,1.400
1,14:54,1,10,BAL 37,0,0,Ray Rice left guard for 4 yards (tackle by Brodney Pool and Brandon McDonald),1.400,1.400
1,14:20,2,6,BAL 41,0,0,Joe Flacco pass incomplete short right intended for Derrick Mason,1.400,0.700
1,14:15,3,6,BAL 41,0,0,Joe Flacco sacked by David Bowens for -1 yards,0.700,-0.720
1,13:53,4,7,BAL 40,0,0,"Sam Koch punts 48 yards, returned by Josh Cribbs for 9 yards (tackle by Edgar Jones). Penalty on Chris Jennings: Running Into the Kicker (Declined)",-0.720,-0.340
1,13:43,1,10,CLE 21,0,0,Jamal Lewis left guard for 14 yards (tackle by Dawan Landry and Jarret Johnson),0.340,1.270
,,,,,,,"BAL challenged the runner was down by contact ruling, and the play was upheld.",,
1,13:01,1,10,CLE 35,0,0,Jamal Lewis right guard for 1 yard (tackle by Kelly Gregg and Dwan Edwards),1.270,0.860
1,12:27,2,9,CLE 36,0,0,Brady Quinn pass complete short right to Robert Royal for 3 yards (tackle by Ed Reed),0.860,0.560
1,11:54,3,6,CLE 39,0,0,Mohamed Massaquoi right end for -3 yards (tackle by Dawan Landry),0.560,-0.980
1,11:16,4,9,CLE 36,0,0,"Reggie Hodges punts 36 yards, fair catch by Chris Carr",-0.980,-0.810
1,11:07,1,10,BAL 28,0,0,Joe Flacco pass complete short right to Le'Ron McClain for 9 yards (tackle by Kaluka Maiava),0.810,1.480
1,10:36,2,1,BAL 37,0,0,Le'Ron McClain right guard for 4 yards (tackle by Kenyon Coleman and Jason Trusnik),1.480,1.660
1,9:58,1,10,BAL 41,0,0,Joe Flacco pass incomplete short right intended for Mark Clayton,1.660,1.120
1,9:54,1,10,BAL 41,0,0,Timeout #2 by Baltimore Ravens,1.660,1.120
1,9:54,2,10,BAL 41,0,0,Joe Flacco pass complete short left to Todd Heap for 12 yards (tackle by Kamerion Wimbley),1.120,2.460
1,9:23,1,10,CLE 47,0,0,Joe Flacco sacked by David Bowens for -8 yards,2.460,0.830
1,8:45,1,10,CLE 47,0,0,Timeout #3 by Baltimore Ravens,2.460,0.830
1,8:45,2,18,BAL 45,0,0,Ray Rice left guard for 19 yards (tackle by Abram Elam),0.830,3.180
1,8:09,1,10,CLE 36,0,0,Ray Rice left guard for 5 yards (tackle by Kamerion Wimbley),3.180,3.310
1,7:39,2,5,CLE 31,0,0,Joe Flacco pass complete short left to Le'Ron McClain for 8 yards (tackle by Shaun Rogers),3.310,4.040
1,6:51,1,10,CLE 23,0,0,Ray Rice right tackle for 3 yards (tackle by Eric Wright),4.040,3.900
1,6:11,2,7,CLE 20,0,0,Ray Rice left tackle for -1 yards (tackle by Brodney Pool),3.900,3.070
1,5:26,3,8,CLE 21,0,0,Joe Flacco pass complete short left to Ray Rice for 3 yards (tackle by Kaluka Maiava),3.070,2.300
1,4:49,4,5,CLE 18,0,0,Steven Hauschka 36 yard field goal no good,2.300,-0.670
1,4:44,1,10,CLE 26,0,0,Brady Quinn pass incomplete deep right intended for Lawrence Vickers,0.670,0.130
1,4:38,2,10,CLE 26,0,0,Josh Cribbs left tackle for 5 yards (tackle by Domonique Foxworth),0.130,0.100
1,3:56,3,5,CLE 31,0,0,Brady Quinn pass complete short left to Steve Heiden for 9 yards (tackle by Tavares Gooden),0.100,1.600
1,3:22,1,10,CLE 40,0,0,"Brady Quinn pass complete short right to Josh Cribbs for -4 yards (tackle by Dawan Landry). Penalty on BAL: Defensive 12 On-field, 5 yards (no play)",1.600,2.330
1,3:03,1,5,CLE 45,0,0,Jamal Lewis left tackle for 4 yards (tackle by Justin Bannan),2.330,2.270
1,2:24,2,1,CLE 49,0,0,Brady Quinn pass complete short right to Mike Furrey for 5 yards (tackle by Dawan Landry),2.270,2.520
1,1:42,1,10,BAL 46,0,0,Chris Jennings left guard for 1 yard (tackle by Justin Bannan and Kelly Gregg),2.520,2.110
1,1:07,2,9,BAL 45,0,0,Brady Quinn pass incomplete short left intended for Brian Robiskie (defended by Ray Lewis),2.110,1.420
1,1:04,3,9,BAL 45,0,0,Brady Quinn sacked by Trevor Pryce for -8 yards,1.420,-0.260
1,0:45,4,17,CLE 47,0,0,"Reggie Hodges punts 35 yards, fair catch by Chris Carr",-0.260,-0.040
1,0:36,1,10,BAL 18,0,0,Willis McGahee right guard for 6 yards (tackle by David Bowens and Brodney Pool),0.040,0.410
1,0:01,2,4,BAL 24,0,0,Willis McGahee left tackle for 3 yards (tackle by Brandon McDonald),0.410,-0.020
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,BAL 27,0,0,Le'Ron McClain left guard for no gain (tackle by Robaire Smith and David Bowens),-0.020,-1.570
