Quarter,Time,Tm,Detail,NYG,WAS
1.0,2:45,Giants,Curtis Riley 9 yard interception return (Aldrick Rosas kick),7,0
2.0,10:38,Giants,Aldrick Rosas 35 yard field goal,10,0
,8:42,Giants,Saquon Barkley 78 yard rush (Aldrick Rosas kick),17,0
,6:21,Giants,Sterling Shepard 3 yard pass from Eli Manning (Aldrick Rosas kick),24,0
,1:48,Giants,Bennie Fowler 6 yard pass from Eli Manning (Aldrick Rosas kick),31,0
,0:00,Giants,Aldrick Rosas 23 yard field goal,34,0
3.0,5:38,Giants,Russell Shepard 11 yard pass from Eli Manning (Aldrick Rosas kick failed),40,0
4.0,11:56,Redskins,Josh Johnson 8 yard rush (Vernon Davis pass from Josh Johnson),40,8
,8:48,Redskins,Jamison Crowder 79 yard pass from Josh Johnson (Michael Floyd pass from Josh Johnson),40,16
