Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,9:40,3,6,NYG 31,0,0,Eli Manning pass incomplete short left intended for Evan Engram,0.040,-1.310
1,9:34,4,6,NYG 31,0,0,"Riley Dixon punts 38 yards, muffed catch by Greg Stroman, recovered by Greg Stroman at WAS-31, returned by Greg Stroman for no gain (tackle by Russell Shepard)",-1.310,-1.000
1,9:24,1,10,WAS 31,0,0,Adrian Peterson up the middle for 1 yard (tackle by Olivier Vernon and Alec Ogletree),1.000,0.600
1,8:48,2,9,WAS 32,0,0,Chris Thompson left end for 11 yards (tackle by R.J. McIntosh),0.600,1.800
1,8:08,1,10,WAS 43,0,0,Adrian Peterson left end for 1 yard (tackle by R.J. McIntosh and Michael Thomas),1.800,1.390
1,7:29,2,9,WAS 44,0,0,Mark Sanchez pass complete short left to Adrian Peterson for 3 yards (tackle by Alec Ogletree),1.390,1.090
1,7:29,3,6,WAS 47,0,0,"Penalty on Morgan Moses: False Start, 5 yards (no play)",1.090,0.430
1,6:21,3,11,WAS 42,0,0,Mark Sanchez sacked by Sean Chandler for -1 yards,0.430,-0.650
1,5:47,4,12,WAS 41,0,0,"Tress Way punts 44 yards, fair catch by Jawill Davis at NYG-15",-0.650,0.220
1,5:39,1,10,NYG 15,0,0,Eli Manning pass complete short left to Saquon Barkley for 10 yards,-0.220,0.610
1,4:59,1,10,NYG 25,0,0,"Eli Manning pass incomplete deep left intended for Corey Coleman. Penalty on Fabian Moreau: Defensive Pass Interference, 25 yards (no play)",0.610,2.260
1,4:53,1,10,NYG 50,0,0,Eli Manning pass incomplete short right intended for Sterling Shepard (defended by Josh Norman),2.260,1.710
1,4:45,2,10,NYG 50,0,0,Saquon Barkley left end for 7 yards (tackle by Shaun Dion Hamilton),1.710,1.950
1,4:09,3,3,WAS 43,0,0,Eli Manning sacked by Da'Ron Payne for -8 yards,1.950,-0.130
1,3:28,4,11,NYG 49,0,0,Riley Dixon punts 50 yards downed by Antonio Hamilton,-0.130,0.380
1,3:17,1,10,WAS 2,0,0,Adrian Peterson left end for -1 yards (tackle by Janoris Jenkins). Penalty on Trent Williams: Offensive Holding (Declined),-0.380,-0.850
1,2:52,2,11,WAS 1,6,0,"Mark Sanchez pass short left (defended by Kareem Martin) intended for Michael Floyd is intercepted by Curtis Riley at WAS-9 and returned for 9 yards, touchdown",-0.850,-7.000
1,2:45,,,NYG 35,7,0,"Aldrick Rosas kicks off 62 yards, returned by Danny Johnson for no gain (tackle by Nathan Stupar)",0.000,1.070
1,2:39,1,10,WAS 32,7,0,Jehu Chesson right end for -4 yards (tackle by Josh Mauro),1.070,-0.010
1,1:56,2,14,WAS 28,7,0,Mark Sanchez sacked by Olivier Vernon and Kareem Martin for -4 yards,-0.010,-1.220
1,1:16,3,18,WAS 24,7,0,"Penalty on Morgan Moses: False Start, 5 yards (no play)",-1.220,-2.010
1,0:50,3,23,WAS 19,7,0,Chris Thompson right tackle for 12 yards (tackle by Kerry Wynn and Grant Haley),-2.010,-1.310
1,0:19,4,11,WAS 31,7,0,"Tress Way punts 52 yards, returned by Jawill Davis for 23 yards (tackle by Deshazor Everett)",-1.310,-1.600
1,0:07,1,10,NYG 40,7,0,Eli Manning pass complete short right to Sterling Shepard for 14 yards (tackle by Greg Stroman),1.600,2.520
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 46,7,0,Saquon Barkley right end for 9 yards (tackle by Ha Ha Clinton-Dix),2.520,3.190
2,14:33,2,1,WAS 37,7,0,Wayne Gallman right tackle for 3 yards (tackle by Ryan Kerrigan and D.J. Swearinger),3.190,3.310
2,13:46,1,10,WAS 34,7,0,"Penalty on Jamon Brown: False Start, 5 yards (no play)",3.310,2.980
2,13:25,1,15,WAS 39,7,0,Saquon Barkley up the middle for 6 yards (tackle by Shaun Dion Hamilton and Ryan Kerrigan),2.980,2.910
2,12:44,,,,,,Timeout #1 by Washington Redskins,,
2,12:44,2,9,WAS 33,7,0,Eli Manning pass complete deep left to Corey Coleman for 30 yards (tackle by Ha Ha Clinton-Dix),2.910,6.510
2,12:15,1,3,WAS 3,7,0,Saquon Barkley right tackle for no gain (tackle by Da'Ron Payne),6.510,5.530
2,11:33,2,3,WAS 3,7,0,Eli Manning sacked by Ryan Kerrigan for -14 yards,5.530,2.740
2,10:48,3,17,WAS 17,7,0,Eli Manning pass incomplete deep middle intended for Sterling Shepard,2.740,2.310
2,10:43,4,17,WAS 17,10,0,Aldrick Rosas 35 yard field goal good,2.310,3.000
2,10:38,,,NYG 35,10,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,10:38,1,10,WAS 25,10,0,Adrian Peterson up the middle for 4 yards (tackle by Kerry Wynn),0.610,0.600
2,9:55,2,6,WAS 29,10,0,Adrian Peterson left end for -1 yards (tackle by B.J. Hill and Dalvin Tomlinson),0.600,-0.230
2,9:11,3,7,WAS 28,10,0,Mark Sanchez pass incomplete short middle intended for Jamison Crowder (defended by Alec Ogletree),-0.230,-1.500
2,9:05,4,7,WAS 28,10,0,Tress Way punts 50 yards downed by Danny Johnson,-1.500,-0.410
2,8:54,1,10,NYG 22,16,0,"Saquon Barkley right guard for 78 yards, touchdown",0.410,7.000
2,8:42,,,WAS 15,17,0,Aldrick Rosas kicks extra point good,0.000,0.000
2,8:42,,,NYG 35,17,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,8:42,1,10,WAS 25,17,0,Mark Sanchez pass complete short left to Jamison Crowder for 8 yards (tackle by Curtis Riley),0.610,1.140
2,8:09,2,2,WAS 33,17,0,"Adrian Peterson left end for no gain (tackle by R.J. McIntosh). Penalty on Austin Howard: Offensive Holding, 10 yards (no play)",1.140,-0.210
2,7:54,2,12,WAS 23,17,0,Mark Sanchez pass short middle intended for Jamison Crowder is intercepted by Alec Ogletree at WAS-28 and returned for 18 yards,-0.210,-4.910
2,7:42,1,10,WAS 10,17,0,Wayne Gallman up the middle for 5 yards (tackle by Ryan Kerrigan and Shaun Dion Hamilton),4.910,5.150
2,7:08,2,5,WAS 5,17,0,Wayne Gallman left end for 2 yards (tackle by Shaun Dion Hamilton),5.150,4.720
2,6:26,3,3,WAS 3,23,0,"Eli Manning pass complete short right to Sterling Shepard for 3 yards, touchdown",4.720,7.000
2,6:21,,,WAS 15,24,0,"Aldrick Rosas kicks extra point good. Penalty on Matthew Ioannidis: Unnecessary Roughness, 15 yards",0.000,0.000
2,6:21,,,NYG 50,24,0,"Aldrick Rosas kicks off 50 yards, touchback.",0.000,0.610
2,6:21,1,10,WAS 25,24,0,Adrian Peterson left end for -2 yards (tackle by Alec Ogletree),0.610,-0.210
2,5:47,2,12,WAS 23,24,0,Mark Sanchez pass complete short middle to Josh Doctson for 10 yards (tackle by Curtis Riley),-0.210,0.430
2,5:10,3,2,WAS 33,24,0,Chris Thompson right end for no gain (tackle by Grant Haley and B.J. Goodson),0.430,-1.180
2,4:28,4,2,WAS 33,24,0,"Tress Way punts 49 yards, returned by Jawill Davis for no gain (tackle by Montae Nicholson)",-1.180,-0.040
2,4:20,1,10,NYG 18,24,0,Saquon Barkley left guard for 2 yards (tackle by D.J. Swearinger and Shaun Dion Hamilton),0.040,-0.130
2,3:44,2,8,NYG 20,24,0,Eli Manning pass complete short right to Elijhaa Penny for 16 yards (tackle by Shaun Dion Hamilton),-0.130,1.330
2,3:05,1,10,NYG 36,24,0,Saquon Barkley up the middle for 6 yards (tackle by Greg Stroman),1.330,1.600
2,2:30,2,4,NYG 42,24,0,Saquon Barkley left end for 52 yards (tackle by Ha Ha Clinton-Dix),1.600,5.830
2,2:00,1,6,WAS 6,24,0,Eli Manning pass incomplete short right,5.830,4.950
2,1:54,2,6,WAS 6,30,0,"Eli Manning pass complete short middle to Bennie Fowler for 6 yards, touchdown",4.950,7.000
2,1:48,,,WAS 15,31,0,Aldrick Rosas kicks extra point good,0.000,0.000
2,1:48,,,NYG 35,31,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,1:48,1,10,WAS 25,31,0,Mark Sanchez pass complete short middle to Chris Thompson for 6 yards (tackle by Sean Chandler and Michael Thomas),0.610,0.870
2,1:25,2,4,WAS 31,31,0,Mark Sanchez sacked by Olivier Vernon for -9 yards,0.870,-1.020
2,1:14,,,,,,Timeout #1 by New York Giants,,
2,1:14,3,13,WAS 22,31,0,Mark Sanchez pass incomplete deep middle intended for Jamison Crowder,-1.020,-1.900
2,1:09,4,13,WAS 22,31,0,"Tress Way punts 51 yards, returned by Jawill Davis for 15 yards (tackle by Zach Vigil and Byron Marshall)",-1.900,-1.730
2,0:56,1,10,NYG 42,31,0,Wayne Gallman up the middle for 1 yard (tackle by Da'Ron Payne and Jonathan Allen),1.730,1.320
2,0:29,2,9,NYG 43,31,0,Eli Manning pass complete short left to Corey Coleman for 13 yards (tackle by Shaun Dion Hamilton and Fabian Moreau),1.320,2.650
2,0:23,,,,,,Timeout #1 by New York Giants,,
2,0:22,1,10,WAS 44,31,0,Eli Manning pass complete short right to Evan Engram for 39 yards (tackle by Josh Harvey-Clemons),2.650,6.060
2,0:13,1,5,WAS 5,31,0,Eli Manning pass incomplete short middle intended for Wayne Gallman,6.060,5.150
2,0:09,2,5,WAS 5,31,0,Eli Manning pass incomplete short left intended for Sterling Shepard (defended by Greg Stroman),5.150,4.260
2,0:04,3,5,WAS 5,34,0,Aldrick Rosas 23 yard field goal good,4.260,-3.000
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,34,0,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,34,0,Saquon Barkley left end for -6 yards (tackle by Preston Smith),0.610,-0.810
3,14:17,2,16,NYG 19,34,0,Eli Manning pass incomplete short middle intended for Sterling Shepard,-0.810,-1.510
3,14:13,3,16,NYG 19,34,0,Eli Manning pass complete short left to Saquon Barkley for 7 yards (tackle by Josh Harvey-Clemons),-1.510,-1.630
3,13:35,4,9,NYG 26,34,0,"Riley Dixon punts 39 yards, fair catch by Greg Stroman at WAS-35. Penalty on Montae Nicholson: Offensive Holding, 10 yards",-1.630,-0.610
3,13:28,1,10,WAS 25,34,0,Mark Sanchez sacked by Josh Mauro for -7 yards,0.610,-0.980
3,12:49,2,17,WAS 18,34,0,Mark Sanchez pass complete short left to Vernon Davis for 8 yards (tackle by B.J. Goodson),-0.980,-0.490
3,12:03,3,9,WAS 26,34,0,Mark Sanchez sacked by Lorenzo Carter for -8 yards,-0.490,-2.240
3,11:30,4,17,WAS 18,34,0,Tress Way punts 63 yards downed by Montae Nicholson,-2.240,-0.150
3,11:18,1,10,NYG 19,34,0,Saquon Barkley right guard for 10 yards (tackle by Ha Ha Clinton-Dix),0.150,0.870
3,10:44,1,10,NYG 29,34,0,Saquon Barkley up the middle for 1 yard (tackle by Stacy McGee),0.870,0.460
3,10:02,2,9,NYG 30,34,0,Saquon Barkley up the middle for 6 yards (tackle by Ha Ha Clinton-Dix and Da'Ron Payne),0.460,0.560
3,9:18,3,3,NYG 36,34,0,Eli Manning pass complete short left to Saquon Barkley for 13 yards (tackle by Zach Brown),0.560,2.190
3,8:34,1,10,NYG 49,34,0,Wayne Gallman left end for 2 yards (tackle by Mason Foster),2.190,1.920
3,7:51,2,8,WAS 49,34,0,Wayne Gallman left end for 6 yards (tackle by Fabian Moreau),1.920,2.010
3,7:11,3,2,WAS 43,34,0,Eli Manning pass complete short middle to Evan Engram for 30 yards (tackle by Deshazor Everett and Pernell McPhee),2.010,4.710
3,6:24,1,10,WAS 13,34,0,Wayne Gallman up the middle for 2 yards (tackle by Jonathan Allen and Ha Ha Clinton-Dix),4.710,4.390
3,5:44,2,8,WAS 11,40,0,"Eli Manning pass complete short right to Russell Shepard for 11 yards, touchdown",4.390,7.000
3,5:38,,,WAS 15,40,0,Aldrick Rosas kicks extra point no good wide right,0.000,-1.000
3,5:38,,,NYG 35,40,0,"Aldrick Rosas kicks off 65 yards, returned by Danny Johnson for no gain (tackle by Janoris Jenkins)",0.000,0.870
3,5:31,1,10,WAS 29,40,0,Josh Johnson left end for 4 yards (tackle by Kareem Martin),0.870,0.870
3,4:50,2,6,WAS 33,40,0,Josh Johnson pass complete short left to Vernon Davis for 4 yards (tackle by Janoris Jenkins),0.870,0.700
3,4:08,3,2,WAS 37,40,0,Josh Johnson right end for 5 yards (tackle by Lorenzo Carter),0.700,1.730
3,3:32,1,10,WAS 42,40,0,Adrian Peterson right tackle for no gain (tackle by Olivier Vernon),1.730,1.190
3,2:48,2,10,WAS 42,40,0,Josh Johnson pass complete short left to Josh Doctson for 13 yards (tackle by Janoris Jenkins),1.190,2.590
3,2:11,1,10,NYG 45,40,0,Josh Johnson pass complete short middle to Chris Thompson for 6 yards (tackle by Grant Haley and Alec Ogletree),2.590,2.850
3,1:38,2,4,NYG 39,40,0,Josh Johnson left end for 9 yards (tackle by Michael Thomas),2.850,3.580
3,1:04,1,10,NYG 30,40,0,Josh Johnson pass incomplete short middle intended for Chris Thompson,3.580,3.030
3,0:58,2,10,NYG 30,40,0,Josh Johnson pass complete short right to Vernon Davis for 8 yards (tackle by Grant Haley),3.030,3.400
3,0:10,3,2,NYG 22,40,0,Josh Johnson pass incomplete deep left intended for Michael Floyd (defended by Janoris Jenkins),3.400,2.120
3,0:03,4,2,NYG 22,40,0,Josh Johnson up the middle for 1 yard (tackle by Lorenzo Carter and Kerry Wynn),2.120,-0.340
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 21,40,0,Wayne Gallman right end for no gain (tackle by Fabian Moreau and Ryan Kerrigan),0.340,-0.200
4,14:14,2,10,NYG 21,40,0,Kyle Lauletta pass incomplete short right intended for Russell Shepard (defended by Josh Norman),-0.200,-0.890
4,14:07,,,,,,Timeout #1 by New York Giants,,
4,14:07,3,10,NYG 21,40,0,Kyle Lauletta pass short middle intended for Russell Shepard is intercepted by Mason Foster at NYG-33 and returned for no gain,-0.890,-3.380
4,14:01,1,10,NYG 33,40,0,Byron Marshall up the middle for 4 yards (tackle by Olivier Vernon),3.380,3.380
4,13:22,2,6,NYG 29,40,0,"Josh Johnson pass complete short left to Byron Marshall for 2 yards (tackle by Alec Ogletree and Michael Thomas). Penalty on Josh Mauro: Roughing the Passer, 13 yards",3.380,4.650
4,12:53,1,10,NYG 14,40,0,Josh Johnson pass incomplete left,4.650,4.000
4,12:48,2,10,NYG 14,40,0,Josh Johnson pass complete short left to Byron Marshall for 6 yards (tackle by Janoris Jenkins),4.000,4.280
4,12:04,3,4,NYG 8,40,6,"Josh Johnson right end for 8 yards, touchdown",4.280,7.000
4,11:56,,,NYG 2,40,6,"Penalty on WAS: Delay of Game, 5 yards (no play)",0.000,0.000
4,11:56,,,NYG 7,40,8,"Two Point Attempt: Josh Johnson pass complete to Vernon Davis, conversion succeeds",0.000,1.000
4,11:56,,,WAS 35,40,8,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,11:55,1,10,NYG 25,40,8,Wayne Gallman up the middle for 2 yards (tackle by Preston Smith),0.610,0.330
4,11:15,2,8,NYG 27,40,8,Wayne Gallman left end for 3 yards (tackle by Ryan Kerrigan),0.330,0.040
4,10:37,3,5,NYG 30,40,8,Kyle Lauletta pass incomplete short middle intended for Evan Engram (defended by Ha Ha Clinton-Dix),0.040,-1.370
4,10:33,4,5,NYG 30,40,8,"Riley Dixon punts 45 yards, returned by Greg Stroman for -2 yards (tackle by Russell Shepard)",-1.370,-0.480
4,10:23,1,10,WAS 23,40,8,"Josh Johnson pass complete short middle to Josh Doctson for 13 yards (tackle by B.W. Webb). Penalty on Ty Nsekhe: Illegal Use of Hands, 10 yards (no play)",0.480,-0.590
4,9:52,1,20,WAS 13,40,8,"Penalty on WAS: Delay of Game, 5 yards (no play)",-0.590,-0.950
4,9:41,,,,,,Timeout #1 by Washington Redskins,,
4,9:41,1,25,WAS 8,40,8,Josh Johnson left end for 13 yards (tackle by Sean Chandler),-0.950,-0.340
4,9:02,2,12,WAS 21,40,14,"Josh Johnson pass complete short middle to Jamison Crowder for 79 yards, touchdown",-0.340,7.000
4,8:48,,,NYG 2,40,16,"Two Point Attempt: Josh Johnson pass complete to Michael Floyd, conversion succeeds",0.000,1.000
4,8:48,,,WAS 35,40,16,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,8:48,1,10,NYG 25,40,16,Wayne Gallman left tackle for 2 yards (tackle by D.J. Swearinger and Tim Settle),0.610,0.330
4,8:09,2,8,NYG 27,40,16,Wayne Gallman up the middle for 3 yards (tackle by Ha Ha Clinton-Dix and Mason Foster),0.330,0.040
4,7:24,3,5,NYG 30,40,16,Kyle Lauletta pass incomplete deep left intended for Wayne Gallman,0.040,-1.370
4,7:19,4,5,NYG 30,40,16,Riley Dixon punts 45 yards out of bounds,-1.370,-0.610
4,7:10,1,10,WAS 25,40,16,Josh Johnson pass complete short right to Byron Marshall for 5 yards (tackle by Michael Thomas),0.610,0.740
4,6:45,2,5,WAS 30,40,16,Josh Johnson right end for 5 yards (tackle by Michael Thomas),0.740,1.270
4,6:13,1,10,WAS 35,40,16,Josh Johnson pass complete short middle to Vernon Davis for 11 yards (tackle by Grant Haley),1.270,1.990
4,5:46,1,10,WAS 46,40,16,"Josh Johnson pass incomplete short left. Penalty on Chase Roullier: Ineligible Downfield Pass, 5 yards (no play)",1.990,1.660
4,5:43,1,15,WAS 41,40,16,"Penalty on Chase Roullier: False Start, 5 yards (no play)",1.660,1.330
4,5:43,1,20,WAS 36,40,16,Josh Johnson pass incomplete short right intended for Maurice Harris,1.330,0.100
4,5:39,2,20,WAS 36,40,16,Josh Johnson pass complete deep middle to Josh Doctson for 30 yards (tackle by Lorenzo Carter),0.100,3.310
4,4:58,1,10,NYG 34,40,16,"Josh Johnson pass complete short middle to Josh Doctson for 31 yards (tackle by Alec Ogletree). Penalty on Josh Doctson: Unsportsmanlike Conduct, 15 yards",3.310,4.370
4,4:36,1,10,NYG 18,40,16,Josh Johnson pass deep middle intended for Josh Doctson is intercepted by Michael Thomas at NYG-0 and returned for 26 yards,4.370,-0.540
4,4:24,1,10,NYG 24,40,16,Elijhaa Penny left guard for 3 yards (tackle by Preston Smith),0.540,0.400
4,3:41,2,7,NYG 27,40,16,Elijhaa Penny left guard for 8 yards (tackle by Fabian Moreau),0.400,1.270
4,2:56,1,10,NYG 35,40,16,Elijhaa Penny left end for 2 yards (tackle by Jonathan Allen and Stacy McGee),1.270,0.990
4,2:19,2,8,NYG 37,40,16,Kyle Lauletta pass incomplete deep right intended for Russell Shepard,0.990,0.300
4,2:14,3,8,NYG 37,40,16,Elijhaa Penny left guard for 5 yards (tackle by Mason Foster and Zach Brown),0.300,-0.590
4,2:06,,,,,,Timeout #2 by Washington Redskins,,
4,2:06,4,3,NYG 42,40,16,"Penalty on WAS: Defensive Too Many Men on Field, 5 yards (no play)",-0.590,2.060
4,2:06,1,10,NYG 47,40,16,Elijhaa Penny left end for 3 yards (tackle by Mason Foster and Preston Smith),2.060,1.920
4,2:00,2,7,NYG 50,40,16,Wayne Gallman left guard for 3 yards (tackle by Mason Foster),1.920,1.620
4,1:18,3,4,WAS 47,40,16,Wayne Gallman left guard for 4 yards (tackle by D.J. Swearinger and Preston Smith),1.620,2.720
4,0:34,1,10,WAS 43,40,16,Kyle Lauletta kneels for -2 yards,2.720,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
