Quarter,Time,Down,ToGo,Location,CAR,IND,Detail,EPB,EPA
1,7:06,2,10,IND 44,0,0,Cam Newton pass incomplete short left intended for Steve Smith,2.110,1.420
1,7:01,3,10,IND 44,0,0,Cam Newton pass complete short right to Brandon LaFell for 17 yards (tackle by Joe Lefeged and Kevin Thomas),1.420,3.780
1,6:27,1,10,IND 27,0,0,DeAngelo Williams left end for 2 yards (tackle by Jamaal Anderson),3.780,3.500
1,5:43,2,8,IND 25,0,0,Cam Newton pass complete short left to Brandon LaFell for -2 yards (tackle by Jerraud Powers),3.500,2.540
1,4:59,3,10,IND 27,0,0,Cam Newton up the middle for 5 yards (tackle by Pat Angerer and Tyler Brayton),2.540,2.040
1,4:13,4,5,IND 22,3,0,Olindo Mare 40 yard field goal good,2.040,3.000
1,,,,CAR 35,3,0,"Olindo Mare kicks off 69 yards, touchback",0.000,0.280
1,4:07,1,10,IND 20,3,0,Joseph Addai right end for 2 yards (tackle by Dan Connor),0.280,0.000
1,3:37,2,8,IND 22,3,0,Joseph Addai up the middle for 3 yards (tackle by Charles Godfrey),0.000,-0.300
1,2:56,3,5,IND 25,3,0,"Curtis Painter sacked by Charles Godfrey for -7 yards. Curtis Painter fumbles (forced by Charles Godfrey), recovered by Joseph Addai at IND-19",-0.300,-2.140
1,2:24,4,11,IND 19,3,0,"Pat McAfee punts 48 yards, returned by Armanti Edwards for 5 yards (tackle by David Caldwell)",-2.140,-1.470
1,2:11,1,10,CAR 38,3,0,Cam Newton pass complete short left to Steve Smith for 30 yards (tackle by Antoine Bethea),1.470,3.450
1,1:32,1,10,IND 32,3,0,DeAngelo Williams up the middle for 2 yards (tackle by Kavell Conner and Jerry Hughes),3.450,3.170
1,0:50,2,8,IND 30,3,0,Jonathan Stewart left tackle for 8 yards (tackle by Joe Lefeged and Jerraud Powers),3.170,4.110
Quarter,Time,Down,ToGo,Location,CAR,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 22,3,0,Cam Newton pass incomplete deep right intended for Legedu Naanee,4.110,3.560
2,14:55,2,10,IND 22,3,0,Jonathan Stewart right end for 8 yards (tackle by Pat Angerer and Terrence Johnson),3.560,4.150
2,14:08,3,2,IND 14,9,0,"Cam Newton left guard for 14 yards, touchdown",4.150,7.000
2,,,,IND 2,10,0,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,10,0,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
2,14:03,1,10,IND 20,10,0,Curtis Painter pass complete short left to Reggie Wayne for 14 yards (tackle by Dan Connor),0.280,1.200
2,13:26,1,10,IND 34,10,0,Donald Brown for 2 yards (tackle by Jordan Senn),1.200,0.930
2,13:02,2,8,IND 36,10,0,Donald Brown up the middle for 5 yards (tackle by James Anderson and Charles Godfrey),0.930,0.890
2,12:23,3,3,IND 41,10,0,"Curtis Painter pass incomplete deep left intended for Reggie Wayne. Penalty on Captain Munnerlyn: Defensive Pass Interference, 42 yards (no play)",0.890,4.440
2,12:15,1,10,CAR 17,10,6,"Donald Brown right tackle for 17 yards, touchdown",4.440,7.000
2,,,,CAR 2,10,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 35,10,7,"Pat McAfee kicks off 68 yards, returned by Kealoha Pilares for 24 yards (tackle by A.J. Edds)",0.000,0.340
2,12:03,1,10,CAR 21,10,7,DeAngelo Williams left guard for 4 yards (tackle by Jamaal Anderson and Kavell Conner),0.340,0.340
2,11:23,2,6,CAR 25,10,7,Jonathan Stewart left end for 7 yards (tackle by Pat Angerer and Ernie Sims),0.340,1.070
2,10:39,1,10,CAR 32,10,7,Cam Newton sacked by Robert Mathis for -12 yards,1.070,-1.090
2,9:58,2,22,CAR 20,10,7,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",-1.090,-1.930
2,9:35,2,27,CAR 15,10,7,Cam Newton pass complete short middle to Legedu Naanee for 11 yards (tackle by Ernie Sims),-1.930,-0.960
2,8:55,3,16,CAR 26,10,7,Cam Newton pass incomplete deep right intended for Brandon LaFell,-0.960,-1.630
2,8:49,4,16,CAR 26,10,7,"Jason Baker punts 52 yards, returned by Pierre Garcon for -7 yards (tackle by Kealoha Pilares)",-1.630,0.220
2,8:37,1,10,IND 15,10,7,Donald Brown up the middle for 8 yards (tackle by James Anderson),-0.220,0.480
2,8:10,2,2,IND 23,10,7,Donald Brown right end for 2 yards (tackle by Dan Connor),0.480,0.610
2,7:23,1,10,IND 25,10,7,Curtis Painter sacked by Charles Johnson and Andre Neblett for -2 yards,0.610,-0.210
2,6:46,2,12,IND 23,10,7,Donald Brown right tackle for no gain (tackle by James Anderson and Jordan Senn),-0.210,-0.890
2,6:10,3,12,IND 23,10,7,Curtis Painter pass incomplete short left intended for Austin Collie,-0.890,-1.830
2,6:04,4,12,IND 23,10,7,"Pat McAfee punts 54 yards, returned by Armanti Edwards for 45 yards (tackle by Pat McAfee). Penalty on Kion Wilson: Illegal Block Above the Waist, 10 yards",-1.830,-0.940
2,5:48,1,10,CAR 30,10,7,Cam Newton pass incomplete deep middle intended for Steve Smith (defended by David Caldwell),0.940,0.390
2,5:40,2,10,CAR 30,10,7,Cam Newton pass complete short right to Greg Olsen for 5 yards (tackle by Philip Wheeler),0.390,0.370
2,4:57,3,5,CAR 35,10,7,Cam Newton sacked by Dwight Freeney for -20 yards,0.370,-2.440
2,4:21,4,25,CAR 15,10,7,"Jason Baker punts 44 yards, fair catch by Pierre Garcon",-2.440,-1.660
2,4:13,1,10,IND 41,10,7,Curtis Painter pass incomplete,1.660,1.120
2,4:06,2,10,IND 41,10,7,Joseph Addai right end for 16 yards (tackle by James Anderson),1.120,2.720
2,3:27,1,10,CAR 43,10,7,Donald Brown up the middle for 8 yards (tackle by Dan Connor and Charles Godfrey),2.720,3.260
2,2:49,2,2,CAR 35,10,7,Curtis Painter pass complete short right to Ryan Mahaffey for 5 yards (tackle by Jordan Senn),3.260,3.580
2,2:20,1,10,CAR 30,10,7,Curtis Painter pass incomplete short right intended for Pierre Garcon,3.580,3.030
2,2:17,2,10,CAR 30,10,7,Donald Brown left end for -2 yards (tackle by Jordan Senn and Captain Munnerlyn),3.030,2.080
2,2:00,3,12,CAR 32,10,7,Donald Brown left guard for 7 yards (tackle by Jordan Senn),2.080,1.850
2,1:51,,,,10,7,Timeout #1 by Carolina Panthers,0.000,1.850
2,1:51,4,5,CAR 25,10,10,Adam Vinatieri 43 yard field goal good,1.850,3.000
2,,,,IND 35,10,10,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
2,1:46,1,10,CAR 20,10,10,"Penalty on Tyler Brayton: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
2,1:46,1,5,CAR 25,10,10,Jonathan Stewart left tackle for 7 yards (tackle by Pat Angerer),1.010,1.070
2,1:21,1,10,CAR 32,10,10,Cam Newton pass complete short right to Legedu Naanee for 9 yards (tackle by Kevin Thomas),1.070,1.740
2,0:57,2,1,CAR 41,10,10,Cam Newton pass complete short left to Legedu Naanee for -3 yards (tackle by Jerraud Powers),1.740,0.630
2,0:49,,,,10,10,Timeout #2 by Carolina Panthers,0.000,0.630
2,0:49,3,4,CAR 38,10,10,Cam Newton pass complete short left to Greg Olsen for 6 yards,0.630,1.860
2,0:45,1,10,CAR 44,10,10,Cam Newton pass incomplete short left intended for Jonathan Stewart,1.860,1.320
2,0:36,2,10,CAR 44,10,10,Cam Newton pass complete short right to Brandon LaFell for 23 yards (tackle by Joe Lefeged),1.320,3.380
2,0:28,1,10,IND 33,10,10,Cam Newton pass incomplete short middle intended for Steve Smith,3.380,2.840
2,0:22,2,10,IND 33,10,10,Cam Newton pass complete short right to Jonathan Stewart for 6 yards (tackle by Jerraud Powers),2.840,2.940
2,0:04,,,,10,10,Timeout #3 by Carolina Panthers,0.000,2.940
2,0:04,3,4,IND 27,10,10,"Olindo Mare 45 yard field goal no good, blocked by Jamaal Anderson, recovered by David Caldwell",2.940,0.000
Quarter,Time,Down,ToGo,Location,CAR,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,10,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,10,10,Joseph Addai up the middle for 1 yard (tackle by Greg Hardy),0.280,-0.130
3,14:29,2,9,IND 21,10,10,Joseph Addai up the middle for -1 yards (tackle by Sione Fua and James Anderson),-0.130,-0.960
3,13:45,3,10,IND 20,10,10,Curtis Painter pass incomplete short right intended for Joseph Addai,-0.960,-2.030
3,13:39,4,10,IND 20,10,10,"Pat McAfee punts 44 yards, returned by Armanti Edwards for no gain",-2.030,-1.330
3,13:29,1,10,CAR 36,10,10,DeAngelo Williams left end for 3 yards (tackle by David Caldwell),1.330,1.200
3,12:49,2,7,CAR 39,10,10,DeAngelo Williams up the middle for 2 yards (tackle by Philip Wheeler),1.200,0.760
3,12:03,3,5,CAR 41,10,10,Cam Newton pass complete short right to Greg Olsen for 13 yards (tackle by Antoine Bethea),0.760,2.520
3,11:22,1,10,IND 46,10,10,Cam Newton for 2 yards (tackle by Jerry Hughes),2.520,2.250
3,10:47,2,8,IND 44,10,10,Cam Newton pass complete short left to Jonathan Stewart for 7 yards (tackle by Ernie Sims and Joe Lefeged),2.250,2.480
3,10:01,3,1,IND 37,10,10,Cam Newton left end for 12 yards (tackle by Jerraud Powers),2.480,3.910
3,9:21,1,10,IND 25,16,10,"DeAngelo Williams up the middle for 25 yards, touchdown",3.910,7.000
3,,,,IND 2,17,10,Olindo Mare kicks extra point good,0.000,0.000
3,,,,CAR 35,17,10,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
3,9:13,1,10,IND 20,17,10,Curtis Painter pass incomplete deep right intended for Pierre Garcon,0.280,-0.270
3,9:05,2,10,IND 20,17,10,Donald Brown up the middle for 3 yards (tackle by Jordan Senn and Antwan Applewhite),-0.270,-0.560
3,8:28,3,7,IND 23,17,10,Curtis Painter pass incomplete short left intended for Austin Collie,-0.560,-1.830
3,8:23,4,7,IND 23,17,10,"Pat McAfee punts 42 yards, returned by Armanti Edwards for 1 yard (tackle by Philip Wheeler)",-1.830,-1.330
3,8:12,1,10,CAR 36,17,10,DeAngelo Williams up the middle for 1 yard (tackle by Robert Mathis),1.330,0.930
3,7:37,2,9,CAR 37,17,10,Steve Smith left end for 9 yards (tackle by Antoine Bethea),0.930,1.990
3,7:14,1,10,CAR 46,17,10,DeAngelo Williams up the middle for 6 yards (tackle by Tyler Brayton),1.990,2.260
3,6:33,2,4,IND 48,17,10,Jonathan Stewart left tackle for 9 yards (tackle by Antoine Bethea),2.260,2.980
3,5:50,1,10,IND 39,17,10,Cam Newton left end for no gain (tackle by Tyler Brayton),2.980,2.440
3,5:10,2,10,IND 39,17,10,"Cam Newton pass complete short left to Jeremy Shockey for 4 yards (tackle by Jacob Lacey). Jeremy Shockey fumbles (forced by Jacob Lacey), recovered by Jacob Lacey at IND-35 and returned for 4 yards (tackle by Jonathan Stewart)",2.440,-1.530
3,4:52,1,10,IND 39,17,10,Pierre Garcon left end for 8 yards (tackle by Sherrod Martin),1.530,2.070
3,4:07,2,2,IND 47,17,10,Curtis Painter pass complete deep left to Reggie Wayne for 40 yards (tackle by R.J. Stanford),2.070,4.710
3,3:17,1,10,CAR 13,17,10,"Donald Brown right end for 3 yards (tackle by Dan Connor). Penalty on Jeff Saturday: Offensive Holding, 10 yards (no play)",4.710,4.040
3,2:51,1,20,CAR 23,17,10,Curtis Painter pass complete short left to Jacob Tamme for 11 yards (tackle by Jordan Senn and Greg Hardy),4.040,4.220
3,2:08,2,9,CAR 12,17,10,Donald Brown right end for 5 yards (tackle by Chris Gamble),4.220,4.330
3,1:21,,,,17,10,Timeout #1 by Indianapolis Colts,0.000,4.330
3,1:21,3,4,CAR 7,17,10,Pierre Garcon left end for -6 yards (tackle by Sherrod Martin and R.J. Stanford),4.330,2.570
3,0:38,4,10,CAR 13,17,13,Adam Vinatieri 31 yard field goal good,2.570,3.000
3,,,,IND 35,17,13,"Pat McAfee kicks off 71 yards, touchback",0.000,0.280
3,0:32,1,10,CAR 20,17,13,Cam Newton sacked by Pat Angerer for 0 yards,0.280,-0.270
Quarter,Time,Down,ToGo,Location,CAR,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CAR 20,17,13,Jonathan Stewart left tackle for 10 yards (tackle by Antoine Bethea and Ricardo Mathews),-0.270,0.940
4,14:14,1,10,CAR 30,17,13,Jonathan Stewart left end for 13 yards (tackle by Antoine Bethea),0.940,1.800
4,13:32,1,10,CAR 43,17,13,"Cam Newton pass complete short right to Legedu Naanee for 7 yards (tackle by Joe Lefeged). Penalty on Steve Smith: Offensive Holding, 10 yards (no play)",1.800,1.140
4,13:09,1,20,CAR 33,17,13,Cam Newton pass complete short left to Steve Smith for 20 yards (tackle by Joe Lefeged),1.140,2.460
4,12:36,1,10,IND 47,17,13,DeAngelo Williams up the middle for 3 yards (tackle by Fili Moala and Antoine Bethea),2.460,2.320
4,11:56,2,7,IND 44,17,13,Cam Newton pass complete deep left to Steve Smith for 18 yards (tackle by Philip Wheeler),2.320,3.840
4,11:12,1,10,IND 26,17,13,Cam Newton pass complete short right to Jeremy Shockey for 24 yards (tackle by Jacob Lacey),3.840,6.740
4,10:27,1,2,IND 2,23,13,"DeAngelo Williams right guard for 2 yards, touchdown",6.740,7.000
4,,,,IND 2,24,13,Olindo Mare kicks extra point good,0.000,0.000
4,,,,CAR 35,24,13,"Olindo Mare kicks off 74 yards, touchback",0.000,0.280
4,10:23,1,10,IND 20,24,13,Curtis Painter pass complete short left to Reggie Wayne for 11 yards (tackle by Darius Butler and Jordan Senn),0.280,1.000
4,9:55,1,10,IND 31,24,13,Curtis Painter pass incomplete deep left intended for Reggie Wayne,1.000,0.460
4,9:49,2,10,IND 31,24,13,Donald Brown up the middle for 12 yards (tackle by James Anderson),0.460,1.800
4,9:14,1,10,IND 43,24,13,Curtis Painter pass incomplete short left intended for Reggie Wayne,1.800,1.250
4,9:09,2,10,IND 43,24,13,Donald Brown up the middle for 1 yard (tackle by James Anderson and Antwan Applewhite),1.250,0.690
4,8:30,3,9,IND 44,24,19,"Curtis Painter pass complete short middle to Reggie Wayne for 56 yards, touchdown",0.690,7.000
4,,,,,24,19,"Two Point Attempt: Curtis Painter pass incomplete intended for Austin Collie, conversion fails",1.000,-1.000
4,,,,IND 35,24,19,"Pat McAfee kicks off 73 yards, returned by Kealoha Pilares for 76 yards (tackle by Pat McAfee)",0.000,3.450
4,8:07,1,10,IND 32,24,19,DeAngelo Williams left end for 5 yards (tackle by David Caldwell),3.450,3.580
4,7:23,2,5,IND 27,24,19,Cam Newton left tackle for 2 yards (tackle by Antoine Bethea),3.580,3.140
4,6:42,3,3,IND 25,24,19,Jonathan Stewart up the middle for 2 yards (tackle by Robert Mathis and Antonio Johnson),3.140,2.080
4,5:58,4,1,IND 23,27,19,Olindo Mare 41 yard field goal good,2.080,3.000
4,,,,CAR 35,27,19,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,5:53,1,10,IND 20,27,19,Curtis Painter pass complete short right to Pierre Garcon for 11 yards (tackle by Charles Godfrey),0.280,1.000
4,5:22,1,10,IND 31,27,19,"Donald Brown right end for 12 yards (tackle by Charles Godfrey). Penalty on James Anderson: Unnecessary Roughness, 15 yards",1.000,2.790
4,5:00,1,10,CAR 42,27,19,Curtis Painter pass complete short middle to Jacob Tamme for 9 yards (tackle by Jordan Senn and James Anderson),2.790,3.460
4,4:29,2,1,CAR 33,27,19,Curtis Painter pass incomplete deep right intended for Pierre Garcon is intercepted by Chris Gamble,3.460,-0.280
4,4:21,1,10,CAR 20,27,19,Jonathan Stewart up the middle for 2 yards (tackle by Fili Moala),0.280,0.000
4,3:40,2,8,CAR 22,27,19,Cam Newton pass complete short right to Brandon LaFell for 4 yards (tackle by Terrence Johnson),0.000,-0.160
4,3:33,,,,27,19,Timeout #2 by Indianapolis Colts,0.000,-0.160
4,3:33,3,4,CAR 26,27,19,"Cam Newton pass complete deep right to Steve Smith for 37 yards. Penalty on Steve Smith: Offensive Pass Interference, 10 yards (no play)",-0.160,-1.690
4,3:26,3,14,CAR 16,27,19,Cam Newton left end for 12 yards (tackle by Terrence Johnson),-1.690,-1.500
4,3:17,,,,27,19,Timeout #3 by Indianapolis Colts,0.000,-1.500
4,3:17,4,2,CAR 28,27,19,"Jason Baker punts 44 yards, returned by Pierre Garcon for no gain",-1.500,-0.810
4,3:09,1,10,IND 28,27,19,Curtis Painter pass complete short right to Pierre Garcon for 15 yards (tackle by James Anderson and Chris Gamble),0.810,1.800
4,2:59,1,10,IND 43,27,19,Curtis Painter pass complete short right to Pierre Garcon for 8 yards (tackle by Jordan Pugh),1.800,2.330
4,2:37,2,2,CAR 49,27,19,Curtis Painter pass complete short right to Austin Collie for 11 yards (tackle by Sherrod Martin),2.330,3.050
4,2:13,1,10,CAR 38,27,19,Curtis Painter pass complete short left to Reggie Wayne for 1 yard (tackle by Darius Butler),3.050,2.640
4,2:00,2,9,CAR 37,27,19,Curtis Painter pass complete short middle to Donald Brown for 17 yards (tackle by Jordan Pugh),2.640,4.240
4,1:34,1,10,CAR 20,27,19,Curtis Painter pass complete short right to Austin Collie for 5 yards (tackle by Captain Munnerlyn),4.240,4.450
4,1:29,2,5,CAR 15,27,19,Curtis Painter pass incomplete short right intended for Pierre Garcon (defended by Charles Johnson),4.450,3.700
4,1:26,3,5,CAR 15,27,19,Curtis Painter pass incomplete short middle intended for Pierre Garcon,3.700,2.490
4,1:21,4,5,CAR 15,27,19,Curtis Painter pass complete short middle to Austin Collie for 12 yards (tackle by Darius Butler),2.490,6.510
4,0:43,1,3,CAR 3,27,19,Curtis Painter pass incomplete short right intended for Jacob Tamme,6.510,5.530
4,0:40,2,3,CAR 3,27,19,Curtis Painter pass incomplete short middle intended for Austin Collie is intercepted by Sherrod Martin,5.530,-0.280
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:35,1,10,CAR 20,27,19,Cam Newton kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
