Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,DEN 20,0,0,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Eric Weddle),0.280,0.950
1,14:20,2,1,DEN 29,0,0,Jay Cutler pass complete deep middle to Tony Scheffler for 24 yards (tackle by Clinton Hart),0.950,2.460
1,13:39,1,10,SDG 47,0,0,Jay Cutler pass complete short left to Brandon Marshall for 11 yards (tackle by Antonio Cromartie),2.460,3.180
1,12:51,1,10,SDG 36,0,0,Jay Cutler pass complete short right to Tony Scheffler for 5 yards,3.180,3.310
1,12:24,2,5,SDG 31,0,0,Jay Cutler pass incomplete deep right intended for Brandon Marshall,3.310,2.610
1,12:18,3,5,SDG 31,0,0,"Penalty on Brandon Marshall: False Start, 5 yards (no play)",2.610,1.950
1,12:18,3,10,SDG 36,0,0,"Penalty on Casey Wiegmann: False Start, 5 yards (no play)",1.950,1.290
1,12:18,3,15,SDG 41,0,0,Jay Cutler pass incomplete short middle intended for Brandon Stokley,1.290,0.530
1,12:13,4,15,SDG 41,0,0,"Brett Kern punts 41 yards, touchback",0.530,-0.280
1,12:06,1,10,SDG 20,0,0,LaDainian Tomlinson right guard for 1 yard (tackle by Boss Bailey),0.280,-0.130
1,11:30,2,9,SDG 21,0,0,Philip Rivers pass incomplete short right intended for Chris Chambers is intercepted by Champ Bailey at SDG-29,-0.130,-3.640
1,11:20,1,10,SDG 29,0,0,Andre Hall right end for 8 yards (tackle by Clinton Hart and Jyles Tucker),3.640,4.180
1,10:37,2,2,SDG 21,0,0,Jay Cutler pass complete short left to Daniel Graham for 9 yards (tackle by Derek Smith),4.180,4.780
1,10:03,,,,0,0,Timeout #1 by Denver Broncos,0.000,4.780
1,10:03,1,10,SDG 12,0,0,Andre Hall right end for 10 yards (tackle by Quentin Jammer),4.780,6.740
1,9:21,1,2,SDG 2,0,0,Michael Pittman up the middle for 1 yard (tackle by Quentin Jammer),6.740,5.910
1,8:45,2,1,SDG 1,0,6,"Michael Pittman up the middle for 1 yard, touchdown",5.910,7.000
1,,,,SDG 2,0,7,Matt Prater kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Matt Prater kicks off 74 yards, returned by Darren Sproles for 22 yards (tackle by Andre Hall)",0.000,0.040
1,8:36,1,10,SDG 18,0,7,Philip Rivers pass complete short middle to LaDainian Tomlinson for 16 yards (tackle by Dre' Bly),0.040,1.200
1,8:14,1,10,SDG 34,0,7,Philip Rivers pass complete short right to Vincent Jackson for 12 yards (tackle by Champ Bailey),1.200,1.990
1,7:34,1,10,SDG 46,0,7,Philip Rivers pass complete short left to Antonio Gates for 16 yards (tackle by Marlon McCree),1.990,3.050
1,6:47,1,10,DEN 38,0,7,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on L.J. Shelton: Face Mask (15 Yards), 15 yards (no play)",3.050,2.060
1,6:47,1,25,SDG 47,0,7,LaDainian Tomlinson right end for 5 yards (tackle by Marlon McCree),2.060,1.160
1,6:16,2,20,DEN 48,0,7,"Philip Rivers pass complete short right to Chris Chambers for 18 yards (tackle by Champ Bailey). Penalty on Marquand Manuel: Illegal Contact, 5 yards (no play)",1.160,2.720
1,5:54,1,10,DEN 43,0,7,LaDainian Tomlinson right guard for 5 yards (tackle by Nate Webster),2.720,2.850
1,5:16,2,5,DEN 38,0,7,Philip Rivers pass complete short left to Vincent Jackson for 21 yards (tackle by Champ Bailey),2.850,4.440
1,4:43,1,10,DEN 17,0,7,LaDainian Tomlinson right end for 1 yard (tackle by Boss Bailey),4.440,4.000
1,4:01,2,9,DEN 16,0,7,Philip Rivers pass incomplete short middle intended for Mike Tolbert,4.000,3.190
1,3:57,3,9,DEN 16,0,7,Philip Rivers pass incomplete deep left intended for Chris Chambers,3.190,2.380
1,3:51,4,9,DEN 16,3,7,Nate Kaeding 34 yard field goal good,2.380,3.000
1,,,,SDG 30,3,7,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
1,3:47,1,10,DEN 20,3,7,Jay Cutler pass incomplete deep right intended for Tony Scheffler,0.280,-0.270
1,3:41,2,10,DEN 20,3,7,Jay Cutler pass complete short left to Tony Scheffler for 11 yards,-0.270,1.000
1,3:16,1,10,DEN 31,3,7,Jay Cutler pass complete short left to Eddie Royal for 9 yards (tackle by Matt Wilhelm),1.000,1.680
1,2:34,2,1,DEN 40,3,7,Michael Pittman left tackle for 13 yards (tackle by Eric Weddle),1.680,2.460
1,1:59,1,10,SDG 47,3,7,Jay Cutler pass complete short right to Eddie Royal for 4 yards (tackle by Quentin Jammer),2.460,2.450
1,1:32,2,6,SDG 43,3,7,Selvin Young left end for 5 yards (tackle by Jyles Tucker),2.450,2.410
1,0:48,3,1,SDG 38,3,7,Michael Pittman right guard for 3 yards (tackle by Derek Smith),2.410,3.250
1,0:04,,,,3,7,Timeout #2 by Denver Broncos,0.000,3.250
1,0:04,1,10,SDG 35,3,7,Selvin Young up the middle for -4 yards (tackle by Tim Dobbins),3.250,2.160
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,SDG 39,3,7,"Jay Cutler pass complete deep left to Brandon Marshall for 34 yards (tackle by Antonio Cromartie). Penalty on Antonio Cromartie: Unnecessary Roughness, 3 yards",2.160,6.740
2,14:38,1,2,SDG 2,3,7,Jay Cutler pass incomplete short left intended for Nate Jackson,6.740,5.720
2,14:34,2,2,SDG 2,3,7,Michael Pittman right tackle for -1 yards (tackle by Ryon Bingham),5.720,4.720
2,13:53,3,3,SDG 3,3,13,"Jay Cutler pass complete short middle to Tony Scheffler for 3 yards, touchdown",4.720,7.000
2,,,,SDG 2,3,14,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,3,14,"Matt Prater kicks off 70 yards, returned by Darren Sproles for 5 yards (tackle by Wesley Woodyard)",0.000,-0.380
2,13:43,1,10,SDG 5,3,14,LaDainian Tomlinson up the middle for 2 yards (tackle by Dre' Bly),-0.380,-0.630
2,13:09,2,8,SDG 7,3,14,LaDainian Tomlinson left tackle for -1 yards (tackle by D.J. Williams),-0.630,-1.300
2,12:23,3,9,SDG 6,3,14,"Penalty on Philip Rivers: Delay of Game, 3 yards (no play)",-1.300,-1.650
2,12:02,3,12,SDG 3,3,14,Philip Rivers sacked by John Engelberger for -1 yards,-1.650,-2.490
2,11:25,4,13,SDG 2,3,14,"Mike Scifres punts 52 yards, returned by Eddie Royal for 6 yards (tackle by Legedu Naanee)",-2.490,-2.390
2,11:15,1,10,SDG 48,3,14,"Jay Cutler pass complete deep left to Brandon Marshall for 19 yards (tackle by Antonio Cromartie). Penalty on Antonio Cromartie: Face Mask (15 Yards), 15 yards",2.390,4.650
2,10:47,1,10,SDG 14,3,20,"Jay Cutler pass complete short right to Tony Scheffler for 14 yards, touchdown",4.650,7.000
2,,,,SDG 2,3,21,Matt Prater kicks extra point good,0.000,0.000
2,,,,DEN 30,9,21,"Matt Prater kicks off 73 yards, returned by Darren Sproles for 103 yards, touchdown. Penalty on Jamie Winborn: Offside on Free Kick (Declined)",0.000,7.000
2,,,,DEN 2,10,21,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,10,21,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
2,10:28,1,10,DEN 20,10,21,Jay Cutler pass complete short left to Eddie Royal for 7 yards (tackle by Quentin Jammer),0.280,0.680
2,9:47,2,3,DEN 27,10,21,Selvin Young right tackle for 3 yards (tackle by Tim Dobbins),0.680,0.940
2,9:03,1,10,DEN 30,10,21,Jay Cutler pass complete short left to Nate Jackson for 6 yards (tackle by Quentin Jammer),0.940,1.200
2,8:19,2,4,DEN 36,10,21,"Jay Cutler pass complete short left to Selvin Young for 5 yards (tackle by Clinton Hart). Penalty on Ryan Clady: Illegal Formation, 5 yards (no play)",1.200,0.530
2,7:49,2,9,DEN 31,10,21,"Jay Cutler pass incomplete short right intended for Eddie Royal. Penalty on Ben Hamilton: Chop Block, 15 yards (no play)",0.530,-1.650
2,7:44,2,24,DEN 16,10,21,Selvin Young left end for 49 yards (tackle by Quentin Jammer),-1.650,3.250
2,6:53,1,10,SDG 35,10,21,Jay Cutler pass incomplete deep left intended for Tony Scheffler (defended by Steve Gregory),3.250,2.700
2,6:47,2,10,SDG 35,10,21,Selvin Young left end for 1 yard (tackle by Steve Gregory),2.700,2.150
2,6:05,3,9,SDG 34,10,21,Jay Cutler pass incomplete short right intended for Brandon Stokley (defended by Quentin Jammer),2.150,1.060
2,5:58,4,9,SDG 34,10,24,Matt Prater 52 yard field goal good,1.060,3.000
2,,,,DEN 30,10,24,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
2,5:53,1,10,SDG 20,10,24,Philip Rivers pass complete short right to Mike Tolbert for 1 yard (tackle by D.J. Williams),0.280,-0.130
2,5:12,2,9,SDG 21,10,24,Philip Rivers pass complete short right to Darren Sproles for 6 yards (tackle by Nate Webster),-0.130,-0.030
2,4:26,3,3,SDG 27,10,24,"Philip Rivers pass complete short middle to Antonio Gates for 7 yards (tackle by Marquand Manuel). Penalty on D.J. Williams: Roughing the Passer, 15 yards",-0.030,2.190
2,4:00,1,10,SDG 49,10,24,Philip Rivers pass complete short right to Legedu Naanee for 6 yards (tackle by Dre' Bly),2.190,2.460
2,4:00,2,4,DEN 45,10,24,Darren Sproles left tackle for -3 yards (tackle by Ebenezer Ekuban),2.460,1.360
2,2:33,3,7,DEN 48,16,24,"Philip Rivers pass complete deep right to Chris Chambers for 48 yards, touchdown",1.360,7.000
2,,,,DEN 2,17,24,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,17,24,"Nate Kaeding kicks off 70 yards, touchback",0.000,0.280
2,2:25,1,10,DEN 20,17,24,Jay Cutler pass complete short left to Brandon Marshall for 11 yards (tackle by Derek Smith),0.280,1.000
2,2:00,1,10,DEN 31,17,24,"Jay Cutler sacked by Matt Wilhelm for -1 yards. Penalty on Ben Hamilton: Offensive Holding (Offsetting), Penalty on Antonio Cromartie: Defensive Holding (Offsetting) (no play)",1.000,1.000
2,1:54,1,10,DEN 31,17,24,Jay Cutler left end for 4 yards (tackle by Matt Wilhelm),1.000,1.000
