Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Logan Mankins,G,67,100%,0,0%,4,14%
Gosder Cherilus,T,67,100%,0,0%,4,14%
Donovan Smith,T,67,100%,0,0%,4,14%
Jameis Winston,QB,67,100%,0,0%,0,0%
Evan Dietrich-Smith,C,67,100%,0,0%,0,0%
Joe Hawley,C,67,100%,0,0%,0,0%
Mike Evans,WR,64,96%,0,0%,0,0%
Vincent Jackson,WR,54,81%,0,0%,0,0%
Cameron Brate,TE,41,61%,0,0%,9,32%
Adam Humphries,WR,37,55%,0,0%,10,36%
Doug Martin,RB,37,55%,0,0%,0,0%
Luke Stocker,TE,36,54%,0,0%,4,14%
Charles Sims,RB,30,45%,0,0%,0,0%
Russell Shepard,WR,12,18%,0,0%,17,61%
Brandon Myers,TE,10,15%,0,0%,7,25%
Jorvorskie Lane,FB,8,12%,0,0%,5,18%
Kevin Pamphile,T,5,7%,0,0%,4,14%
Bobby Rainey,RB,1,1%,0,0%,17,61%
Lavonte David,LB,0,0%,74,100%,7,25%
Sterling Moore,CB,0,0%,74,100%,7,25%
Jude Adjei-Barimah,DB,0,0%,74,100%,7,25%
Kwon Alexander,LB,0,0%,74,100%,7,25%
Chris Conte,FS,0,0%,71,96%,7,25%
Bradley McDougald,FS,0,0%,71,96%,6,21%
William Gholston,DE,0,0%,54,73%,5,18%
Gerald McCoy,DT,0,0%,49,66%,7,25%
Jacquies Smith,DE,0,0%,48,65%,5,18%
Akeem Spence,DT,0,0%,47,64%,6,21%
Henry Melton,DT,0,0%,41,55%,4,14%
Alterraun Verner,CB,0,0%,39,53%,10,36%
Howard Jones,DE,0,0%,34,46%,4,14%
Danny Lansanah,LB,0,0%,32,43%,8,29%
Tony McDaniel,DT,0,0%,18,24%,1,4%
Major Wright,SS,0,0%,6,8%,8,29%
Josh Shirley,DE,0,0%,5,7%,17,61%
Bruce Carter,LB,0,0%,3,4%,13,46%
Josh Keyes,LB,0,0%,0,0%,17,61%
Jeremiah George,LB,0,0%,0,0%,17,61%
Johnthan Banks,CB,0,0%,0,0%,14,50%
Kimario McFadden,S,0,0%,0,0%,13,46%
Connor Barth,K,0,0%,0,0%,8,29%
Jake Schum,P,0,0%,0,0%,7,25%
Mike Jenkins,CB,0,0%,0,0%,7,25%
Andrew DePaola,LS,0,0%,0,0%,7,25%
Demar Dotson,T,0,0%,0,0%,4,14%
