Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
1,6:43,1,10,SFO 39,0,3,Ahman Green right tackle for 3 yards (tackle by Jeff Ulbrich),2.980,2.850
1,6:03,2,7,SFO 36,6,3,"Brett Favre pass complete deep left to Ruvell Martin for 36 yards, touchdown",2.850,7.000
1,,,,SFO 2,7,3,Dave Rayner kicks extra point good,0.000,0.000
1,,,,GNB 30,7,3,"Dave Rayner kicks off 66 yards, returned by Maurice Hicks for 17 yards (tackle by Tracy White)",0.000,0.340
1,5:49,1,10,SFO 21,7,3,Frank Gore left tackle for no gain (tackle by A.J. Hawk),0.340,-0.200
1,5:09,2,10,SFO 21,7,3,Alex Smith pass complete short right to Taylor Jacobs for 5 yards (tackle by Patrick Dendy),-0.200,-0.230
1,4:23,3,5,SFO 26,7,3,Alex Smith pass incomplete short right intended for Vernon Davis,-0.230,-1.630
1,4:19,4,5,SFO 26,7,3,Andy Lee punts 41 yards,-1.630,-1.140
1,4:11,1,10,GNB 33,7,3,Brett Favre pass complete short right to Greg Jennings for 16 yards (tackle by Jeff Ulbrich),1.140,2.190
1,3:44,1,10,GNB 49,7,3,Ahman Green right tackle for 1 yard (tackle by Melvin Oliver),2.190,1.780
1,3:08,2,9,SFO 50,7,3,"Brett Favre pass complete short middle to Bubba Franks for 6 yards (tackle by Jeff Ulbrich). Penalty on Marques Douglas: Defensive Offside, 5 yards (no play)",1.780,2.460
1,2:43,2,4,SFO 45,7,3,Ahman Green right tackle for 1 yard (tackle by Marques Douglas),2.460,1.880
1,2:05,3,3,SFO 44,7,3,Donald Driver left end for -2 yards (tackle by Chad Williams),1.880,0.200
1,1:32,4,5,SFO 46,7,3,Jon Ryan punts 45 yards,0.200,0.380
1,1:20,1,10,SFO 1,7,3,Frank Gore left guard for 3 yards (tackle by Charles Woodson),-0.380,-0.560
1,0:36,2,7,SFO 4,7,3,"Alex Smith for no gain. Alex Smith fumbles, recovered by Charles Woodson at SFO-8 (tackle by Larry Allen)",-0.560,-5.370
1,0:29,1,8,SFO 8,7,3,Brett Favre pass complete short left to Donald Driver for 3 yards (tackle by Keith Lewis),5.370,5.150
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,SFO 5,7,3,Brett Favre pass incomplete short right intended for Greg Jennings (defended by Sammy Davis),5.150,4.260
2,14:56,3,5,SFO 5,7,3,Brett Favre pass incomplete short middle intended for Donald Driver (defended by Mark Roman),4.260,3.010
2,14:53,4,5,SFO 5,10,3,Dave Rayner 23 yard field goal good,3.010,3.000
2,,,,GNB 30,10,3,"Dave Rayner kicks off 70 yards, touchback",0.000,0.280
2,14:49,1,10,SFO 20,10,3,"Penalty on Frank Gore: False Start, 5 yards (no play)",0.280,-0.310
2,14:49,1,15,SFO 15,10,3,Frank Gore right guard for 9 yards (tackle by Al Harris and Ryan Pickett),-0.310,0.270
2,14:07,2,6,SFO 24,10,3,Alex Smith pass complete short left to Delanie Walker for 29 yards (tackle by Nick Collins),0.270,2.460
2,13:22,1,10,GNB 47,10,3,Alex Smith pass incomplete short right intended for Maurice Hicks,2.460,1.910
2,13:14,2,10,GNB 47,10,3,Alex Smith pass incomplete short middle intended for Frank Gore,1.910,1.220
2,13:09,3,10,GNB 47,10,3,Alex Smith pass incomplete deep right intended for Taylor Jacobs,1.220,0.130
2,13:02,4,10,GNB 47,10,3,"Andy Lee punts 47 yards, touchback",0.130,-0.280
2,12:55,1,10,GNB 20,10,3,Brett Favre pass incomplete short middle intended for Greg Jennings,0.280,-0.270
2,12:51,2,10,GNB 20,10,3,Ahman Green middle for 3 yards (tackle by Marques Douglas),-0.270,-0.560
2,12:12,3,7,GNB 23,10,3,Brett Favre pass complete short right to Donald Driver for 19 yards (tackle by Walt Harris and Hannibal Navies),-0.560,1.730
2,11:34,1,10,GNB 42,10,3,Ahman Green left guard for no gain (tackle by Bryant Young),1.730,1.190
2,10:52,2,10,GNB 42,10,3,Brett Favre pass complete deep middle to Donald Driver for 22 yards (tackle by Keith Lewis),1.190,3.180
2,10:10,1,10,SFO 36,10,3,Vernand Morency left tackle for 8 yards (tackle by Keith Lewis),3.180,3.720
2,9:28,2,2,SFO 28,10,3,Brett Favre pass incomplete deep middle intended for Greg Jennings (defended by Sammy Davis),3.720,3.010
2,9:20,3,2,SFO 28,10,3,Ahman Green left guard for 4 yards (tackle by Hannibal Navies),3.010,3.970
2,8:45,1,10,SFO 24,10,3,Brett Favre pass complete short right to Donald Lee for 11 yards (tackle by Manny Lawson),3.970,4.710
2,8:05,1,10,SFO 13,10,3,Brett Favre pass complete short left to Greg Jennings for 5 yards (tackle by Sammy Davis and Keith Lewis),4.710,4.960
2,7:23,2,5,SFO 8,10,3,Brett Favre pass complete short left to Greg Jennings for 7 yards (tackle by Melvin Oliver),4.960,6.970
2,6:53,1,1,SFO 1,10,3,Brett Favre pass incomplete short right intended for Ahman Green (defended by Keith Lewis),6.970,5.910
2,6:48,2,1,SFO 1,16,3,"Ahman Green left guard for 1 yard, touchdown",5.910,7.000
2,,,,SFO 2,17,3,Dave Rayner kicks extra point good,0.000,0.000
2,,,,GNB 30,17,3,"Dave Rayner kicks off 70 yards, returned by Maurice Hicks for 32 yards (tackle by Noah Herron)",0.000,1.070
2,6:38,1,10,SFO 32,17,3,Frank Gore right end for 2 yards (tackle by Nick Barnett),1.070,0.800
2,5:59,2,8,SFO 34,17,3,Frank Gore middle for 6 yards (tackle by Kabeer Gbaja-Biamila and Nick Collins),0.800,0.890
2,5:18,3,2,SFO 40,17,3,Alex Smith pass complete short right to Arnaz Battle for 11 yards (tackle by Al Harris),0.890,2.320
2,4:39,1,10,GNB 49,17,3,Vernon Davis right end for 9 yards (tackle by Ryan Pickett),2.320,3.000
2,3:57,2,1,GNB 40,17,3,Frank Gore left tackle for 2 yards (tackle by Colin Cole and Cullen Jenkins),3.000,3.050
2,3:13,1,10,GNB 38,17,3,Alex Smith pass incomplete deep right intended for Arnaz Battle (defended by Charles Woodson),3.050,2.510
2,3:05,2,10,GNB 38,17,3,Frank Gore left tackle for 6 yards (tackle by Nick Collins),2.510,2.610
2,2:25,3,4,GNB 32,17,3,Maurice Hicks left guard for 1 yard (tackle by Aaron Kampman),2.610,1.380
2,2:00,4,3,GNB 31,17,3,Alex Smith pass complete short middle to Frank Gore for 13 yards (tackle by Nick Collins),1.380,4.370
2,1:23,1,10,GNB 18,17,3,Alex Smith pass incomplete deep right intended for Bryan Gilmore,4.370,3.800
2,1:14,,,,17,3,Timeout #1 by San Francisco 49ers,0.000,3.800
2,1:14,2,10,GNB 18,17,3,Alex Smith pass incomplete short middle intended for Delanie Walker (defended by Brady Poppinga),3.800,3.050
2,1:10,3,10,GNB 18,17,3,Alex Smith pass incomplete deep middle intended for Vernon Davis,3.050,2.250
2,1:05,4,10,GNB 18,17,6,Joe Nedney 36 yard field goal good,2.250,3.000
2,,,,SFO 30,17,6,"Joe Nedney kicks off 64 yards, returned by Vernand Morency for 17 yards (tackle by Marcus Hudson)",0.000,0.480
2,0:57,1,10,GNB 23,17,6,Brett Favre pass complete short middle to Donald Driver for 9 yards (tackle by Keith Lewis),0.480,1.150
2,0:31,2,1,GNB 32,17,6,Ahman Green right end for 10 yards (tackle by Marcus Hudson),1.150,1.730
2,0:24,,,,17,6,Timeout #1 by Green Bay Packers,0.000,1.730
2,0:24,1,10,GNB 42,17,6,Brett Favre pass complete short middle to Donald Driver for 8 yards (tackle by Hannibal Navies),1.730,2.270
2,0:18,,,,17,6,Timeout #2 by Green Bay Packers,0.000,2.270
2,0:18,2,2,SFO 50,17,6,Brett Favre sacked by Brandon Moore for -12 yards,2.270,-0.030
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,17,6,"Dave Rayner kicks off 66 yards, returned by Maurice Hicks for 17 yards (tackle by Jarrett Bush)",0.000,0.340
3,14:54,1,10,SFO 21,17,6,Frank Gore middle for 3 yards (tackle by Aaron Kampman and Corey Williams),0.340,0.210
3,14:13,2,7,SFO 24,17,6,Alex Smith pass complete short left to Frank Gore for 9 yards (tackle by Nick Barnett),0.210,1.140
3,13:46,1,10,SFO 33,17,6,Frank Gore right end for 5 yards (tackle by Al Harris and Nick Barnett),1.140,1.270
3,13:21,2,5,SFO 38,17,6,Maurice Hicks right guard for 1 yard (tackle by Aaron Kampman and Nick Barnett),1.270,0.700
3,12:41,3,4,SFO 39,17,6,Alex Smith pass complete deep left to Antonio Bryant for 39 yards (tackle by Al Harris),0.700,4.110
3,12:14,1,10,GNB 22,17,6,Alex Smith pass complete short left to Vernon Davis for 8 yards (tackle by Marquand Manuel),4.110,4.850
3,11:39,2,2,GNB 14,17,6,Frank Gore middle for 3 yards (tackle by Johnny Jolly),4.850,4.840
3,10:59,1,10,GNB 11,17,6,Alex Smith pass complete short middle to Michael Robinson for 4 yards (tackle by Nick Barnett),4.840,4.890
3,10:16,2,6,GNB 7,17,6,Alex Smith pass complete short middle to Delanie Walker for 1 yard (tackle by Corey Williams),4.890,4.210
3,9:31,3,5,GNB 6,17,6,Alex Smith middle for 5 yards (tackle by A.J. Hawk),4.210,6.970
,,,,,,,"SFO challenged the ruling, and the original play was overturned.",,
3,9:01,1,1,GNB 1,17,12,"Frank Gore middle for 1 yard, touchdown",6.970,7.000
3,,,,GNB 2,17,13,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,17,13,"Joe Nedney kicks off 61 yards, returned by Vernand Morency for 18 yards (tackle by Michael Robinson)",0.000,0.740
3,8:45,1,10,GNB 27,17,13,Brett Favre pass complete short left to William Henderson for 2 yards (tackle by Keith Lewis and Jeff Ulbrich),0.740,0.470
3,8:05,2,8,GNB 29,17,13,Vernand Morency right guard for 3 yards (tackle by Bryant Young),0.470,0.170
3,7:26,3,5,GNB 32,17,13,Brett Favre pass incomplete short left intended for Donald Driver (defended by Walt Harris),0.170,-1.240
3,7:20,4,5,GNB 32,17,13,Jon Ryan punts 40 yards (tackle by Rob Davis),-1.240,-1.800
3,7:09,1,10,SFO 43,17,13,Frank Gore left guard for 3 yards (tackle by Nick Barnett),1.800,1.660
3,6:30,2,7,SFO 46,17,13,Alex Smith pass incomplete deep right intended for Arnaz Battle (defended by Al Harris),1.660,0.960
3,6:24,3,7,SFO 46,17,13,Alex Smith pass incomplete short right intended for Arnaz Battle,0.960,-0.320
3,6:20,4,7,SFO 46,17,13,Andy Lee punts 51 yards,-0.320,0.380
3,6:11,1,10,GNB 3,17,13,Brett Favre pass incomplete short left intended for Donald Lee,-0.380,-0.780
3,6:09,2,10,GNB 3,17,13,Ahman Green left guard for 5 yards (tackle by Bryant Young),-0.780,-0.840
3,5:32,3,5,GNB 8,17,13,"Brett Favre pass incomplete. Scott Wells fumbles, recovered by Brett Favre at GNB-3",-0.840,-2.490
3,5:24,4,5,GNB 8,17,13,"Jon Ryan punts 36 yards, returned by Brandon Williams for -5 yards (tackle by Tracy White)",-2.490,-2.320
3,5:16,1,10,GNB 49,17,13,Frank Gore left guard for 7 yards (tackle by Nick Collins),2.320,2.730
3,4:43,2,3,GNB 42,17,13,Frank Gore left guard for 1 yard (tackle by A.J. Hawk),2.730,2.150
3,4:05,3,2,GNB 41,17,13,Alex Smith pass incomplete short right intended for Vernon Davis is intercepted by Nick Collins at GNB-27 and returned for 5 yards,2.150,-1.070
3,3:54,1,10,GNB 32,17,13,Brett Favre pass incomplete deep right intended for Donald Lee,1.070,0.530
3,3:50,2,10,GNB 32,23,13,"Brett Favre pass complete deep right to Donald Driver for 68 yards, touchdown",0.530,7.000
3,,,,SFO 2,24,13,Dave Rayner kicks extra point good,0.000,0.000
3,,,,GNB 30,24,13,"Dave Rayner kicks off 69 yards, returned by Brandon Williams for 24 yards (tackle by Patrick Dendy)",0.000,0.610
3,3:30,1,10,SFO 25,24,13,Frank Gore right tackle for 3 yards (tackle by Ryan Pickett and Aaron Kampman),0.610,0.470
3,2:55,2,7,SFO 28,24,13,Frank Gore middle for -2 yards (tackle by Colin Cole),0.470,-0.490
3,2:13,3,9,SFO 26,24,13,Alex Smith sacked by Cullen Jenkins and Aaron Kampman for -7 yards,-0.490,-2.140
3,2:13,4,16,SFO 19,24,13,"Andy Lee punts 46 yards, returned by Charles Woodson for 7 yards (tackle by Mike Adams)",-2.140,-1.730
3,1:25,1,10,GNB 42,24,13,Brett Favre pass complete short middle to Ahman Green for 13 yards (tackle by Walt Harris and Jeff Ulbrich),1.730,2.590
3,0:47,1,10,SFO 45,24,13,Vernand Morency right tackle for 10 yards (tackle by Marques Douglas),2.590,3.250
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 35,24,13,Ahman Green right end for 3 yards (tackle by Bryant Young),3.250,3.110
4,14:27,2,7,SFO 32,24,13,Brett Favre pass incomplete short left intended for Greg Jennings,3.110,2.410
4,14:20,3,7,SFO 32,24,13,Brett Favre pass complete short middle to Ruvell Martin for 6 yards (tackle by Mark Roman),2.410,1.890
4,14:20,4,1,SFO 26,27,13,Dave Rayner 44 yard field goal good,1.890,3.000
4,,,,GNB 30,27,13,"Dave Rayner kicks off 67 yards, returned by Brandon Williams for 21 yards (tackle by Vernand Morency)",0.000,0.540
4,13:31,1,10,SFO 24,27,13,Alex Smith pass incomplete short left intended for Arnaz Battle (defended by Ryan Pickett),0.540,0.000
4,13:26,2,10,SFO 24,27,13,"Alex Smith pass complete deep right to Vernon Davis for 35 yards (tackle by Charles Woodson). Penalty on Justin Smiley: Offensive Holding, 10 yards (no play)",0.000,-1.470
4,12:53,2,20,SFO 14,27,13,Alex Smith pass incomplete deep left intended for Arnaz Battle (defended by Patrick Dendy),-1.470,-2.450
4,12:48,3,20,SFO 14,27,13,Alex Smith pass incomplete short middle intended for Vernon Davis,-2.450,-2.470
4,12:44,4,20,SFO 14,27,13,"Andy Lee punts 44 yards, returned by Charles Woodson for 40 yards (tackle by Andy Lee)",-2.470,-4.370
4,12:29,1,10,SFO 18,27,13,Ahman Green middle for 9 yards (tackle by Melvin Oliver),4.370,5.420
4,11:50,2,1,SFO 9,27,13,"Penalty on Jason Spitz: False Start, 5 yards (no play)",5.420,4.430
4,11:29,2,6,SFO 14,27,13,Ahman Green middle for 2 yards (tackle by Isaac Sopoaga),4.430,4.030
4,10:46,3,4,SFO 12,27,13,Brett Favre pass complete short right to Donald Driver for 6 yards (tackle by Mark Roman),4.030,5.830
4,10:15,1,6,SFO 6,27,13,Ahman Green middle for 2 yards (tackle by Brandon Moore and Ronald Fields),5.830,5.340
4,9:34,2,4,SFO 4,27,13,Brett Favre pass incomplete short middle intended for Bubba Franks (defended by Brandon Moore),5.340,4.490
4,9:27,3,4,SFO 4,27,13,Brett Favre pass complete short middle to Vernand Morency for 1 yard (tackle by Mark Roman and Marcus Hudson),4.490,3.040
4,8:50,4,3,SFO 3,30,13,Dave Rayner 21 yard field goal good,3.040,3.000
4,,,,GNB 30,30,13,"Dave Rayner kicks off 68 yards, returned by Brandon Williams for 44 yards (tackle by Vernand Morency)",0.000,1.990
4,8:40,1,10,SFO 46,30,13,"Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",1.990,2.720
4,8:40,1,5,GNB 49,30,13,Alex Smith pass complete short middle to Frank Gore for 16 yards (tackle by A.J. Hawk),2.720,3.380
4,8:16,1,10,GNB 33,30,13,Alex Smith pass complete short right to Vernon Davis for 14 yards (tackle by Marquand Manuel),3.380,4.310
4,7:43,1,10,GNB 19,30,13,Alex Smith pass incomplete deep middle intended for Vernon Davis is intercepted by A.J. Hawk and returned for 25 yards,4.310,-0.340
4,7:31,1,10,GNB 21,30,13,Ahman Green left tackle for 4 yards (tackle by Manny Lawson),0.340,0.340
4,6:55,2,6,GNB 25,30,13,Ahman Green right end for no gain (tackle by Brandon Moore and Damane Duckett),0.340,-0.360
4,6:15,3,6,GNB 25,30,13,Ahman Green right tackle for 3 yards (tackle by Brandon Moore),-0.360,-1.500
4,5:44,4,3,GNB 28,30,13,"Jon Ryan punts 49 yards, returned by Brandon Williams for 25 yards (tackle by Charlie Peprah)",-1.500,-2.130
4,5:27,1,10,SFO 48,30,19,"Alex Smith pass complete short left to Vernon Davis for 52 yards, touchdown",2.130,7.000
4,,,,GNB 2,30,19,Joe Nedney kicks extra point no good,0.000,-1.000
4,,,,SFO 30,30,19,"Joe Nedney kicks off 66 yards, returned by Charles Woodson for 10 yards (tackle by Mike Adams)",0.000,-0.280
4,5:09,1,10,GNB 14,30,19,Brett Favre pass complete short right to Carlyle Holiday for 3 yards (tackle by Walt Harris),-0.280,-0.370
4,4:27,2,7,GNB 17,30,19,Vernand Morency left tackle for no gain (tackle by Jeff Ulbrich),-0.370,-1.040
4,3:44,3,7,GNB 17,30,19,Brett Favre pass complete short middle to Bubba Franks for 11 yards (tackle by Walt Harris),-1.040,0.810
4,3:31,,,,30,19,Timeout #1 by San Francisco 49ers,0.000,0.810
4,3:31,1,10,GNB 28,30,19,Brett Favre pass complete short right to Greg Jennings for 17 yards (tackle by Keith Lewis),0.810,1.930
4,3:22,,,,30,19,Timeout #2 by San Francisco 49ers,0.000,1.930
4,3:22,1,10,GNB 45,30,19,Vernand Morency left guard for 5 yards (tackle by Ronald Fields),1.930,2.060
4,2:43,2,5,SFO 50,30,19,Vernand Morency left guard for 4 yards (tackle by Ronald Fields),2.060,1.880
4,2:25,,,,30,19,Timeout #3 by San Francisco 49ers,0.000,1.880
4,2:25,3,1,SFO 46,30,19,Vernand Morency right tackle for 39 yards (tackle by Keith Lewis),1.880,5.600
4,2:15,1,7,SFO 7,30,19,Noah Herron middle for 2 yards (tackle by Manny Lawson),5.600,5.150
4,2:00,2,5,SFO 5,30,19,Brett Favre kneels for -1 yards,5.150,4.040
4,1:21,3,6,SFO 6,30,19,Brett Favre kneels for -1 yards,4.040,2.970
4,0:39,4,7,SFO 7,30,19,Brett Favre kneels for -1 yards,2.970,0.380
4,0:37,1,10,SFO 8,30,19,Alex Smith kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
