Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NYJ 25,0,0,Zach Wilson pass incomplete short left intended for Allen Lazard,0.610,0.060
1,14:57,2,10,NYJ 25,0,0,Breece Hall up the middle for 2 yards (tackle by Milton Williams and Jordan Davis),0.060,-0.360
1,14:22,3,8,NYJ 27,0,0,"Zach Wilson pass incomplete short right intended for Xavier Gipson. Penalty on Josh Jobe: Defensive Holding, 5 yards (accepted) (no play)",-0.360,1.070
1,14:18,1,10,NYJ 32,0,0,Zach Wilson pass complete short left to Garrett Wilson for 5 yards (tackle by James Bradberry),1.070,1.200
1,13:43,2,5,NYJ 37,0,0,Breece Hall right guard for no gain (tackle by Terrell Edmunds and Jordan Davis),1.200,0.500
1,13:02,3,5,NYJ 37,0,0,Zach Wilson pass incomplete short right intended for Garrett Wilson (defended by Josh Jobe),0.500,-0.910
1,12:58,4,5,NYJ 37,0,0,"Thomas Morstead punts 54 yards, returned by Britain Covey for no gain (tackle by Irvin Charles)",-0.910,0.380
1,12:51,1,10,PHI 9,0,0,Jalen Hurts pass complete short right to D'Andre Swift for 2 yards (tackle by Ashtyn Davis),-0.380,-0.630
1,12:21,2,8,PHI 11,0,0,Jalen Hurts pass incomplete short left intended for D'Andre Swift (defended by Jermaine Johnson),-0.630,-1.190
1,12:15,3,8,PHI 11,0,0,Jalen Hurts pass complete short left to A.J. Brown for 10 yards (tackle by Tae Hayes),-1.190,0.340
1,11:42,1,10,PHI 21,0,0,Jalen Hurts pass incomplete short left intended for DeVonta Smith (defended by Bryce Hall),0.340,-0.200
1,11:36,2,10,PHI 21,0,0,Jalen Hurts pass complete short left to D'Andre Swift for 3 yards (tackle by Bryce Hall),-0.200,-0.490
1,10:56,3,7,PHI 24,0,0,Jalen Hurts pass complete short right to A.J. Brown for 8 yards,-0.490,1.070
1,10:25,1,10,PHI 32,0,0,Jalen Hurts pass complete short left to DeVonta Smith for 11 yards (tackle by Michael Carter),1.070,1.800
1,9:49,1,10,PHI 43,0,0,"Penalty on Quinton Jefferson: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.800,2.530
1,9:49,1,5,PHI 48,0,0,Jalen Hurts scrambles left end for 4 yards (tackle by Quincy Williams),2.530,2.470
1,8:56,2,1,NYJ 48,0,0,D'Andre Swift right tackle for 2 yards (tackle by Jermaine Johnson),2.470,2.520
1,8:14,1,10,NYJ 46,0,0,D'Andre Swift right guard for 1 yard (tackle by Bryce Huff and Solomon Thomas),2.520,2.110
1,7:35,2,9,NYJ 45,0,0,Jalen Hurts pass complete short middle to DeVonta Smith for 7 yards (tackle by Quincy Williams),2.110,2.350
1,6:52,3,2,NYJ 38,0,0,Jalen Hurts pass complete short left to Boston Scott for 14 yards (tackle by Tony Adams),2.350,3.970
1,6:23,1,10,NYJ 24,0,0,Jalen Hurts pass complete short right to D'Andre Swift for 6 yards (tackle by Jordan Whitehead),3.970,4.290
1,5:48,2,4,NYJ 18,0,0,Jalen Hurts pass complete short left to Dallas Goedert for 5 yards (tackle by C.J. Mosley),4.290,4.710
1,5:10,1,10,NYJ 13,0,0,"Jalen Hurts scrambles right end for 7 yards (tackle by Jordan Whitehead). Penalty on Michael Carter: Illegal Contact, 3 yards (accepted)",4.710,6.510
1,4:47,1,3,NYJ 3,0,0,Boston Scott left end for -7 yards (tackle by Jamien Sherwood),6.510,4.190
1,4:06,2,10,NYJ 10,0,0,Jalen Hurts pass incomplete short right intended for Olamide Zaccheaus (defended by Craig James),4.190,3.130
1,3:55,3,10,NYJ 10,0,0,Jalen Hurts left end for 7 yards (tackle by Tony Adams and Bryce Hall),3.130,3.040
1,3:08,4,3,NYJ 3,6,0,"Jalen Hurts for 2 yards. Jalen Hurts fumbles (forced by Jamien Sherwood), recovered by Olamide Zaccheaus at NYJ-1 Replay Assistant challenged the fumble ruling, and the original play was overturned. Jalen Hurts up the middle for 3 yards, touchdown",3.040,7.000
1,3:04,,,NYJ 15,7,0,Jake Elliott kicks extra point good,0.000,0.000
1,3:04,,,PHI 35,7,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,3:04,1,10,NYJ 25,7,0,Zach Wilson pass complete short left to Breece Hall for 6 yards (tackle by Reed Blankenship and James Bradberry),0.610,0.870
1,2:32,2,4,NYJ 31,7,0,Zach Wilson pass complete short left to Garrett Wilson for 7 yards (tackle by Reed Blankenship),0.870,1.470
1,1:51,1,10,NYJ 38,7,0,Zach Wilson pass complete short right to Dalvin Cook for 2 yards (tackle by Terrell Edmunds),1.470,1.190
1,1:22,2,8,NYJ 40,7,0,Dalvin Cook right guard for 8 yards (tackle by Nicholas Morrow and Eli Ricks),1.190,2.130
1,0:41,1,10,NYJ 48,7,0,Zach Wilson pass complete short left to Garrett Wilson for 15 yards (tackle by James Bradberry),2.130,3.120
Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 37,7,0,Zach Wilson pass incomplete deep left intended for Tyler Conklin (defended by Reed Blankenship),3.120,2.570
2,14:54,2,10,PHI 37,7,0,Zach Wilson scrambles for 9 yards (tackle by Nakobe Dean),2.570,3.070
2,14:34,3,1,PHI 28,7,0,Breece Hall for no gain (no play),3.070,4.110
2,14:17,1,10,PHI 22,7,0,Zach Wilson pass incomplete short left intended for Mecole Hardman,4.110,3.560
2,14:12,2,10,PHI 22,7,0,Dalvin Cook up the middle for 2 yards (tackle by Haason Reddick),3.560,3.140
2,13:36,3,8,PHI 20,7,0,"Penalty on Michael Carter: False Start, 5 yards (accepted) (no play)",3.140,2.480
2,13:26,3,13,PHI 25,7,0,Zach Wilson pass incomplete deep right intended for Mecole Hardman,2.480,1.800
2,13:15,4,13,PHI 25,7,3,Greg Zuerlein 43 yard field goal good,1.800,3.000
2,13:12,,,NYJ 35,7,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,13:12,1,10,PHI 25,7,3,Jalen Hurts pass complete short middle to A.J. Brown for 14 yards (tackle by Michael Carter and Quincy Williams),0.610,1.530
2,12:33,1,10,PHI 39,7,3,Jalen Hurts pass complete short right to Olamide Zaccheaus for 5 yards (tackle by Quincy Williams),1.530,1.660
2,11:56,2,5,PHI 44,7,3,Jalen Hurts pass incomplete short right intended for DeVonta Smith,1.660,0.960
2,11:52,3,5,PHI 44,7,3,Jalen Hurts pass complete short left to A.J. Brown for 8 yards (tackle by Tae Hayes),0.960,2.390
2,11:26,1,10,NYJ 48,7,3,Jalen Hurts pass complete short right to DeVonta Smith for 2 yards (tackle by C.J. Mosley and Quincy Williams),2.390,2.120
2,10:46,2,8,NYJ 46,7,3,"Jalen Hurts pass incomplete short right. Penalty on Sua Opeta: Ineligible Downfield Pass, 5 yards (declined)",2.120,1.290
2,10:42,3,9,NYJ 47,7,3,Jalen Hurts pass short right (defended by Jermaine Johnson) intended for Dallas Goedert is intercepted by Quinnen Williams at NYJ-49 and returned for 6 yards (tackle by Jordan Mailata),1.290,-2.590
2,10:33,1,10,PHI 45,7,3,Breece Hall left end for -2 yards (tackle by Josh Sweat),2.590,1.770
2,9:57,2,12,PHI 47,7,3,Zach Wilson sacked by Haason Reddick for -1 yards,1.770,0.960
2,9:21,3,13,PHI 48,7,3,Zach Wilson scrambles up the middle for 8 yards (tackle by Nakobe Dean),0.960,0.590
2,8:36,4,5,PHI 40,7,3,Zach Wilson pass complete short right to Tyler Conklin for 4 yards,0.590,-1.330
2,8:25,1,10,PHI 36,7,3,Jalen Hurts pass incomplete deep right intended for A.J. Brown,1.330,0.790
2,8:17,2,10,PHI 36,7,3,Jalen Hurts pass complete short left to D'Andre Swift for 11 yards (tackle by Quincy Williams),0.790,2.060
2,7:35,1,10,PHI 47,7,3,D'Andre Swift left tackle for 1 yard (tackle by Bryce Hall and Tony Adams),2.060,1.650
2,7:05,2,9,PHI 48,7,3,Jalen Hurts pass complete short left to A.J. Brown for 49 yards (tackle by Tony Adams),1.650,6.510
2,6:29,1,3,NYJ 3,7,3,D'Andre Swift right end for -6 yards (tackle by Quincy Williams),6.510,4.380
2,5:38,2,9,NYJ 9,13,3,"Jalen Hurts pass complete short right to D'Andre Swift for 9 yards, touchdown",4.380,7.000
2,5:32,,,NYJ 15,14,3,Jake Elliott kicks extra point good,0.000,0.000
2,5:32,,,PHI 35,14,3,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,5:32,1,10,NYJ 25,14,3,Zach Wilson pass incomplete short left intended for Garrett Wilson,0.610,0.060
2,5:26,2,10,NYJ 25,14,3,Zach Wilson pass complete short middle to Tyler Conklin for 14 yards (tackle by Terrell Edmunds),0.060,1.530
2,4:49,1,10,NYJ 39,14,3,Xavier Gipson left end for 18 yards (tackle by Nicholas Morrow and Terrell Edmunds),1.530,2.720
2,4:14,1,10,PHI 43,14,3,Zach Wilson pass complete short left to Breece Hall for 25 yards (tackle by Reed Blankenship),2.720,4.370
2,3:27,1,10,PHI 18,14,3,Zach Wilson pass incomplete deep left intended for Garrett Wilson (defended by James Bradberry),4.370,3.800
2,3:22,2,10,PHI 18,14,3,Zach Wilson pass incomplete deep middle intended for C.J. Uzomah,3.800,3.050
2,3:18,3,10,PHI 18,14,3,Zach Wilson sacked by and Brandon Graham for -6 yards and Jordan Davis for -6 yards,3.050,1.870
2,2:34,4,16,PHI 24,14,6,Greg Zuerlein 42 yard field goal good,1.870,3.000
2,2:30,,,NYJ 35,14,6,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,2:30,1,10,PHI 25,14,6,Boston Scott left end for 9 yards (tackle by Jermaine Johnson),0.610,1.280
2,2:00,2,1,PHI 34,14,6,"Jalen Hurts pass complete short right to Dallas Goedert for 4 yards (tackle by C.J. Mosley). Penalty on Quinnen Williams: Roughing the Passer, 15 yards (accepted)",1.280,2.460
2,1:53,1,10,NYJ 47,14,6,"Jalen Hurts pass complete short right to D'Andre Swift for 4 yards. D'Andre Swift fumbles (forced by C.J. Mosley), recovered by Quincy Williams at NYJ-49 (tackle by C.J. Mosley)",2.460,-2.190
2,1:40,1,10,NYJ 49,14,6,Zach Wilson pass complete short middle to Garrett Wilson for 11 yards (tackle by James Bradberry),2.190,2.920
2,1:13,1,10,PHI 40,14,6,Zach Wilson pass complete short left to Breece Hall for -2 yards (tackle by Reed Blankenship),2.920,2.100
2,1:01,2,12,PHI 42,14,6,"Zach Wilson pass incomplete short right intended for Garrett Wilson. Penalty on Josh Jobe: Defensive Pass Interference, 15 yards (accepted) (no play)",2.100,3.780
2,0:56,1,10,PHI 27,14,6,Zach Wilson pass complete short left to Garrett Wilson for 9 yards (tackle by Zach Cunningham),3.780,4.530
2,0:44,,,,,,Timeout #1 by New York Jets,,
2,0:44,2,1,PHI 18,14,6,Breece Hall up the middle for 6 yards (tackle by Milton Williams and Zach Cunningham),4.530,4.780
2,0:41,,,,,,Timeout #2 by New York Jets,,
2,0:41,1,10,PHI 12,14,6,"Zach Wilson pass incomplete. Penalty on Wes Schweitzer: Offensive Holding, 10 yards (accepted) (no play)",4.780,4.110
2,0:36,1,20,PHI 22,14,6,Zach Wilson pass incomplete short right intended for Randall Cobb,4.110,2.870
2,0:29,2,20,PHI 22,14,6,Zach Wilson pass incomplete short right intended for Randall Cobb,2.870,2.210
2,0:24,3,20,PHI 22,14,6,Michael Carter up the middle for 5 yards (tackle by Fletcher Cox),2.210,2.310
2,0:02,,,,,,Timeout #3 by New York Jets,,
2,0:02,4,15,PHI 17,14,9,Greg Zuerlein 35 yard field goal good,2.310,3.000
Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,14,9,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,14,9,Jalen Hurts pass complete short left to Dallas Goedert for 13 yards (tackle by Jordan Whitehead),0.610,1.470
3,14:38,1,10,PHI 38,14,9,D'Andre Swift left tackle for 9 yards (tackle by C.J. Mosley),1.470,2.140
3,13:45,2,1,PHI 47,14,9,Jalen Hurts pass complete short left to Dallas Goedert for 9 yards (tackle by Quincy Williams),2.140,2.650
3,13:33,1,10,NYJ 44,14,9,Jalen Hurts pass complete short right to Olamide Zaccheaus for no gain (no play),2.650,2.320
3,13:13,1,15,NYJ 49,14,9,Jalen Hurts pass incomplete deep middle intended for DeVonta Smith,2.320,1.440
3,13:03,2,15,NYJ 49,14,9,Jalen Hurts sacked by and Quinton Jefferson for -8 yards and Bryce Huff for -8 yards,1.440,-0.300
3,12:17,3,23,PHI 43,14,9,Jalen Hurts pass complete short right to Kenneth Gainwell for 4 yards (tackle by Michael Carter and C.J. Mosley),-0.300,-0.260
3,11:32,4,19,PHI 47,14,9,"Braden Mann punts, fair catch by Randall Cobb at NYJ-17. Penalty on Jamien Sherwood: Running Into the Kicker, 5 yards (accepted) (no play)",-0.260,0.070
3,11:26,4,14,NYJ 48,14,9,Braden Mann punts 41 yards downed by Jack Stoll,0.070,0.380
3,11:17,1,10,NYJ 7,14,9,Zach Wilson pass complete deep right to Garrett Wilson for 33 yards (tackle by Josh Jobe),-0.380,1.600
3,10:43,1,10,NYJ 40,14,9,Breece Hall left tackle for 9 yards (tackle by Reed Blankenship),1.600,2.270
3,10:03,2,1,NYJ 49,14,9,Zach Wilson pass complete short middle to Breece Hall for 15 yards (tackle by Zach Cunningham),2.270,3.180
3,9:25,1,10,PHI 36,14,9,Dalvin Cook right end for 2 yards (tackle by Nicholas Morrow),3.180,2.910
3,8:48,2,8,PHI 34,14,9,"Zach Wilson pass complete short middle to Garrett Wilson for no gain. Penalty on Allen Lazard: Illegal Blindside Block, 15 yards (accepted) (no play)",2.910,0.880
3,8:24,2,23,PHI 49,14,9,Zach Wilson pass incomplete short left intended for Allen Lazard,0.880,0.230
3,8:20,3,23,PHI 49,14,9,Zach Wilson pass complete short middle to Breece Hall for 10 yards (tackle by Nicholas Morrow),0.230,0.660
3,7:32,4,13,PHI 39,14,9,"Penalty on NYJ: Delay of Game, 5 yards (accepted) (no play)",0.660,0.330
3,7:16,4,18,PHI 44,14,9,"Thomas Morstead punts 37 yards, fair catch by Britain Covey at PHI-7",0.330,0.380
3,7:08,1,10,PHI 7,14,9,D'Andre Swift left end for -2 yards (tackle by Tony Adams),-0.380,-0.930
3,6:36,2,12,PHI 5,14,9,Jalen Hurts pass complete short right to A.J. Brown for 6 yards (tackle by Craig James),-0.930,-0.950
3,5:51,3,6,PHI 11,14,9,Jalen Hurts pass incomplete short right intended for Kenneth Gainwell,-0.950,-2.490
3,5:38,4,6,PHI 11,14,9,"Braden Mann punts 40 yards out of bounds. Penalty on Kelee Ringo: Fair Catch Interference, 15 yards (accepted)",-2.490,-3.180
3,5:30,1,10,PHI 36,14,9,Breece Hall left tackle for 3 yards (tackle by Nicholas Morrow and Derek Barnett),3.180,3.040
3,4:52,2,7,PHI 33,14,9,Zach Wilson pass incomplete short right intended for Randall Cobb (defended by Josh Jobe),3.040,2.350
3,4:49,3,7,PHI 33,14,9,Zach Wilson pass complete short right to Allen Lazard for 8 yards (tackle by Bradley Roby),2.350,3.910
3,4:15,1,10,PHI 25,14,9,Breece Hall up the middle for 8 yards (tackle by Haason Reddick),3.910,4.550
3,3:32,2,2,PHI 17,14,9,Breece Hall up the middle for 1 yard (tackle by Kentavius Street),4.550,4.060
3,2:52,3,1,PHI 16,14,9,Breece Hall up the middle for 3 yards (tackle by Nicholas Morrow),4.060,4.710
3,2:14,1,10,PHI 13,14,9,Zach Wilson pass complete short right to Garrett Wilson for 5 yards (tackle by Josh Jobe),4.710,4.960
3,1:38,2,5,PHI 8,14,9,Zach Wilson sacked by Haason Reddick for -12 yards,4.960,2.540
3,0:54,3,17,PHI 20,14,9,Zach Wilson pass incomplete deep left intended for Garrett Wilson (defended by James Bradberry),2.540,2.120
3,0:48,4,17,PHI 20,14,12,Greg Zuerlein 38 yard field goal good,2.120,3.000
3,0:45,,,NYJ 35,14,12,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,0:45,1,10,PHI 25,14,12,Jalen Hurts pass complete deep right to DeVonta Smith for 22 yards,0.610,2.060
Quarter,Time,Down,ToGo,Location,PHI,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 47,14,12,Jalen Hurts up the middle for 5 yards (tackle by C.J. Mosley),2.060,2.190
4,14:36,2,5,NYJ 48,14,12,Jalen Hurts pass incomplete short left,2.190,1.490
4,14:30,3,5,NYJ 48,14,12,Jalen Hurts right end for 6 yards (tackle by Michael Carter),1.490,2.790
4,13:53,1,10,NYJ 42,14,12,Jalen Hurts pass short right (defended by Jermaine Johnson) intended for DeVonta Smith is intercepted by Bryce Hall at NYJ-33 and returned for 5 yards (tackle by Olamide Zaccheaus),2.790,-1.470
4,13:42,1,10,NYJ 38,14,12,Zach Wilson sacked by Josh Sweat for -6 yards,1.470,0.110
4,13:03,2,16,NYJ 32,14,12,Zach Wilson pass complete short middle to Tyler Conklin for 6 yards (tackle by Nakobe Dean),0.110,0.230
4,12:34,3,10,NYJ 38,14,12,"Penalty on Connor McGovern: False Start, 5 yards (accepted) (no play)",0.230,-0.430
4,12:17,3,15,NYJ 33,14,12,Zach Wilson pass incomplete short middle intended for Michael Carter,-0.430,-1.180
4,12:13,4,15,NYJ 33,14,12,"Thomas Morstead punts 49 yards, returned by Britain Covey for no gain (tackle by Samuel Eguavoen)",-1.180,-0.040
4,12:01,1,10,PHI 18,14,12,D'Andre Swift up the middle for 4 yards (tackle by Quinnen Williams),0.040,0.140
4,11:26,2,6,PHI 22,14,12,Jalen Hurts pass incomplete short right intended for D'Andre Swift (defended by Quincy Williams),0.140,-0.660
4,11:17,3,6,PHI 22,14,12,"Jalen Hurts pass complete deep left to A.J. Brown for 36 yards NYJ challenged the pass completion ruling, and the play was upheld.",-0.660,2.790
4,10:59,1,10,NYJ 42,14,12,Jalen Hurts scrambles left end for 11 yards (tackle by C.J. Mosley),2.790,3.510
4,10:23,1,10,NYJ 31,14,12,Kenneth Gainwell right end for 12 yards (tackle by Ashtyn Davis and John Franklin-Myers),3.510,4.310
