Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,CIN 25,0,0,Andy Dalton pass complete short right to A.J. Green for 12 yards (tackle by Jamie Meder and Tracy Howard),0.610,1.400
1,14:30,1,10,CIN 37,0,0,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Briean Boddy-Calhoun),1.400,1.670
1,14:04,2,4,CIN 43,0,0,"Jeremy Hill right end for 9 yards (tackle by Ibraheim Campbell). Penalty on A.J. Green: Illegal Block Above the Waist, 10 yards",1.670,1.530
1,13:37,2,5,CIN 42,0,0,Andy Dalton pass complete short middle to Jeremy Hill for 13 yards (tackle by Christian Kirksey and Tramon Williams),1.530,2.590
1,13:08,1,10,CLE 45,0,0,Andy Dalton pass incomplete deep right intended for James Wright (defended by Briean Boddy-Calhoun),2.590,2.040
1,13:01,2,10,CLE 45,0,0,Jeremy Hill right tackle for 40 yards (tackle by Jamar Taylor),2.040,6.060
1,12:19,1,5,CLE 5,0,6,"Giovani Bernard right end for 5 yards, touchdown",6.060,7.000
1,12:19,,,CLE 5,0,7,Mike Nugent kicks extra point good,0.000,0.000
1,12:19,,,CIN 35,0,7,"Mike Nugent kicks off 57 yards, returned by Tracy Howard for 18 yards (tackle by Rex Burkhead)",0.000,-0.670
1,12:10,1,10,CLE 26,0,7,Isaiah Crowell left tackle for 2 yards (tackle by Vontaze Burfict),0.670,0.400
1,11:31,2,8,CLE 28,0,7,Cody Kessler pass complete short right to Rashard Higgins for 2 yards (tackle by Dre Kirkpatrick),0.400,-0.030
1,10:50,3,6,CLE 30,0,7,Cody Kessler pass complete short middle to Gary Barnidge for 8 yards (tackle by Karlos Dansby),-0.030,1.470
1,10:10,1,10,CLE 38,0,7,Cody Kessler pass complete short right to Duke Johnson for no gain,1.470,0.920
1,9:33,2,10,CLE 38,0,7,Kevin Hogan left end for 7 yards (tackle by George Iloka),0.920,1.160
1,8:47,3,3,CLE 45,0,7,Cody Kessler pass incomplete short left intended for Terrelle Pryor,1.160,-0.390
1,8:43,4,3,CLE 45,0,7,"Britton Colquitt punts 43 yards, fair catch by Alex Erickson. Penalty on Charley Hughlett: Offensive Holding, 10 yards",-0.390,-0.410
1,8:35,1,10,CIN 22,0,7,Andy Dalton pass complete short right to A.J. Green for 15 yards (tackle by Tramon Williams),0.410,1.400
1,8:01,1,10,CIN 37,0,7,Andy Dalton pass complete short right to Tyler Kroft for 3 yards (tackle by Tracy Howard),1.400,1.260
1,7:37,2,7,CIN 40,0,7,Jeremy Hill right end for 8 yards (tackle by Emmanuel Ogbah),1.260,2.130
1,7:04,1,10,CIN 48,0,7,Andy Dalton pass incomplete deep middle intended for Tyler Boyd,2.130,1.580
1,7:00,2,10,CIN 48,0,7,Andy Dalton pass complete short middle to Brandon LaFell for 8 yards (tackle by Jamar Taylor),1.580,1.950
1,6:21,3,2,CLE 44,0,7,Andy Dalton pass complete short left to A.J. Green for 9 yards (tackle by Jamar Taylor),1.950,3.250
1,5:55,1,10,CLE 35,0,7,Andy Dalton pass incomplete,3.250,2.700
1,5:47,2,10,CLE 35,0,7,Andy Dalton pass complete short left to Jeremy Hill for 11 yards (tackle by Ibraheim Campbell),2.700,3.970
1,5:12,1,10,CLE 24,0,7,Andy Dalton sacked by Christian Kirksey and Carl Nassib for -8 yards,3.970,2.350
1,4:31,2,18,CLE 32,0,7,Andy Dalton pass incomplete deep middle intended for Tyler Eifert (defended by Christian Kirksey),2.350,1.690
1,4:25,3,18,CLE 32,0,7,Andy Dalton pass complete short middle to Brandon LaFell for 10 yards (tackle by Tramon Williams),1.690,1.990
1,3:48,4,8,CLE 22,0,7,Mike Nugent 40 yard field goal no good,1.990,-0.940
1,3:42,1,10,CLE 30,0,7,Isaiah Crowell left guard for 21 yards (tackle by George Iloka),0.940,2.320
1,3:04,1,10,CIN 49,0,7,Cody Kessler pass complete short left to Isaiah Crowell for 10 yards (tackle by Rey Maualuga),2.320,2.980
1,2:28,1,10,CIN 39,0,7,Cody Kessler left tackle for -2 yards (tackle by Vontaze Burfict),2.980,2.170
1,1:54,2,12,CIN 41,0,7,Duke Johnson left end for 1 yard (tackle by Karlos Dansby),2.170,1.620
1,1:12,3,11,CIN 40,0,7,Cody Kessler pass complete short middle to Duke Johnson for 13 yards (tackle by Vontaze Burfict),1.620,3.780
1,0:30,1,10,CIN 27,0,7,Cody Kessler pass complete short middle to Terrelle Pryor for 13 yards (tackle by Dre Kirkpatrick),3.780,4.650
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 14,0,7,Cody Kessler pass incomplete,4.650,4.000
2,14:53,2,10,CIN 14,0,7,Isaiah Crowell right guard for 8 yards (tackle by Rey Maualuga and Shawn Williams),4.000,4.730
2,14:25,3,2,CIN 6,0,7,Duke Johnson right tackle for 1 yard (tackle by Domata Peko),4.730,3.030
2,13:37,4,1,CIN 5,0,7,"Penalty on Britton Colquitt: Delay of Game, 5 yards (no play)",3.030,2.790
2,13:30,4,6,CIN 10,3,7,Cody Parkey 28 yard field goal good,2.790,3.000
2,13:30,,,CLE 35,3,7,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,13:26,1,10,CIN 25,3,7,Giovani Bernard right guard for 2 yards (tackle by Danny Shelton),0.610,0.330
2,12:54,2,8,CIN 27,3,7,Giovani Bernard left end for -2 yards (tackle by Christian Kirksey),0.330,-0.620
2,12:17,3,10,CIN 25,3,7,Andy Dalton pass incomplete,-0.620,-1.700
2,12:11,4,10,CIN 25,3,7,"Kevin Huber punts 48 yards, returned by Duke Johnson for 3 yards (tackle by James Wright)",-1.700,-0.940
2,11:59,1,10,CLE 30,3,7,Kevin Hogan right guard for 15 yards (tackle by George Iloka),0.940,1.930
2,11:16,1,10,CLE 45,3,7,Cody Kessler pass complete short middle to Isaiah Crowell for 4 yards (tackle by Will Clarke and Karlos Dansby),1.930,1.920
2,10:36,2,6,CLE 49,3,7,Kevin Hogan right end for 15 yards (tackle by Karlos Dansby),1.920,3.180
2,10:01,1,10,CIN 36,3,7,"Isaiah Crowell left end for 5 yards (tackle by Adam Jones). Penalty on Cameron Erving: Offensive Holding, 10 yards (no play)",3.180,2.520
2,9:46,1,20,CIN 46,3,7,Cody Kessler pass complete short left to Malcolm Johnson for 21 yards (tackle by Karlos Dansby),2.520,3.910
2,9:03,1,10,CIN 25,3,7,Isaiah Crowell left guard for 12 yards (tackle by Shawn Williams and Vontaze Burfict),3.910,4.710
2,8:20,1,10,CIN 13,3,7,Isaiah Crowell left guard for -3 yards (tackle by Pat Sims),4.710,3.620
2,7:39,2,13,CIN 16,3,7,Cody Kessler pass complete short right to Gary Barnidge for 11 yards (tackle by George Iloka and Vontaze Burfict),3.620,4.780
2,7:06,3,2,CIN 5,3,7,Isaiah Crowell left guard for 4 yards (tackle by Carlos Dunlap and George Iloka),4.780,6.970
2,6:23,1,1,CIN 1,9,7,"Isaiah Crowell right guard for 1 yard, touchdown",6.970,7.000
2,6:23,,,CIN 1,10,7,Cody Parkey kicks extra point good,0.000,0.000
2,6:23,,,CLE 35,10,7,"Cody Parkey kicks off 68 yards, returned by Adam Jones for 23 yards (tackle by Joe Schobert)",0.000,-0.280
2,6:15,1,10,CIN 20,10,7,Giovani Bernard left tackle for 9 yards (tackle by Jamie Meder),0.280,0.950
2,5:52,2,1,CIN 29,10,7,Giovani Bernard right guard for 3 yards (tackle by Carl Nassib),0.950,1.070
2,5:22,1,10,CIN 32,10,7,Giovani Bernard right tackle for 3 yards (tackle by Jamie Meder),1.070,0.930
2,4:38,2,7,CIN 35,10,7,Andy Dalton pass complete deep middle to Brandon LaFell for 21 yards (tackle by Derrick Kindred),0.930,2.650
