Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Patrick Murray kicks off 60 yards, returned by Andre Roberts for 31 yards (tackle by Chris Conte)",0.000,-1.330
1,14:53,1,10,ATL 36,0,0,Devonta Freeman right tackle for 1 yard (tackle by Adarius Glanton),1.330,0.930
1,14:18,2,9,ATL 37,0,0,Devonta Freeman left tackle for 4 yards (tackle by Justin Evans),0.930,0.760
1,13:35,3,5,ATL 41,0,0,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Brent Grimes),0.760,-0.650
1,13:30,4,5,ATL 41,0,0,"Matthew Bosher punts 41 yards, fair catch by Adam Humphries",-0.650,-0.040
1,13:22,1,10,TAM 18,0,0,Peyton Barber left tackle for 5 yards (tackle by Kemal Ishmael),0.040,0.280
1,12:46,2,5,TAM 23,0,0,Jameis Winston pass incomplete deep left intended for Mike Evans,0.280,-0.530
1,12:40,3,5,TAM 23,0,0,Jameis Winston pass complete short right to Charles Sims for 1 yard (tackle by Deion Jones),-0.530,-1.770
1,12:07,4,4,TAM 24,0,0,"Bryan Anger punts 50 yards, returned by Andre Roberts for 12 yards (tackle by Adarius Glanton)",-1.770,-1.470
1,11:53,1,10,ATL 38,0,0,Matt Ryan pass complete short right to Austin Hooper for 5 yards (tackle by Brent Grimes),1.470,1.600
1,11:28,2,5,ATL 43,0,0,Devonta Freeman left end for 6 yards (tackle by Justin Evans and Kendell Beckwith),1.600,2.190
1,10:53,1,10,ATL 49,0,0,Matt Ryan pass complete deep right to Justin Hardy for 27 yards (tackle by Brent Grimes),2.190,3.970
1,10:08,1,10,TAM 24,0,0,"Matt Ryan pass complete short left to Devonta Freeman for 7 yards (tackle by Robert McClain and Adarius Glanton). Penalty on Ben Garland: Illegal Block Above the Waist, 10 yards (no play)",3.970,0.000
1,9:38,,,,,,Timeout #1 by Tampa Bay Buccaneers,0.000,-3.310
1,9:38,1,20,TAM 34,0,0,Matt Ryan pass complete short left to Julio Jones for 8 yards,3.310,3.160
1,9:08,2,12,TAM 26,0,0,Matt Ryan pass complete short middle to Terron Ward for 6 yards (tackle by Kwon Alexander),3.160,3.270
1,8:23,3,6,TAM 20,0,0,Matt Ryan pass complete short middle to Devonta Freeman for 13 yards (tackle by Chris Conte),3.270,5.600
1,7:45,1,7,TAM 7,0,0,Matt Ryan pass incomplete short right intended for Derrick Coleman,5.600,4.760
1,7:40,2,7,TAM 7,0,0,Devonta Freeman middle for 1 yard (tackle by William Gholston and Chris Conte),4.760,4.040
1,7:00,3,6,TAM 6,6,0,"Matt Ryan pass complete short left to Justin Hardy for 6 yards, touchdown",4.040,7.000
1,6:54,,,TAM 15,7,0,Matt Bryant kicks extra point good,0.000,0.000
1,6:54,,,ATL 35,7,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,6:54,1,10,TAM 25,7,0,Jameis Winston pass complete short middle to Peyton Barber for 5 yards (tackle by De'Vondre Campbell),0.610,0.740
1,6:17,2,5,TAM 30,7,0,Peyton Barber middle for 1 yard (tackle by De'Vondre Campbell and Deion Jones),0.740,0.170
1,5:32,3,4,TAM 31,7,0,"Jameis Winston pass incomplete deep right intended for Cameron Brate (defended by Ricardo Allen). Penalty on Ricardo Allen: Unnecessary Roughness, 15 yards (no play)",0.170,1.990
1,5:27,1,10,TAM 46,7,0,Peyton Barber right guard for 2 yards (tackle by Derrick Shelby and Brooks Reed),1.990,1.720
1,4:45,2,8,TAM 48,7,0,Jameis Winston pass complete short right to Charles Sims for 6 yards (tackle by Kemal Ishmael),1.720,1.820
1,4:02,3,2,ATL 46,7,0,Peyton Barber right tackle for 7 yards (tackle by Desmond Trufant),1.820,2.980
1,3:19,1,10,ATL 39,7,0,Peyton Barber left end for -2 yards (tackle by Derrick Shelby),2.980,2.170
1,2:37,2,12,ATL 41,7,0,Jameis Winston pass complete short left to DeSean Jackson for 11 yards (tackle by Robert Alford),2.170,2.940
1,2:01,3,1,ATL 30,7,6,"Jameis Winston pass complete short left to O.J. Howard for 30 yards, touchdown",2.940,7.000
1,1:52,,,ATL 15,7,7,Patrick Murray kicks extra point good,0.000,0.000
1,1:52,,,TAM 35,7,7,"Patrick Murray kicks off 65 yards, returned by Andre Roberts for 23 yards (tackle by Chris Godwin)",0.000,-0.480
1,1:46,1,10,ATL 23,7,7,Terron Ward right end for 9 yards (tackle by Ryan Smith),0.480,1.150
1,1:09,2,1,ATL 32,7,7,Terron Ward right end for 2 yards (tackle by Kendell Beckwith),1.150,1.200
1,0:29,1,10,ATL 34,7,7,Devonta Freeman right end for 15 yards (tackle by T.J. Ward),1.200,2.190
1,0:03,1,10,ATL 49,7,7,Matt Ryan pass complete short middle to Devonta Freeman for 29 yards (tackle by Justin Evans),2.190,4.110
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 22,7,7,Matt Ryan pass incomplete deep left intended for Mohamed Sanu,4.110,3.560
2,14:54,2,10,TAM 22,7,7,Taylor Gabriel right end for 3 yards (tackle by Kwon Alexander),3.560,3.260
2,14:14,3,7,TAM 19,7,7,Matt Ryan pass complete short left to Julio Jones for 17 yards (tackle by Ryan Smith),3.260,6.740
2,13:38,1,2,TAM 2,7,7,Devonta Freeman left guard for 1 yard (tackle by Adarius Glanton),6.740,5.910
2,13:02,2,1,TAM 1,13,7,"Devonta Freeman left guard for no gain (tackle by Robert Ayers). Devonta Freeman fumbles (forced by Robert Ayers), recovered by Levine Toilolo at TAM-0, touchdown",5.910,7.000
2,12:56,,,TAM 15,14,7,Matt Bryant kicks extra point good,0.000,0.000
2,12:56,,,ATL 35,14,7,"Matthew Bosher kicks off 66 yards, returned by Jacquizz Rodgers for 29 yards (tackle by Keanu Neal). Penalty on Keith Tandy: Illegal Block Above the Waist, 8 yards",0.000,0.380
2,12:49,1,10,TAM 8,14,7,Jameis Winston pass complete short middle to Mike Evans for 11 yards (tackle by Desmond Trufant),-0.380,0.150
2,12:22,1,10,TAM 19,14,7,Peyton Barber middle for 3 yards (tackle by Brooks Reed and Ahtyba Rubin),0.150,0.070
2,11:51,2,7,TAM 22,14,7,"Jameis Winston pass complete deep right to Mike Evans for 32 yards (tackle by Desmond Trufant). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",0.070,-1.290
2,11:23,2,17,TAM 12,14,7,"Jameis Winston pass complete short left to Charles Sims for -1 yards (tackle by Deion Jones). Penalty on Ricardo Allen: Unnecessary Roughness, 15 yards",-1.290,0.670
,,,,,,,"ATL challenged the runner was not down by contact ruling, and the original play was overturned.",,
2,10:40,1,10,TAM 26,14,7,DeSean Jackson left end for 7 yards (tackle by Deion Jones),0.670,1.070
2,10:03,2,3,TAM 33,14,7,Adam Humphries left end for 6 yards (tackle by De'Vondre Campbell),1.070,1.530
2,9:29,1,10,TAM 39,14,7,Jameis Winston pass complete short left to Mike Evans for 6 yards,1.530,1.800
2,8:56,2,4,TAM 45,14,7,Peyton Barber left tackle for no gain (tackle by Dontari Poe),1.800,1.090
2,8:30,3,4,TAM 45,14,7,Jameis Winston pass complete deep left to Alan Cross for 23 yards,1.090,3.450
,,,,,,,"ATL challenged the pass completion ruling, and the play was upheld.",,
2,8:02,1,10,ATL 32,14,7,Jameis Winston pass complete short middle to Antony Auclair for 14 yards (tackle by Duke Riley),3.450,4.370
2,7:17,1,10,ATL 18,14,7,Peyton Barber right guard for 9 yards (tackle by Deion Jones and Ricardo Allen),4.370,5.420
2,6:40,2,1,ATL 9,14,7,"Peyton Barber right tackle for 4 yards (tackle by Keanu Neal). Peyton Barber fumbles (forced by Keanu Neal), recovered by Keanu Neal at ATL-5",5.420,0.380
2,6:30,1,10,ATL 5,14,7,Matt Ryan pass complete deep middle to Julio Jones for 29 yards (tackle by Justin Evans),-0.380,1.200
2,5:42,1,10,ATL 34,14,7,"Matt Ryan pass incomplete deep left intended for Marvin Hall. Penalty on Ryan Smith: Illegal Contact, 5 yards (no play)",1.200,1.530
2,5:35,1,10,ATL 39,14,7,Devonta Freeman left tackle for 22 yards (tackle by Robert McClain and Justin Evans),1.530,2.980
2,4:54,1,10,TAM 39,14,7,Devonta Freeman left end for 3 yards (tackle by Kwon Alexander and Adarius Glanton),2.980,2.850
2,4:10,2,7,TAM 36,14,7,Terron Ward right tackle for -3 yards (tackle by William Gholston),2.850,1.750
2,3:25,3,10,TAM 39,14,7,Matt Ryan pass incomplete deep middle intended for Julio Jones (defended by T.J. Ward),1.750,0.660
2,3:17,4,10,TAM 39,17,7,Matt Bryant 57 yard field goal good,0.660,3.000
2,3:12,,,ATL 35,17,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,3:12,1,10,TAM 25,17,7,Jameis Winston pass complete short left to Peyton Barber for 3 yards (tackle by Desmond Trufant),0.610,0.470
2,2:26,2,7,TAM 28,17,7,"Jameis Winston pass incomplete deep left intended for Mike Evans is intercepted by Ricardo Allen at ATL-43. Penalty on Robert Alford: Defensive Holding, 5 yards (no play)",0.470,1.140
2,2:20,1,10,TAM 33,17,7,Jameis Winston left end for 4 yards (tackle by Brian Poole),1.140,0.000
2,2:11,,,,,,Timeout #2 by Atlanta Falcons,0.000,-1.130
2,2:11,2,6,TAM 37,17,7,Jameis Winston pass complete short right to Charles Sims for no gain,1.130,0.430
2,2:00,3,6,TAM 37,17,7,Jameis Winston pass incomplete short left intended for Alan Cross,0.430,-0.910
2,1:55,4,6,TAM 37,17,7,"Bryan Anger punts 53 yards, returned by Andre Roberts for 5 yards (tackle by Antony Auclair)",-0.910,0.220
2,1:43,1,10,ATL 15,17,7,Matt Ryan pass complete short right to Mohamed Sanu for 2 yards (tackle by Kwon Alexander and Justin Evans),-0.220,-0.440
2,1:22,2,8,ATL 17,17,7,Matt Ryan pass complete short left to Taylor Gabriel for 10 yards (tackle by T.J. Ward),-0.440,0.740
2,1:02,1,10,ATL 27,17,7,Matt Ryan pass incomplete short middle intended for Devonta Freeman,0.740,0.200
2,0:58,2,10,ATL 27,17,7,Matt Ryan pass complete deep right to Mohamed Sanu for 21 yards (tackle by Kwon Alexander),0.200,2.130
2,0:49,1,10,ATL 48,17,7,Matt Ryan pass complete short right to Devonta Freeman for 8 yards (tackle by Brent Grimes),2.130,2.660
2,0:44,2,2,TAM 44,17,7,Matt Ryan pass incomplete short left intended for Mohamed Sanu,2.660,1.950
2,0:39,3,2,TAM 44,17,7,Matt Ryan pass incomplete deep left intended for Julio Jones,1.950,0.330
2,0:32,4,2,TAM 44,17,7,"Matthew Bosher punts 26 yards, out of bounds",0.330,-0.040
2,0:25,1,10,TAM 18,17,7,Jameis Winston pass complete short left to Mike Evans for 11 yards (tackle by Robert Alford),0.040,0.870
2,0:14,1,10,TAM 29,17,7,"Jameis Winston sacked by Takkarist McKinley for -7 yards. Jameis Winston fumbles (forced by Takkarist McKinley), recovered by Caleb Benenoch at TAM-22",0.870,-0.620
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,17,7,"Matthew Bosher kicks off 65 yards, returned by Jacquizz Rodgers for 45 yards (tackle by Damontae Kazee)",0.000,-1.930
3,14:51,1,10,TAM 45,17,7,"Jameis Winston pass complete deep left to Mike Evans for 55 yards. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
3,14:43,1,20,TAM 35,17,7,Peyton Barber middle for 8 yards (tackle by Deion Jones),1.270,1.110
3,14:08,2,12,TAM 43,17,7,"Penalty on Cameron Brate: False Start, 5 yards (no play)",1.110,0.440
3,13:43,2,17,TAM 38,17,7,Jameis Winston pass complete short left to Adam Humphries for 8 yards (tackle by Brian Poole),0.440,0.830
3,13:13,3,9,TAM 46,17,7,Jameis Winston sacked by Adrian Clayborn and Grady Jarrett for -3 yards,0.830,-0.520
3,12:30,4,12,TAM 43,17,7,"Bryan Anger punts 57 yards, touchback. Penalty on Garrison Sanborn: Offensive Holding, 10 yards",-0.520,-0.940
3,12:20,1,10,ATL 30,17,7,Devonta Freeman left tackle for 2 yards (tackle by Keith Tandy),0.940,0.660
3,11:42,2,8,ATL 32,17,7,"Penalty on Wes Schweitzer: False Start, 5 yards (no play)",0.660,-0.010
3,11:19,2,13,ATL 27,17,7,Matt Ryan pass incomplete short middle intended for Devonta Freeman,-0.010,-0.690
3,11:12,3,13,ATL 27,17,7,"Matt Ryan for 14 yards (tackle by Javien Elliott). Penalty on Ben Garland: Offensive Holding, 10 yards (no play)",-0.690,-2.360
3,10:48,3,23,ATL 17,17,7,Matt Ryan pass complete short middle to Taylor Gabriel for 6 yards (tackle by Kwon Alexander and Keith Tandy),-2.360,-1.830
3,10:10,4,17,ATL 23,17,7,"Matthew Bosher punts 41 yards, returned by Adam Humphries for 11 yards",-1.830,-2.060
3,9:59,1,10,TAM 47,17,7,Peyton Barber middle for 4 yards (tackle by De'Vondre Campbell and Ahtyba Rubin),2.060,2.060
3,9:18,2,6,ATL 49,17,7,Jameis Winston pass complete short left to Peyton Barber for 7 yards (tackle by Deion Jones),2.060,2.790
