Quarter,Time,Tm,Detail,ATL,TAM
1.0,6:54,Falcons,Justin Hardy 6 yard pass from Matt Ryan (Matt Bryant kick),7,0
,1:52,Buccaneers,O.J. Howard 30 yard pass from Jameis Winston (Patrick Murray kick),7,7
2.0,12:56,Falcons,Levine Toilolo fumble recovery in end zone (Matt Bryant kick),14,7
,3:12,Falcons,Matt Bryant 57 yard field goal,17,7
3.0,8:31,Buccaneers,Mike Evans 42 yard pass from Jameis Winston (Patrick Murray kick),17,14
4.0,7:58,Falcons,Devonta Freeman 32 yard rush (Matt Bryant kick),24,14
,4:07,Buccaneers,Adam Humphries 16 yard pass from Jameis Winston (Patrick Murray kick),24,21
