Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
1,8:04,3,7,NWE 42,0,3,Thaddeus Lewis pass complete deep right to Marquise Goodwin for 22 yards (tackle by Duron Harmon),1.750,4.240
1,7:45,1,10,NWE 20,0,3,Fred Jackson left guard for 2 yards (tackle by Chris Jones),4.240,3.960
1,7:20,2,8,NWE 18,0,3,C.J. Spiller left end for -2 yards (tackle by Logan Ryan),3.960,3.010
1,6:41,3,10,NWE 20,0,3,"Thaddeus Lewis sacked by Sealver Siliga for -6 yards. Thaddeus Lewis fumbles (forced by Sealver Siliga), ball out of bounds at NWE-33",3.010,1.150
1,6:19,4,23,NWE 33,3,3,Dan Carpenter 51 yard field goal good,1.150,3.000
1,6:19,,,BUF 35,3,3,"Dan Carpenter kicks off 65 yards, returned by Shane Vereen for 24 yards (tackle by Ty Powell)",0.000,-0.540
1,6:09,1,10,NWE 24,3,3,"Tom Brady pass incomplete short right intended for Julian Edelman. Penalty on Ron Brooks: Defensive Pass Interference, 9 yards (no play)",0.540,1.140
1,6:03,1,10,NWE 33,3,3,Stevan Ridley up the middle for 4 yards (tackle by Alan Branch and Mario Williams),1.140,1.130
1,5:27,2,6,NWE 37,3,3,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Jim Leonhard),1.130,1.090
1,4:45,3,1,NWE 42,3,3,Tom Brady pass complete short middle to Julian Edelman for 4 yards (tackle by Leodis McKelvin),1.090,1.990
1,4:12,1,10,NWE 46,3,3,Tom Brady pass incomplete deep middle intended for Aaron Dobson,1.990,1.450
1,4:06,2,10,NWE 46,3,3,Stevan Ridley right guard for 29 yards (tackle by Jairus Byrd),1.450,3.910
1,3:39,1,10,BUF 25,3,3,Stevan Ridley left guard for 1 yard (tackle by Stefan Charles). Penalty on Michael Hoomanawanui: Illegal Motion (Declined),3.910,3.500
1,3:24,2,9,BUF 24,3,3,Tom Brady pass incomplete short right intended for Julian Edelman,3.500,2.810
1,3:18,3,9,BUF 24,3,3,Tom Brady pass complete short right to Julian Edelman for 7 yards (tackle by Jim Leonhard and Jairus Byrd),2.810,2.440
1,2:45,4,2,BUF 17,3,6,Stephen Gostkowski 35 yard field goal good,2.440,3.000
1,2:45,,,NWE 35,3,6,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
1,2:41,1,10,BUF 20,3,6,Fred Jackson right guard for 4 yards (tackle by Sealver Siliga),0.280,0.270
1,2:16,2,6,BUF 24,3,6,Fred Jackson right guard for 1 yard (tackle by Sealver Siliga and Dont'a Hightower),0.270,-0.300
1,1:42,3,5,BUF 25,3,6,Thaddeus Lewis pass complete deep left to Robert Woods for 27 yards (tackle by Kyle Arrington),-0.300,2.390
1,1:04,1,10,NWE 48,3,6,Thaddeus Lewis pass incomplete short right intended for Robert Woods,2.390,1.850
1,0:57,2,10,NWE 48,3,6,C.J. Spiller up the middle for 7 yards (tackle by Steve Gregory),1.850,2.080
1,0:18,3,3,NWE 41,3,6,Thaddeus Lewis pass incomplete short middle intended for Scott Chandler,2.080,0.530
1,0:13,4,3,NWE 41,3,6,Brian Moorman punts 35 yards,0.530,0.380
1,0:03,1,10,NWE 6,3,6,LeGarrette Blount left tackle for 9 yards (tackle by Jim Leonhard),-0.380,-0.070
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NWE 15,3,6,Tom Brady pass complete short middle to Julian Edelman for 12 yards (tackle by Stephon Gilmore),-0.070,0.740
2,14:40,1,10,NWE 27,3,6,LeGarrette Blount right tackle for 14 yards (tackle by Da'Norris Searcy and Kiko Alonso),0.740,1.660
2,14:19,1,10,NWE 41,3,6,LeGarrette Blount right tackle for 9 yards (tackle by Nigel Bradham and Manny Lawson),1.660,2.340
2,13:44,2,1,,3,6,Stevan Ridley right guard for 9 yards (tackle by Stefan Charles and Leodis McKelvin),2.340,2.850
2,13:01,1,10,BUF 41,3,6,Stevan Ridley up the middle for 5 yards (tackle by Mario Williams),2.850,2.980
2,12:22,2,5,BUF 36,3,12,"LeGarrette Blount left guard for 36 yards, touchdown",2.980,7.000
2,12:22,,,BUF 2,3,13,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:22,,,NWE 35,3,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,12:14,1,10,BUF 20,3,13,C.J. Spiller left guard for 4 yards (tackle by Sealver Siliga),0.280,0.270
2,11:43,2,6,BUF 24,3,13,C.J. Spiller left end for -2 yards (tackle by Chandler Jones),0.270,-0.690
2,11:07,3,8,BUF 22,3,13,Thaddeus Lewis pass complete short right to Fred Jackson for 13 yards (tackle by Aqib Talib),-0.690,1.270
2,10:48,1,10,BUF 35,3,13,Fred Jackson up the middle for 12 yards (tackle by Kyle Arrington),1.270,2.060
2,10:22,1,10,BUF 47,3,13,Fred Jackson up the middle for 2 yards (tackle by Sealver Siliga and Chandler Jones),2.060,1.790
2,9:51,2,8,BUF 49,3,13,C.J. Spiller left tackle for 2 yards (tackle by Chandler Jones and Chris Jones),1.790,1.360
2,9:07,3,6,NWE 49,3,13,Fred Jackson up the middle for 5 yards (tackle by Joe Vellano),1.360,0.330
2,8:33,4,1,NWE 44,3,13,Thaddeus Lewis up the middle for -1 yards (tackle by Rob Ninkovich),0.330,-1.930
2,8:29,1,10,NWE 45,3,13,Stevan Ridley right guard for no gain (tackle by Nigel Bradham and Stefan Charles),1.930,1.380
2,7:53,2,10,NWE 45,3,13,Tom Brady pass complete short middle to Julian Edelman for 4 yards (tackle by Kiko Alonso),1.380,1.380
2,7:15,2,10,NWE 45,3,13,Timeout #1 by Buffalo Bills,1.380,1.220
2,7:15,3,6,NWE 49,3,13,"Tom Brady for no gain. Tom Brady fumbles, recovered by Tom Brady at NWE-40",1.220,-0.720
2,6:47,4,15,NWE 40,3,13,Ryan Allen punts 53 yards,-0.720,0.380
2,6:35,1,10,BUF 7,3,13,Fred Jackson up the middle for 2 yards (tackle by Jamie Collins),-0.380,-0.630
2,6:06,2,8,BUF 9,3,13,Fred Jackson left tackle for 16 yards (tackle by Logan Ryan),-0.630,0.610
2,5:39,1,10,BUF 25,3,13,Thaddeus Lewis pass incomplete deep left intended for T.J. Graham,0.610,0.060
2,5:34,2,10,BUF 25,3,13,C.J. Spiller right end for 6 yards (tackle by Kyle Arrington),0.060,0.170
2,4:54,3,4,BUF 31,3,13,Thaddeus Lewis pass incomplete short left intended for Robert Woods,0.170,-1.310
2,4:50,4,4,BUF 31,3,13,"Brian Moorman punts 45 yards, fair catch by Julian Edelman",-1.310,-0.540
2,4:43,1,10,NWE 24,3,13,Tom Brady pass complete short right to Shane Vereen for 22 yards (tackle by Jim Leonhard),0.540,1.990
2,4:07,1,10,NWE 46,3,13,LeGarrette Blount right tackle for 9 yards (tackle by Nigel Bradham),1.990,2.670
2,3:32,2,1,BUF 45,3,13,LeGarrette Blount up the middle for 6 yards (tackle by Kiko Alonso and Da'Norris Searcy),2.670,2.980
2,2:59,1,10,BUF 39,3,13,Tom Brady sacked by Stefan Charles for -7 yards,2.980,1.500
2,2:27,2,17,BUF 46,3,13,Tom Brady pass complete short left to Julian Edelman for 14 yards (tackle by Kiko Alonso),1.500,2.680
2,2:00,3,3,BUF 32,3,13,LeGarrette Blount up the middle for 6 yards (tackle by Manny Lawson),2.680,3.840
2,1:26,1,10,BUF 26,3,13,Tom Brady pass incomplete deep middle intended for Danny Amendola,3.840,3.300
2,1:21,2,10,BUF 26,3,13,Tom Brady pass complete short right to Shane Vereen for 15 yards (tackle by Kiko Alonso),3.300,4.840
2,1:14,1,10,BUF 11,3,13,"LeGarrette Blount right tackle for -4 yards (tackle by Stefan Charles). LeGarrette Blount fumbles (forced by Stefan Charles), recovered by Matthew Mulligan at BUF-15",4.840,4.840
2,0:44,1,10,BUF 11,3,13,Timeout #2 by Buffalo Bills,4.840,3.560
2,0:44,2,14,BUF 15,3,13,Tom Brady pass incomplete short middle intended for Michael Hoomanawanui,3.560,2.970
2,0:40,3,14,BUF 15,3,13,Tom Brady pass complete short left to Julian Edelman for 4 yards (tackle by Kiko Alonso and Da'Norris Searcy),2.970,2.970
2,0:05,3,14,BUF 15,3,13,Timeout #1 by New England Patriots,2.970,2.700
2,0:04,4,10,BUF 11,3,16,Stephen Gostkowski 29 yard field goal good,2.700,3.000
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,3,16,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,BUF 20,3,16,C.J. Spiller right guard for 3 yards (tackle by Steve Gregory),0.280,0.140
3,14:30,2,7,BUF 23,3,16,Thaddeus Lewis pass complete deep right to Scott Chandler for 27 yards (tackle by Duron Harmon),0.140,2.260
3,14:03,1,10,NWE 50,3,16,C.J. Spiller right tackle for 4 yards (tackle by Aqib Talib),2.260,2.250
3,13:35,2,6,NWE 46,3,16,Thaddeus Lewis sacked by Steve Gregory for 0 yards,2.250,1.550
3,13:02,3,6,NWE 46,3,16,Thaddeus Lewis pass incomplete short middle intended for Fred Jackson,1.550,0.200
3,12:57,4,6,NWE 46,3,16,"Brian Moorman punts 38 yards, muffed catch by Julian Edelman, recovered by Julian Edelman and returned for no gain",0.200,0.380
3,12:47,1,10,NWE 10,3,16,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Kiko Alonso and Nigel Bradham),-0.380,-0.090
3,12:13,2,3,NWE 17,3,16,Stevan Ridley up the middle for 2 yards (tackle by Nigel Bradham),-0.090,-0.370
3,11:39,3,1,NWE 19,3,16,James Develin up the middle for 4 yards (tackle by Kyle Williams and Da'Norris Searcy),-0.370,0.480
3,11:08,1,10,NWE 23,3,16,Stevan Ridley right end for 3 yards (tackle by Manny Lawson),0.480,0.340
3,10:31,2,7,NWE 26,3,16,Tom Brady pass complete short left to Danny Amendola for 9 yards (tackle by Nickell Robey),0.340,1.270
3,9:57,1,10,NWE 35,3,16,"Stevan Ridley left tackle for 3 yards (tackle by Manny Lawson). Penalty on Alan Branch: Unsportsmanlike Conduct, 15 yards, Penalty on Jerry Hughes: Unsportsmanlike Conduct, 15 yards",1.270,3.450
3,9:25,1,10,BUF 32,3,16,"Stevan Ridley right guard for 6 yards (tackle by Leodis McKelvin and Nigel Bradham). Penalty on Marcus Cannon: Offensive Holding, 10 yards (no play)",3.450,3.450
3,8:54,1,10,BUF 32,3,16,Timeout #1 by New England Patriots,3.450,2.790
3,8:54,1,20,BUF 42,3,16,"Tom Brady pass incomplete short right intended for Julian Edelman. Penalty on Ryan Wendell: Offensive Holding, 10 yards (no play)",2.790,2.130
3,8:51,1,30,NWE 48,3,16,Shane Vereen left end for -4 yards (tackle by Jerry Hughes),2.130,-0.340
3,8:19,2,34,NWE 44,3,16,Stevan Ridley up the middle for 2 yards (tackle by Kiko Alonso and Kyle Williams),-0.340,-0.690
3,7:49,3,32,NWE 46,3,16,"Tom Brady punts 32 yards, fair catch by Jim Leonhard",-0.690,-0.410
3,7:43,1,10,BUF 22,3,16,Thaddeus Lewis pass incomplete deep left intended for Robert Woods,0.410,-0.130
3,7:38,2,10,BUF 22,3,16,Thaddeus Lewis pass complete short left to C.J. Spiller for 1 yard,-0.130,-0.690
3,7:03,3,9,BUF 23,3,16,Thaddeus Lewis sacked by Chris Jones for -6 yards,-0.690,-2.320
3,6:40,4,15,BUF 17,3,16,"Brian Moorman punts 51 yards, returned by Julian Edelman for 7 yards (tackle by Marcus Easley)",-2.320,-1.530
3,6:28,1,10,NWE 39,3,16,LeGarrette Blount left guard for 3 yards (tackle by Da'Norris Searcy),1.530,1.390
3,5:50,2,7,NWE 42,3,16,LeGarrette Blount left guard for 4 yards (tackle by Mario Williams and Da'Norris Searcy),1.390,1.220
3,5:13,3,3,NWE 46,3,16,LeGarrette Blount up the middle for 2 yards (tackle by Alan Branch and Marcell Dareus),1.220,-0.190
3,4:29,4,1,NWE 48,3,16,"Ryan Allen punts 52 yards, touchback",-0.190,-0.280
3,4:19,1,10,BUF 20,3,16,C.J. Spiller right tackle for 12 yards (tackle by Logan Ryan),0.280,1.070
3,3:56,1,10,BUF 32,3,16,C.J. Spiller left guard for no gain (tackle by Joe Vellano),1.070,0.530
3,3:30,2,10,BUF 32,3,16,Thaddeus Lewis pass complete deep left to T.J. Graham for 41 yards (tackle by Duron Harmon),0.530,3.780
3,3:00,1,10,NWE 27,3,16,C.J. Spiller for 6 yards,3.780,4.040
3,2:33,2,4,NWE 21,3,16,Thaddeus Lewis pass incomplete short right intended for Fred Jackson,4.040,3.340
3,2:30,3,4,NWE 21,3,16,"Thaddeus Lewis sacked by Sealver Siliga for -4 yards. Penalty on Chandler Jones: Illegal Use of Hands, 6 yards (no play)",3.340,4.580
3,2:09,1,10,NWE 15,3,16,C.J. Spiller right guard for 3 yards (tackle by Sealver Siliga),4.580,4.450
3,1:35,2,7,NWE 12,9,16,"Thaddeus Lewis pass complete short left to T.J. Graham for 12 yards, touchdown",4.450,7.000
3,1:35,,,NWE 2,10,16,Dan Carpenter kicks extra point good,0.000,0.000
3,1:35,,,BUF 35,10,16,"Dan Carpenter kicks off 68 yards, returned by LeGarrette Blount for 83 yards (tackle by Marcus Easley)",0.000,-4.240
3,1:17,1,10,BUF 20,10,16,Stevan Ridley left end for 1 yard (tackle by Nigel Bradham),4.240,3.820
3,0:35,2,9,BUF 19,10,16,Tom Brady pass incomplete deep left intended for D.J. Williams,3.820,3.100
3,0:29,3,9,BUF 19,10,16,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by Leodis McKelvin),3.100,2.850
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,BUF 11,10,16,"Penalty on Marcell Dareus: Encroachment, 6 yards (no play)",2.850,6.060
4,15:00,1,5,BUF 5,10,22,"Tom Brady pass complete short left to Shane Vereen for 5 yards, touchdown",6.060,7.000
4,15:00,,,,10,24,"Two Point Attempt: Tom Brady pass complete to Julian Edelman, conversion succeeds",0.000,1.000
4,15:00,,,NWE 35,10,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,14:56,1,10,BUF 20,10,24,C.J. Spiller right guard for 3 yards (tackle by Joe Vellano and Steve Gregory),0.280,0.140
4,14:20,2,7,BUF 23,10,24,Thaddeus Lewis pass complete short middle to C.J. Spiller for 7 yards (tackle by Dont'a Hightower and Brandon Spikes),0.140,0.940
4,13:50,1,10,BUF 30,10,24,Thaddeus Lewis pass complete short left to T.J. Graham for 9 yards (tackle by Logan Ryan),0.940,1.610
4,13:21,2,1,BUF 39,10,24,Fred Jackson left tackle for 4 yards (tackle by Joe Vellano),1.610,1.800
4,12:53,1,10,BUF 43,10,24,Thaddeus Lewis pass incomplete deep right intended for Robert Woods (defended by Kyle Arrington),1.800,1.250
4,12:47,2,10,BUF 43,10,24,Fred Jackson up the middle for 5 yards (tackle by Sealver Siliga),1.250,1.220
4,12:12,3,5,BUF 48,10,24,Thaddeus Lewis pass complete short middle to Fred Jackson for 37 yards (tackle by Jamie Collins),1.220,4.580
4,11:39,1,10,NWE 15,10,24,C.J. Spiller right end for 2 yards (tackle by Rob Ninkovich),4.580,4.280
4,11:08,2,8,NWE 13,10,24,C.J. Spiller up the middle for 12 yards (tackle by Duron Harmon),4.280,6.970
4,10:31,1,1,NWE 1,10,24,--,6.970,6.060
4,10:24,1,5,NWE 5,16,24,"Fred Jackson up the middle for 5 yards, touchdown",6.060,7.000
4,10:24,,,NWE 2,17,24,Dan Carpenter kicks extra point good,0.000,0.000
4,10:24,,,BUF 35,17,24,"Dan Carpenter kicks off 67 yards, returned by LeGarrette Blount for 62 yards (tackle by Chris Hogan)",0.000,-2.920
4,10:09,1,10,BUF 40,17,24,Stevan Ridley left guard for 15 yards (tackle by Da'Norris Searcy and Leodis McKelvin),2.920,3.910
4,9:28,1,10,BUF 25,17,24,LeGarrette Blount right guard for 7 yards (tackle by Nigel Bradham and Kiko Alonso),3.910,4.370
4,8:44,2,3,BUF 18,17,24,LeGarrette Blount left guard for 1 yard (tackle by Marcell Dareus and Kyle Williams),4.370,3.850
4,8:05,3,2,BUF 17,17,24,Tom Brady pass incomplete short left intended for Julian Edelman,3.850,2.440
4,8:02,4,2,BUF 17,17,27,Stephen Gostkowski 35 yard field goal good,2.440,3.000
4,8:02,,,NWE 35,17,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,7:57,1,10,BUF 20,17,27,Thaddeus Lewis pass complete short left to Scott Chandler for 9 yards (tackle by Aqib Talib),0.280,0.950
4,7:43,2,1,BUF 29,17,27,C.J. Spiller for 13 yards,0.950,1.730
4,7:25,1,10,BUF 42,17,27,Thaddeus Lewis pass complete short middle to C.J. Spiller for 1 yard (tackle by Dont'a Hightower),1.730,1.320
4,6:52,2,9,BUF 43,17,27,C.J. Spiller left guard for 7 yards (tackle by Steve Gregory),1.320,1.550
4,6:19,3,2,,17,27,Fred Jackson up the middle for no gain (tackle by Jamie Collins and Chris Jones),1.550,-0.060
4,5:44,4,2,,17,27,Thaddeus Lewis pass incomplete short left intended for T.J. Graham,-0.060,-2.260
4,5:38,1,10,,17,27,LeGarrette Blount right guard for 7 yards (tackle by Marcell Dareus),2.260,2.260
4,5:29,1,10,,17,27,Timeout #1 by Buffalo Bills,2.260,2.660
4,5:29,2,3,BUF 43,17,27,LeGarrette Blount up the middle for 2 yards (tackle by Nigel Bradham and Marcell Dareus),2.660,2.660
4,5:22,2,3,BUF 43,17,27,Timeout #2 by Buffalo Bills,2.660,2.210
4,5:22,3,1,BUF 41,17,27,"LeGarrette Blount up the middle for no gain (tackle by Ty Powell). Penalty on Nate Solder: Illegal Formation, 5 yards (no play)",2.210,1.550
4,5:08,3,6,BUF 46,17,27,Tom Brady pass incomplete intended for Shane Vereen is intercepted by Manny Lawson at BUF-48,1.550,-2.130
4,5:03,1,10,BUF 48,17,27,Thaddeus Lewis pass complete short right to C.J. Spiller for 16 yards,2.130,3.180
4,4:54,1,10,NWE 36,17,27,Thaddeus Lewis pass complete short right to C.J. Spiller for 3 yards (tackle by Dont'a Hightower and Sealver Siliga),3.180,3.040
4,4:22,2,7,NWE 33,17,27,Thaddeus Lewis pass complete deep right to Scott Chandler for 19 yards,3.040,4.650
4,4:16,1,10,NWE 14,17,27,Thaddeus Lewis pass incomplete,4.650,4.000
4,4:11,2,10,NWE 14,17,27,Fred Jackson right end for -1 yards (tackle by Aqib Talib),4.000,3.060
4,3:39,3,11,NWE 15,17,27,Thaddeus Lewis sacked by Rob Ninkovich for -4 yards,3.060,3.060
4,3:30,3,11,NWE 15,17,27,Timeout #3 by Buffalo Bills,3.060,2.180
4,3:30,4,15,NWE 19,20,27,Dan Carpenter 37 yard field goal good,2.180,3.000
4,3:30,,,BUF 35,20,27,"Dan Carpenter kicks onside 10 yards, recovered by Nate Ebner",0.000,-2.590
4,3:24,1,10,BUF 45,20,27,LeGarrette Blount left tackle for 10 yards (tackle by Kiko Alonso),2.590,3.250
4,2:40,1,10,BUF 35,20,33,"LeGarrette Blount left end for 35 yards, touchdown",3.250,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,2:40,,,BUF 2,20,34,Stephen Gostkowski kicks extra point good,0.000,0.000
4,2:40,,,NWE 35,20,34,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,2:31,1,10,BUF 20,20,34,Thaddeus Lewis left guard for 5 yards (tackle by Chandler Jones),0.280,0.410
4,2:11,2,5,BUF 25,20,34,Thaddeus Lewis pass complete short right to Fred Jackson for 3 yards (tackle by Dont'a Hightower),0.410,0.100
4,2:00,3,2,BUF 28,20,34,Thaddeus Lewis pass incomplete short right intended for Robert Woods,0.100,-1.500
4,1:54,4,2,BUF 28,20,34,Thaddeus Lewis pass incomplete short middle intended for Fred Jackson,-1.500,-3.710
4,1:50,1,10,BUF 28,20,34,Tom Brady kneels for -1 yards,3.710,3.030
4,1:10,2,11,BUF 29,20,34,Tom Brady kneels for -1 yards,3.030,2.210
4,0:40,3,12,BUF 30,20,34,Tom Brady kneels for -1 yards,2.210,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
