Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4,3:27,1,10,NYG 50,31,13,Daniel Jones pass incomplete short right intended for Saquon Barkley,2.260,1.710
4,3:22,2,10,NYG 50,31,13,Daniel Jones pass complete short right to Saquon Barkley for 27 yards (tackle by Darnell Savage),1.710,4.040
4,2:53,1,10,GNB 23,31,13,Daniel Jones pass incomplete short left intended for Saquon Barkley,4.040,3.500
4,2:46,2,10,GNB 23,31,13,Daniel Jones pass incomplete short right intended for Da'Mari Scott,3.500,2.810
4,2:41,3,10,GNB 23,31,13,Daniel Jones pass complete short middle to Darius Slayton for 6 yards (tackle by Josh Jackson),2.810,2.390
4,2:04,4,4,GNB 17,31,13,Daniel Jones pass incomplete short middle intended for Sterling Shepard (defended by Chandon Sullivan),2.390,0.060
4,2:00,1,10,GNB 17,31,13,Jamaal Williams right tackle for 3 yards (tackle by Markus Golden and Janoris Jenkins),-0.060,-0.060
4,1:16,2,7,GNB 20,31,13,Tim Boyle kneels for -3 yards,-0.060,-1.250
4,0:36,3,10,GNB 17,31,13,Tim Boyle kneels for -1 yards,-1.250,-2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
