Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Giants to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 61 yards, returned by Cody Latimer for 18 yards (tackle by Kyler Fackrell)",0.000,0.410
1,14:53,1,10,NYG 22,0,0,Saquon Barkley right guard for 4 yards (tackle by Kenny Clark and Ibraheim Campbell),0.410,0.410
1,14:17,2,6,NYG 26,0,0,Saquon Barkley up the middle for 1 yard (tackle by Dean Lowry),0.410,-0.160
1,13:40,3,5,NYG 27,0,0,"Penalty on Za'Darius Smith: Neutral Zone Infraction, 4 yards (no play)",-0.160,0.370
1,13:24,3,1,NYG 31,0,0,Saquon Barkley up the middle for -3 yards (tackle by Kenny Clark),0.370,-1.500
1,12:51,4,4,NYG 28,0,0,"Riley Dixon punts 47 yards, returned by Tremon Smith for 3 yards (tackle by Josiah Tauaefa). Tremon Smith fumbles, ball out of bounds at GB-28 (forced by Josiah Tauaefa)",-1.500,-0.810
1,12:37,1,10,GNB 28,0,0,Aaron Rodgers pass complete short left to Aaron Jones for 7 yards (tackle by Alec Ogletree),0.810,1.210
1,12:03,2,3,GNB 35,0,0,Aaron Rodgers pass complete deep left to Allen Lazard for 43 yards (tackle by Deandre Baker),1.210,4.110
1,11:17,1,10,NYG 22,0,0,Aaron Jones right tackle for 4 yards (tackle by Dexter Lawrence),4.110,4.130
1,10:33,2,6,NYG 18,0,0,Aaron Rodgers pass complete short right to Davante Adams for -2 yards (tackle by David Mayo),4.130,3.140
1,9:56,3,8,NYG 20,0,0,Aaron Rodgers pass complete short left to Davante Adams for 10 yards (tackle by Corey Ballentine),3.140,4.910
1,9:31,1,10,NYG 10,0,0,Jamaal Williams right guard for 2 yards (tackle by Dexter Lawrence and David Mayo),4.910,4.570
1,8:49,2,8,NYG 8,6,0,"Aaron Rodgers pass complete short middle to Davante Adams for 8 yards, touchdown",4.570,7.000
1,8:43,,,NYG 15,7,0,Mason Crosby kicks extra point good,0.000,0.000
1,8:43,,,GNB 35,7,0,"Mason Crosby kicks off 57 yards, returned by Cody Latimer for 21 yards (tackle by Josh Jackson)",0.000,0.870
1,8:38,1,10,NYG 29,7,0,Daniel Jones pass complete short left to Kaden Smith for 7 yards (tackle by Kevin King),0.870,1.270
1,8:03,2,3,NYG 36,7,0,Saquon Barkley left tackle for 1 yard (tackle by Darnell Savage),1.270,0.700
1,7:28,3,2,NYG 37,7,0,Daniel Jones pass complete short right to Kaden Smith for 12 yards (tackle by Blake Martinez),0.700,2.190
1,6:45,1,10,NYG 49,7,0,Daniel Jones pass complete short right to Darius Slayton for 13 yards (tackle by Jaire Alexander),2.190,3.050
1,6:15,1,10,GNB 38,7,0,Saquon Barkley right tackle for 5 yards (tackle by Tyler Lancaster),3.050,3.180
1,5:41,2,5,GNB 33,7,0,Daniel Jones pass incomplete short right intended for Kaden Smith,3.180,2.480
1,5:35,3,5,GNB 33,7,0,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Jaire Alexander),2.480,1.170
1,5:31,4,5,GNB 33,7,0,Daniel Jones pass complete short left to Darius Slayton for 8 yards (tackle by Blake Martinez and Tramon Williams),1.170,3.910
1,4:52,1,10,GNB 25,7,0,Saquon Barkley right guard for 4 yards (tackle by Dean Lowry),3.910,3.900
1,4:11,2,6,GNB 21,7,0,Daniel Jones pass complete short right to Saquon Barkley for 3 yards (tackle by Kyler Fackrell and Kenny Clark),3.900,3.660
1,3:23,3,3,GNB 18,7,6,"Daniel Jones pass complete deep left to Sterling Shepard for 18 yards, touchdown, touchdown",3.660,7.000
1,3:16,,,GNB 15,7,7,Aldrick Rosas kicks extra point good,0.000,0.000
1,3:16,,,NYG 35,7,7,"Aldrick Rosas kicks off 64 yards, returned by Tremon Smith for 33 yards (tackle by Aldrick Rosas)",0.000,1.200
1,3:08,1,10,GNB 34,7,7,Aaron Jones left end for 5 yards (tackle by Julian Love and David Mayo),1.200,1.330
1,2:44,2,5,GNB 39,7,7,Aaron Rodgers pass incomplete deep left intended for Danny Vitale,1.330,0.630
1,2:37,3,5,GNB 39,7,7,Aaron Rodgers right tackle for 15 yards (tackle by Antoine Bethea),0.630,2.520
1,2:00,1,10,NYG 46,7,7,Aaron Jones left end for 9 yards (tackle by Corey Ballentine),2.520,3.190
1,1:23,2,1,NYG 37,13,7,"Aaron Rodgers pass complete deep middle to Allen Lazard for 37 yards, touchdown",3.190,7.000
1,1:15,,,NYG 15,14,7,Mason Crosby kicks extra point good,0.000,0.000
1,1:15,,,GNB 35,14,7,"Mason Crosby kicks off 62 yards, returned by Cody Latimer for 21 yards (tackle by Chandon Sullivan)",0.000,0.540
1,1:10,1,10,NYG 24,14,7,Javorius Allen left guard for 4 yards (tackle by Dean Lowry and B.J. Goodson),0.540,0.540
1,0:27,2,6,NYG 28,14,7,"Daniel Jones right end for 6 yards (tackle by Adrian Amos). Penalty on Blake Martinez: Unnecessary Roughness, 15 yards",0.540,2.190
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYG 49,14,7,Daniel Jones pass incomplete short left,2.190,1.650
2,14:54,2,10,NYG 49,14,7,Daniel Jones pass incomplete short middle intended for Elijhaa Penny,1.650,0.960
2,14:49,3,10,NYG 49,14,7,Daniel Jones pass short left intended for Darius Slayton is intercepted by Kevin King at GB-36 and returned for 11 yards,0.960,-2.060
2,14:38,1,10,GNB 47,14,7,Jamaal Williams left end for 6 yards (tackle by Deandre Baker),2.060,2.330
2,14:10,2,4,NYG 47,14,7,Jamaal Williams right guard for no gain (tackle by Alec Ogletree),2.330,1.620
2,13:27,3,4,NYG 47,14,7,Aaron Rodgers pass complete short middle to Jimmy Graham for 16 yards (tackle by David Mayo),1.620,3.510
2,12:45,1,10,NYG 31,14,7,Jamaal Williams left end for 2 yards (tackle by David Mayo and B.J. Hill),3.510,3.240
2,12:19,2,8,NYG 29,14,7,Aaron Rodgers pass incomplete short right intended for Davante Adams,3.240,2.540
2,12:13,,,,,,Timeout #2 by Green Bay Packers,,
2,12:13,3,8,NYG 29,14,7,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling (defended by Janoris Jenkins),2.540,1.500
2,12:07,4,8,NYG 29,17,7,Mason Crosby 47 yard field goal good,1.500,3.000
2,12:02,,,GNB 35,17,7,"Mason Crosby kicks off 63 yards, returned by Cody Latimer for 23 yards (tackle by Allen Lazard)",0.000,0.610
2,11:56,1,10,NYG 25,17,7,Saquon Barkley right guard for 4 yards (tackle by Blake Martinez and Montravius Adams),0.610,0.600
2,11:20,2,6,NYG 29,17,7,Daniel Jones pass incomplete short right intended for Cody Latimer,0.600,-0.100
2,11:16,3,6,NYG 29,17,7,Daniel Jones pass complete short left to Darius Slayton for 11 yards (tackle by Adrian Amos),-0.100,1.600
2,10:41,1,10,NYG 40,17,7,Saquon Barkley left tackle for 4 yards (tackle by Blake Martinez and Dean Lowry),1.600,1.590
2,10:04,2,6,NYG 44,17,7,Daniel Jones pass incomplete short middle intended for Cody Latimer,1.590,0.890
2,9:59,3,6,NYG 44,17,7,"Daniel Jones pass incomplete short middle intended for Sterling Shepard (defended by Tramon Williams). Penalty on Preston Smith: Defensive Offside, 5 yards (no play)",0.890,1.550
2,9:54,3,1,NYG 49,17,7,Elijhaa Penny up the middle for no gain (tackle by Za'Darius Smith),1.550,-0.130
2,9:11,4,1,NYG 49,17,7,Daniel Jones up the middle for 2 yards (tackle by Blake Martinez),-0.130,2.320
2,8:37,1,10,GNB 49,17,7,Daniel Jones pass complete short left to Kaden Smith for no gain (tackle by B.J. Goodson),2.320,1.780
2,7:52,2,10,GNB 49,17,7,Saquon Barkley left guard for 8 yards (tackle by Blake Martinez),1.780,2.150
2,7:08,3,2,GNB 41,17,7,Daniel Jones pass complete short right to Darius Slayton for no gain (tackle by Blake Martinez and Darnell Savage),2.150,0.530
2,6:25,,,,,,Timeout #1 by New York Giants,,
2,6:25,4,2,GNB 41,17,7,Daniel Jones right tackle for 2 yards (tackle by Preston Smith and Dean Lowry),0.530,2.980
2,5:45,1,10,GNB 39,17,7,Daniel Jones pass complete short middle to Kaden Smith for 7 yards (tackle by Adrian Amos),2.980,3.390
2,5:01,2,3,GNB 32,17,7,Daniel Jones pass complete short left to Sterling Shepard for 10 yards (tackle by Tramon Williams),3.390,4.110
2,4:16,1,10,GNB 22,17,7,Saquon Barkley up the middle for 12 yards (tackle by Rashan Gary),4.110,4.910
2,3:34,1,10,GNB 10,17,7,Saquon Barkley up the middle for 1 yard (tackle by Blake Martinez),4.910,4.380
2,2:47,2,9,GNB 9,17,7,Daniel Jones pass incomplete short left intended for Saquon Barkley,4.380,3.360
2,2:42,3,9,GNB 9,17,7,Daniel Jones pass incomplete short right intended for Sterling Shepard (defended by Adrian Amos),3.360,2.830
2,2:35,4,9,GNB 9,17,10,Aldrick Rosas 27 yard field goal good,2.830,3.000
2,2:31,,,NYG 35,17,10,"Aldrick Rosas kicks off 60 yards, returned by Tremon Smith for 19 yards (tackle by Michael Thomas)",0.000,0.540
2,2:26,1,10,GNB 24,17,10,Aaron Rodgers up the middle for 4 yards (tackle by Lorenzo Carter and Leonard Williams),0.540,0.540
2,2:00,2,6,GNB 28,17,10,Aaron Rodgers pass complete short right to Aaron Jones for 4 yards (tackle by Markus Golden),0.540,0.370
2,1:19,3,2,GNB 32,17,10,"Aaron Rodgers pass incomplete deep left intended for Davante Adams (defended by Antoine Bethea). Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",0.370,1.400
2,1:14,1,10,GNB 37,17,10,"Aaron Rodgers right end for 3 yards (tackle by Alec Ogletree). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (no play)",1.400,0.740
2,1:05,1,20,GNB 27,17,10,Aaron Rodgers pass complete short middle to Jamaal Williams for 6 yards (tackle by Antoine Bethea and Alec Ogletree),0.740,0.320
2,0:57,,,,,,Timeout #2 by New York Giants,,
2,0:57,2,14,GNB 33,17,10,Aaron Rodgers pass incomplete short left intended for Davante Adams,0.320,-0.360
2,0:54,3,14,GNB 33,17,10,Jamaal Williams up the middle for 9 yards (tackle by Markus Golden and Julian Love),-0.360,-0.590
2,0:48,,,,,,Timeout #3 by New York Giants,,
2,0:48,4,5,GNB 42,17,10,"JK Scott punts 47 yards, fair catch by Da'Mari Scott at NYG-11",-0.590,0.370
2,0:40,1,10,NYG 11,17,10,Saquon Barkley up the middle for 13 yards (tackle by Adrian Amos),-0.370,0.540
2,0:15,1,10,NYG 24,17,10,Daniel Jones pass complete short left to Saquon Barkley for 2 yards (tackle by Chandon Sullivan),0.540,0.270
2,0:10,2,8,NYG 26,17,10,Saquon Barkley up the middle for 3 yards (tackle by Blake Martinez),0.270,-0.030
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,17,10,"Aldrick Rosas kicks off 58 yards, returned by Tremon Smith for 20 yards (tackle by Corey Ballentine)",0.000,0.740
3,14:55,1,10,GNB 27,17,10,Aaron Jones left tackle for -3 yards (tackle by Leonard Williams and Markus Golden),0.740,-0.210
3,14:17,2,13,GNB 24,17,10,Aaron Rodgers pass incomplete short right intended for Aaron Jones,-0.210,-0.890
3,14:11,3,13,GNB 24,17,10,Aaron Rodgers pass complete deep middle to Allen Lazard for 23 yards (tackle by Julian Love),-0.890,2.060
3,13:22,1,10,GNB 47,17,10,Aaron Jones right guard for -3 yards (tackle by Alec Ogletree and Julian Love),2.060,1.110
3,12:38,2,13,GNB 44,17,10,Aaron Rodgers pass incomplete deep left intended for Geronimo Allison,1.110,0.430
3,12:33,3,13,GNB 44,17,10,Aaron Rodgers pass complete short right to Jamaal Williams for no gain (tackle by Julian Love),0.430,-0.460
3,12:02,4,13,GNB 44,17,10,"JK Scott punts 47 yards, returned by Da'Mari Scott for 12 yards (tackle by Danny Vitale and Jamaal Williams)",-0.460,-0.340
3,11:48,1,10,NYG 21,17,10,Saquon Barkley right tackle for 3 yards (tackle by Jaire Alexander),0.340,0.210
3,11:28,2,7,NYG 24,17,10,Daniel Jones pass complete short left to Darius Slayton for 6 yards (tackle by Kevin King),0.210,0.300
3,10:48,3,1,NYG 30,17,10,Elijhaa Penny up the middle for 2 yards (tackle by Blake Martinez),0.300,1.070
3,10:07,1,10,NYG 32,17,10,Daniel Jones pass complete deep left to Darius Slayton for 29 yards (tackle by Adrian Amos and Kevin King) Penalty on NYG: Illegal Formation (Offsetting) . Penalty on Janoris Jenkins: Illegal Contact (Offsetting) (no play),1.070,1.070
3,9:37,1,10,NYG 32,17,10,Saquon Barkley up the middle for -2 yards (tackle by Dean Lowry and Adrian Amos),1.070,0.260
3,8:51,2,12,NYG 30,17,10,Daniel Jones pass incomplete short right intended for Saquon Barkley (defended by Kevin King),0.260,-0.430
3,8:46,3,12,NYG 30,17,10,Daniel Jones pass complete deep middle to Cody Latimer for 43 yards (tackle by Tramon Williams),-0.430,3.780
3,8:14,1,10,GNB 27,17,10,Daniel Jones up the middle for -4 yards (tackle by Za'Darius Smith and Kevin King),3.780,2.690
3,7:32,2,14,GNB 31,17,10,Saquon Barkley right tackle for 4 yards (tackle by Kingsley Keke and Tramon Williams),2.690,2.540
3,6:47,3,10,GNB 27,17,10,Daniel Jones pass incomplete short right intended for Kaden Smith,2.540,1.670
3,6:42,4,10,GNB 27,17,13,Aldrick Rosas 45 yard field goal good,1.670,3.000
3,6:37,,,NYG 35,17,13,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,6:37,1,10,GNB 25,17,13,"Aaron Rodgers pass complete deep left to Davante Adams for 25 yards (tackle by Julian Love). Davante Adams fumbles, ball out of bounds at 50 (forced by Julian Love)",0.610,2.260
3,6:06,1,10,GNB 50,17,13,Aaron Jones up the middle for 4 yards (tackle by B.J. Hill and Markus Golden),2.260,2.250
3,5:26,2,6,NYG 46,17,13,Aaron Rodgers pass incomplete short left intended for Robert Tonyan,2.250,1.550
3,5:20,3,6,NYG 46,17,13,"Aaron Rodgers pass incomplete short left intended for Davante Adams. Penalty on Sam Beal: Defensive Pass Interference, 11 yards (no play)",1.550,3.250
3,5:16,1,10,NYG 35,17,13,Aaron Rodgers pass incomplete short right intended for Aaron Jones,3.250,2.700
3,5:12,2,10,NYG 35,17,13,Aaron Jones left tackle for no gain (tackle by Dalvin Tomlinson and Alec Ogletree),2.700,2.010
3,4:27,3,10,NYG 35,17,13,Aaron Rodgers pass incomplete short right intended for Davante Adams,2.010,0.970
3,4:24,4,10,NYG 35,17,13,Aaron Rodgers pass complete short middle to Geronimo Allison for 15 yards (tackle by Grant Haley),0.970,4.240
3,3:40,1,10,NYG 20,17,13,Aaron Rodgers right end for 5 yards (tackle by Alec Ogletree),4.240,4.450
3,2:51,2,5,NYG 15,17,13,Aaron Jones up the middle for 3 yards (tackle by Leonard Williams),4.450,4.340
3,2:09,3,2,NYG 12,17,13,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Grant Haley),4.340,5.830
3,1:24,1,6,NYG 6,17,13,Aaron Rodgers pass complete short right to Aaron Jones for 5 yards (tackle by Antoine Bethea and Sam Beal),5.830,5.910
3,0:39,2,1,NYG 1,17,13,Aaron Rodgers pass incomplete short middle intended for Marcedes Lewis. Penalty on Antoine Bethea: Defensive Holding (no play),5.910,6.970
3,0:34,1,1,NYG 1,17,13,Aaron Jones left end for -3 yards (tackle by Antoine Bethea and Alec Ogletree),6.970,5.340
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NYG 4,17,13,"Aaron Jones left end for 4 yards. Penalty on Robert Tonyan: Offensive Holding, 10 yards (no play)",5.340,3.580
4,14:55,2,14,NYG 14,17,13,Aaron Rodgers pass complete short right to Aaron Jones for -3 yards (tackle by Grant Haley),3.580,2.740
4,14:29,3,17,NYG 17,23,13,"Aaron Rodgers pass complete deep middle to Davante Adams for 17 yards, touchdown Penalty on NYG: Defensive Too Many Men on Field (Declined)",2.740,7.000
4,14:22,,,NYG 15,24,13,Mason Crosby kicks extra point good,0.000,0.000
4,14:22,,,GNB 35,24,13,"Mason Crosby kicks off 60 yards, returned by Cody Latimer for 17 yards (tackle by Allen Lazard and Oren Burks)",0.000,0.410
4,14:17,1,10,NYG 22,24,13,Saquon Barkley left tackle for 5 yards (tackle by Za'Darius Smith),0.410,0.540
4,13:44,2,5,NYG 27,24,13,Daniel Jones pass complete short middle to Sterling Shepard for 12 yards (tackle by Chandon Sullivan),0.540,1.530
4,13:06,1,10,NYG 39,24,13,Saquon Barkley left tackle for 16 yards (tackle by Adrian Amos),1.530,2.590
4,12:32,1,10,GNB 45,24,13,Saquon Barkley right tackle for no gain (tackle by Kenny Clark),2.590,2.040
4,11:51,2,10,GNB 45,24,13,"Daniel Jones aborted snap, recovered by Da'Mari Scott at NYG-47 (tackle by Za'Darius Smith)",2.040,0.300
4,11:09,3,18,NYG 47,24,13,Daniel Jones pass deep right intended for Sterling Shepard is intercepted by Darnell Savage at GB-34 and returned for 28 yards,0.300,-3.050
4,11:00,1,10,NYG 38,24,13,"Penalty on David Bakhtiari: False Start, 5 yards (no play)",3.050,2.720
4,11:00,1,15,NYG 43,24,13,Aaron Rodgers pass incomplete short middle intended for Davante Adams,2.720,1.830
4,10:56,2,15,NYG 43,24,13,Aaron Rodgers pass complete short left to Jamaal Williams for 10 yards (tackle by Deandre Baker and Julian Love),1.830,2.480
4,10:13,3,5,NYG 33,24,13,Aaron Rodgers pass complete short left to Geronimo Allison for 5 yards (tackle by Grant Haley),2.480,3.710
4,9:32,,,,,,Timeout #1 by Green Bay Packers,,
4,9:32,1,10,NYG 28,24,13,Aaron Rodgers pass complete short left to Jamaal Williams for 10 yards (tackle by Alec Ogletree),3.710,4.370
4,8:46,1,10,NYG 18,24,13,Aaron Rodgers pass incomplete short left intended for Marcedes Lewis,4.370,3.800
4,8:42,2,10,NYG 18,24,13,Aaron Jones left end for 1 yard (tackle by Deandre Baker),3.800,3.170
4,8:01,3,9,NYG 17,24,13,"Aaron Rodgers pass incomplete deep right intended for Davante Adams. Penalty on Grant Haley: Defensive Pass Interference, 15 yards (no play)",3.170,6.740
4,7:57,1,2,NYG 2,24,13,Aaron Jones up the middle for 1 yard (tackle by Dexter Lawrence and Dalvin Tomlinson),6.740,5.910
4,7:11,2,1,NYG 1,30,13,"Aaron Rodgers pass complete short left to Marcedes Lewis for 1 yard, touchdown",5.910,7.000
4,7:05,,,NYG 15,31,13,Mason Crosby kicks extra point good,0.000,0.000
4,7:05,,,GNB 35,31,13,"Mason Crosby kicks off 57 yards, returned by Cody Latimer for 16 yards (tackle by Oren Burks)",0.000,0.540
4,6:59,1,10,NYG 24,31,13,Daniel Jones pass complete short right to Da'Mari Scott for 11 yards (tackle by Jaire Alexander),0.540,1.270
4,6:27,1,10,NYG 35,31,13,Daniel Jones pass deep left intended for Darius Slayton is intercepted by Tramon Williams at GB-38 and returned for -4 yards,1.270,-1.200
4,6:15,1,10,GNB 34,31,13,Jamaal Williams up the middle for 6 yards (tackle by Dalvin Tomlinson and Markus Golden),1.200,1.470
4,5:31,2,4,GNB 40,31,13,Jamaal Williams right tackle for 5 yards (tackle by Alec Ogletree and Antoine Bethea),1.470,1.930
4,4:46,1,10,GNB 45,31,13,Jamaal Williams right tackle for 3 yards (tackle by Markus Golden and B.J. Hill),1.930,1.790
4,4:39,,,,,,Timeout #1 by New York Giants,,
4,4:39,2,7,GNB 48,31,13,Jamaal Williams right end for 5 yards (tackle by Markus Golden),1.790,1.750
4,4:32,,,,,,Timeout #2 by New York Giants,,
4,4:32,3,2,NYG 47,31,13,"Penalty on Robert Tonyan: False Start, 5 yards (no play)",1.750,1.090
4,4:32,3,7,GNB 48,31,13,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,1.090,-0.190
4,4:29,4,7,GNB 48,31,13,JK Scott punts 46 yards,-0.190,0.380
4,4:16,1,10,NYG 6,31,13,Daniel Jones pass complete short middle to Kaden Smith for 12 yards (tackle by Oren Burks and Darnell Savage),-0.380,0.040
4,3:52,1,10,NYG 18,31,13,Daniel Jones pass complete deep right to Kaden Smith for 32 yards (tackle by Adrian Amos),0.040,2.260
