Quarter,Time,Down,ToGo,Location,SEA,JAX,Detail,EPB,EPA
1,3:48,1,10,JAX 24,0,3,Leonard Fournette middle for 3 yards (tackle by K.J. Wright and Bradley McDougald),0.540,0.400
1,3:15,2,7,JAX 27,0,3,Blake Bortles pass complete deep middle to Marqise Lee for 18 yards (tackle by Byron Maxwell). Penalty on Byron Maxwell: Defensive Holding (Declined),0.400,1.930
1,2:53,1,10,JAX 45,0,3,Blake Bortles right end for 2 yards,1.930,1.650
1,2:12,2,8,JAX 47,0,3,Chris Ivory middle for 4 yards (tackle by K.J. Wright),1.650,1.490
1,1:29,3,4,SEA 49,0,3,Blake Bortles pass complete short right to Marqise Lee for 5 yards (tackle by Shaquill Griffin),1.490,2.650
1,0:53,1,10,SEA 44,0,3,Leonard Fournette right end for no gain (tackle by Quinton Jefferson),2.650,2.110
1,0:16,2,10,SEA 44,0,3,Blake Bortles pass complete short right to Larry Pinkard for 5 yards (tackle by Michael Wilhoite),2.110,2.080
Quarter,Time,Down,ToGo,Location,SEA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,SEA 39,0,3,Blake Bortles pass complete short left to Leonard Fournette for 2 yards (tackle by K.J. Wright),2.080,0.790
2,14:44,4,3,SEA 37,0,3,Brad Nortman punts 28 yards,0.790,0.380
2,14:34,1,10,SEA 9,0,3,Russell Wilson pass incomplete short right intended for Mike Davis,-0.380,-0.780
2,14:29,2,10,SEA 9,0,3,Mike Davis left end for 1 yard (tackle by Aaron Colvin),-0.780,-1.300
2,13:48,3,9,SEA 10,0,3,Russell Wilson middle for 11 yards (tackle by Aaron Colvin),-1.300,0.000
2,12:58,,,,,,Timeout #1 by Seattle Seahawks,0.000,-0.340
2,12:58,1,10,SEA 21,0,3,"Russell Wilson pass complete short left to Mike Davis for 34 yards (tackle by Myles Jack). Penalty on Luke Joeckel: Ineligible Downfield Pass, 5 yards (no play)",0.340,-0.220
2,12:20,1,15,SEA 16,0,3,Russell Wilson pass complete short left to Paul Richardson for 4 yards,-0.220,-0.340
2,11:56,2,11,SEA 20,0,3,Russell Wilson pass complete short right to Tyler Lockett for 7 yards,-0.340,-0.100
2,11:25,3,4,SEA 27,0,3,Russell Wilson pass complete short right to J.D. McKissic for -1 yards (tackle by Jalen Ramsey),-0.100,-1.630
2,10:44,4,5,SEA 26,0,3,"Jon Ryan punts 60 yards, returned by Jaydon Mickens for 12 yards (tackle by Jon Ryan). Penalty on Lerentee McCray: Illegal Block Above the Waist, 7 yards, Penalty on Tyler Patmon: Illegal Block Above the Waist (Declined)",-1.630,0.380
2,10:26,1,10,JAX 7,0,3,Blake Bortles pass complete deep right to Dede Westbrook for 23 yards (tackle by Byron Maxwell),-0.380,0.940
2,9:49,1,10,JAX 30,0,3,Blake Bortles pass incomplete short middle intended for James O'Shaughnessy,0.940,0.390
2,9:43,2,10,JAX 30,0,3,Chris Ivory middle for 2 yards (tackle by Byron Maxwell),0.390,-0.030
2,9:01,3,8,JAX 32,0,3,Blake Bortles pass incomplete deep middle intended for Marcedes Lewis,-0.030,-1.240
2,8:56,4,8,JAX 32,0,3,"Brad Nortman punts 40 yards, returned by Tyler Lockett for -3 yards (tackle by Peyton Thompson)",-1.240,-0.610
2,8:47,1,10,SEA 25,0,3,Russell Wilson pass incomplete deep middle intended for Paul Richardson,0.610,0.060
2,8:40,2,10,SEA 25,0,3,Russell Wilson left end for no gain (tackle by Myles Jack),0.060,-0.620
2,8:00,3,10,SEA 25,0,3,"Russell Wilson sacked by Dante Fowler and Yannick Ngakoue for -5 yards. Penalty on Dante Fowler: Illegal Use of Hands, 5 yards (no play)",-0.620,0.940
2,7:39,1,10,SEA 30,0,3,Russell Wilson pass complete short right to J.D. McKissic for 6 yards (tackle by Tashaun Gipson),0.940,1.200
2,7:07,2,4,SEA 36,0,3,Russell Wilson right end for 19 yards,1.200,2.590
2,6:17,1,10,JAX 45,0,3,Russell Wilson pass incomplete deep middle intended for Doug Baldwin is intercepted by Jalen Ramsey at JAX--9,2.590,-0.280
2,6:08,1,10,JAX 20,0,3,Leonard Fournette middle for 4 yards (tackle by Bradley McDougald),0.280,0.270
2,5:36,2,6,JAX 24,0,3,Blake Bortles pass complete short right to Leonard Fournette for 8 yards (tackle by Michael Wilhoite),0.270,1.070
2,5:01,1,10,JAX 32,0,3,Blake Bortles pass incomplete short left intended for Marcedes Lewis,1.070,0.530
2,4:57,2,10,JAX 32,0,3,T.J. Yeldon middle for 6 yards (tackle by Bobby Wagner),0.530,0.630
2,4:13,3,4,JAX 38,0,3,Blake Bortles pass incomplete short left intended for Marqise Lee,0.630,-0.850
2,4:10,4,4,JAX 38,0,3,"Brad Nortman punts 44 yards, returned by Tyler Lockett for 3 yards (tackle by Lerentee McCray)",-0.850,-0.340
2,4:00,1,10,SEA 21,0,3,Mike Davis left end for 21 yards (tackle by Aaron Colvin),0.340,1.730
2,3:19,1,10,SEA 42,0,3,Mike Davis left end for 13 yards (tackle by Aaron Colvin),1.730,2.590
2,2:41,1,10,JAX 45,0,3,Mike Davis left end for 10 yards (tackle by Barry Church),2.590,3.250
2,2:13,1,10,JAX 35,0,3,Mike Davis middle for 5 yards (tackle by Myles Jack),3.250,3.380
2,2:00,2,5,JAX 30,0,3,Russell Wilson pass incomplete,3.380,2.680
2,1:53,3,5,JAX 30,0,3,"Russell Wilson sacked by Malik Jackson for 0 yards. Penalty on Dante Fowler: Illegal Use of Hands, 5 yards (no play)",2.680,3.910
2,1:48,1,10,JAX 25,0,3,J.D. McKissic right end for -1 yards (tackle by Malik Jackson),3.910,3.230
2,1:12,2,11,JAX 26,0,3,Mike Davis right end for 2 yards (tackle by Calais Campbell),3.230,0.000
2,0:27,,,,,,Timeout #2 by Seattle Seahawks,0.000,-2.810
2,0:27,3,9,JAX 24,0,3,Russell Wilson pass complete short right to J.D. McKissic for 4 yards (tackle by Paul Posluszny),2.810,2.170
2,0:20,4,5,JAX 20,0,3,Blair Walsh 38 yard field goal no good,2.170,-0.810
2,0:16,1,10,JAX 28,0,3,Blake Bortles kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,SEA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,0,3,"Josh Lambo kicks off 65 yards, returned by Tyler Lockett for 25 yards (tackle by Aaron Colvin)",0.000,-0.610
3,14:54,1,10,SEA 25,0,3,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 10 yards",0.610,-1.430
3,14:46,2,20,SEA 15,0,3,"Russell Wilson pass incomplete deep right intended for Jimmy Graham is intercepted by A.J. Bouye at JAX-43. Penalty on Jimmy Graham: Unnecessary Roughness, 15 yards",-1.430,-2.790
3,14:37,1,10,SEA 42,0,3,"Blake Bortles pass complete short left to Leonard Fournette for 5 yards. Penalty on Brandon Linder: Offensive Holding, 10 yards",2.790,2.460
3,14:17,1,15,SEA 47,0,3,Leonard Fournette left end for 15 yards (tackle by Earl Thomas),2.460,3.450
3,13:36,1,10,SEA 32,0,3,Blake Bortles pass complete short right to Marqise Lee for 13 yards (tackle by Shaquill Griffin and Earl Thomas),3.450,4.310
3,12:47,1,10,SEA 19,0,3,Leonard Fournette right end for 1 yard (tackle by Sheldon Richardson),4.310,3.880
3,12:07,2,9,SEA 18,0,9,"Blake Bortles pass complete deep right to Dede Westbrook for 18 yards, touchdown",3.880,7.000
3,12:02,,,SEA 15,0,10,Josh Lambo kicks extra point good,0.000,0.000
3,12:02,,,JAX 35,0,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,12:02,1,10,SEA 25,0,10,Mike Davis left end for no gain (tackle by Abry Jones),0.610,0.060
3,11:28,2,10,SEA 25,0,10,Tyler Lockett right end for 10 yards (tackle by Tashaun Gipson),0.060,1.270
3,10:59,1,10,SEA 35,0,10,Mike Davis middle for 12 yards (tackle by Myles Jack),1.270,2.060
3,10:28,1,10,SEA 47,0,10,Mike Davis left end for -2 yards (tackle by Paul Posluszny),2.060,1.250
3,9:45,2,12,SEA 45,0,10,Russell Wilson pass complete deep left to Doug Baldwin for 43 yards,1.250,4.780
3,9:16,1,10,JAX 12,0,10,Mike Davis middle for 2 yards (tackle by Marcell Dareus),4.780,4.450
3,8:45,2,8,JAX 10,0,10,Russell Wilson pass incomplete short right intended for Paul Richardson,4.450,3.480
3,8:40,3,8,JAX 10,0,10,Russell Wilson pass incomplete short middle intended for Tyler Lockett,3.480,2.760
3,8:33,4,8,JAX 10,3,10,Blair Walsh 28 yard field goal good,2.760,3.000
3,8:30,,,SEA 35,3,10,"Blair Walsh kicks off 64 yards, returned by Corey Grant for 16 yards (tackle by Terence Garvin). Corey Grant fumbles, recovered by Tedric Thompson at JAX-25",0.000,3.910
3,8:23,1,10,JAX 25,3,10,Mike Davis right end for -1 yards (tackle by Dawuane Smoot),3.910,3.230
3,7:38,2,11,JAX 26,9,10,"Russell Wilson pass complete deep right to Doug Baldwin for 26 yards, touchdown",3.230,7.000
3,7:32,,,JAX 15,10,10,Blair Walsh kicks extra point good,0.000,0.000
3,7:32,,,SEA 35,10,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
3,7:32,1,10,JAX 25,10,16,"Blake Bortles pass complete deep middle to Keelan Cole for 75 yards, touchdown",0.610,7.000
3,7:21,,,SEA 15,10,17,Josh Lambo kicks extra point good,0.000,0.000
3,7:21,,,JAX 35,10,17,"Josh Lambo kicks off 43 yards, muffed catch by Nick Vannett, recovered by Mark Glowinski and returned for no gain",0.000,-0.610
3,7:18,1,10,SEA 25,10,17,Russell Wilson pass incomplete deep left intended for Paul Richardson (defended by A.J. Bouye),0.610,0.060
3,7:12,2,10,SEA 25,10,17,J.D. McKissic left end for 7 yards (tackle by Myles Jack),0.060,0.300
3,6:26,3,3,SEA 32,10,17,Russell Wilson sacked by Yannick Ngakoue for -3 yards. Penalty on Germain Ifedi: Offensive Holding (Declined),0.300,-1.440
3,5:58,4,6,SEA 29,10,17,"Jon Ryan punts 44 yards, returned by Jaydon Mickens for 72 yards (tackle by Justin Coleman)",-1.440,-6.970
3,5:40,1,1,SEA 1,10,23,"Leonard Fournette left guard for 1 yard, touchdown",6.970,7.000
3,5:37,,,SEA 15,10,24,Josh Lambo kicks extra point good,0.000,0.000
3,5:37,,,JAX 35,10,24,"Josh Lambo kicks off 58 yards, returned by Tyler Lockett for 18 yards (tackle by Jaydon Mickens)",0.000,-0.610
3,5:30,1,10,SEA 25,10,24,Mike Davis right end for -1 yards (tackle by Tyler Patmon and Marcell Dareus),0.610,-0.070
3,5:02,2,11,SEA 24,10,24,Russell Wilson pass complete short right to Luke Willson for 12 yards (tackle by Myles Jack),-0.070,1.330
3,4:29,1,10,SEA 36,10,24,Russell Wilson pass complete short left to Tyler Lockett for 5 yards (tackle by Aaron Colvin),1.330,1.470
3,4:05,2,5,SEA 41,10,24,J.D. McKissic middle for 9 yards (tackle by Barry Church),1.470,2.260
3,3:29,1,10,,10,24,"Russell Wilson pass incomplete short middle intended for Jimmy Graham. Penalty on Ethan Pocic: Face Mask (15 Yards), 15 yards (no play)",2.260,1.270
3,3:24,1,25,SEA 35,10,24,Russell Wilson right end for 8 yards,1.270,0.770
3,2:45,2,17,SEA 43,10,24,Russell Wilson pass incomplete deep left intended for Doug Baldwin is intercepted by A.J. Bouye at JAX-2,0.770,0.380
3,2:35,1,10,JAX 2,10,24,"Penalty on Cam Robinson: False Start, 1 yards (no play)",-0.380,-0.420
3,2:35,1,11,JAX 1,10,24,Leonard Fournette middle for 1 yard (tackle by Byron Maxwell),-0.420,-0.780
3,1:53,2,10,JAX 2,10,24,Leonard Fournette right tackle for 14 yards (tackle by Earl Thomas),-0.780,-0.140
3,1:28,1,10,JAX 16,10,24,Leonard Fournette right end for 9 yards (tackle by Michael Wilhoite and Earl Thomas),-0.140,0.690
3,0:44,2,1,JAX 25,10,24,Leonard Fournette left end for 4 yards (tackle by Marcus Smith),0.690,0.870
Quarter,Time,Down,ToGo,Location,SEA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 29,10,24,Chris Ivory right guard for 3 yards (tackle by D.J. Alexander),0.870,0.730
4,14:21,2,7,JAX 32,10,24,Chris Ivory middle for 2 yards (tackle by Branden Jackson),0.730,0.300
4,13:36,3,5,JAX 34,10,24,Blake Bortles pass complete short left to Keelan Cole for 14 yards (tackle by Justin Coleman and Bradley McDougald),0.300,2.130
4,12:53,1,10,JAX 48,10,24,Leonard Fournette left end for 7 yards (tackle by Bradley McDougald),2.130,0.000
4,12:05,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-2.530
4,12:03,2,3,SEA 45,10,24,Blake Bortles pass complete short right to Marqise Lee for 13 yards (tackle by Byron Maxwell),2.530,0.000
4,11:23,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-3.450
4,11:23,1,10,SEA 32,10,24,Leonard Fournette right end for -1 yards (tackle by Bradley McDougald),3.450,2.770
4,10:53,2,11,SEA 33,10,24,Leonard Fournette right guard for no gain (tackle by Bradley McDougald),2.770,2.080
4,10:15,3,11,SEA 33,10,24,Blake Bortles pass incomplete short right intended for Leonard Fournette (defended by Branden Jackson),2.080,1.150
4,10:07,4,11,SEA 33,10,27,Josh Lambo 51 yard field goal good,1.150,3.000
4,10:04,,,JAX 35,10,27,"Josh Lambo kicks off 42 yards, returned by Luke Willson for 16 yards (tackle by Jarrod Wilson)",0.000,-1.530
4,10:00,1,10,SEA 39,16,27,"Russell Wilson pass complete deep middle to Paul Richardson for 61 yards, touchdown",1.530,7.000
4,9:48,,,JAX 15,17,27,Blair Walsh kicks extra point good,0.000,0.000
4,9:48,,,SEA 35,17,27,--,0.000,-1.070
4,9:40,1,10,JAX 32,17,27,Blake Bortles pass complete short right to Dede Westbrook for 5 yards (tackle by Byron Maxwell),1.070,1.200
4,9:01,2,5,JAX 37,17,27,Leonard Fournette middle for 5 yards (tackle by Earl Thomas),1.200,1.730
4,8:19,1,10,JAX 42,17,27,Leonard Fournette right end for 6 yards (tackle by Earl Thomas),1.730,2.000
4,7:40,2,4,JAX 48,17,27,Blake Bortles right end for 1 yard,2.000,1.420
4,6:59,3,3,JAX 49,17,27,Blake Bortles pass complete deep right to Dede Westbrook for 29 yards (tackle by Byron Maxwell),1.420,4.110
4,6:11,1,10,SEA 22,17,27,Leonard Fournette middle for 3 yards (tackle by Bradley McDougald),4.110,3.970
4,5:34,2,7,SEA 19,17,27,Leonard Fournette left end for 6 yards (tackle by Quinton Jefferson),3.970,4.390
4,4:52,3,1,SEA 13,17,27,Leonard Fournette left end for -1 yards (tackle by Michael Bennett),4.390,2.630
4,4:09,4,2,SEA 14,17,30,Josh Lambo 32 yard field goal good,2.630,3.000
4,4:05,,,JAX 35,17,30,"Josh Lambo kicks off 67 yards, returned by Tyler Lockett for 23 yards (tackle by Donald Payne)",0.000,-0.340
4,4:00,1,10,SEA 21,17,30,Russell Wilson pass complete short right to J.D. McKissic for 5 yards (tackle by Jalen Ramsey),0.340,0.480
4,3:52,2,5,SEA 26,23,30,"Russell Wilson pass complete deep right to Tyler Lockett for 74 yards, touchdown",0.480,7.000
4,3:42,,,JAX 15,24,30,Blair Walsh kicks extra point good,0.000,0.000
4,3:42,,,SEA 35,24,30,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
4,3:42,1,10,JAX 25,24,30,Leonard Fournette middle for 2 yards (tackle by Bradley McDougald and Frank Clark),0.610,0.000
4,3:36,,,,,,Timeout #1 by Seattle Seahawks,0.000,-0.330
4,3:36,2,8,JAX 27,24,30,Blake Bortles pass incomplete short left intended for Dede Westbrook (defended by Byron Maxwell),0.330,-0.360
4,3:31,3,8,JAX 27,24,30,"Penalty on Cam Robinson: False Start, 5 yards (no play)",-0.360,-1.020
4,3:31,3,13,JAX 22,24,30,T.J. Yeldon right end for 3 yards (tackle by Branden Jackson),-1.020,-1.700
4,2:48,4,10,JAX 25,24,30,"Brad Nortman punts 38 yards, returned by Tyler Lockett for 5 yards",-1.700,-1.730
4,2:39,1,10,SEA 42,24,30,Russell Wilson pass incomplete short right intended for Jimmy Graham,1.730,1.190
4,2:35,2,10,SEA 42,24,30,Russell Wilson pass complete short left to Doug Baldwin for 9 yards,1.190,1.690
4,2:29,3,1,JAX 49,24,30,Russell Wilson sacked by Malik Jackson for -8 yards. Penalty on SEA: Illegal Formation (Declined),1.690,-0.520
4,2:19,4,9,SEA 43,24,30,Russell Wilson pass incomplete deep left intended for Doug Baldwin,-0.520,-2.720
4,2:17,1,10,SEA 43,24,30,Leonard Fournette left guard for 2 yards (tackle by Michael Wilhoite),2.720,2.450
4,2:00,2,8,SEA 41,24,30,Leonard Fournette right end for -3 yards (tackle by D.J. Alexander),2.450,0.000
4,1:55,,,,,,Timeout #2 by Seattle Seahawks,0.000,-1.360
4,1:55,3,11,SEA 44,24,30,Leonard Fournette left end for 13 yards (tackle by Earl Thomas),1.360,3.510
4,0:54,1,10,SEA 31,24,30,"Blake Bortles kneels for -1 yards. Penalty on Leonard Fournette: Unnecessary Roughness (Offsetting), Penalty on Michael Bennett: Unnecessary Roughness (Offsetting), Penalty on Sheldon Richardson: Disqualification (Offsetting)",3.510,2.830
4,0:50,2,11,SEA 32,24,30,"Blake Bortles kneels for -1 yards. Penalty on Quinton Jefferson: Disqualification, 15 yards, Penalty on SEA: Unsportsmanlike Conduct (Declined)",2.830,3.840
4,0:21,3,1,SEA 18,24,30,Blake Bortles kneels for -1 yards,3.840,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
