Quarter,Time,Down,ToGo,Location,ARI,CLE,Detail,EPB,EPA
2,14:53,3,3,ARI 3,7,13,"Josh McCown pass complete short left to Gary Barnidge for 3 yards, touchdown",4.720,7.000
2,14:53,,,ARI 3,7,14,Travis Coons kicks extra point good,0.000,0.000
2,14:53,,,CLE 35,7,14,"Travis Coons kicks off 63 yards, returned by David Johnson for 23 yards (tackle by Justin Gilbert)",0.000,-0.610
2,14:43,1,10,ARI 25,7,14,Chris Johnson left guard for 5 yards (tackle by Karlos Dansby),0.610,0.740
2,14:07,2,5,ARI 30,7,14,Chris Johnson right tackle for 6 yards (tackle by Tramon Williams),0.740,1.330
2,13:23,1,10,ARI 36,7,14,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald,1.330,0.790
2,13:15,2,10,ARI 36,7,14,Carson Palmer pass incomplete short right intended for Jaron Brown (defended by Tramon Williams),0.790,0.100
2,13:10,3,10,ARI 36,7,14,Carson Palmer sacked by Desmond Bryant for -2 yards,0.100,-1.110
2,12:37,4,12,ARI 34,7,14,"Drew Butler punts 50 yards, returned by Travis Benjamin for 12 yards (tackle by Deone Bucannon)",-1.110,-0.810
2,12:28,1,10,CLE 28,7,14,Josh McCown pass complete short right to Gary Barnidge for -1 yards (tackle by Kevin Minter),0.810,0.130
2,11:51,2,11,CLE 27,7,14,Isaiah Crowell right guard for 5 yards (tackle by Justin Bethel),0.130,0.100
2,11:04,3,6,CLE 32,7,14,Josh McCown pass complete short left to Taylor Gabriel for 9 yards (tackle by Tyrann Mathieu),0.100,1.660
2,10:22,1,10,CLE 41,7,14,Isaiah Crowell right guard for no gain (tackle by Josh Mauro),1.660,1.120
2,9:40,2,10,CLE 41,7,14,Josh McCown pass incomplete short right intended for Gary Barnidge,1.120,0.430
2,9:34,3,10,CLE 41,7,14,Josh McCown pass complete short middle to Gary Barnidge for 13 yards (tackle by Tony Jefferson),0.430,2.520
,,,,,,,"ARI challenged the pass completion ruling, and the play was upheld.",,
2,8:52,1,10,ARI 46,7,14,Josh McCown pass complete short right to Duke Johnson for 16 yards (tackle by Tony Jefferson and Kevin Minter),2.520,3.580
2,8:14,1,10,ARI 30,7,14,Josh McCown pass complete short left to Taylor Gabriel for 8 yards (tackle by Justin Bethel),3.580,4.110
2,7:46,2,2,ARI 22,7,14,Josh McCown pass complete short right to Travis Benjamin for 4 yards (tackle by LaMarr Woodley),4.110,4.370
2,7:04,1,10,ARI 18,7,14,"Josh McCown for no gain. Josh McCown fumbles, recovered by Robert Turbin at ARI-20",4.370,3.560
2,6:17,2,12,ARI 20,7,14,"Josh McCown left guard for 10 yards (tackle by Kevin Minter). Penalty on Kevin Minter: Unnecessary Roughness, 5 yards",3.560,3.560
2,5:47,2,12,ARI 20,7,14,Timeout #2 by Cleveland Browns,3.560,6.060
2,5:47,1,5,ARI 5,7,14,Robert Turbin right guard for 3 yards (tackle by Rashad Johnson),6.060,5.720
2,5:04,2,2,ARI 2,7,14,Josh McCown pass incomplete short left intended for Taylor Gabriel,5.720,4.950
2,5:01,3,2,ARI 2,7,20,"Josh McCown pass complete short middle to Brian Hartline for 2 yards, touchdown. Penalty on Tyrann Mathieu: Defensive Holding (Declined)",4.950,7.000
2,5:01,,,ARI 2,7,20,Travis Coons kicks extra point no good,0.000,-1.000
2,5:01,,,CLE 35,7,20,"Travis Coons kicks off 66 yards, returned by David Johnson for 16 yards (tackle by Barkevious Mingo)",0.000,0.220
2,4:50,1,10,ARI 15,7,20,Chris Johnson right tackle for 4 yards (tackle by Randy Starks and Xavier Cooper),-0.220,-0.110
2,4:10,2,6,ARI 19,7,20,Carson Palmer pass complete deep middle to JJ Nelson for 20 yards (tackle by Tramon Williams and Donte Whitner),-0.110,1.530
2,3:32,1,10,ARI 39,7,20,"Carson Palmer pass incomplete short middle intended for Larry Fitzgerald (defended by Donte Whitner). Penalty on K'Waun Williams: Illegal Contact, 5 yards (no play)",1.530,1.860
2,3:22,1,10,ARI 44,7,20,Chris Johnson left guard for 3 yards (tackle by Tramon Williams and K'Waun Williams),1.860,1.720
2,2:42,2,7,ARI 47,7,20,Carson Palmer pass incomplete short right intended for JJ Nelson,1.720,1.030
2,2:38,3,7,ARI 47,7,20,Carson Palmer pass complete short right to JJ Nelson for 12 yards,1.030,2.850
2,2:08,1,10,CLE 41,7,20,Chris Johnson left guard for no gain (tackle by John Hughes),2.850,2.310
2,2:00,2,10,CLE 41,7,20,"Penalty on Armonty Bryant: Neutral Zone Infraction, 5 yards (no play)",2.310,2.980
2,2:00,2,5,CLE 36,7,20,Carson Palmer pass incomplete short left intended for Chris Johnson,2.980,2.280
2,1:54,3,5,CLE 36,7,20,Carson Palmer pass complete short left to Jermaine Gresham for 13 yards (tackle by Joe Haden),2.280,4.040
2,1:47,1,10,CLE 23,7,20,Carson Palmer pass incomplete deep right intended for Jaron Brown (defended by K'Waun Williams),4.040,3.500
2,1:41,2,10,CLE 23,7,20,"Carson Palmer pass complete short left to Larry Fitzgerald for 15 yards (tackle by K'Waun Williams). Larry Fitzgerald fumbles (forced by K'Waun Williams), recovered by K'Waun Williams at CLE-8 (tackle by Larry Fitzgerald)",3.500,0.380
2,1:32,1,10,CLE 8,7,20,Isaiah Crowell right guard for 5 yards (tackle by Deone Bucannon),-0.380,-0.380
2,1:26,1,10,CLE 8,7,20,Timeout #2 by Arizona Cardinals,-0.380,-0.410
2,1:26,2,5,CLE 13,7,20,Isaiah Crowell left guard for no gain (tackle by Calais Campbell),-0.410,-0.410
2,1:21,2,5,CLE 13,7,20,Timeout #3 by Arizona Cardinals,-0.410,-0.840
2,1:21,3,5,CLE 13,7,20,Robert Turbin right guard for 1 yard (tackle by Kevin Minter and Calais Campbell),-0.840,-0.840
2,0:36,3,5,CLE 13,7,20,Timeout #3 by Cleveland Browns,-0.840,-2.470
2,0:36,4,4,CLE 14,7,20,"Andy Lee punts 41 yards, returned by Patrick Peterson for 5 yards (tackle by Christian Kirksey)",-2.470,-2.260
2,0:24,1,10,,7,20,"Penalty on JJ Nelson: False Start, 5 yards (no play)",2.260,1.930
2,0:24,1,15,ARI 45,7,20,Carson Palmer pass complete deep left to Michael Floyd for 28 yards (tackle by Joe Haden),1.930,3.780
2,0:19,1,10,CLE 27,7,20,Carson Palmer pass complete short right to Larry Fitzgerald for 8 yards (tackle by Christian Kirksey),3.780,4.350
2,0:08,2,2,CLE 19,7,20,Carson Palmer spiked the ball,4.350,3.640
2,0:07,3,2,CLE 19,7,20,"Carson Palmer pass complete deep middle to Michael Floyd for 19 yards. Penalty on Jaron Brown: Illegal Shift (Offsetting), Penalty on Barkevious Mingo: Defensive Pass Interference (Offsetting) (no play)",3.640,3.640
2,0:02,3,2,CLE 19,10,20,Chandler Catanzaro 37 yard field goal good,3.640,3.000
Quarter,Time,Down,ToGo,Location,ARI,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,20,"Chandler Catanzaro kicks off 64 yards, returned by Justin Gilbert for 25 yards (tackle by Chandler Catanzaro)",0.000,-0.670
3,14:52,1,10,CLE 26,10,20,Duke Johnson right guard for 3 yards (tackle by Josh Mauro),0.670,0.540
3,14:15,2,7,CLE 29,10,20,Josh McCown pass incomplete short middle intended for Jim Dray,0.540,-0.160
3,14:07,3,7,CLE 29,10,20,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",-0.160,-0.820
3,14:07,3,12,CLE 24,10,20,Josh McCown pass incomplete deep left intended for Gary Barnidge,-0.820,-1.770
3,14:02,4,12,CLE 24,10,20,"Andy Lee punts 53 yards, returned by Patrick Peterson for 6 yards (tackle by Johnson Bademosi)",-1.770,-0.870
3,13:50,1,10,ARI 29,10,20,Chris Johnson right tackle for 1 yard (tackle by Danny Shelton and Craig Robertson),0.870,0.460
3,13:14,2,9,ARI 30,10,20,Carson Palmer pass complete short right to Larry Fitzgerald for 8 yards (tackle by Donte Whitner),0.460,0.830
3,12:33,3,1,ARI 38,10,20,Chris Johnson left guard for 2 yards (tackle by Donte Whitner),0.830,1.600
3,11:56,1,10,ARI 40,16,20,"Carson Palmer pass complete deep right to Michael Floyd for 60 yards, touchdown",1.600,7.000
3,11:56,,,CLE 40,17,20,Chandler Catanzaro kicks extra point good,0.000,0.000
3,11:56,,,ARI 35,17,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,11:46,1,10,CLE 20,17,20,Josh McCown pass incomplete short right intended for Isaiah Crowell,0.280,-0.270
3,11:41,2,10,CLE 20,17,20,"Josh McCown sacked by Frostee Rucker for -8 yards. Penalty on Tyrann Mathieu: Illegal Use of Hands, 5 yards (no play)",-0.270,0.610
3,11:12,1,10,CLE 25,17,20,Isaiah Crowell left end for -7 yards (tackle by LaMarr Woodley),0.610,-0.980
3,10:28,2,17,CLE 18,17,20,Josh McCown pass complete short middle to Isaiah Crowell for 12 yards (tackle by Kevin Minter),-0.980,0.040
3,9:51,3,5,CLE 30,17,20,Josh McCown pass incomplete deep left intended for Brian Hartline,0.040,-1.370
3,9:43,4,5,CLE 30,17,20,"Andy Lee punts 56 yards, returned by Patrick Peterson for 38 yards (tackle by Isaiah Crowell)",-1.370,-2.390
3,9:25,1,10,CLE 48,17,20,Carson Palmer pass complete deep left to Jaron Brown for 39 yards (tackle by Tramon Williams),2.390,5.140
3,8:52,1,9,CLE 9,17,20,Chris Johnson right guard for 4 yards (tackle by Johnson Bademosi),5.140,5.150
3,8:16,2,5,CLE 5,17,20,Chris Johnson left guard for 4 yards (tackle by John Hughes),5.150,5.170
3,7:39,3,1,CLE 1,23,20,"Carson Palmer pass complete short right to Troy Niklas for 1 yard, touchdown",5.170,7.000
3,7:39,,,CLE 1,24,20,Chandler Catanzaro kicks extra point good,0.000,0.000
3,7:39,,,ARI 35,24,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,7:35,1,10,CLE 20,24,20,Josh McCown pass incomplete deep left intended for Travis Benjamin,0.280,-0.270
3,7:30,2,10,CLE 20,24,20,Isaiah Crowell left guard for no gain (tackle by Deone Bucannon),-0.270,-0.960
3,6:47,3,10,CLE 20,24,20,Josh McCown pass complete short middle to Brian Hartline for 14 yards (tackle by Tony Jefferson),-0.960,1.200
3,6:47,1,10,CLE 34,24,20,"Penalty on John Greco: False Start, 5 yards (no play)",1.200,0.870
3,5:44,1,15,CLE 29,24,20,Josh McCown pass complete short left to Gary Barnidge for 12 yards (tackle by Tony Jefferson),0.870,1.600
3,5:06,2,3,CLE 41,24,20,Josh McCown pass incomplete short right intended for Brian Hartline,1.600,0.890
3,5:01,3,3,CLE 41,24,20,"Josh McCown sacked by Dwight Freeney for -11 yards. Josh McCown fumbles (forced by Dwight Freeney), recovered by Joe Thomas at CLE-33",0.890,-1.180
3,4:22,4,11,CLE 33,24,20,"Andy Lee punts 45 yards, fair catch by Patrick Peterson",-1.180,-0.410
3,4:15,1,10,ARI 22,24,20,Chris Johnson right guard for 6 yards (tackle by Craig Robertson),0.410,0.680
3,3:38,2,4,ARI 28,24,20,Chris Johnson left guard for 5 yards (tackle by Randy Starks and Johnson Bademosi),0.680,1.140
3,2:56,1,10,ARI 33,24,20,Chris Johnson right tackle for 4 yards (tackle by Ibraheim Campbell),1.140,1.130
3,2:22,2,6,ARI 37,24,20,Carson Palmer pass incomplete deep left intended for Larry Fitzgerald is intercepted by Tashaun Gipson at CLE-34,1.130,-1.200
3,2:14,1,10,CLE 34,24,20,Josh McCown pass incomplete short right intended for Taylor Gabriel,1.200,0.660
3,2:09,2,10,CLE 34,24,20,Josh McCown pass complete short right to Gary Barnidge for 8 yards (tackle by Patrick Peterson),0.660,1.030
3,1:26,3,2,CLE 42,24,20,Josh McCown pass incomplete short left intended for Brian Hartline,1.030,-0.590
3,1:17,4,2,CLE 42,24,20,"Andy Lee punts 50 yards, returned by Patrick Peterson for 1 yard (tackle by Justin Gilbert)",-0.590,0.380
3,1:11,1,10,ARI 9,24,20,Carson Palmer pass incomplete short right intended for Michael Floyd,-0.380,-0.780
3,1:05,2,10,ARI 9,24,20,Carson Palmer pass complete short left to Larry Fitzgerald for 16 yards (tackle by Ibraheim Campbell),-0.780,0.610
3,0:24,1,10,ARI 25,24,20,"Chris Johnson right tackle for no gain (tackle by Armonty Bryant). Chris Johnson fumbles (forced by Armonty Bryant), recovered by Johnson Bademosi at ARI-28 (tackle by Jermaine Gresham)",0.610,-3.710
3,0:20,1,10,ARI 28,24,20,Josh McCown right tackle for 6 yards (tackle by Kevin Minter),3.710,3.980
Quarter,Time,Down,ToGo,Location,ARI,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,ARI 22,24,20,"Penalty on Joe Thomas: False Start, 5 yards (no play)",3.980,3.300
4,15:00,2,9,ARI 27,24,20,Josh McCown pass incomplete deep left intended for Taylor Gabriel is intercepted by Rashad Johnson at ARI--3,3.300,-0.280
4,14:52,1,10,ARI 20,24,20,Chris Johnson left tackle for 7 yards (tackle by Nate Orchard),0.280,0.680
4,14:15,2,3,ARI 27,24,20,Chris Johnson left tackle for -1 yards (tackle by Karlos Dansby),0.680,-0.160
4,13:33,3,4,ARI 26,24,20,Carson Palmer pass complete short left to Larry Fitzgerald for 12 yards (tackle by Karlos Dansby),-0.160,1.470
4,13:07,1,10,ARI 38,24,20,Carson Palmer pass incomplete deep right intended for Michael Floyd,1.470,0.920
4,13:01,2,10,ARI 38,24,20,Carson Palmer pass incomplete deep right intended for Jaron Brown,0.920,0.230
4,12:55,3,10,ARI 38,24,20,Carson Palmer pass complete short left to David Johnson for 34 yards (tackle by Ibraheim Campbell),0.230,3.710
4,12:06,1,10,CLE 28,24,20,Chris Johnson right guard for 6 yards (tackle by Nate Orchard),3.710,3.980
4,11:30,2,4,CLE 22,24,20,Carson Palmer pass complete short right to Michael Floyd for 7 yards (tackle by Tramon Williams),3.980,4.580
4,10:58,1,10,CLE 15,24,20,Chris Johnson left guard for 1 yard (tackle by Tramon Williams),4.580,4.110
4,10:17,2,9,CLE 14,24,20,"Carson Palmer pass incomplete short left intended for Andre Ellington (defended by Johnson Bademosi). Penalty on Armonty Bryant: Defensive Offside, 5 yards (no play)",4.110,5.030
4,10:13,2,4,CLE 9,24,20,Carson Palmer pass incomplete short right intended for Jermaine Gresham,5.030,4.220
4,10:07,3,4,CLE 9,24,20,Carson Palmer middle for 8 yards (tackle by Karlos Dansby),4.220,6.970
4,9:45,1,1,CLE 1,24,20,"Chris Johnson left guard for 1 yard. Penalty on Bobby Massie: False Start, 5 yards (no play)",6.970,5.830
4,9:35,1,6,CLE 6,30,20,"Carson Palmer pass complete short left to Larry Fitzgerald for 6 yards, touchdown",5.830,7.000
4,9:35,,,CLE 6,31,20,Chandler Catanzaro kicks extra point good,0.000,0.000
4,9:35,,,ARI 35,31,20,"Chandler Catanzaro kicks off 69 yards, returned by Justin Gilbert for 21 yards (tackle by Stepfan Taylor)",0.000,0.060
4,9:26,1,10,CLE 17,31,20,Josh McCown pass incomplete short left intended for Brian Hartline (defended by Justin Bethel),-0.060,-0.580
4,9:16,2,10,CLE 17,31,20,Josh McCown pass complete short right to Taylor Gabriel for 9 yards (tackle by Justin Bethel),-0.580,-0.120
4,9:08,3,1,CLE 26,31,20,Josh McCown middle for 2 yards (tackle by Deone Bucannon),-0.120,0.810
4,8:27,1,10,CLE 28,31,20,Josh McCown pass complete short middle to Gary Barnidge for 17 yards (tackle by Deone Bucannon),0.810,1.930
4,7:58,1,10,CLE 45,31,20,Josh McCown pass complete short left to Travis Benjamin for 17 yards (tackle by Patrick Peterson),1.930,3.050
4,7:39,1,10,ARI 38,31,20,"Josh McCown for no gain. Josh McCown fumbles, recovered by Cory Redding at ARI-40 (tackle by Robert Turbin)",3.050,-1.600
4,7:33,1,10,ARI 40,31,20,Chris Johnson right guard for 2 yards (tackle by Ibraheim Campbell),1.600,1.320
4,6:53,2,8,ARI 42,31,20,Andre Ellington left guard for -3 yards (tackle by Danny Shelton),1.320,0.230
4,6:14,3,11,ARI 39,31,20,"Carson Palmer sacked by Christian Kirksey for -7 yards. Penalty on Johnson Bademosi: Defensive Holding, 5 yards (no play)",0.230,1.860
4,5:56,1,10,ARI 44,31,20,Chris Johnson left guard for 3 yards (tackle by Craig Robertson),1.860,1.720
4,5:15,2,7,ARI 47,31,20,"David Johnson right tackle for 4 yards (tackle by K'Waun Williams). David Johnson fumbles (forced by K'Waun Williams), ball out of bounds at CLE-49",1.720,1.720
4,4:19,2,7,ARI 47,31,20,Timeout #1 by Arizona Cardinals,1.720,1.550
4,4:19,3,3,CLE 49,31,20,Carson Palmer pass complete short right to David Johnson for 10 yards (tackle by Barkevious Mingo),1.550,2.980
4,4:13,1,10,CLE 39,31,20,Chris Johnson right guard for 8 yards (tackle by Danny Shelton),2.980,3.520
4,3:30,2,2,CLE 31,31,20,Chris Johnson right tackle for 1 yard (tackle by Desmond Bryant),3.520,3.520
4,3:19,2,2,CLE 31,31,20,Timeout #1 by Cleveland Browns,3.520,2.940
4,3:19,3,1,CLE 30,31,20,Chris Johnson left guard for 7 yards (tackle by Johnson Bademosi),2.940,2.940
4,3:11,3,1,CLE 30,31,20,Timeout #2 by Cleveland Browns,2.940,4.040
4,3:11,1,10,CLE 23,31,20,Chris Johnson right guard for 3 yards (tackle by Ibraheim Campbell),4.040,4.040
4,3:06,1,10,CLE 23,31,20,Timeout #3 by Cleveland Browns,4.040,3.900
4,3:06,2,7,CLE 20,31,20,Chris Johnson right guard for 3 yards (tackle by Johnson Bademosi),3.900,3.660
4,2:24,3,4,CLE 17,31,20,Carson Palmer pass incomplete deep right intended for Michael Floyd,3.660,2.390
4,2:20,4,4,CLE 17,34,20,Chandler Catanzaro 35 yard field goal good,2.390,3.000
4,2:20,,,ARI 35,34,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
4,2:16,1,10,CLE 20,34,20,Johnny Manziel pass complete short right to Travis Benjamin for 5 yards,0.280,0.410
4,2:12,2,5,CLE 25,34,20,Johnny Manziel pass incomplete short right intended for Dwayne Bowe,0.410,-0.300
4,2:09,3,5,CLE 25,34,20,Johnny Manziel pass complete short left to Brian Hartline for 6 yards (tackle by Tony Jefferson),-0.300,1.000
4,2:00,1,10,CLE 31,34,20,Johnny Manziel pass complete short right to Gary Barnidge for 1 yard (tackle by Tyrann Mathieu),1.000,0.600
4,1:41,2,9,CLE 32,34,20,Johnny Manziel left tackle for 1 yard (tackle by Frostee Rucker),0.600,0.040
4,1:16,3,8,CLE 33,34,20,Johnny Manziel pass incomplete deep right intended for Brian Hartline,0.040,-1.180
4,1:11,4,8,CLE 33,34,20,Johnny Manziel pass incomplete short right intended for Travis Benjamin (defended by Justin Bethel),-1.180,-3.380
4,1:05,1,10,CLE 33,34,20,Carson Palmer kneels for -1 yards,3.380,2.700
4,0:37,2,11,CLE 34,34,20,Carson Palmer kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
