Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chuba Hubbard,CAR,17,55,1,4,35,2.1,20,1.2,2,8.5
Ameer Abdullah,CAR,6,21,0,2,20,3.3,1,0.2,0,
Sam Darnold,CAR,2,7,0,1,6,3.0,1,0.5,0,
Cam Newton,CAR,1,5,0,,2,2.0,3,3.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,13,32,0,1,22,1.7,10,0.8,1,13.0
Taysom Hill,NOR,12,45,0,2,41,3.4,4,0.3,0,
Tony Jones,NOR,1,-2,0,,-2,-2.0,0,0.0,0,
Ty Montgomery,NOR,1,-4,0,,-4,-4.0,0,0.0,0,
Adam Prentice,NOR,1,2,0,1,2,2.0,0,0.0,0,
