Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
1,0:45,3,1,GNB 29,3,3,Ty Montgomery left tackle for no gain (tackle by Adrian Amos),0.230,0.000
1,0:05,,,,,,Timeout #1 by Green Bay Packers,0.000,1.440
1,0:05,4,1,GNB 29,3,3,"Justin Vogel punts 39 yards, fair catch by Tarik Cohen",-1.440,-1.070
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 32,3,3,Jordan Howard right guard for 4 yards (tackle by Kenny Clark),1.070,1.070
2,14:25,2,6,CHI 36,3,3,Mitch Trubisky sacked by Mike Daniels for -6 yards,1.070,-0.430
2,13:44,3,12,CHI 30,3,3,Mitch Trubisky pass incomplete short right intended for Benny Cunningham,-0.430,-1.370
2,13:38,4,12,CHI 30,3,3,"Pat O'Donnell punts 54 yards, returned by Trevor Davis for 44 yards (tackle by Pat O'Donnell). Penalty on Joe Thomas: Illegal Block Above the Waist, 10 yards",-1.370,-0.340
2,13:24,1,10,GNB 21,3,3,"Brett Hundley pass incomplete deep left intended for Jordy Nelson. Penalty on Prince Amukamara: Defensive Pass Interference, 29 yards (no play)",0.340,2.260
2,13:16,1,10,,3,3,Randall Cobb right guard for -1 yards (tackle by Akiem Hicks),2.260,1.580
2,12:32,2,11,GNB 49,3,3,Brett Hundley pass complete short right to Jordy Nelson for 14 yards (tackle by Nick Kwiatkoski),1.580,3.120
2,11:49,1,10,CHI 37,9,3,"Ty Montgomery left tackle for 37 yards, touchdown",3.120,7.000
2,11:41,,,CHI 15,10,3,Mason Crosby kicks extra point good,0.000,0.000
2,11:41,,,GNB 35,10,3,"Mason Crosby kicks off 66 yards, returned by Tarik Cohen for 24 yards (tackle by Jamaal Williams)",0.000,-0.480
2,11:34,1,10,CHI 23,10,3,Jordan Howard left guard for 3 yards (tackle by Josh Jones),0.480,0.340
2,10:57,2,7,CHI 26,10,3,Jordan Howard right guard for 25 yards (tackle by Ha Ha Clinton-Dix),0.340,2.320
2,10:17,1,10,GNB 49,10,3,Tarik Cohen left guard for 1 yard (tackle by Jake Ryan),2.320,1.920
2,9:35,2,9,GNB 48,10,3,Mitch Trubisky pass incomplete short right intended for Dontrelle Inman,1.920,1.220
2,9:29,3,9,GNB 48,10,3,Mitch Trubisky pass complete deep right to Dontrelle Inman for 26 yards (tackle by Jermaine Whitehead),1.220,4.110
2,8:56,1,10,GNB 22,10,3,Jordan Howard left guard for -3 yards (tackle by Kenny Clark),4.110,3.160
2,8:13,2,13,GNB 25,10,3,Mitch Trubisky pass incomplete short right intended for Josh Bellamy. Penalty on CHI: Illegal Shift (Declined),3.160,2.480
2,8:09,3,13,GNB 25,10,3,Mitch Trubisky pass complete short right to Benny Cunningham for 23 yards (tackle by Marwin Evans). Benny Cunningham fumbles (forced by Marwin Evans),2.480,-0.280
,,,,,,,"CHI challenged the runner was out of bounds ruling, and the original play was overturned.",,
2,7:42,1,10,GNB 20,10,3,Ty Montgomery right guard for 7 yards (tackle by Christian Jones),0.280,0.680
2,7:08,2,3,GNB 27,10,3,Brett Hundley pass complete short right to Jordy Nelson for 4 yards (tackle by Kyle Fuller),0.680,1.000
2,6:43,1,10,GNB 31,10,3,Brett Hundley pass incomplete,1.000,0.460
2,6:36,2,10,GNB 31,10,3,Brett Hundley sacked by Cre'von LeBlanc for -10 yards,0.460,0.000
2,5:51,,,,,,Timeout #2 by Green Bay Packers,0.000,1.550
2,5:51,3,20,GNB 21,10,3,Brett Hundley pass complete short left to Randall Cobb for 8 yards (tackle by Nick Kwiatkoski),-1.550,-1.440
2,5:16,4,12,GNB 29,10,3,Justin Vogel punts 37 yards,-1.440,-1.200
2,5:06,1,10,CHI 34,10,3,Mitch Trubisky sacked by Nick Perry for -5 yards,1.200,-0.020
2,4:24,2,15,CHI 29,10,3,Jordan Howard left tackle for -1 yards (tackle by Clay Matthews). Penalty on Adam Shaheen: Offensive Holding (Declined),-0.020,-0.820
2,3:58,3,16,CHI 28,10,3,Mitch Trubisky sacked by Nick Perry for -2 yards,-0.820,-1.630
2,3:27,4,18,CHI 26,10,3,"Pat O'Donnell punts 46 yards, returned by Trevor Davis for 6 yards (tackle by DeAndre Houston-Carson). Penalty on Lenzy Pipkins: Illegal Block Above the Waist, 10 yards",-1.630,-0.540
2,3:14,1,10,GNB 24,10,3,Ty Montgomery right tackle for 7 yards (tackle by Nick Kwiatkoski),0.540,0.940
2,2:40,2,3,GNB 31,10,3,Ty Montgomery right end for 1 yard (tackle by Akiem Hicks),0.940,0.370
2,2:00,3,2,GNB 32,10,3,Brett Hundley sacked by Nick Kwiatkoski for -12 yards,0.370,0.000
2,1:49,,,,,,Timeout #1 by Chicago Bears,0.000,2.030
2,1:49,4,14,GNB 20,10,3,"Justin Vogel punts 53 yards, returned by Tarik Cohen for 8 yards (tackle by Jake Ryan)",-2.030,-1.270
2,1:37,1,10,CHI 35,10,3,Mitch Trubisky pass complete short right to Benny Cunningham for 4 yards (tackle by Josh Jones),1.270,1.260
2,1:33,2,6,CHI 39,10,3,"Mitch Trubisky sacked by Blake Martinez for -1 yards. Penalty on Ahmad Brooks: Defensive Offside, 5 yards (no play)",1.260,1.940
2,1:28,2,1,CHI 44,10,3,Benny Cunningham left guard for no gain (tackle by Nick Perry),1.940,1.220
2,0:57,3,1,CHI 44,10,3,Mitch Trubisky pass complete short left to Daniel Brown for 7 yards (tackle by Ha Ha Clinton-Dix),1.220,0.000
2,0:51,,,,,,Timeout #2 by Chicago Bears,0.000,-2.320
2,0:51,1,10,GNB 49,10,3,Mitch Trubisky pass incomplete deep left intended for Josh Bellamy (defended by Kevin King),2.320,1.780
2,0:44,2,10,GNB 49,10,3,Mitch Trubisky pass complete short right to Kendall Wright for 9 yards (tackle by Damarious Randall),1.780,2.280
2,0:38,3,1,GNB 40,10,3,Mitch Trubisky pass complete short right to Dontrelle Inman for 10 yards (tackle by Davon House),2.280,3.580
2,0:18,1,10,GNB 30,10,3,Mitch Trubisky pass incomplete short right intended for Daniel Brown,3.580,3.030
2,0:15,2,10,GNB 30,10,3,"Penalty on CHI: False Start, 5 yards (no play)",3.030,2.360
2,0:15,2,15,GNB 35,10,3,Mitch Trubisky pass incomplete short right intended for Kendall Wright (defended by Clay Matthews),2.360,1.680
2,0:09,3,15,GNB 35,10,3,Mitch Trubisky pass complete short left to Dontrelle Inman for 9 yards (tackle by Kevin King),1.680,0.000
2,0:01,,,,,,Timeout #3 by Chicago Bears,0.000,-1.760
2,0:01,4,6,GNB 26,10,6,"Connor Barth 44 yard field goal good. Penalty on Bradley Sowell: Unnecessary Roughness, 15 yards",1.760,3.000
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 20,10,6,"Connor Barth kicks off 60 yards, returned by Trevor Davis for 34 yards (tackle by Eddie Jackson)",0.000,-2.520
3,14:53,1,10,CHI 46,10,6,Jamaal Williams left guard for 4 yards (tackle by Mitch Unrein),2.520,2.520
3,14:12,2,6,CHI 42,10,6,Brett Hundley pass incomplete short left intended for Randall Cobb,2.520,1.820
3,14:08,3,6,CHI 42,10,6,Brett Hundley pass complete short left to Randall Cobb for 6 yards,1.820,3.180
3,13:49,1,10,CHI 36,10,6,Jamaal Williams right tackle for 7 yards (tackle by Kyle Fuller),3.180,3.580
3,13:13,2,3,CHI 29,10,6,Jamaal Williams right tackle for 2 yards (tackle by Christian Jones),3.580,3.140
3,12:34,3,1,CHI 27,10,6,Brett Hundley pass complete short right to Aaron Ripkowski for 12 yards (tackle by Kyle Fuller),3.140,4.580
3,11:53,1,10,CHI 15,10,6,Brett Hundley pass complete short right to Davante Adams for 3 yards (tackle by Leonard Floyd),4.580,4.450
3,11:14,2,7,CHI 12,10,6,Randall Cobb left end for 6 yards (tackle by Christian Jones),4.450,4.900
3,10:28,3,1,CHI 6,10,6,Brett Hundley pass incomplete short right intended for Davante Adams,4.900,3.020
3,10:20,4,1,CHI 6,13,6,Mason Crosby 24 yard field goal good,3.020,3.000
3,10:16,,,GNB 35,13,6,"Mason Crosby kicks off 70 yards, returned by Tarik Cohen for 34 yards (tackle by Jermaine Whitehead)",0.000,-0.870
3,10:09,1,10,CHI 29,13,6,Jordan Howard left end for 1 yard (tackle by Mike Daniels),0.870,0.460
3,9:32,2,9,CHI 30,13,6,Jordan Howard left guard for 5 yards (tackle by Dean Lowry),0.460,0.430
3,8:53,3,4,CHI 35,13,6,Mitch Trubisky sacked by Davon House for -8 yards,0.430,-1.570
3,8:20,4,12,CHI 27,13,6,"Pat O'Donnell punts 42 yards, returned by Trevor Davis for 12 yards (tackle by Ben Braunecker)",-1.570,-1.800
3,8:09,1,10,GNB 43,13,6,Jamaal Williams right tackle for 4 yards (tackle by Eddie Goldman and Christian Jones),1.800,0.000
3,7:29,,,,,,Timeout #1 by Green Bay Packers,0.000,-1.790
3,7:29,2,6,GNB 47,13,6,Jamaal Williams left guard for 1 yard (tackle by Akiem Hicks),1.790,1.220
3,6:48,3,5,GNB 48,13,6,Brett Hundley pass complete short right to Lance Kendricks for 9 yards (tackle by Eddie Jackson),1.220,2.720
3,6:05,1,10,CHI 43,13,6,Jamaal Williams right tackle for 4 yards (tackle by Adrian Amos),2.720,2.720
3,5:27,2,6,CHI 39,13,6,Randall Cobb right end for no gain (tackle by Akiem Hicks),2.720,2.010
3,4:44,3,6,CHI 39,13,6,Brett Hundley sacked by Sam Acho and Leonard Floyd for -8 yards,2.010,0.130
3,4:09,4,14,CHI 47,13,6,"Justin Vogel punts 31 yards, fair catch by Tarik Cohen",0.130,0.140
3,4:02,1,10,CHI 16,13,6,Mitch Trubisky sacked by Nick Perry for -8 yards,-0.140,-1.360
3,3:18,2,18,CHI 8,13,6,Mitch Trubisky pass incomplete short left intended for Josh Bellamy,-1.360,-2.360
3,3:13,3,18,CHI 8,13,6,Mitch Trubisky pass complete short right to Kendall Wright for 10 yards (tackle by Blake Martinez),-2.360,-2.240
3,2:40,4,8,CHI 18,13,6,Pat O'Donnell punts 40 yards,-2.240,-1.730
3,2:29,1,10,GNB 42,13,6,Jamaal Williams left tackle for 3 yards (tackle by Eddie Goldman and Akiem Hicks),1.730,1.590
3,1:54,2,7,GNB 45,13,6,Jamaal Williams left guard for 5 yards (tackle by Nick Kwiatkoski),1.590,0.000
3,1:17,,,,,,Timeout #2 by Green Bay Packers,0.000,-1.550
3,1:17,3,2,,13,6,Jamaal Williams left guard for 1 yard (tackle by Adrian Amos),1.550,0.000
3,0:55,4,1,CHI 49,13,6,Jamaal Williams right guard for 4 yards (tackle by Christian Jones),0.000,2.590
3,0:14,1,10,CHI 45,13,6,Brett Hundley pass complete short right to Jamaal Williams for 7 yards (tackle by Kyle Fuller),2.590,2.990
Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CHI 38,13,6,Jamaal Williams right tackle for 3 yards (tackle by Cre'von LeBlanc),2.990,3.250
4,14:23,1,10,CHI 35,13,6,Jamaal Williams right guard for 1 yard (tackle by Adrian Amos),3.250,2.840
4,13:41,2,9,CHI 34,13,6,Brett Hundley pass incomplete short middle intended for Davante Adams,2.840,2.150
4,13:37,3,9,CHI 34,13,6,Brett Hundley pass complete short left to Jordy Nelson for 2 yards (tackle by Eddie Jackson),2.150,1.240
4,13:14,4,7,CHI 32,16,6,Mason Crosby 50 yard field goal good,1.240,3.000
4,13:09,,,GNB 35,16,6,"Mason Crosby kicks off 54 yards, returned by Benny Cunningham for 19 yards (tackle by Kyler Fackrell)",0.000,-0.940
4,13:02,1,10,CHI 30,16,6,Jordan Howard right guard for 2 yards (tackle by Nick Perry),0.940,0.660
4,12:21,2,8,CHI 32,16,6,"Jordan Howard right end for -3 yards (tackle by Josh Jones). Penalty on Kenny Clark: Defensive Holding, 5 yards (no play)",0.660,1.400
4,12:06,1,10,CHI 37,16,6,Jordan Howard right guard for 3 yards (tackle by Nick Perry),1.400,1.260
4,11:28,2,7,CHI 40,16,6,Mitch Trubisky pass complete short left to Dontrelle Inman for 14 yards (tackle by Kevin King),1.260,2.520
4,10:48,1,10,GNB 46,16,12,"Mitch Trubisky pass complete deep left to Josh Bellamy for 46 yards. Penalty on CHI: Delay of Game, 5 yards (no play)",2.520,7.000
4,10:39,,,GNB 15,16,13,"Penalty on CHI: Delay of Game, 5 yards (no play)",0.000,0.000
4,10:39,,,GNB 20,16,13,Connor Barth kicks extra point good,0.000,0.000
4,10:39,,,CHI 35,16,13,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
4,10:39,1,10,GNB 25,16,13,Brett Hundley pass complete deep right to Davante Adams for 18 yards (tackle by Christian Jones),0.610,1.800
4,10:01,1,10,GNB 43,16,13,Jamaal Williams left guard for 6 yards (tackle by Nick Kwiatkoski),1.800,2.060
4,9:22,2,4,GNB 49,16,13,Jamaal Williams left tackle for 6 yards (tackle by Adrian Amos),2.060,2.590
4,8:46,1,10,CHI 45,16,13,Jamaal Williams left tackle for no gain (tackle by Leonard Floyd),2.590,2.040
4,8:00,2,10,CHI 45,16,13,Brett Hundley pass complete short right to Richard Rodgers for 8 yards (tackle by Leonard Floyd),2.040,2.410
4,7:12,3,2,CHI 37,16,13,Brett Hundley left end for 17 yards (tackle by Prince Amukamara),2.410,4.240
4,6:24,1,10,CHI 20,16,13,Aaron Ripkowski left tackle for 1 yard (tackle by Pernell McPhee),4.240,3.820
4,5:37,2,9,CHI 19,22,13,"Brett Hundley pass complete deep right to Davante Adams for 19 yards, touchdown",3.820,7.000
4,5:29,,,CHI 15,23,16,Mason Crosby kicks extra point good,0.000,0.000
4,5:29,,,GNB 35,23,16,"Mason Crosby kicks off 61 yards, returned by Tarik Cohen for 16 yards (tackle by Marwin Evans)",0.000,-0.280
4,5:23,1,10,CHI 20,23,16,Mitch Trubisky pass complete short middle to Dontrelle Inman for 17 yards (tackle by Davon House),0.280,1.400
4,5:01,1,10,CHI 37,23,16,Mitch Trubisky pass complete short right to Dontrelle Inman for 12 yards (tackle by Davon House),1.400,2.190
4,4:40,1,10,CHI 49,23,16,Mitch Trubisky pass incomplete deep middle intended for Kendall Wright,2.190,1.650
4,4:38,2,10,CHI 49,23,16,Mitch Trubisky pass complete deep middle to Daniel Brown for 16 yards (tackle by Josh Jones),1.650,3.250
4,4:13,1,10,GNB 35,23,16,Mitch Trubisky pass incomplete deep right intended for Tre McBride,3.250,2.700
4,4:11,2,10,GNB 35,23,16,Mitch Trubisky pass incomplete short middle intended for Josh Bellamy,2.700,2.010
4,4:06,3,10,GNB 35,23,16,Mitch Trubisky pass complete short right to Kendall Wright for 4 yards (tackle by Kyler Fackrell),2.010,1.340
4,3:23,4,6,GNB 31,0,,Connor Barth 49 yard field goal good,1.340,3.000
4,3:19,,,CHI 35,23,16,"Connor Barth kicks off 65 yards, touchback",0.000,-0.610
4,3:19,1,10,GNB 25,23,16,Jamaal Williams left end for 6 yards (tackle by Adrian Amos),0.610,0.870
4,3:12,2,4,GNB 31,23,16,Jamaal Williams right tackle for 4 yards (tackle by Eddie Jackson),0.870,1.270
4,2:26,1,10,GNB 35,23,16,Jamaal Williams right end for 3 yards (tackle by Adrian Amos),1.270,0.000
4,2:18,,,,,,Timeout #1 by Chicago Bears,0.000,-1.130
4,2:17,2,7,GNB 38,23,16,Aaron Ripkowski right tackle for 2 yards (tackle by Akiem Hicks),1.130,0.000
4,2:12,,,,,,Timeout #2 by Chicago Bears,0.000,-0.700
4,2:12,3,5,GNB 40,23,16,"Penalty on Brett Hundley: Delay of Game, 5 yards (no play)",0.700,0.000
4,2:12,,,,,,Timeout #3 by Green Bay Packers,0.000,-0.040
4,2:12,3,10,GNB 35,23,16,Brett Hundley pass complete deep right to Davante Adams for 42 yards (tackle by Kyle Fuller),0.040,4.040
4,2:04,1,10,CHI 23,23,16,Jamaal Williams left guard for -1 yards (tackle by Akiem Hicks),4.040,3.360
4,2:00,2,11,CHI 24,23,16,Jamaal Williams right tackle for 4 yards (tackle by Eddie Jackson),3.360,0.000
4,1:56,,,,,,Timeout #3 by Chicago Bears,0.000,-3.200
4,1:56,3,7,CHI 20,23,16,Randall Cobb left end for 3 yards (tackle by Christian Jones),3.200,2.390
4,1:07,4,4,CHI 17,23,16,Mason Crosby 35 yard field goal no good,2.390,-0.610
4,1:03,1,10,CHI 25,23,16,Mitch Trubisky pass complete short right to Kendall Wright for 11 yards (tackle by Davon House),0.610,1.330
4,0:56,1,10,CHI 36,23,16,Mitch Trubisky pass incomplete short left intended for Kendall Wright (defended by Ahmad Brooks),1.330,0.790
4,0:52,2,10,CHI 36,23,16,Mitch Trubisky pass incomplete deep right intended for Josh Bellamy,0.790,0.100
4,0:47,3,10,CHI 36,23,16,Mitch Trubisky pass incomplete short middle intended for Dontrelle Inman,0.100,-0.980
4,0:42,4,10,CHI 36,23,16,"Mitch Trubisky pass complete short right to Benny Cunningham for 5 yards, lateral to Hroniss Grasu for 2 yards (tackle by Mike Daniels)",-0.980,-2.720
4,0:28,1,10,CHI 43,23,16,Brett Hundley kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
