Quarter,Time,Down,ToGo,Location,JAX,ARI,Detail,EPB,EPA
2,13:22,3,6,ARI 28,7,0,Kurt Warner pass incomplete intended for Adam Bergen,-0.160,-1.500
2,13:18,4,6,ARI 28,7,0,"Scott Player punts 37 yards, fair catch by Alvin Pearman. Penalty on Isaac Keys: Illegal Formation, 5 yards",-1.500,-1.600
2,13:12,1,10,JAX 40,7,0,Greg Jones up the middle for 6 yards (tackle by Quentin Harris and James Darling),1.600,1.860
2,12:28,2,4,JAX 46,7,0,"Greg Jones left tackle for no gain (tackle by Ross Kolodziej). Penalty on Ernest Wilford: Illegal Shift, 5 yards (no play)",1.860,1.190
2,11:57,2,9,JAX 41,7,0,"Penalty on David Garrard: Delay of Game, 5 yards (no play)",1.190,0.510
2,11:39,2,14,JAX 36,7,0,LaBrandon Toefield up the middle for 5 yards (tackle by Adrian Wilson),0.510,0.500
2,10:53,3,9,JAX 41,7,0,David Garrard pass complete to Jimmy Smith for 16 yards (tackle by Robert Griffith),0.500,2.720
2,10:02,1,10,ARI 43,7,0,"Greg Jones left end for no gain (tackle by James Darling and David Macklin). Penalty on George Wrighster: Unnecessary Roughness, 15 yards",2.720,0.150
2,9:32,2,25,JAX 42,7,0,Greg Jones up the middle for -2 yards (tackle by Darnell Dockett),0.150,-0.760
2,9:10,3,27,JAX 40,7,0,David Garrard pass complete to Alvin Pearman for 15 yards (tackle by Karlos Dansby),-0.760,0.270
2,8:42,4,12,ARI 45,7,0,"Chris Hanson punts 30 yards, fair catch by Reggie Swinton",0.270,0.220
2,8:34,1,10,ARI 15,7,0,Kurt Warner pass incomplete intended for Anquan Boldin is intercepted by Deon Grant at ARI-32,-0.220,-3.450
2,8:28,1,10,ARI 32,7,0,David Garrard pass incomplete intended for Jimmy Smith,3.450,2.900
2,8:23,2,10,ARI 32,7,0,David Garrard pass incomplete intended for Greg Jones (defended by Ross Kolodziej),2.900,2.210
2,8:18,3,10,ARI 32,7,0,David Garrard pass incomplete intended for Jimmy Smith,2.210,1.240
2,8:13,,,,7,0,Timeout #1 by Jacksonville Jaguars,0.000,1.240
2,8:13,4,10,ARI 32,7,0,David Garrard pass incomplete intended for Jimmy Smith,1.240,-1.070
2,8:06,1,10,ARI 32,7,0,J.J. Arrington left tackle for no gain (tackle by Rob Meier and Marcus Stroud),1.070,0.530
2,7:31,2,10,ARI 32,7,0,Kurt Warner pass complete to J.J. Arrington for 4 yards (tackle by Akin Ayodele),0.530,0.370
2,6:48,3,6,ARI 36,7,0,Kurt Warner sacked by Terry Cousin and Akin Ayodele for -7 yards. Penalty on J.J. Arrington: Illegal Formation (Declined),0.370,-1.440
2,6:32,4,13,ARI 29,7,0,"Scott Player punts 40 yards, returned by Alvin Pearman for 4 yards (tackle by Harold Morrow)",-1.440,-1.270
2,6:25,1,10,JAX 35,7,0,"David Garrard pass complete to Derrick Wimbush for 6 yards (tackle by Eric Green and James Darling). Penalty on Adrian Wilson: Roughing the Passer, 15 yards",1.270,2.650
2,6:02,1,10,ARI 44,7,0,David Garrard pass complete to Ernest Wilford for 17 yards (tackle by Robert Griffith),2.650,3.780
2,5:27,1,10,ARI 27,7,0,Greg Jones left tackle for 5 yards (tackle by Ross Kolodziej and R-Kal Truluck),3.780,3.910
2,4:44,2,5,ARI 22,7,0,David Garrard pass incomplete intended for Ernest Wilford,3.910,3.200
2,4:41,3,5,ARI 22,7,0,Alvin Pearman up the middle for 6 yards (tackle by Robert Griffith and Orlando Huff),3.200,4.510
2,3:58,1,10,ARI 16,7,0,David Garrard pass incomplete intended for Ernest Wilford,4.510,3.900
2,3:51,2,10,ARI 16,7,0,Greg Jones up the middle for 4 yards (tackle by Adrian Wilson and R-Kal Truluck),3.900,3.730
2,3:07,3,6,ARI 12,7,0,David Garrard pass incomplete intended for Jimmy Smith,3.730,2.660
2,3:07,4,6,ARI 12,10,0,Josh Scobee 30 yard field goal good,2.660,3.000
2,,,,JAX 30,10,0,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
2,2:59,1,10,ARI 20,10,0,Kurt Warner pass complete to Anquan Boldin for 18 yards (tackle by Deon Grant),0.280,1.470
2,2:23,1,10,ARI 38,10,0,James Jackson left tackle for 2 yards (tackle by Deke Cooper and Marcus Stroud),1.470,1.190
2,2:00,2,8,ARI 40,10,0,"Kurt Warner pass incomplete intended for Anquan Boldin (defended by Kenny Wright). Penalty on Akin Ayodele: Illegal Contact, 5 yards (no play)",1.190,1.930
2,1:51,1,10,ARI 45,10,0,Kurt Warner pass complete to Larry Fitzgerald for 6 yards (tackle by Rashean Mathis),1.930,2.190
2,1:29,2,4,JAX 49,10,0,"Penalty on Leonard Davis: False Start, 5 yards (no play)",2.190,1.520
2,1:27,2,9,ARI 46,10,0,Kurt Warner pass complete to Adam Bergen for 2 yards (tackle by Deke Cooper),1.520,1.090
2,1:20,,,,10,0,Timeout #1 by Arizona Cardinals,0.000,1.090
2,1:20,3,7,ARI 48,10,0,Kurt Warner pass incomplete intended for LeRon McCoy,1.090,-0.190
2,1:15,4,7,ARI 48,10,0,"Scott Player punts 38 yards, fair catch by Alvin Pearman",-0.190,0.280
2,1:08,1,10,JAX 14,10,0,David Garrard pass complete to Matt Jones for 7 yards (tackle by Robert Tate),-0.280,0.280
2,0:44,2,3,JAX 21,10,0,LaBrandon Toefield up the middle for 4 yards (tackle by Adrian Wilson),0.280,0.610
2,0:35,,,,10,0,Timeout #2 by Jacksonville Jaguars,0.000,0.610
2,0:35,1,10,JAX 25,10,0,David Garrard up the middle for 2 yards (tackle by Chike Okeafor),0.610,0.330
2,0:14,2,8,JAX 27,10,0,David Garrard pass complete to Jimmy Smith for 8 yards (tackle by David Macklin and Robert Griffith),0.330,1.270
Quarter,Time,Down,ToGo,Location,JAX,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,10,0,"Neil Rackers kicks off 72 yards, returned by Derrick Wimbush for 29 yards (tackle by Lamont Reid)",0.000,0.740
3,14:54,1,10,JAX 27,10,0,Greg Jones left end for 11 yards (tackle by Robert Griffith),0.740,1.470
3,14:13,1,10,JAX 38,10,0,Greg Jones right end for -4 yards (tackle by Adrian Wilson),1.470,0.380
3,13:34,2,14,JAX 34,10,0,David Garrard up the middle for 27 yards (tackle by Eric Green),0.380,2.980
3,12:46,1,10,ARI 39,10,0,Greg Jones left tackle for 1 yard (tackle by James Darling),2.980,2.580
3,12:07,2,9,ARI 38,10,0,David Garrard pass incomplete intended for George Wrighster,2.580,1.880
3,11:56,3,9,ARI 38,10,0,David Garrard pass complete to Jimmy Smith for 14 yards (tackle by David Macklin),1.880,3.970
3,11:25,1,10,ARI 24,10,0,Greg Jones up the middle for 5 yards (tackle by Robert Griffith and Karlos Dansby),3.970,4.120
3,10:47,2,5,ARI 19,10,0,"David Garrard pass incomplete intended for Jimmy Smith. Penalty on Jimmy Smith: Offensive Pass Interfere, 10 yards (no play)",4.120,2.760
3,10:41,2,15,ARI 29,10,0,Matt Jones left end for 8 yards (tackle by James Darling),2.760,3.140
3,10:01,3,7,ARI 21,10,0,David Garrard pass incomplete intended for Kyle Brady,3.140,2.060
3,9:56,4,7,ARI 21,10,0,Josh Scobee 38 yard field goal no good,2.060,-0.870
3,9:54,1,10,ARI 29,10,0,Kurt Warner pass complete to Eric Edwards for no gain,0.870,0.330
3,9:21,2,10,ARI 29,10,0,Marcel Shipp left end for 2 yards (tackle by Mike Peterson),0.330,-0.100
3,8:42,3,8,ARI 31,10,0,Kurt Warner pass complete to Larry Fitzgerald for 20 yards (tackle by Mike Peterson),-0.100,2.320
3,8:01,1,10,JAX 49,10,0,Kurt Warner pass incomplete intended for Adam Bergen (defended by Deon Grant),2.320,1.780
3,7:56,2,10,JAX 49,10,0,Kurt Warner pass incomplete intended for Anquan Boldin (defended by Rashean Mathis),1.780,1.090
3,7:53,,,,10,0,Timeout #1 by Arizona Cardinals,0.000,1.090
3,7:53,3,10,JAX 49,10,0,"Kurt Warner pass incomplete intended for Anquan Boldin. Penalty on Kenny Wright: Illegal Contact, 5 yards (no play)",1.090,2.650
3,7:48,1,10,JAX 44,10,0,Marcel Shipp up the middle for 2 yards (tackle by Paul Spicer),2.650,2.380
3,7:13,2,8,JAX 42,10,0,"Kurt Warner pass complete to Marcel Shipp for 12 yards (tackle by Rashean Mathis). Penalty on Fred Wakefield: Unnecessary Roughness, 15 yards",2.380,2.590
3,6:37,1,10,JAX 45,10,0,Kurt Warner pass incomplete intended for Jarrod Baxter (defended by John Henderson),2.590,2.040
3,6:35,2,10,JAX 45,10,0,Kurt Warner pass complete to Anquan Boldin for 31 yards (tackle by Deon Grant),2.040,4.650
3,5:46,1,10,JAX 14,10,0,J.J. Arrington left end for 9 yards (tackle by Kenny Wright and Deon Grant),4.650,5.670
3,5:04,2,1,JAX 5,10,0,"J.J. Arrington up the middle for 4 yards (tackle by Deon Grant). Penalty on Larry Fitzgerald: Illegal Formation, 5 yards (no play)",5.670,4.710
3,4:36,2,6,JAX 10,10,0,"J.J. Arrington right tackle for 1 yard (tackle by Mike Peterson and Reggie Hayward). Penalty on Anquan Boldin: Unnecessary Roughness, 15 yards",4.710,2.080
3,4:10,3,20,JAX 24,10,0,Kurt Warner pass incomplete (defended by Reggie Hayward),2.080,1.870
3,4:05,4,20,JAX 24,10,3,Neil Rackers 42 yard field goal good,1.870,3.000
3,,,,ARI 30,16,3,"Neil Rackers kicks off 61 yards, returned by Derrick Wimbush for 91 yards, touchdown. Penalty on James Jackson: Low Block, 15 yards",0.000,7.000
3,,,,ARI 2,17,3,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 45,17,3,"Josh Scobee kicks off 55 yards, returned by Reggie Swinton for 19 yards (tackle by Tony Gilbert)",0.000,0.150
3,3:37,1,10,ARI 19,17,3,Kurt Warner pass complete to Anquan Boldin for 14 yards (tackle by Deon Grant),0.150,1.140
3,3:04,1,10,ARI 33,17,3,Kurt Warner pass complete to Anquan Boldin for 4 yards (tackle by Kenny Wright and Mike Peterson),1.140,1.130
3,2:18,2,6,ARI 37,17,3,"Kurt Warner pass complete to Anquan Boldin for 10 yards (tackle by Deke Cooper). Penalty on Deke Cooper: Unnecessary Roughness, 15 yards",1.130,3.050
3,1:57,1,10,JAX 38,17,3,Kurt Warner sacked by Rob Meier for -7 yards,3.050,1.560
3,1:25,2,17,JAX 45,17,3,Kurt Warner pass complete to Marcel Shipp for 14 yards (tackle by Gerald Sensabaugh),1.560,2.740
3,0:44,3,3,JAX 31,17,3,"Kurt Warner pass incomplete intended for Anquan Boldin. Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",2.740,3.840
3,0:37,1,10,JAX 26,17,3,Kurt Warner up the middle for 5 yards (tackle by Terry Cousin),3.840,3.970
Quarter,Time,Down,ToGo,Location,JAX,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,JAX 21,17,3,Kurt Warner pass complete to LeRon McCoy for 19 yards (tackle by Deon Grant),3.970,6.740
4,14:14,1,2,JAX 2,17,3,J.J. Arrington up the middle for 1 yard (tackle by Gerald Sensabaugh),6.740,5.910
4,13:40,2,1,JAX 1,17,9,"Kurt Warner pass complete to Eric Edwards for 1 yard, touchdown",5.910,7.000
4,,,,JAX 2,17,10,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,17,10,"Neil Rackers kicks off 67 yards, returned by Derrick Wimbush for 18 yards (tackle by Harold Morrow)",0.000,0.340
4,13:28,1,10,JAX 21,17,10,David Garrard pass incomplete intended for Reggie Williams,0.340,-0.200
4,13:23,2,10,JAX 21,17,10,Greg Jones right end for 1 yard (tackle by Quentin Harris and James Darling),-0.200,-0.760
4,12:38,3,9,JAX 22,17,10,David Garrard left end for 11 yards (tackle by David Macklin),-0.760,1.140
4,11:51,1,10,JAX 33,17,10,Greg Jones left tackle for 2 yards (tackle by Adrian Wilson),1.140,0.860
4,11:13,,,,17,10,Timeout #1 by Jacksonville Jaguars,0.000,0.860
4,11:13,2,8,JAX 35,17,10,Greg Jones up the middle for 4 yards (tackle by James Darling),0.860,0.700
4,10:37,,,,17,10,Timeout #2 by Arizona Cardinals,0.000,0.700
4,10:37,3,4,JAX 39,17,10,David Garrard pass complete to Alvin Pearman for 6 yards (tackle by Karlos Dansby),0.700,1.930
4,9:56,1,10,JAX 45,17,10,David Garrard pass incomplete intended for Jimmy Smith,1.930,1.380
4,9:51,2,10,JAX 45,17,10,Greg Jones left tackle for 8 yards (tackle by James Darling and Karlos Dansby),1.380,1.750
4,9:03,3,2,ARI 47,17,10,David Garrard left tackle for 6 yards (tackle by Antonio Smith and Ross Kolodziej),1.750,2.850
4,8:24,1,10,ARI 41,17,10,Greg Jones left tackle for 1 yard (tackle by Adrian Wilson),2.850,2.440
4,7:42,2,9,ARI 40,17,10,David Garrard pass incomplete intended for Reggie Williams (defended by David Macklin),2.440,1.750
4,7:34,3,9,ARI 40,17,10,David Garrard pass incomplete intended for Jimmy Smith (defended by Robert Griffith),1.750,0.590
4,7:26,4,9,ARI 40,17,10,"Chris Hanson punts 40 yards, touchback",0.590,-0.280
4,7:16,1,10,ARI 20,17,10,Kurt Warner pass complete to Anquan Boldin for 6 yards (tackle by Terry Cousin and Mike Peterson),0.280,0.540
4,6:40,2,4,ARI 26,17,10,Kurt Warner pass complete to Bryant Johnson for 5 yards (tackle by Deke Cooper),0.540,1.000
4,6:02,1,10,ARI 31,17,10,Kurt Warner pass incomplete intended for Anquan Boldin (defended by Bobby McCray),1.000,0.460
4,5:58,2,10,ARI 31,17,10,Anquan Boldin left end for 4 yards (tackle by Terry Cousin),0.460,0.300
4,5:18,3,6,ARI 35,17,10,Kurt Warner pass complete to Marcel Shipp for 5 yards (tackle by Daryl Smith),0.300,-0.720
4,4:33,4,1,ARI 40,17,10,"Kurt Warner pass incomplete intended for Anquan Boldin (defended by Deke Cooper). Penalty on Anquan Boldin: Unsportsmanlike Conduct, 15 yards",-0.720,-3.910
4,4:27,1,10,ARI 25,23,10,"Greg Jones up the middle for 25 yards, touchdown",3.910,7.000
4,,,,ARI 2,24,10,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,24,10,"Josh Scobee kicks off 65 yards, returned by Reggie Swinton for 18 yards (tackle by David Richardson)",0.000,0.480
4,4:14,1,10,ARI 23,24,10,Kurt Warner pass complete to Bryant Johnson for 19 yards (tackle by Deke Cooper),0.480,1.730
4,3:48,1,10,ARI 42,24,10,Kurt Warner pass complete to Anquan Boldin for 6 yards (tackle by Terry Cousin),1.730,2.000
4,3:43,2,4,ARI 48,24,10,Kurt Warner pass complete to Bryant Johnson for 41 yards (tackle by Kenny Wright and Deke Cooper),2.000,4.840
4,3:06,1,10,JAX 11,24,10,"Kurt Warner pass incomplete intended for Anquan Boldin. Penalty on Terry Cousin: Personal Foul, 6 yards (no play)",4.840,6.060
4,3:01,1,5,JAX 5,24,16,"Kurt Warner pass complete to Larry Fitzgerald for 5 yards, touchdown. Penalty on Deon Grant: Illegal Contact (Declined)",6.060,7.000
4,,,,JAX 2,24,17,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,24,17,Neil Rackers kicks onside 11 yards,0.000,2.850
4,2:55,1,10,ARI 41,24,17,Greg Jones left tackle for 2 yards (tackle by Orlando Huff and Karlos Dansby),2.850,2.580
4,2:49,2,8,ARI 39,24,17,Greg Jones right tackle for 3 yards (tackle by James Darling and Orlando Huff),2.580,2.280
4,2:49,,,,24,17,Timeout #3 by Arizona Cardinals,0.000,2.280
4,2:07,3,5,ARI 36,24,17,Greg Jones left tackle for 1 yard (tackle by Karlos Dansby),2.280,0.980
4,2:00,4,4,ARI 35,24,17,"Chris Hanson punts 35 yards, touchback",0.980,-0.280
4,1:52,1,10,ARI 20,24,17,"Penalty on Leonard Davis: False Start, 5 yards (no play)",0.280,-0.310
4,1:52,1,15,ARI 15,24,17,Kurt Warner pass complete to LeRon McCoy for 21 yards (tackle by Deon Grant),-0.310,1.330
4,1:20,1,10,ARI 36,24,17,Kurt Warner pass complete to Bryant Johnson for 7 yards (tackle by Deon Grant),1.330,1.740
4,1:08,2,3,ARI 43,24,17,Kurt Warner pass incomplete intended for LeRon McCoy,1.740,1.030
4,1:03,3,3,ARI 43,24,17,Kurt Warner pass complete to Bryant Johnson for 5 yards (tackle by Deon Grant),1.030,2.130
4,1:00,1,10,ARI 48,24,17,Kurt Warner pass incomplete intended for Bryant Johnson (defended by John Henderson),2.130,1.580
4,0:56,2,10,ARI 48,24,17,Kurt Warner pass complete to Anquan Boldin for 16 yards (tackle by Deke Cooper),1.580,3.180
4,0:38,1,10,JAX 36,24,17,Kurt Warner spiked the ball,3.180,2.640
4,0:37,,,,24,17,Timeout #2 by Jacksonville Jaguars,0.000,2.640
4,0:37,2,10,JAX 36,24,17,Kurt Warner pass incomplete intended for Obafemi Ayanbadejo,2.640,1.950
4,0:32,3,10,JAX 36,24,17,"Kurt Warner sacked by Akin Ayodele for -5 yards. Kurt Warner fumbles (forced by Akin Ayodele), recovered by Rob Meier at JAX-35 (tackle by Fred Wakefield)",1.950,-1.270
4,0:23,1,10,JAX 35,24,17,David Garrard kneels for -1 yards,1.270,0.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
