Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
1,0:26,1,10,KAN 14,8,3,Kareem Hunt right tackle for 2 yards (tackle by Alex Okafor and Armani Watts),,
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,KAN 12,8,3,Baker Mayfield pass complete short middle to David Njoku for 3 yards (tackle by Anthony Hitchens),,
2,14:20,3,5,KAN 9,8,3,Kareem Hunt right end for 4 yards (tackle by Ben Niemann),,
2,13:33,4,1,KAN 5,14,3,"Jarvis Landry for 4 yards CLE challenged the runner broke the plane ruling, and the original play was overturned. Jarvis Landry left end for 5 yards, touchdown",,
2,13:28,,,KAN 15,15,3,Chase McLaughlin kicks extra point good,,
2,13:28,,,CLE 35,15,3,"Chase McLaughlin kicks off 65 yards, touchback.",,
2,13:28,1,10,KAN 25,15,3,Patrick Mahomes pass complete short right to Tyreek Hill for 8 yards (tackle by Denzel Ward),,
2,12:53,2,2,KAN 33,15,3,Clyde Edwards-Helaire up the middle for 1 yard (tackle by Jeremiah Owusu-Koramoah and Malik McDowell),,
2,12:11,3,1,KAN 34,15,3,Michael Burton up the middle for 2 yards (tackle by Myles Garrett and Mack Wilson),,
2,11:33,1,10,KAN 36,15,3,Patrick Mahomes pass complete short middle to Tyreek Hill for -6 yards (tackle by Jadeveon Clowney),,
2,10:49,2,16,KAN 30,15,3,"Patrick Mahomes pass incomplete deep right intended for Mecole Hardman. Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (accepted) (no play)",,
2,10:42,2,11,KAN 35,15,3,Patrick Mahomes pass complete short left to Mecole Hardman for 4 yards (tackle by Anthony Walker),,
2,10:02,3,7,KAN 39,15,3,Patrick Mahomes pass complete short middle to Tyreek Hill for 11 yards (tackle by Denzel Ward and M.J. Stewart),,
2,9:20,1,10,CLE 50,15,3,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Denzel Ward),,
2,9:11,2,10,CLE 50,15,3,Patrick Mahomes pass complete short middle to Byron Pringle for 6 yards (tackle by Anthony Walker),,
2,8:29,3,4,CLE 44,15,3,"Patrick Mahomes pass complete deep left to Tyreek Hill for 22 yards (tackle by John Johnson). Penalty on Myles Garrett: Defensive Offside, 5 yards (declined)",,
2,8:02,1,10,CLE 22,15,3,Patrick Mahomes pass complete short left to Travis Kelce for 19 yards (tackle by Anthony Walker and Sione Takitaki),,
2,7:18,1,3,CLE 3,15,3,Patrick Mahomes pass complete short middle to Mike Remmers for -2 yards (tackle by Takkarist McKinley),,
2,6:39,2,5,CLE 5,15,9,"Patrick Mahomes right end for 5 yards, touchdown",,
2,6:30,,,CLE 15,15,10,Harrison Butker kicks extra point good,,
2,6:30,,,KAN 35,15,10,"Harrison Butker kicks off 59 yards, returned by Demetric Felton for 13 yards (tackle by Chris Lammons)",,
2,6:24,1,10,CLE 19,15,10,Nick Chubb right end for no gain (tackle by Jarran Reed and Daniel Sorensen) (no play),,
2,6:13,1,15,CLE 14,15,10,Baker Mayfield pass complete short right to Anthony Schwartz for 9 yards (tackle by L'Jarius Sneed),,
2,5:15,2,6,CLE 23,15,10,Anthony Schwartz right end for 17 yards (tackle by L'Jarius Sneed),,
2,4:42,1,10,CLE 40,15,10,Baker Mayfield pass complete short left to Nick Chubb for 10 yards (tackle by Nick Bolton),,
2,4:04,1,10,KAN 50,15,10,Baker Mayfield pass complete short right to Jarvis Landry for 9 yards (tackle by Charvarius Ward),,
2,2:55,2,1,KAN 41,15,10,"Jarvis Landry for 8 yards (tackle by Derrick Nnadi). Penalty on Derrick Nnadi: Face Mask (15 Yards), 15 yards (accepted)",,
2,3:01,1,10,KAN 18,21,10,"Nick Chubb left end for 18 yards, touchdown",,
2,2:55,,,KAN 15,22,10,Chase McLaughlin kicks extra point good,,
2,2:55,,,CLE 35,22,10,"Chase McLaughlin kicks off 67 yards, returned by Byron Pringle for 20 yards (tackle by Jeremiah Owusu-Koramoah)",,
2,2:50,1,10,KAN 18,22,10,Patrick Mahomes pass complete short left to Tyreek Hill for 9 yards (tackle by Anthony Walker),,
2,2:18,2,1,KAN 27,22,10,Patrick Mahomes pass complete deep right to Tyreek Hill for 28 yards (tackle by Anthony Walker),,
2,2:00,1,10,CLE 45,22,10,Patrick Mahomes pass incomplete short right,,
2,1:54,2,10,CLE 45,22,10,Patrick Mahomes pass incomplete short middle intended for Byron Pringle (defended by Malik Jackson),,
2,1:46,3,10,CLE 45,22,10,"Patrick Mahomes pass incomplete intended for Tyreek Hill. Penalty on Tyreek Hill: Offensive Pass Interference, 10 yards (declined)",,
2,1:45,4,10,CLE 45,22,10,Tommy Townsend punts 44 yards,,
2,1:31,1,10,CLE 1,22,10,Kareem Hunt right guard for 5 yards (tackle by Michael Danna),,
2,1:25,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:25,2,5,CLE 6,22,10,Kareem Hunt right end for 15 yards (tackle by Daniel Sorensen and Anthony Hitchens),,
2,0:59,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:59,1,10,CLE 21,22,10,Baker Mayfield pass complete deep right to David Njoku for 43 yards (tackle by Charvarius Ward),,
2,0:49,,,,,,Timeout #1 by Cleveland Browns,,
2,0:49,1,10,KAN 36,22,10,Baker Mayfield pass incomplete short right,,
2,0:43,2,10,KAN 36,22,10,Baker Mayfield pass incomplete deep left intended for Anthony Schwartz,,
2,0:37,3,10,KAN 36,22,10,"Baker Mayfield pass incomplete deep middle intended for David Njoku. Penalty on Wyatt Teller: Offensive Holding, 10 yards (accepted) (no play)",,
2,0:28,3,20,KAN 46,22,10,Baker Mayfield sacked by Chris Jones for -11 yards,,
2,0:03,,,,,,Timeout #2 by Cleveland Browns,,
2,0:03,4,31,CLE 43,22,10,"Baker Mayfield pass complete short right to Jarvis Landry for 32 yards, lateral to Baker Mayfield for no gain, lateral to Kareem Hunt for no gain (tackle by Juan Thornhill and Daniel Sorensen)",,
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,22,10,"Chase McLaughlin kicks off 65 yards, touchback.",,
3,15:00,1,10,KAN 25,22,10,Clyde Edwards-Helaire right end for 3 yards (tackle by Malik McDowell),,
3,14:24,2,7,KAN 28,22,10,Clyde Edwards-Helaire right tackle for 4 yards (tackle by Anthony Walker),,
3,13:48,3,3,KAN 32,22,10,Patrick Mahomes pass complete short right to Tyreek Hill for 6 yards (tackle by Denzel Ward),,
3,13:14,1,10,KAN 38,22,10,Clyde Edwards-Helaire for 4 yards (tackle by Takkarist McKinley),,
3,12:38,2,6,KAN 42,22,10,Patrick Mahomes pass complete short left to Mecole Hardman for 7 yards (tackle by John Johnson),,
3,11:53,1,10,KAN 49,22,10,"Patrick Mahomes pass incomplete. Penalty on Creed Humphrey: Ineligible Downfield Pass, 5 yards (declined)",,
3,11:49,2,10,KAN 49,22,10,Patrick Mahomes pass complete short middle to Travis Kelce for 12 yards (tackle by Troy Hill and Denzel Ward),,
3,11:08,1,10,CLE 39,22,10,Patrick Mahomes pass incomplete intended for Travis Kelce,,
3,11:05,2,10,CLE 39,22,10,Clyde Edwards-Helaire left guard for 3 yards (tackle by Malik Jackson),,
3,10:30,3,7,CLE 36,22,10,Patrick Mahomes scrambles right end for 8 yards (tackle by Greedy Williams),,
3,9:55,1,10,CLE 28,22,10,Clyde Edwards-Helaire up the middle for 9 yards (tackle by M.J. Stewart),,
3,9:18,2,1,CLE 19,22,10,Patrick Mahomes pass complete short right to Tyreek Hill for 6 yards (tackle by John Johnson),,
3,8:36,1,10,CLE 13,22,10,Patrick Mahomes scrambles up the middle for 7 yards (tackle by Malcolm Smith and John Johnson),,
3,7:47,2,4,CLE 6,22,10,"Penalty on Tyreek Hill: False Start, 5 yards (accepted) (no play)",,
3,7:33,,,,,,Timeout #1 by Kansas City Chiefs,,
3,7:33,2,9,CLE 11,22,16,"Patrick Mahomes pass complete to Travis Kelce for 11 yards, touchdown",,
3,7:27,,,CLE 15,22,17,Harrison Butker kicks extra point good,,
3,7:27,,,KAN 35,22,17,"Harrison Butker kicks off 65 yards, touchback.",,
3,7:27,1,10,CLE 25,22,17,Nick Chubb left guard for 6 yards (tackle by Juan Thornhill),,
3,6:47,2,4,CLE 31,22,17,Nick Chubb left end for 17 yards (tackle by Juan Thornhill),,
3,6:05,1,10,CLE 48,22,17,"Nick Chubb right end for 4 yards. Nick Chubb fumbles (forced by Juan Thornhill), recovered by Ben Niemann at KC-47 (tackle by Juan Thornhill)",,
3,5:56,1,10,KAN 47,22,17,Clyde Edwards-Helaire right tackle for 1 yard (tackle by Malik Jackson and Jadeveon Clowney),,
3,5:17,2,9,KAN 48,22,17,Patrick Mahomes pass complete short right to Mecole Hardman for 8 yards (tackle by Denzel Ward),,
3,4:41,3,1,CLE 44,22,17,Blake Bell up the middle for 2 yards (tackle by Myles Garrett and Anthony Walker),,
3,4:05,1,10,CLE 42,22,17,Clyde Edwards-Helaire up the middle for 5 yards (tackle by Jeremiah Owusu-Koramoah),,
3,3:19,2,5,CLE 37,22,17,Patrick Mahomes pass complete short right to Blake Bell for 3 yards (tackle by Denzel Ward),,
3,2:42,3,2,CLE 34,22,17,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 14 yards (tackle by Anthony Walker),,
3,2:10,1,10,CLE 20,22,17,Darrel Williams left guard for 4 yards (tackle by M.J. Stewart),,
3,1:35,2,6,CLE 16,22,17,Patrick Mahomes sacked by Joe Jackson for -4 yards,,
3,0:52,3,10,CLE 20,22,17,"Penalty on Lucas Niang: False Start, 5 yards (accepted) (no play)",,
3,0:42,3,15,CLE 25,22,17,Patrick Mahomes pass incomplete intended for Demarcus Robinson,,
3,0:36,4,15,CLE 25,22,20,Harrison Butker 43 yard field goal good,,
3,0:32,,,KAN 35,22,20,"Harrison Butker kicks off 65 yards, touchback.",,
3,0:32,1,10,CLE 25,22,20,Baker Mayfield pass complete short right to Jarvis Landry for 11 yards (tackle by Charvarius Ward),,
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 36,22,20,Nick Chubb right tackle for 2 yards (tackle by Tershawn Wharton),,
4,14:22,2,8,CLE 38,22,20,Baker Mayfield pass complete short left to Jarvis Landry for 9 yards (tackle by Juan Thornhill),,
4,13:50,1,10,CLE 47,22,20,Nick Chubb left tackle for 6 yards (tackle by Ben Niemann and Anthony Hitchens),,
4,13:11,2,4,KAN 47,22,20,Baker Mayfield pass complete deep left to David Njoku for 30 yards (tackle by L'Jarius Sneed),,
4,12:31,1,10,KAN 17,22,20,Nick Chubb left end for 7 yards (tackle by Juan Thornhill),,
4,11:42,2,3,KAN 10,22,20,Nick Chubb up the middle for 6 yards (tackle by Nick Bolton and Juan Thornhill),,
4,11:17,1,4,KAN 4,22,20,Nick Chubb right end for 2 yards (tackle by Khalen Saunders and Nick Bolton),,
4,10:29,2,2,KAN 2,28,20,"Kareem Hunt for 2 yards, touchdown",,
4,10:24,,,KAN 15,29,20,Chase McLaughlin kicks extra point good,,
4,10:24,,,CLE 35,29,20,"Chase McLaughlin kicks off 65 yards, touchback.",,
4,10:24,1,10,KAN 25,29,26,"Patrick Mahomes pass complete deep right to Tyreek Hill for 75 yards, touchdown",,
4,10:10,,,CLE 15,29,27,Harrison Butker kicks extra point good,,
4,10:10,,,KAN 35,29,27,"Harrison Butker kicks off 65 yards, touchback.",,
4,10:10,1,10,CLE 25,29,27,Baker Mayfield sacked by Chris Jones for -6 yards,,
4,9:32,2,16,CLE 19,29,27,Baker Mayfield pass complete short left to Kareem Hunt for 4 yards (tackle by Nick Bolton),,
4,8:50,3,12,CLE 23,29,27,Baker Mayfield pass incomplete deep left intended for David Njoku,,
4,8:42,4,12,CLE 23,29,27,"Jamie Gillan for -8 yards. Jamie Gillan fumbles, recovered by Jamie Gillan at CLE-11 (tackle by Marcus Kemp)",,
4,8:36,1,10,CLE 15,29,27,Clyde Edwards-Helaire right end for 7 yards (tackle by Mack Wilson),,
4,7:52,2,3,CLE 8,29,27,Clyde Edwards-Helaire right guard for no gain (tackle by Malik Jackson),,
4,7:10,3,3,CLE 8,29,33,"Patrick Mahomes pass complete short left to Travis Kelce for 8 yards, touchdown",,
4,7:04,,,CLE 2,29,33,"Two Point Attempt: Patrick Mahomes pass incomplete intended for intended for Clyde Edwards-Helaire. Penalty on Creed Humphrey: Ineligible Downfield Pass, 5 yards (declined)",,
4,7:04,,,KAN 35,29,33,"Harrison Butker kicks off 65 yards, touchback.",,
4,7:04,1,10,CLE 25,29,33,Nick Chubb left end for no gain (no play),,
4,6:53,1,15,CLE 20,29,33,Baker Mayfield pass complete short middle to Jarvis Landry for 10 yards (tackle by Anthony Hitchens),,
4,6:15,2,5,CLE 30,29,33,Nick Chubb for -2 yards (tackle by Tershawn Wharton and Nick Bolton),,
4,5:32,3,7,CLE 28,29,33,Baker Mayfield pass incomplete intended for Anthony Schwartz (defended by Juan Thornhill),,
4,5:30,4,7,CLE 28,29,33,"Jamie Gillan punts 52 yards, returned by Mecole Hardman for 7 yards (tackle by Elijah Lee)",,
4,5:20,1,10,KAN 27,29,33,Clyde Edwards-Helaire up the middle for 4 yards (tackle by Myles Garrett),,
4,4:42,2,6,KAN 31,29,33,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 4 yards (tackle by Greg Newsome),,
4,3:59,3,2,KAN 35,29,33,Patrick Mahomes pass complete short right to Tyreek Hill for 14 yards (tackle by Anthony Walker),,
4,3:49,,,,,,Timeout #1 by Cleveland Browns,,
4,3:49,1,10,KAN 49,29,33,Clyde Edwards-Helaire up the middle for no gain (tackle by Mack Wilson),,
4,3:44,,,,,,Timeout #2 by Cleveland Browns,,
4,3:44,2,10,KAN 49,29,33,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,,
4,3:41,3,10,KAN 49,29,33,Patrick Mahomes sacked by Myles Garrett for -9 yards,,
4,2:58,4,19,KAN 40,29,33,"Tommy Townsend punts 47 yards, returned by Demetric Felton for 4 yards (tackle by Chris Lammons)",,
4,2:49,1,10,CLE 17,29,33,Kareem Hunt right end for 5 yards (tackle by Daniel Sorensen),,
4,2:19,2,4,CLE 22,29,33,Baker Mayfield pass complete short left to Kareem Hunt for 3 yards (tackle by Ben Niemann),,
4,2:00,3,2,CLE 25,29,33,Baker Mayfield pass complete short right to Donovan Peoples-Jones for 4 yards (tackle by Charvarius Ward),,
4,1:40,1,10,CLE 29,29,33,Baker Mayfield pass complete short right to Kareem Hunt for 19 yards (tackle by Chris Jones),,
4,1:10,1,10,CLE 48,29,33,Baker Mayfield pass short left intended for Harrison Bryant is intercepted by Mike Hughes at KC-42 and returned for no gain (tackle by Harrison Bryant),,
4,1:09,1,10,KAN 42,29,33,Patrick Mahomes kneels for -1 yards,,
4,0:36,2,11,KAN 41,29,33,Patrick Mahomes kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
