Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,WAS 30,0,0,"John Hall kicks off 64 yards, returned by Bruce Perry for 25 yards (tackle by James Thrash)",0.000,1.000
1,14:54,1,10,PHI 31,0,0,Mike McMahon pass complete to Greg Lewis for 25 yards (tackle by Ryan Clark),1.000,2.650
1,14:28,1,10,WAS 44,0,0,Mike McMahon pass incomplete intended for Greg Lewis (defended by Shawn Springs),2.650,2.110
1,14:22,2,10,WAS 44,0,0,"Penalty on Josh Parry: False Start, 5 yards (no play)",2.110,1.440
1,14:22,2,15,WAS 49,0,0,Mike McMahon pass incomplete intended for Bruce Perry (defended by Marcus Washington),1.440,0.760
1,14:18,3,15,WAS 49,0,0,Mike McMahon sacked by Pierson Prioleau for -2 yards,0.760,-0.130
1,14:06,4,17,PHI 49,0,0,Sean Landeta punts 44 yards,-0.130,0.380
1,13:56,1,10,WAS 7,0,0,Clinton Portis left guard for 3 yards (tackle by Michael Lewis),-0.380,-0.560
1,13:19,2,7,WAS 10,0,0,Clinton Portis right end for no gain (tackle by Michael Lewis),-0.560,-1.070
1,12:38,3,7,WAS 10,0,0,Mark Brunell pass incomplete intended for Chris Cooley (defended by Juqua Thomas),-1.070,-2.490
1,12:32,4,7,WAS 10,0,0,"Derrick Frost punts 51 yards, returned by Dexter Wynn for 9 yards (tackle by Lemar Marshall)",-2.490,-2.130
1,12:20,1,10,PHI 48,0,0,Bruce Perry left tackle for 9 yards (tackle by Walt Harris),2.130,2.800
1,11:46,2,1,WAS 43,0,0,Ryan Moats left end for 9 yards (tackle by Sean Taylor),2.800,3.310
1,11:10,1,10,WAS 34,0,0,Ryan Moats left tackle for 3 yards (tackle by Phillip Daniels),3.310,3.180
1,10:31,2,7,WAS 31,0,0,Mike McMahon pass incomplete intended for Greg Lewis (defended by Shawn Springs),3.180,2.480
1,10:25,3,7,WAS 31,0,0,Mike McMahon pass incomplete intended for Greg Lewis (defended by Shawn Springs),2.480,1.320
1,10:20,4,7,WAS 31,0,3,David Akers 49 yard field goal good,1.320,3.000
1,,,,PHI 30,0,3,"David Akers kicks off 64 yards, returned by Antonio Brown for 19 yards (tackle by Ryan Moats)",0.000,0.610
1,10:11,1,10,WAS 25,0,3,Mark Brunell pass incomplete intended for Robert Royal,0.610,0.060
1,10:06,2,10,WAS 25,0,3,Clinton Portis left end for no gain (tackle by Michael Lewis),0.060,-0.620
1,9:43,3,10,WAS 25,0,3,Mark Brunell pass incomplete intended for Chris Cooley (defended by Sheldon Brown),-0.620,-1.700
1,9:32,4,10,WAS 25,0,3,"Derrick Frost punts 36 yards, muffed catch by Dexter Wynn, recovered by Mike Sellers and returned for no gain",-1.700,3.120
1,9:21,1,10,PHI 37,0,3,Clinton Portis left end for 11 yards (tackle by Brian Dawkins),3.120,3.840
1,8:40,1,10,PHI 26,0,3,Clinton Portis up the middle for 3 yards (tackle by Hollis Thomas),3.840,3.700
1,8:04,2,7,PHI 23,0,3,Mark Brunell pass complete to Chris Cooley for 3 yards (tackle by Michael Lewis),3.700,3.400
1,7:29,3,4,PHI 20,0,3,Mark Brunell pass complete to Santana Moss for 16 yards (tackle by Michael Lewis),3.400,6.280
1,6:45,1,4,PHI 4,6,3,"Mark Brunell pass complete to Mike Sellers for 4 yards, touchdown",6.280,7.000
1,,,,PHI 2,7,3,John Hall kicks extra point good,0.000,0.000
1,,,,WAS 30,7,3,"John Hall kicks off 50 yards, returned by Mike Patterson for 12 yards (tackle by Omar Stoutmire)",0.000,1.070
1,6:35,1,10,PHI 32,7,3,Mike McMahon pass complete to Chad Lewis for 13 yards (tackle by Lemar Marshall),1.070,1.930
1,6:02,1,10,PHI 45,7,3,Bruce Perry left tackle for no gain (tackle by LaVar Arrington),1.930,1.380
1,5:27,2,10,PHI 45,7,3,Bruce Perry up the middle for 9 yards (tackle by Walt Harris),1.380,1.880
1,4:54,3,1,WAS 46,7,3,Mike McMahon pass incomplete intended for Greg Lewis,1.880,0.200
1,4:47,4,1,WAS 46,7,3,"Sean Landeta punts 46 yards, touchback",0.200,-0.280
1,4:40,1,10,WAS 20,7,3,Clinton Portis left tackle for 3 yards (tackle by Mike Patterson),0.280,0.140
1,4:03,2,7,WAS 23,7,3,Mark Brunell pass incomplete intended for Chris Cooley (defended by Michael Lewis),0.140,-0.560
1,3:57,3,7,WAS 23,7,3,Mark Brunell sacked by Sam Rayburn for -13 yards,-0.560,-2.490
1,3:37,4,20,WAS 10,7,3,Derrick Frost punts 52 yards,-2.490,-1.470
1,3:25,1,10,PHI 38,7,3,Bruce Perry right guard for 2 yards (tackle by Lemar Marshall),1.470,1.190
1,2:51,2,8,PHI 40,7,3,Mike McMahon pass incomplete intended for L.J. Smith (defended by Ryan Clark),1.190,0.500
1,2:46,3,8,PHI 40,7,3,Mike McMahon pass complete to Reggie Brown for 10 yards (tackle by Pierson Prioleau),0.500,2.260
1,2:06,1,10,PHI 50,7,3,Ryan Moats right end for 2 yards (tackle by Renaldo Wynn),2.260,1.980
1,1:27,2,8,WAS 48,7,3,Mike McMahon pass incomplete intended for Reggie Brown (defended by Sean Taylor),1.980,1.290
1,1:19,3,8,WAS 48,7,3,Mike McMahon pass complete to Billy McMullen for 15 yards (tackle by Pierson Prioleau),1.290,3.380
1,0:40,1,10,WAS 33,7,9,"Mike McMahon pass complete to Reggie Brown for 33 yards, touchdown",3.380,7.000
1,,,,WAS 2,7,10,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,10,"David Akers kicks off 61 yards, returned by Antonio Brown for 19 yards (tackle by Ryan Moats)",0.000,0.810
1,0:26,1,10,WAS 28,7,10,"Penalty on Santana Moss: False Start, 5 yards (no play)",0.810,0.480
