Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Matt Milano,BUF,0,3,3,100.0%,13,4.3,4.3,0,84.7,2.7,7,6,3,1,0,1.0,2,8,0,0.0%
Tre'Davious White,BUF,0,5,2,40.0%,29,14.5,5.8,0,59.6,7.6,4,25,1,0,0,0.0,0,2,1,33.3%
Tremaine Edmunds,BUF,0,2,2,100.0%,17,8.5,8.5,0,102.1,7.0,14,3,4,0,0,0.0,0,5,0,0.0%
Taron Johnson,BUF,0,1,1,100.0%,6,6.0,6.0,0,91.7,4.0,4,2,2,1,0,0.0,1,3,2,40.0%
Jordan Poyer,BUF,0,1,1,100.0%,3,3.0,3.0,0,79.2,2.0,2,1,2,0,0,0.0,0,5,1,16.7%
Tyler Matakevich,BUF,0,1,1,100.0%,10,10.0,10.0,0,108.3,1.0,1,9,0,0,0,0.0,0,1,0,0.0%
Justin Zimmer,BUF,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
Siran Neal,BUF,0,0,0,,,,,,,,,,1,0,1,0.0,1,1,0,0.0%
Jerry Hughes,BUF,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,1,33.3%
Ed Oliver,BUF,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Quinton Jefferson,BUF,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%
Harrison Phillips,BUF,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Dean Marlowe,BUF,0,0,0,,,,,,,,,,2,0,0,1.0,1,1,0,0.0%
Josh Norman,BUF,0,1,0,0.0%,,,0.0,,39.6,12.0,,,0,0,0,0.0,0,0,2,100.0%
A.J. Klein,BUF,0,1,0,0.0%,,,0.0,,39.6,17.0,,,1,0,0,0.0,0,3,0,0.0%
Darryl Johnson,BUF,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Micah Hyde,BUF,0,1,0,0.0%,,,0.0,,39.6,29.0,,,2,0,0,0.0,0,1,3,75.0%
Levi Wallace,BUF,0,2,0,0.0%,,,0.0,,39.6,19.5,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Jonathan Jones,NWE,0,10,7,70.0%,68,9.7,6.8,0,88.7,5.6,35,33,0,0,0,0.0,0,8,1,11.1%
J.C. Jackson,NWE,0,7,4,57.1%,71,17.8,10.1,2,131.5,12.6,26,45,0,0,0,0.0,0,5,1,16.7%
Adrian Phillips,NWE,0,4,3,75.0%,43,14.3,10.8,0,109.4,5.0,15,28,5,0,0,0.0,0,7,0,0.0%
Devin McCourty,NWE,0,3,3,100.0%,53,17.7,17.7,0,118.7,16.3,49,4,0,0,0,0.0,0,6,1,14.3%
Jason McCourty,NWE,0,4,3,75.0%,23,7.7,5.8,1,128.1,14.8,23,0,0,0,0,0.0,0,3,0,0.0%
Kyle Dugger,NWE,0,3,3,100.0%,27,9.0,9.0,0,104.2,7.7,23,4,2,0,0,0.0,0,5,1,16.7%
John Simon,NWE,0,1,1,100.0%,13,13.0,13.0,0,118.7,-5.0,-5,18,0,1,0,0.0,1,3,0,0.0%
Terrence Brooks,NWE,0,2,1,50.0%,20,20.0,10.0,0,85.4,39.5,19,1,3,0,0,0.0,0,3,1,25.0%
Terez Hall,NWE,0,1,1,100.0%,10,10.0,10.0,0,108.3,6.0,6,4,1,0,0,0.0,0,4,1,20.0%
Josh Uche,NWE,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,3,0,0,0.0,0,2,0,0.0%
Byron Cowart,NWE,0,1,1,100.0%,2,2.0,2.0,0,79.2,-3.0,-3,5,0,0,0,0.0,0,1,0,0.0%
Joejuan Williams,NWE,0,1,1,100.0%,10,10.0,10.0,0,108.3,10.0,10,0,0,0,0,0.0,0,1,0,0.0%
Deatrich Wise Jr.,NWE,0,0,0,,,,,,,,,,0,2,0,0.0,2,4,0,0.0%
Nick Thurman,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Chase Winovich,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%
Anfernee Jennings,NWE,0,0,0,,,,,,,,,,5,0,0,0.0,0,2,0,0.0%
Myles Bryant,NWE,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
