Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
1,5:31,4,20,NWE 15,3,3,"Jake Bailey punts 62 yards, returned by Andre Roberts for 7 yards (tackle by Terrence Brooks and Cody Davis)",-2.440,-0.940
1,5:18,1,10,BUF 30,3,3,Josh Allen pass complete short left to Zack Moss for no gain (tackle by Jonathan Jones),0.940,0.390
1,4:40,2,10,BUF 30,3,3,Zack Moss right tackle for 5 yards (tackle by Terez Hall),0.390,0.370
1,4:01,3,5,BUF 35,3,3,Josh Allen pass incomplete short middle intended for Stefon Diggs,0.370,-1.040
1,3:55,4,5,BUF 35,3,3,Jaquan Johnson pass complete short right to Siran Neal for 13 yards (tackle by Jonathan Jones),-1.040,2.130
1,3:05,,,,,,Timeout #1 by Buffalo Bills,,
1,3:05,1,10,BUF 48,3,3,Josh Allen pass complete short left to Stefon Diggs for 2 yards (tackle by J.C. Jackson),2.130,1.850
1,2:23,2,8,BUF 50,3,3,Zack Moss left tackle for 3 yards (tackle by Deatrich Wise and Akeem Spence),1.850,1.550
1,1:38,3,5,NWE 47,3,3,Josh Allen pass complete short right to Cole Beasley for 4 yards (tackle by Jonathan Jones),1.550,0.400
1,0:51,4,1,NWE 43,3,3,Josh Allen right end for 22 yards (tackle by Jason McCourty). Penalty on Adam Butler: Defensive Offside (Declined),0.400,4.170
1,0:30,1,10,NWE 21,3,3,Josh Allen pass incomplete deep right intended for Taiwan Jones,4.170,3.630
1,0:23,2,10,NWE 21,3,3,Zack Moss up the middle for 11 yards (tackle by Terez Hall and Devin McCourty),3.630,4.910
1,0:01,1,10,NWE 10,3,3,"Josh Allen pass short left is intercepted by J.C. Jackson at NE-0 and returned for no gain. Penalty on Adam Butler: Defensive Offside, 5 yards (no play)",4.910,6.060
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,5,NWE 5,3,3,Josh Allen pass incomplete short left intended for Dawson Knox,6.060,5.150
2,14:56,2,5,NWE 5,9,3,"Zack Moss up the middle for 5 yards, touchdown",5.150,7.000
2,14:50,,,NWE 15,10,3,Tyler Bass kicks extra point good,0.000,0.000
2,14:50,,,BUF 35,10,3,"Tyler Bass kicks off 64 yards, returned by Donte Moncrief for 9 yards (tackle by Siran Neal)",0.000,-0.380
2,14:45,1,10,NWE 10,10,3,Sony Michel up the middle for 2 yards (tackle by Matt Milano),-0.380,-0.630
2,14:15,2,8,NWE 12,10,3,"Cam Newton pass incomplete short middle intended for Damiere Byrd. Penalty on Tre'Davious White: Defensive Pass Interference, 5 yards (no play)",-0.630,-0.060
2,14:11,1,10,NWE 17,10,3,James White left end for 8 yards (tackle by Tremaine Edmunds),-0.060,0.620
2,13:47,2,2,NWE 25,10,3,Sony Michel up the middle for 6 yards (tackle by Matt Milano and Tremaine Edmunds),0.620,1.000
2,13:14,1,10,NWE 31,10,3,Cam Newton pass complete short left to Damiere Byrd for 7 yards (tackle by Micah Hyde),1.000,1.410
2,12:56,2,3,NWE 38,10,3,Cam Newton right tackle for 1 yard (tackle by Jerry Hughes),1.410,0.830
2,12:34,3,2,NWE 39,10,3,Sony Michel left end for 21 yards (tackle by Jordan Poyer),0.830,2.920
2,11:51,1,10,BUF 40,10,3,J.J. Taylor up the middle for 28 yards (tackle by Matt Milano),2.920,4.780
2,11:27,1,10,BUF 12,10,3,J.J. Taylor up the middle for 3 yards (tackle by Quinton Jefferson),4.780,4.640
2,10:50,2,7,BUF 9,10,9,"Cam Newton left tackle for 9 yards, touchdown",4.640,7.000
2,10:39,,,BUF 15,10,9,Nick Folk kicks extra point no good wide left,0.000,-1.000
2,10:39,,,NWE 35,10,9,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,10:39,1,10,BUF 25,10,9,Josh Allen pass complete deep middle to Dawson Knox for 24 yards (tackle by Devin McCourty),0.610,2.190
2,9:58,1,10,BUF 49,10,9,Josh Allen pass incomplete short right intended for Cole Beasley,2.190,1.650
2,9:52,2,10,BUF 49,10,9,Devin Singletary up the middle for 2 yards (tackle by John Simon and Nick Thurman),1.650,1.220
2,9:15,3,8,NWE 49,10,9,Josh Allen pass complete short left to Cole Beasley for 6 yards (tackle by Jonathan Jones),1.220,0.400
2,8:32,,,,,,Timeout #1 by New England Patriots,,
2,8:32,4,2,NWE 43,10,9,Josh Allen pass complete short left to Dawson Knox for 12 yards (tackle by Devin McCourty),0.400,3.510
2,7:52,1,10,NWE 31,10,9,Josh Allen pass incomplete deep left intended for Stefon Diggs,3.510,2.970
2,7:46,2,10,NWE 31,10,9,Devin Singletary left tackle for 3 yards (tackle by Terez Hall),2.970,2.680
2,7:01,3,7,NWE 28,10,9,Josh Allen right tackle for 11 yards (tackle by J.C. Jackson),2.680,4.440
2,6:14,1,10,NWE 17,10,9,Josh Allen pass complete short left to Isaiah McKenzie for 13 yards (tackle by J.C. Jackson),4.440,6.280
2,5:37,1,4,NWE 4,16,9,"Josh Allen pass complete short left to Lee Smith for 4 yards, touchdown",6.280,7.000
2,5:32,,,NWE 15,17,9,Tyler Bass kicks extra point good,0.000,0.000
2,5:32,,,BUF 35,17,9,"Tyler Bass kicks off 67 yards, returned by Donte Moncrief for 23 yards (tackle by Andre Smith)",0.000,0.340
2,5:27,1,10,NWE 21,17,9,Cam Newton pass complete short right to N'Keal Harry for 3 yards (tackle by Jordan Poyer),0.340,0.210
2,5:01,2,7,NWE 24,17,9,Cam Newton pass incomplete short middle intended for N'Keal Harry,0.210,-0.490
2,4:57,3,7,NWE 24,17,9,Cam Newton pass incomplete short right intended for Devin Asiasi,-0.490,-1.770
2,4:54,4,7,NWE 24,17,9,"Jake Bailey punts 49 yards, returned by Andre Roberts for 6 yards (tackle by Cody Davis)",-1.770,-1.140
2,4:42,1,10,BUF 33,17,9,Josh Allen pass incomplete short middle,1.140,0.590
2,4:38,2,10,BUF 33,17,9,Josh Allen pass complete short left to Stefon Diggs for 17 yards (tackle by Jonathan Jones and Josh Uche),0.590,2.260
2,4:05,1,10,BUF 50,23,9,"Josh Allen pass complete short right to Stefon Diggs for 50 yards, touchdown",2.260,7.000
2,3:55,,,NWE 15,24,9,Tyler Bass kicks extra point good,0.000,0.000
2,3:55,,,BUF 35,24,9,"Tyler Bass kicks off 59 yards, returned by Donte Moncrief for 15 yards (tackle by Tyrel Dodson and Tyler Matakevich). Penalty on Matthew Slater: Illegal Block Above the Waist, 10 yards",0.000,-0.370
2,3:49,1,10,NWE 11,24,9,Sony Michel right tackle for 2 yards (tackle by Tremaine Edmunds),-0.370,-0.630
2,3:21,2,8,NWE 13,24,9,Cam Newton right end for 7 yards (tackle by Jordan Poyer),-0.630,-0.370
2,2:59,3,1,NWE 20,24,9,James White up the middle for 3 yards (tackle by Mario Addison),-0.370,0.480
2,2:34,1,10,NWE 23,24,9,Cam Newton up the middle for 7 yards (tackle by Tremaine Edmunds),0.480,0.880
2,2:00,2,3,NWE 30,24,9,James White left end for 1 yard (tackle by Harrison Phillips),0.880,0.300
2,1:30,3,2,NWE 31,24,9,Cam Newton pass complete short left to James White for 7 yards (tackle by Matt Milano),0.300,1.470
2,1:23,1,10,NWE 38,24,9,Cam Newton sacked by Dean Marlowe for -7 yards,1.470,-0.020
2,0:47,2,17,NWE 31,24,9,Cam Newton pass complete short right to Jakobi Meyers for 8 yards (tackle by Taron Johnson and Tremaine Edmunds),-0.020,0.370
2,0:18,3,9,NWE 39,24,9,Cam Newton pass incomplete deep middle intended for N'Keal Harry,0.370,-0.780
2,0:12,,,,,,Timeout #2 by Buffalo Bills,,
2,0:12,4,9,NWE 39,24,9,Jake Bailey punts 46 yards out of bounds,-0.780,0.220
2,0:05,1,10,BUF 15,24,9,Josh Allen kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,24,9,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,24,9,Josh Allen pass complete short right to Dawson Knox for 15 yards,0.610,1.600
3,14:48,1,10,BUF 40,24,9,Josh Allen pass complete short left to Stefon Diggs for 11 yards (tackle by Anfernee Jennings),1.600,2.320
3,14:09,1,10,NWE 49,24,9,Josh Allen pass incomplete deep right,2.320,1.780
3,14:00,2,10,NWE 49,24,9,Josh Allen pass complete short right to Cole Beasley for 7 yards (tackle by Jonathan Jones),1.780,2.020
3,13:30,3,3,NWE 42,24,9,Devin Singletary left tackle for 4 yards (tackle by Adam Butler),2.020,3.050
3,12:47,1,10,NWE 38,24,9,Josh Allen pass complete short left to Gabriel Davis for 10 yards (tackle by Adrian Phillips),3.050,3.710
3,12:08,1,10,NWE 28,24,9,Josh Allen pass complete short right to Stefon Diggs for 10 yards (tackle by Adrian Phillips),3.710,4.370
3,11:35,1,10,NWE 18,30,9,"Josh Allen pass complete short middle to Stefon Diggs for 18 yards, touchdown",4.370,7.000
3,11:28,,,NWE 15,31,9,Tyler Bass kicks extra point good,0.000,0.000
3,11:28,,,BUF 35,31,9,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,11:28,1,10,NWE 25,31,9,Sony Michel left guard for 8 yards (tackle by Jerry Hughes and A.J. Klein),0.610,1.140
3,11:04,2,2,NWE 33,31,9,Sony Michel right tackle for -2 yards (tackle by Justin Zimmer and A.J. Klein),1.140,0.170
3,10:21,3,4,NWE 31,31,9,James White left end for 2 yards (tackle by Matt Milano),0.170,-1.180
3,9:39,4,2,NWE 33,31,9,"Jake Bailey punts 50 yards, returned by Andre Roberts for 12 yards (tackle by Cody Davis)",-1.180,-0.870
3,9:29,1,10,BUF 29,31,9,Josh Allen pass incomplete deep right intended for Gabriel Davis,0.870,0.330
3,9:21,2,10,BUF 29,31,9,Zack Moss left tackle for 4 yards (tackle by Deatrich Wise),0.330,0.170
3,8:40,3,6,BUF 33,31,9,Josh Allen pass incomplete deep left intended for Gabriel Davis,0.170,-1.180
3,8:33,4,6,BUF 33,31,9,Corey Bojorquez punts 62 yards downed by Taiwan Jones,-1.180,0.380
3,8:21,1,10,NWE 5,31,9,J.J. Taylor up the middle for 2 yards (tackle by Tre'Davious White),-0.380,-0.630
3,7:55,2,8,NWE 7,31,9,Jarrett Stidham pass incomplete short middle intended for Damiere Byrd,-0.630,-1.190
3,7:52,3,8,NWE 7,31,9,"Jarrett Stidham pass incomplete short right intended for N'Keal Harry (defended by Tre'Davious White). Penalty on A.J. Epenesa: Roughing the Passer, 15 yards (no play)",-1.190,0.410
3,7:48,1,10,NWE 22,31,9,J.J. Taylor right guard for 3 yards (tackle by Mario Addison),0.410,0.270
3,7:15,2,7,NWE 25,31,9,Jarrett Stidham pass complete short middle to Jakobi Meyers for 22 yards (tackle by Tre'Davious White),0.270,2.060
3,6:49,1,10,NWE 47,31,9,Jarrett Stidham pass incomplete short middle intended for Jakobi Meyers (defended by Levi Wallace),2.060,1.520
3,6:45,2,10,NWE 47,31,9,Jarrett Stidham pass incomplete deep right intended for N'Keal Harry,1.520,0.830
3,6:40,3,10,NWE 47,31,9,Jarrett Stidham pass complete short left to James White for 6 yards (tackle by Matt Milano),0.830,0.130
3,5:53,4,4,BUF 47,31,9,Jake Bailey punts 42 yards downed by Justin Bethel,0.130,0.380
3,5:41,1,10,BUF 5,31,9,Zack Moss left guard for 1 yard (tackle by Chase Winovich and Adam Butler),-0.380,-0.710
3,5:04,2,9,BUF 6,31,9,"Penalty on Chase Winovich: Neutral Zone Infraction, 5 yards (no play)",-0.710,-0.340
3,4:43,2,4,BUF 11,31,9,Josh Allen left end for 3 yards (tackle by Kyle Dugger),-0.340,-0.370
3,4:01,3,1,BUF 14,31,9,Zack Moss up the middle for 3 yards (tackle by Deatrich Wise and Kyle Dugger),-0.370,-0.060
3,3:18,1,10,BUF 17,31,9,Josh Allen pass complete short right to Isaiah McKenzie for 3 yards (tackle by Anfernee Jennings and Kyle Dugger),-0.060,-0.060
3,2:27,2,7,BUF 20,31,9,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Deatrich Wise),-0.060,0.870
3,1:43,1,10,BUF 29,31,9,Josh Allen pass complete short left to Isaiah McKenzie for 9 yards,0.870,1.540
3,1:08,2,1,BUF 38,31,9,Zack Moss up the middle for 2 yards (tackle by Chase Winovich and John Simon),1.540,1.600
3,0:23,1,10,BUF 40,31,9,"Josh Allen pass complete short right to Zack Moss for 4 yards. Penalty on Jason McCourty: Illegal Contact, 5 yards (no play)",1.600,1.930
Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 45,31,9,Josh Allen pass complete deep middle to Stefon Diggs for 20 yards (tackle by Terrence Brooks),1.930,3.250
4,14:12,1,10,NWE 35,31,9,Josh Allen pass complete short right to Lee Smith for 27 yards (tackle by Terrence Brooks),3.250,5.370
4,13:24,1,8,NWE 8,37,9,"Josh Allen pass complete short left to Stefon Diggs for 8 yards, touchdown",5.370,7.000
4,13:16,,,NWE 15,38,9,Tyler Bass kicks extra point good,0.000,0.000
4,13:16,,,BUF 35,38,9,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,13:16,1,10,NWE 25,38,9,Jarrett Stidham pass complete short right to Jakobi Meyers for 6 yards (tackle by Taron Johnson),0.610,0.870
4,12:57,2,4,NWE 31,38,9,Jarrett Stidham pass incomplete short left,0.870,0.170
4,12:51,3,4,NWE 31,38,9,Jarrett Stidham sacked by Matt Milano for -2 yards,0.170,-1.440
4,12:08,4,6,NWE 29,38,9,"Jake Bailey punts 57 yards, returned by Andre Roberts for no gain (tackle by Kyle Dugger). Penalty on Taiwan Jones: Offensive Holding, 7 yards",-1.440,0.380
4,11:56,1,10,BUF 7,38,9,Devin Singletary left end for 2 yards (tackle by Adrian Phillips),-0.380,-0.630
4,11:19,2,8,BUF 9,38,9,Matt Barkley pass complete short right to Andre Roberts for 10 yards (tackle by Joejuan Williams),-0.630,0.150
4,10:35,1,10,BUF 19,38,9,Matt Barkley pass incomplete deep left intended for Cole Beasley,0.150,-0.390
4,10:28,2,10,BUF 19,38,9,Devin Singletary right end for 11 yards (tackle by Nick Thurman and Adrian Phillips),-0.390,0.940
4,9:47,1,10,BUF 30,38,9,Matt Barkley pass complete short left to Isaiah McKenzie for 1 yard (tackle by Adrian Phillips),0.940,0.530
4,9:07,2,9,BUF 31,38,9,Devin Singletary left tackle for 6 yards (tackle by Kyle Dugger),0.530,0.630
4,8:32,3,3,BUF 37,38,9,Devin Singletary left tackle for 2 yards (tackle by Akeem Spence),0.630,-0.780
4,7:44,,,,,,Timeout #1 by Buffalo Bills,,
4,7:44,4,1,BUF 39,38,9,"Corey Bojorquez punts 51 yards, returned by Gunner Olszewski for 5 yards (tackle by Darryl Johnson)",-0.780,0.220
4,7:32,1,10,NWE 15,38,9,J.J. Taylor right tackle for 2 yards (tackle by A.J. Epenesa and Justin Zimmer),-0.220,-0.440
4,7:06,2,8,NWE 17,38,9,Jarrett Stidham pass incomplete short right,-0.440,-1.120
4,7:00,3,8,NWE 17,38,9,Jarrett Stidham pass complete short left to James White for 10 yards (tackle by Levi Wallace),-1.120,0.740
4,6:31,1,10,NWE 27,38,9,J.J. Taylor left guard for no gain (tackle by A.J. Klein and Ed Oliver),0.740,0.200
4,6:10,2,10,NWE 27,38,9,Jarrett Stidham pass incomplete short left,0.200,-0.490
4,6:04,3,10,NWE 27,38,9,Jarrett Stidham pass incomplete deep middle intended for Jakobi Meyers,-0.490,-1.570
4,5:57,4,10,NWE 27,38,9,Jake Bailey punts 56 yards downed by Justin Bethel,-1.570,0.060
4,5:44,1,10,BUF 17,38,9,Zack Moss right guard for 5 yards (tackle by Chase Winovich),-0.060,0.210
4,5:02,2,5,BUF 22,38,9,Zack Moss right guard for 4 yards (tackle by Byron Cowart and Nick Thurman),0.210,-0.120
4,4:10,3,1,BUF 26,38,9,Zack Moss left guard for 2 yards (tackle by Myles Bryant),-0.120,0.810
4,3:28,1,10,BUF 28,38,9,Isaiah McKenzie left end for 3 yards (tackle by J.C. Jackson and Adrian Phillips),0.810,0.670
4,2:43,2,7,BUF 31,38,9,Zack Moss up the middle for 12 yards (tackle by Adrian Phillips and Myles Bryant),0.670,1.800
4,2:00,1,10,BUF 43,38,9,Matt Barkley kneels for -1 yards,1.800,1.120
4,1:18,2,11,BUF 42,38,9,Matt Barkley kneels for -1 yards,1.120,0.300
4,0:39,3,12,BUF 41,38,9,Matt Barkley kneels for -1 yards,0.300,-0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
