Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
1,9:53,3,2,DET 22,0,3,"Dan Orlovsky sacked for -11 yards. Dan Orlovsky fumbles, recovered by Dan Orlovsky at DET-11",-0.440,-2.490
1,9:27,4,13,DET 11,0,3,Nick Harris punts 47 yards,-2.490,-1.730
1,9:18,1,10,CHI 42,0,3,Matt Forte right guard for 1 yard (tackle by Dewayne White),1.730,1.320
1,8:41,2,9,CHI 43,0,3,Matt Forte right guard for -1 yards (tackle by Cory Redding),1.320,0.500
1,8:03,3,10,CHI 42,0,3,Kyle Orton pass complete short right to Devin Hester for 18 yards (tackle by Leigh Bodden),0.500,2.920
1,7:42,1,10,DET 40,0,3,Matt Forte right guard for 9 yards (tackle by Daniel Bullocks),2.920,3.590
1,7:05,2,1,DET 31,0,3,Matt Forte right end for 7 yards (tackle by Dewayne White),3.590,3.970
1,6:28,1,10,DET 24,0,3,Matt Forte right guard for 5 yards (tackle by Ryan Nece),3.970,4.120
1,5:54,2,5,DET 19,0,3,Devin Hester left end for 11 yards (tackle by Kalvin Pearson),4.120,5.370
1,5:22,1,8,DET 8,0,3,Matt Forte right guard for 3 yards (tackle by Shaun Cody),5.370,5.150
1,4:44,2,5,DET 5,0,3,Kyle Orton pass incomplete short left intended for Greg Olsen,5.150,4.260
1,4:40,3,5,DET 5,0,9,"Kyle Orton left end for 5 yards, touchdown",4.260,7.000
1,,,,DET 2,0,10,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 30,0,10,"Robbie Gould kicks off 70 yards, returned by Brandon Middleton for 30 yards (tackle by Garrett Wolfe)",0.000,0.940
1,4:26,1,10,DET 30,0,10,Dan Orlovsky pass incomplete short left intended for Mike Furrey,0.940,0.390
1,4:22,2,10,DET 30,0,10,Dan Orlovsky pass complete short right to Calvin Johnson for 16 yards (tackle by Charles Tillman),0.390,1.990
1,3:47,1,10,DET 46,0,10,Dan Orlovsky pass complete short middle to Shaun McDonald for 7 yards (tackle by Lance Briggs),1.990,2.400
1,3:06,2,3,CHI 47,0,10,Kevin Smith right tackle for 4 yards (tackle by Lance Briggs),2.400,2.720
1,2:24,1,10,CHI 43,0,10,Kevin Smith right guard for -1 yards (tackle by Alex Brown),2.720,2.040
1,1:43,2,11,CHI 44,0,10,Kevin Smith left tackle for 4 yards (tackle by Mike Brown),2.040,1.880
1,1:11,,,,0,10,Timeout #1 by Detroit Lions,0.000,1.880
1,1:11,3,7,CHI 40,0,10,Dan Orlovsky pass complete short middle to Mike Furrey for 9 yards (tackle by Corey Graham),1.880,3.510
1,0:31,1,10,CHI 31,0,10,Dan Orlovsky pass complete deep middle to Calvin Johnson for 18 yards (tackle by Kevin Payne),3.510,4.710
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 13,0,10,Kevin Smith left guard for -2 yards (tackle by Marcus Harrison),4.710,3.760
2,14:30,,,,0,10,Timeout #1 by Chicago Bears,0.000,3.760
2,14:30,2,12,CHI 15,0,10,Kevin Smith left tackle for 11 yards (tackle by Mike Brown),3.760,5.010
2,14:07,3,1,CHI 4,0,10,Kevin Smith left guard for 3 yards (tackle by Kevin Payne),5.010,6.970
2,13:25,1,1,CHI 1,6,10,"Kevin Smith left guard for 1 yard, touchdown",6.970,7.000
2,,,,CHI 2,6,10,Jason Hanson kicks extra point no good,0.000,-1.000
2,,,,DET 30,6,10,"Jason Hanson kicks off 67 yards, returned by Devin Hester for 15 yards (tackle by Alex Lewis). Devin Hester fumbles (forced by Alex Lewis), recovered by Alex Lewis at CHI-17 (tackle by Craig Steltz)",0.000,-4.440
2,13:14,1,10,CHI 17,12,10,"Dan Orlovsky pass complete deep right to Calvin Johnson for 17 yards, touchdown",4.440,7.000
2,,,,CHI 2,13,10,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,13,10,"Jason Hanson kicks off 68 yards, returned by Devin Hester for 22 yards (tackle by Ramzee Robinson)",0.000,0.540
2,13:02,1,10,CHI 24,13,10,Kyle Orton pass complete short right to Desmond Clark for 7 yards (tackle by Leigh Bodden),0.540,0.940
2,12:24,2,3,CHI 31,13,10,Kevin Jones left end for -1 yards (tackle by Jared DeVries),0.940,0.100
2,11:48,3,4,CHI 30,13,10,Kyle Orton up the middle for 2 yards (tackle by Kalvin Pearson),0.100,-1.240
2,11:06,4,2,CHI 32,13,10,"Brad Maynard punts 50 yards, returned by Shaun McDonald for 27 yards (tackle by Brad Maynard)",-1.240,-1.930
2,10:50,1,10,DET 45,13,10,Rudi Johnson right guard for 3 yards (tackle by Lance Briggs),1.930,1.790
2,10:18,2,7,DET 48,13,10,Dan Orlovsky pass complete short left to Mike Furrey for 6 yards (tackle by Nathan Vasher),1.790,1.880
2,9:36,3,1,CHI 46,13,10,Dan Orlovsky pass complete short right to Michael Gaines for 12 yards (tackle by Corey Graham),1.880,3.310
2,8:58,1,10,CHI 34,13,10,Rudi Johnson left guard for 5 yards (tackle by Nick Roach and Mike Brown),3.310,3.450
2,8:20,2,5,CHI 29,13,10,Dan Orlovsky pass complete short right to Calvin Johnson for 10 yards (tackle by Kevin Payne),3.450,4.310
2,7:38,1,10,CHI 19,13,10,Kevin Smith right tackle for 5 yards (tackle by Lance Briggs and Corey Graham),4.310,4.530
2,7:00,2,5,CHI 14,13,10,Dan Orlovsky pass incomplete short left intended for Michael Gaines,4.530,3.760
2,6:55,3,5,CHI 14,19,10,"Dan Orlovsky pass complete short left to Shaun McDonald for 14 yards, touchdown",3.760,7.000
2,,,,CHI 2,20,10,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,20,10,Jason Hanson kicks off 60 yards,0.000,1.600
2,6:47,1,10,CHI 40,20,10,Kyle Orton pass complete short middle to Rashied Davis for 16 yards (tackle by Kalvin Pearson),1.600,2.650
2,6:14,1,10,DET 44,20,10,Kyle Orton pass complete short right to Desmond Clark for 14 yards (tackle by Leigh Bodden),2.650,3.580
2,6:14,1,10,DET 30,20,10,Kyle Orton pass incomplete short middle intended for Matt Forte (defended by Ryan Nece),3.580,3.030
2,5:24,,,,20,10,Timeout #2 by Chicago Bears,0.000,3.030
2,5:24,2,10,DET 30,20,10,Kyle Orton pass complete short right to Desmond Clark for 7 yards (tackle by Ernie Sims),3.030,3.270
2,4:49,3,3,DET 23,20,10,Kyle Orton pass incomplete short right intended for Desmond Clark,3.270,2.030
2,4:46,4,3,DET 23,20,13,Robbie Gould 41 yard field goal good,2.030,3.000
2,,,,CHI 30,20,13,"Robbie Gould kicks off 63 yards, returned by Brandon Middleton for 23 yards (tackle by Marcus Hamilton)",0.000,0.940
2,4:35,1,10,DET 30,20,13,Kevin Smith right tackle for 8 yards (tackle by Mike Brown),0.940,1.470
2,4:01,2,2,DET 38,20,13,Dan Orlovsky pass complete short right to Shaun McDonald for 12 yards (tackle by Kevin Payne),1.470,2.260
2,3:25,1,10,,20,13,Kevin Smith left end for 2 yards (tackle by Brian Urlacher),2.260,1.980
2,2:47,2,8,CHI 48,20,13,Dan Orlovsky pass complete short left to Michael Gaines for 7 yards (tackle by Nick Roach),1.980,2.210
2,2:07,3,1,CHI 41,20,13,Dan Orlovsky right end for 3 yards (tackle by Corey Graham and Adewale Ogunleye),2.210,3.050
2,2:00,1,10,CHI 38,20,13,Dan Orlovsky pass complete short left to Mike Furrey for 3 yards (tackle by Lance Briggs),3.050,2.910
2,1:55,2,7,CHI 35,20,13,Kevin Smith right end for 1 yard (tackle by Adewale Ogunleye),2.910,2.340
2,1:13,3,6,CHI 34,20,13,Dan Orlovsky pass incomplete short left intended for Kevin Smith,2.340,1.070
2,1:10,4,6,CHI 34,23,13,Jason Hanson 52 yard field goal good,1.070,3.000
2,,,,DET 30,23,13,"Jason Hanson kicks off 61 yards, returned by Devin Hester for 18 yards (tackle by Darian Barnes)",0.000,0.740
2,1:00,1,10,CHI 27,23,13,Kyle Orton pass complete short middle to Desmond Clark for 8 yards (tackle by Kalvin Pearson),0.740,1.280
2,0:44,2,2,CHI 35,23,13,Kyle Orton pass incomplete short right intended for Matt Forte (defended by Jared DeVries),1.280,0.560
2,0:40,3,2,CHI 35,23,13,Kyle Orton sacked by Cory Redding for 0 yards,0.560,-1.040
2,0:26,,,,23,13,Timeout #3 by Chicago Bears,0.000,-1.040
2,0:26,4,2,CHI 35,23,13,"Brad Maynard punts 35 yards, fair catch by Shaun McDonald",-1.040,-0.940
2,0:20,1,10,DET 30,23,13,Dan Orlovsky kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,23,13,"Jason Hanson kicks off 64 yards, returned by Devin Hester for 11 yards (tackle by Anthony Cannon)",0.000,-0.060
3,14:56,1,10,CHI 17,23,13,Matt Forte right end for 9 yards (tackle by Leigh Bodden),-0.060,0.750
3,14:29,2,1,CHI 26,23,13,Rex Grossman pass incomplete short right intended for Desmond Clark,0.750,-0.120
3,14:24,3,1,CHI 26,23,13,Matt Forte left guard for 4 yards (tackle by Keith Smith),-0.120,0.940
3,13:51,1,10,CHI 30,23,13,Matt Forte left tackle for 2 yards (tackle by Jared DeVries),0.940,0.660
3,13:09,2,8,CHI 32,23,13,Rex Grossman pass complete short middle to Jason McKie for 9 yards (tackle by Ryan Nece),0.660,1.660
3,12:39,1,10,CHI 41,23,13,Matt Forte right tackle for 3 yards (tackle by Paris Lenon),1.660,1.530
3,12:05,2,7,CHI 44,23,13,Rex Grossman pass complete short right to Devin Hester for 6 yards (tackle by Leigh Bodden),1.530,1.620
3,11:47,3,1,,23,13,Rex Grossman right guard for 2 yards (tackle by Chartric Darby and Ernie Sims),1.620,2.390
3,11:09,1,10,DET 48,23,13,Rex Grossman pass incomplete deep right intended for Devin Hester,2.390,1.850
3,11:02,2,10,DET 48,23,13,Rex Grossman pass complete short left to Greg Olsen for -4 yards (tackle by Cory Redding),1.850,0.630
3,10:23,3,14,CHI 48,23,13,Rex Grossman pass incomplete deep left intended for Marty Booker,0.630,-0.190
3,10:17,4,14,CHI 48,23,13,Brad Maynard punts 51 yards,-0.190,0.380
3,10:06,1,10,DET 1,23,13,Moran Norris right guard for 1 yard (tackle by Adewale Ogunleye),-0.380,-0.710
3,9:27,2,9,DET 2,23,13,Dan Orlovsky pass complete short right to Calvin Johnson for 6 yards (tackle by Charles Tillman),-0.710,-0.600
3,8:47,3,3,DET 8,23,13,Dan Orlovsky pass incomplete short right intended for Calvin Johnson (defended by Charles Tillman),-0.600,-2.490
3,8:44,4,3,DET 8,23,13,"Nick Harris punts 41 yards, fair catch by Devin Hester",-2.490,-2.320
3,8:37,1,10,DET 49,23,13,Matt Forte right end for 20 yards (tackle by Daniel Bullocks),2.320,3.640
3,8:08,1,10,DET 29,23,13,Rex Grossman pass complete deep right to Devin Hester for 18 yards (tackle by Daniel Bullocks),3.640,4.840
3,7:51,1,10,DET 11,23,13,Rex Grossman pass incomplete short right intended for Devin Hester,4.840,4.140
3,7:46,2,10,DET 11,23,13,Rex Grossman pass complete short left to Rashied Davis for 5 yards (tackle by Ryan Nece),4.140,4.210
3,7:05,3,5,DET 6,23,19,"Rex Grossman pass complete short middle to Rashied Davis for 6 yards, touchdown",4.210,7.000
3,,,,DET 2,23,20,Robbie Gould kicks extra point good,0.000,0.000
3,,,,CHI 30,23,20,"Robbie Gould kicks off 67 yards, muffed by Brandon Middleton, recovered by Brandon Middleton at DET-13, and returned for 14 yards",0.000,0.740
3,6:53,1,10,DET 27,23,20,Dan Orlovsky pass complete short right to Shaun McDonald for 14 yards (tackle by Nathan Vasher),0.740,1.660
3,6:28,1,10,DET 41,23,20,Kevin Smith left tackle for -3 yards (tackle by Adewale Ogunleye),1.660,0.720
3,5:51,2,13,DET 38,23,20,Dan Orlovsky pass complete deep left to Michael Gaines for 19 yards (tackle by Craig Steltz),0.720,2.720
3,5:08,1,10,CHI 43,23,20,Kevin Smith left tackle for 2 yards (tackle by Lance Briggs),2.720,2.450
3,4:32,2,8,CHI 41,23,20,Dan Orlovsky pass incomplete deep left intended for Calvin Johnson (defended by Kevin Payne),2.450,1.750
3,4:25,3,8,CHI 41,23,20,Dan Orlovsky pass incomplete short right intended for John Standeford,1.750,0.530
3,4:20,4,8,CHI 41,23,20,"Nick Harris punts 31 yards, fair catch by Devin Hester",0.530,0.380
3,4:12,1,10,CHI 10,23,20,Rex Grossman pass incomplete short middle intended for Rashied Davis,-0.380,-0.780
3,4:06,2,10,CHI 10,23,20,Matt Forte right tackle for 9 yards (tackle by Paris Lenon),-0.780,-0.370
3,3:35,3,1,CHI 19,23,20,Matt Forte left end for no gain (tackle by Travis Fisher and Cliff Avril),-0.370,-2.140
3,2:52,4,1,CHI 19,23,20,"Brad Maynard punts 43 yards, fair catch by Shaun McDonald",-2.140,-1.470
3,2:44,1,10,DET 38,23,20,Rudi Johnson left tackle for no gain (tackle by Lance Briggs and Nick Roach),1.470,0.920
3,2:07,2,10,DET 38,23,20,Dan Orlovsky pass complete short middle to Rudi Johnson for 12 yards (tackle by Nick Roach),0.920,2.260
3,1:30,1,10,,23,20,Dan Orlovsky pass complete deep middle to Calvin Johnson for 18 yards (tackle by Charles Tillman),2.260,3.450
3,0:49,1,10,CHI 32,23,20,Rudi Johnson left tackle for 1 yard (tackle by Dusty Dvoracek and Marcus Harrison),3.450,3.040
3,0:07,2,9,CHI 31,23,20,Rudi Johnson right tackle for 6 yards (tackle by Brian Urlacher),3.040,3.140
Quarter,Time,Down,ToGo,Location,DET,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CHI 25,23,20,"Penalty on Michael Gaines: False Start, 5 yards (no play)",3.140,2.480
4,15:00,3,8,CHI 30,23,20,Dan Orlovsky pass complete short middle to Shaun McDonald for 10 yards (tackle by Corey Graham),2.480,4.240
4,14:21,1,10,CHI 20,23,20,Rudi Johnson left guard for no gain (tackle by Tommie Harris and Nick Roach),4.240,3.690
4,13:40,2,10,CHI 20,23,20,Rudi Johnson right tackle for 1 yard (tackle by Craig Steltz),3.690,3.100
4,13:00,3,9,CHI 19,23,20,"Dan Orlovsky pass incomplete deep middle intended for Calvin Johnson is intercepted by Craig Steltz at CHI-43 and returned for 44 yards (tackle by Stephen Peterman). Penalty on Adewale Ogunleye: Unnecessary Roughness, 15 yards",3.100,-0.810
4,12:49,1,10,CHI 28,23,20,Devin Hester right end for no gain (tackle by Leigh Bodden),0.810,0.260
4,12:25,2,10,CHI 28,23,20,Matt Forte right guard for 4 yards (tackle by Ryan Nece),0.260,0.100
4,11:46,3,6,CHI 32,23,20,Rex Grossman pass incomplete short right intended for Greg Olsen is intercepted by Dewayne White at CHI-32 and returned for -4 yards (tackle by Rex Grossman),0.100,-3.180
,,,,,,,"CHI challenged the pass completion ruling, and the play was upheld.",,
4,11:35,1,10,CHI 36,23,20,Kevin Smith right tackle for 2 yards (tackle by Lance Briggs and Dusty Dvoracek),3.180,2.910
4,11:04,2,8,CHI 34,23,20,Dan Orlovsky pass incomplete short left intended for Calvin Johnson,2.910,2.210
4,10:57,3,8,CHI 34,23,20,"Penalty on Jeff Backus: False Start, 5 yards (no play)",2.210,1.550
4,10:57,3,13,CHI 39,23,20,Dan Orlovsky pass incomplete short middle intended for Mike Furrey (defended by Israel Idonije),1.550,0.660
4,10:52,4,13,CHI 39,23,20,"Nick Harris punts 39 yards, touchback",0.660,-0.280
4,10:43,1,10,CHI 20,23,20,Rex Grossman pass incomplete short middle intended for Rashied Davis,0.280,-0.270
4,10:40,2,10,CHI 20,23,20,Rex Grossman pass incomplete short right intended for Marty Booker,-0.270,-0.960
4,10:35,3,10,CHI 20,23,20,Rex Grossman pass complete short middle to Matt Forte for 5 yards (tackle by Jared DeVries),-0.960,-1.700
4,9:54,4,5,CHI 25,23,20,"Brad Maynard punts 41 yards, returned by Shaun McDonald for 4 yards (tackle by Jamar Williams)",-1.700,-1.470
4,9:44,1,10,DET 38,23,20,Dan Orlovsky pass incomplete deep right intended for Calvin Johnson,1.470,0.920
4,9:38,2,10,DET 38,23,20,Dan Orlovsky pass complete short right to Rudi Johnson for 1 yard (tackle by Israel Idonije),0.920,0.370
4,9:38,3,9,DET 39,23,20,Dan Orlovsky pass incomplete deep right intended for Calvin Johnson,0.370,-0.780
4,8:52,4,9,DET 39,23,20,"Nick Harris punts 50 yards, returned by Devin Hester for 20 yards (tackle by Kalvin Pearson). Penalty on Kalvin Pearson: Unnecessary Roughness, 15 yards",-0.780,-1.990
4,8:38,1,10,CHI 46,23,20,Matt Forte left end for 13 yards (tackle by Paris Lenon),1.990,2.850
4,8:07,1,10,DET 41,23,20,Matt Forte right guard for 8 yards (tackle by Paris Lenon),2.850,3.390
4,7:38,2,2,DET 33,23,20,Rex Grossman pass complete short left to Rashied Davis for 13 yards (tackle by Paris Lenon),3.390,4.240
4,7:01,1,10,DET 20,23,20,Rex Grossman pass incomplete (defended by Dewayne White),4.240,3.690
4,6:56,2,10,DET 20,23,20,Matt Forte left guard for 19 yards (tackle by Kalvin Pearson),3.690,6.970
4,6:20,,,,23,20,Timeout #1 by Detroit Lions,0.000,6.970
4,6:20,1,1,DET 1,23,20,"Penalty on Kellen Davis: False Start, 5 yards (no play)",6.970,5.830
4,6:20,1,6,DET 6,23,20,Jason McKie right guard for 5 yards (tackle by Kalvin Pearson),5.830,5.910
4,5:44,2,1,DET 1,23,26,"Rex Grossman left guard for 1 yard, touchdown",5.910,7.000
4,,,,DET 2,23,27,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 30,23,27,"Robbie Gould kicks off 66 yards, returned by Brandon Middleton for 23 yards (tackle by Darrell McClover)",0.000,0.740
4,5:29,1,10,DET 27,23,27,Calvin Johnson right end for -6 yards (tackle by Adewale Ogunleye and Dusty Dvoracek),0.740,-0.610
4,4:48,2,16,DET 21,23,27,Dan Orlovsky pass complete short right to Kevin Smith for 3 yards (tackle by Brian Urlacher),-0.610,-0.890
4,4:03,3,13,DET 24,23,27,"Dan Orlovsky pass incomplete. Penalty on Dan Orlovsky: Intentional Grounding, 11 yards",-0.890,-2.490
4,3:58,4,24,DET 13,23,27,"Nick Harris punts 46 yards, returned by Devin Hester for 1 yard (tackle by Keith Smith)",-2.490,-1.730
4,3:48,1,10,CHI 42,23,27,Matt Forte left tackle for 2 yards (tackle by Kalvin Pearson and Dewayne White),1.730,1.460
4,3:04,2,8,CHI 44,23,27,Matt Forte right tackle for 2 yards (tackle by Kalvin Pearson),1.460,1.030
4,3:00,,,,23,27,Timeout #2 by Detroit Lions,0.000,1.030
4,3:00,3,6,CHI 46,23,27,Rex Grossman pass incomplete deep right intended for Greg Olsen,1.030,-0.320
4,2:55,4,6,CHI 46,23,27,Brad Maynard punts 12 yards,-0.320,-1.730
4,2:49,1,10,DET 42,23,27,Dan Orlovsky pass complete short middle to Shaun McDonald for 8 yards (tackle by Corey Graham),1.730,2.270
4,2:25,2,2,,23,27,"Dan Orlovsky pass complete short left to Michael Gaines for 6 yards (tackle by Lance Briggs). Michael Gaines fumbles (forced by Lance Briggs), recovered by Lance Briggs at CHI-44 (tackle by Michael Gaines)",2.270,-1.860
4,2:17,1,10,CHI 44,23,27,Matt Forte right tackle for 5 yards (tackle by Keith Smith and Dewayne White),1.860,1.990
4,2:00,2,5,CHI 49,23,27,Matt Forte right end for 1 yard (tackle by Kalvin Pearson and Ernie Sims),1.990,1.420
4,1:56,,,,23,27,Timeout #3 by Detroit Lions,0.000,1.420
4,1:56,3,4,,23,27,Jason McKie right guard for 3 yards (tackle by Cory Redding),1.420,0.130
4,1:11,,,,23,27,Timeout #2 by Chicago Bears,0.000,0.130
4,1:10,4,1,DET 47,23,27,"Brad Maynard punts 34 yards, fair catch by Shaun McDonald",0.130,0.320
4,1:04,1,10,DET 13,23,27,Dan Orlovsky pass complete deep right to Mike Furrey for 22 yards (tackle by Corey Graham),-0.320,1.270
4,0:58,1,10,DET 35,23,27,Dan Orlovsky pass complete short middle to Michael Gaines for 10 yards (tackle by Lance Briggs),1.270,1.930
4,0:43,1,10,DET 45,23,27,Dan Orlovsky spiked the ball,1.930,1.380
4,0:42,2,10,DET 45,23,27,Dan Orlovsky pass complete short right to Michael Gaines for 10 yards (tackle by Charles Tillman),1.380,2.590
4,0:36,1,10,CHI 45,23,27,Dan Orlovsky pass incomplete deep right intended for Calvin Johnson,2.590,2.040
4,0:32,2,10,CHI 45,23,27,Dan Orlovsky pass incomplete short right intended for Michael Gaines,2.040,1.360
4,0:23,3,10,CHI 45,23,27,Dan Orlovsky pass complete short left to Kevin Smith for 13 yards (tackle by Nathan Vasher),1.360,3.450
4,0:12,1,10,CHI 32,23,27,Dan Orlovsky pass incomplete short left intended for Michael Gaines,3.450,2.900
4,0:11,2,10,CHI 32,23,27,Dan Orlovsky pass incomplete short right intended for Kevin Smith,2.900,2.210
4,0:06,3,10,CHI 32,23,27,Dan Orlovsky pass incomplete deep right intended for Calvin Johnson (defended by Kevin Payne),2.210,1.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
