Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
1,8:20,3,9,DET 33,0,0,Matthew Stafford pass complete short middle to Theo Riddick for 7 yards (tackle by Nick Hayden),-0.030,-0.720
1,7:49,4,2,DET 40,0,0,"Sam Martin punts 39 yards, out of bounds",-0.720,-0.340
1,7:41,1,10,DAL 21,0,0,Joseph Randle left tackle for 7 yards (tackle by Glover Quin),0.340,0.750
1,7:04,2,3,DAL 28,0,0,Joseph Randle left end for no gain (tackle by Louis Delmas),0.750,0.040
1,6:20,3,3,DAL 28,0,0,Tony Romo pass complete short left to Phillip Tanner for 17 yards (tackle by Ezekiel Ansah),0.040,1.930
1,5:57,1,10,DAL 45,0,0,Tony Romo pass complete short right to James Hanna for 11 yards (tackle by Rashean Mathis),1.930,2.650
1,5:25,1,10,DET 44,0,0,Joseph Randle up the middle for 4 yards (tackle by Devin Taylor),2.650,2.650
1,4:46,2,6,DET 40,0,0,Lance Dunbar left end for -3 yards (tackle by Bill Bentley and Ashlee Palmer),2.650,1.550
1,4:04,3,9,DET 43,0,0,Tony Romo pass complete short left to James Hanna for 1 yard (tackle by Rashean Mathis),1.550,0.460
1,3:28,4,8,DET 42,0,0,"Chris Jones punts 32 yards, fair catch by Ryan Broyles",0.460,0.380
1,3:21,1,10,DET 10,0,0,Reggie Bush right tackle for no gain (tackle by Drake Nevis and Ernie Sims),-0.380,-0.780
1,2:44,2,10,DET 10,0,0,Matthew Stafford pass complete short right to Calvin Johnson for 87 yards (tackle by Jeff Heath),-0.780,6.510
1,2:28,1,3,DAL 3,0,0,Reggie Bush left tackle for 1 yard (tackle by Sean Lee),6.510,5.720
1,1:48,2,2,DAL 2,0,0,Reggie Bush up the middle for no gain (tackle by Sean Lee),5.720,4.950
1,1:05,3,2,DAL 2,0,0,Matthew Stafford pass incomplete,4.950,3.250
1,0:56,4,2,DAL 2,0,6,"Matthew Stafford pass complete short right to Calvin Johnson for 2 yards, touchdown",3.250,7.000
1,0:56,,,DAL 2,0,7,David Akers kicks extra point good,0.000,0.000
1,0:56,,,DET 35,0,7,"Sam Martin kicks off 74 yards, touchback",0.000,-0.280
1,0:54,1,10,DAL 20,0,7,Tony Romo pass incomplete deep middle intended for Terrance Williams,0.280,-0.270
1,0:48,2,10,DAL 20,0,7,Tony Romo pass incomplete short right intended for Terrance Williams,-0.270,-0.960
1,0:42,3,10,DAL 20,0,7,Tony Romo pass incomplete short right intended for Terrance Williams,-0.960,-2.030
1,0:37,4,10,DAL 20,0,7,"Chris Jones punts 40 yards, fair catch by Ryan Broyles",-2.030,-1.600
1,0:28,1,10,DET 40,0,7,Joique Bell right end for 11 yards (tackle by Jeff Heath),1.600,2.320
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 49,0,7,Matthew Stafford pass complete short left to Reggie Bush for 7 yards (tackle by Sean Lee),2.320,2.730
2,14:26,2,3,DAL 42,0,7,Matthew Stafford pass incomplete is intercepted by Sean Lee at DAL-23 and returned for 15 yards (tackle by Rob Sims),2.730,-1.470
2,14:13,1,10,DAL 38,0,7,Tony Romo pass complete short left to Terrance Williams for 4 yards (tackle by Chris Houston),1.470,1.460
2,13:28,2,6,DAL 42,0,7,Tony Romo pass incomplete short right intended for Terrance Williams,1.460,0.760
,,,,,,,"DET challenged the ruling, and the original play was overturned.",,
2,13:22,3,6,DAL 42,0,7,Tony Romo pass incomplete short right intended for Cole Beasley,0.760,-0.590
2,13:17,4,6,DAL 42,0,7,"Chris Jones punts 47 yards, returned by Ryan Broyles for 4 yards (tackle by Cameron Lawrence)",-0.590,0.220
2,13:03,1,10,DET 15,0,7,Matthew Stafford pass complete short right to Calvin Johnson for 8 yards (tackle by Brandon Carr),-0.220,0.480
2,12:31,2,2,DET 23,0,7,Reggie Bush left tackle for 17 yards (tackle by Morris Claiborne),0.480,1.600
2,11:56,1,10,DET 40,0,7,Reggie Bush right end for -6 yards (tackle by Jarius Wynn),1.600,0.240
2,11:16,2,16,DET 34,0,7,Theo Riddick right tackle for 7 yards (tackle by Barry Church),0.240,0.500
2,10:33,3,9,DET 41,0,7,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,0.500,-0.650
2,10:27,4,9,DET 41,0,7,"Sam Martin punts 59 yards, touchback",-0.650,-0.280
2,10:16,1,10,DAL 20,0,7,Tony Romo pass incomplete short middle intended for Joseph Randle,0.280,-0.270
2,10:10,2,10,DAL 20,0,7,Tony Romo pass complete short left to Joseph Randle for 13 yards (tackle by Stephen Tulloch),-0.270,1.140
2,9:32,1,10,DAL 33,0,7,Tony Romo pass complete short middle to Jason Witten for 13 yards (tackle by Nick Fairley),1.140,1.990
2,8:50,1,10,DAL 46,0,7,Lance Dunbar right tackle for 5 yards (tackle by DeAndre Levy and Israel Idonije),1.990,2.130
2,8:06,2,5,DET 49,0,7,Lance Dunbar left end for 6 yards (tackle by Rashean Mathis),2.130,2.720
2,7:34,1,10,DET 43,0,7,Dez Bryant right end for 1 yard (tackle by Stephen Tulloch),2.720,2.310
2,7:04,2,9,DET 42,0,7,Tony Romo pass complete short right to Jason Witten for 2 yards (tackle by Darius Slay),2.310,1.880
2,6:31,3,7,DET 40,0,7,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",1.880,2.540
2,5:53,3,2,DET 35,0,7,Tony Romo pass incomplete deep right intended for Terrance Williams,2.540,0.990
2,5:44,4,2,DET 35,3,7,Dan Bailey 53 yard field goal good,0.990,3.000
2,5:44,,,DAL 35,3,7,"Dan Bailey kicks off 74 yards, touchback",0.000,-0.280
2,5:38,1,10,DET 20,3,7,Reggie Bush right tackle for 2 yards (tackle by Ernie Sims),0.280,0.000
2,5:00,2,8,DET 22,3,7,Matthew Stafford pass incomplete short right intended for Reggie Bush,0.000,-0.690
2,4:56,3,8,DET 22,3,7,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Brandon Carr),-0.690,1.000
2,4:26,1,10,DET 31,3,7,Matthew Stafford pass complete short left to Kris Durham for no gain,1.000,0.460
2,3:46,2,10,DET 31,3,7,Matthew Stafford pass complete short middle to Calvin Johnson for 21 yards (tackle by Brandon Carr),0.460,2.390
2,3:06,1,10,DAL 48,3,7,Reggie Bush right tackle for 16 yards (tackle by Kyle Wilber),2.390,3.450
2,2:31,1,10,DAL 32,3,7,"Reggie Bush right end for 3 yards (tackle by Morris Claiborne). Penalty on Kevin Ogletree: Illegal Formation, 5 yards (no play)",3.450,3.120
2,2:08,1,15,DAL 37,3,7,Matthew Stafford pass complete short right to Reggie Bush for -7 yards (tackle by Jarius Wynn),3.120,1.280
2,1:58,2,22,DAL 44,3,7,Matthew Stafford pass complete short left to Brandon Pettigrew for 17 yards (tackle by Barry Church),1.280,1.280
2,1:51,2,22,DAL 44,3,7,Timeout #2 by Dallas Cowboys,1.280,2.870
2,1:51,3,5,DAL 27,3,7,Matthew Stafford pass incomplete short right intended for Jeremy Ross is intercepted by Sean Lee at DAL-22 and returned for 74 yards (tackle by Joique Bell),2.870,-6.280
2,1:38,1,4,DET 4,3,7,Joseph Randle right end for -1 yards (tackle by Stephen Tulloch),6.280,5.150
2,0:55,2,5,DET 5,3,7,Tony Romo pass incomplete short left intended for Dez Bryant,5.150,4.260
2,0:51,3,5,DET 5,9,7,"Tony Romo pass complete short right to Dez Bryant for 5 yards, touchdown",4.260,7.000
2,0:51,,,DET 2,10,7,Dan Bailey kicks extra point good,0.000,0.000
2,0:51,,,DAL 35,10,7,"Dan Bailey kicks off 71 yards, touchback",0.000,-0.280
2,0:46,1,10,DET 20,10,7,Matthew Stafford pass complete deep left to Calvin Johnson for 29 yards (tackle by Jeff Heath and Bruce Carter),0.280,0.280
2,0:38,1,10,DET 20,10,7,Timeout #1 by Detroit Lions,0.280,2.190
2,0:38,1,10,DET 49,10,7,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew,2.190,1.650
2,0:34,2,10,DET 49,10,7,Matthew Stafford pass incomplete deep middle intended for Ryan Broyles,1.650,0.960
2,0:29,3,10,DET 49,10,7,"Matthew Stafford pass incomplete. Penalty on Matthew Stafford: Intentional Grounding, 15 yards",0.960,-1.110
2,0:25,4,25,DET 34,10,7,"Sam Martin punts 41 yards, returned by Dwayne Harris for 8 yards (tackle by Travis Lewis)",-1.110,-1.140
2,0:15,1,10,DAL 33,10,7,Tony Romo kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,10,7,"Sam Martin kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,DAL 20,10,7,Tony Romo pass complete short right to Joseph Randle for 1 yard (tackle by Ashlee Palmer),0.280,-0.130
3,14:15,2,9,DAL 21,10,7,Tony Romo pass complete short middle to Dez Bryant for 17 yards (tackle by Glover Quin),-0.130,1.470
3,13:36,1,10,DAL 38,10,7,Tony Romo pass complete short middle to Joseph Randle for 4 yards (tackle by Willie Young),1.470,1.460
3,12:55,2,6,DAL 42,10,7,Tony Romo pass incomplete deep left intended for Dez Bryant,1.460,0.760
3,12:49,3,6,DAL 42,10,7,Tony Romo pass incomplete short middle intended for Terrance Williams (defended by Chris Houston),0.760,-0.590
3,12:43,4,6,DAL 42,10,7,"Chris Jones punts 58 yards, touchback. Penalty on L.P. Ladouceur: Offensive Holding, 10 yards",-0.590,-0.940
3,12:32,1,10,DET 30,10,7,Reggie Bush left tackle for 7 yards (tackle by Barry Church and George Selvie),0.940,1.340
3,11:50,2,3,DET 37,10,7,Matthew Stafford pass complete short right to Kris Durham for 8 yards (tackle by Morris Claiborne),1.340,1.930
3,11:13,1,10,DET 45,10,7,Reggie Bush right tackle for 4 yards (tackle by Kyle Wilber),1.930,1.920
3,10:36,2,6,DET 49,10,7,Matthew Stafford pass complete short middle to Jeremy Ross for 7 yards (tackle by B.W. Webb),1.920,2.650
3,9:58,1,10,DAL 44,10,7,"Reggie Bush left tackle for 9 yards (tackle by Jeff Heath). Reggie Bush fumbles (forced by Jeff Heath), recovered by Justin Durant at DAL-27 and returned for 5 yards (tackle by Riley Reiff)",2.650,-1.070
3,9:44,1,10,DAL 32,10,7,Lance Dunbar right end for 5 yards (tackle by Stephen Tulloch),1.070,1.200
3,9:09,2,5,DAL 37,10,7,Joseph Randle right end for 4 yards (tackle by Stephen Tulloch),1.200,1.030
3,8:24,3,1,DAL 41,10,7,Lance Dunbar left end for 3 yards (tackle by Nick Fairley),1.030,1.860
3,8:05,1,10,DAL 44,10,7,Terrance Williams left end for 5 yards (tackle by DeAndre Levy),1.860,1.990
3,7:24,2,5,DAL 49,10,7,Tony Romo pass incomplete short right intended for Terrance Williams,1.990,1.290
3,7:19,3,5,DAL 49,10,7,Tony Romo pass incomplete short right intended for Dwayne Harris,1.290,-0.130
3,7:13,4,5,DAL 49,10,7,"Chris Jones punts 38 yards, fair catch by Jeremy Ross",-0.130,0.320
3,7:05,1,10,DET 13,10,7,Matthew Stafford pass complete short middle to Joique Bell for 22 yards (tackle by Bruce Carter),-0.320,1.270
3,6:24,1,10,DET 35,10,7,Reggie Bush right tackle for 9 yards (tackle by B.W. Webb and Barry Church),1.270,1.940
3,5:43,2,1,DET 44,10,7,Matthew Stafford left end for 3 yards (tackle by Barry Church),1.940,2.060
3,4:57,1,10,DET 47,10,7,Reggie Bush up the middle for 1 yard,2.060,1.650
3,4:16,2,9,DET 48,10,7,"Matthew Stafford pass complete deep middle to Calvin Johnson for 21 yards (tackle by Barry Church). Calvin Johnson fumbles (forced by Barry Church), recovered by Brandon Carr at DAL-29 (tackle by Kris Durham). Penalty on Joseph Fauria: Unnecessary Roughness, 15 yards",1.650,-3.250
3,3:58,1,10,DET 35,10,7,Joseph Randle up the middle for no gain (tackle by DeAndre Levy),3.250,2.700
3,3:18,2,10,DET 35,10,7,Tony Romo pass incomplete short left intended for Dez Bryant,2.700,2.010
3,3:12,3,10,DET 35,10,7,Tony Romo pass incomplete deep left intended for Dwayne Harris (defended by Don Carey),2.010,0.970
3,3:07,4,10,DET 35,13,7,Dan Bailey 53 yard field goal good,0.970,3.000
3,3:07,,,DAL 35,13,7,"Dan Bailey kicks off 72 yards, returned by Jeremy Ross for 44 yards (tackle by Dan Bailey)",0.000,-1.400
3,2:54,1,10,DET 37,13,7,Matthew Stafford pass complete short right to Reggie Bush for 3 yards (tackle by B.W. Webb),1.400,1.260
3,2:16,2,7,DET 40,13,7,Reggie Bush left tackle for 3 yards (tackle by Sean Lee),1.260,0.960
3,1:31,3,4,DET 43,13,7,Matthew Stafford pass complete short middle to Kris Durham for 6 yards (tackle by Jeff Heath and Sean Lee),0.960,2.190
3,0:50,1,10,DET 49,13,7,Joique Bell left tackle for 4 yards (tackle by Sean Lee),2.190,2.190
3,0:07,2,6,DAL 47,13,7,Matthew Stafford pass complete deep middle to Calvin Johnson for 18 yards (tackle by Brandon Carr),2.190,2.190
Quarter,Time,Down,ToGo,Location,DAL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,DAL 47,13,7,Timeout #1 by Dallas Cowboys,2.190,3.640
4,15:00,1,10,DAL 29,13,7,Matthew Stafford pass complete deep left to Calvin Johnson for 26 yards (tackle by Brandon Carr),3.640,6.510
4,14:49,1,3,DAL 3,13,7,Reggie Bush left end for -7 yards (tackle by Barry Church),6.510,4.190
4,14:09,2,10,DAL 10,13,7,Matthew Stafford pass complete short right to Brandon Pettigrew for 8 yards (tackle by Sean Lee),4.190,4.950
4,13:21,3,2,DAL 2,13,7,Matthew Stafford pass incomplete short left intended for Jeremy Ross,4.950,3.250
4,13:16,4,2,DAL 2,13,10,David Akers 20 yard field goal good,3.250,3.000
4,13:16,,,DET 35,13,10,"Sam Martin kicks off 70 yards, returned by Dwayne Harris for 34 yards (tackle by Darius Slay)",0.000,-0.870
4,13:04,1,10,DAL 29,13,10,Joseph Randle up the middle for 6 yards (tackle by Ndamukong Suh),0.870,1.140
4,12:26,2,4,DAL 35,13,10,Tony Romo left end for 5 yards (tackle by Stephen Tulloch),1.140,1.600
4,11:43,1,10,DAL 40,19,10,"Tony Romo pass complete short right to Terrance Williams for 60 yards, touchdown",1.600,7.000
4,11:43,,,DET 2,20,10,Dan Bailey kicks extra point good,0.000,0.000
4,11:43,,,DAL 35,20,10,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,11:32,1,10,DET 20,20,10,Reggie Bush left tackle for 14 yards (tackle by Kyle Wilber and Caesar Rayford),0.280,1.200
4,10:53,1,10,DET 34,20,10,Matthew Stafford pass complete short middle to Reggie Bush for 9 yards (tackle by Sean Lee and Nick Hayden),1.200,1.870
4,10:13,2,1,DET 43,20,10,"Matthew Stafford pass incomplete deep left intended for Kris Durham. Penalty on Orlando Scandrick: Defensive Pass Interference, 21 yards (no play)",1.870,3.180
4,10:07,1,10,DAL 36,20,10,Reggie Bush left end for 2 yards (tackle by Bruce Carter),3.180,2.910
4,9:25,2,8,DAL 34,20,10,Matthew Stafford pass complete short left to Reggie Bush for 8 yards (tackle by Orlando Scandrick),2.910,3.840
4,8:45,1,10,DAL 26,20,10,Joique Bell right tackle for 16 yards (tackle by Brandon Carr),3.840,4.910
4,8:09,1,10,DAL 10,20,10,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Jeff Heath and Brandon Carr),4.910,5.910
4,7:43,2,1,DAL 1,20,16,"Joique Bell up the middle for 1 yard, touchdown",5.910,7.000
4,7:43,,,DAL 2,20,17,David Akers kicks extra point good,0.000,0.000
4,7:43,,,DET 35,20,17,"Sam Martin kicks off 73 yards, returned by Dwayne Harris for 56 yards (tackle by Tahir Whitehead)",0.000,-2.130
4,7:28,1,10,DAL 48,20,17,Joseph Randle left tackle for 2 yards (tackle by Willie Young),2.130,1.850
4,6:54,2,8,,26,17,"Tony Romo pass complete short left to Dez Bryant for 50 yards, touchdown",1.850,7.000
4,6:54,,,DET 2,27,17,Dan Bailey kicks extra point good,0.000,0.000
4,6:54,,,DAL 35,27,17,"Dan Bailey kicks off 72 yards, touchback",0.000,-0.280
4,6:45,1,10,DET 20,27,17,Matthew Stafford pass complete deep middle to Calvin Johnson for 54 yards (tackle by Orlando Scandrick),0.280,3.840
4,6:03,1,10,DAL 26,27,17,Reggie Bush right tackle for 5 yards (tackle by Barry Church),3.840,3.970
4,5:22,2,5,DAL 21,27,17,Matthew Stafford pass complete short right to Reggie Bush for 6 yards (tackle by Ernie Sims),3.970,4.580
4,4:50,1,10,DAL 15,27,17,Matthew Stafford pass incomplete short right intended for Kris Durham,4.580,3.950
4,4:45,2,10,DAL 15,27,17,Matthew Stafford pass complete short middle to Calvin Johnson for 6 yards (tackle by Sean Lee and Jeff Heath),3.950,4.220
4,4:08,3,4,DAL 9,27,17,Matthew Stafford up the middle for 8 yards (tackle by Ernie Sims),4.220,6.970
4,3:37,1,1,DAL 1,27,23,"Reggie Bush left tackle for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,3:37,,,DAL 2,27,24,David Akers kicks extra point good,0.000,0.000
4,3:37,,,DET 35,27,24,"Sam Martin kicks off 69 yards, returned by Dwayne Harris for 23 yards (tackle by John Wendling)",0.000,-0.150
4,3:27,1,10,DAL 19,27,24,"Tony Romo pass incomplete short left intended for Dez Bryant. Penalty on Rashean Mathis: Defensive Pass Interference, 6 yards (no play)",0.150,0.610
4,3:24,1,10,DAL 25,27,24,Joseph Randle up the middle for -3 yards (tackle by DeAndre Levy),0.610,-0.340
4,2:42,2,13,DAL 22,27,24,Joseph Randle left end for 1 yard (tackle by Stephen Tulloch),-0.340,-0.340
4,2:38,2,13,DAL 22,27,24,Timeout #1 by Detroit Lions,-0.340,-0.890
4,2:38,3,12,DAL 23,27,24,Tony Romo pass incomplete short right intended for Cole Beasley,-0.890,-1.830
4,2:32,4,12,DAL 23,27,24,"Chris Jones punts 44 yards, fair catch by Jeremy Ross",-1.830,-1.140
4,2:24,1,10,DET 33,27,24,Matthew Stafford sacked by Jason Hatcher for -8 yards,1.140,-0.490
4,2:00,2,18,DET 25,27,24,Matthew Stafford pass complete short right to Brandon Pettigrew for 6 yards (tackle by Jeff Heath),-0.490,-0.360
4,1:39,3,12,DET 31,27,24,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Bruce Carter),-0.360,-1.310
4,1:33,4,12,DET 31,27,24,Matthew Stafford pass incomplete short right intended for Kris Durham (defended by Orlando Scandrick),-1.310,-3.510
4,1:24,1,10,DET 31,27,24,Joseph Randle right end for -3 yards (tackle by DeAndre Levy and Stephen Tulloch),3.510,3.510
4,1:19,1,10,DET 31,27,24,Timeout #2 by Detroit Lions,3.510,2.560
4,1:19,2,13,DET 34,27,24,Phillip Tanner left end for -1 yards (tackle by Ashlee Palmer),2.560,2.560
4,1:14,2,13,DET 34,27,24,Timeout #3 by Detroit Lions,2.560,1.750
4,1:14,3,14,DET 35,27,24,Phillip Tanner up the middle for 9 yards (tackle by Rocky McIntosh). Penalty on Tyron Smith: Offensive Holding (Declined),1.750,1.790
4,1:07,4,5,DET 26,30,24,Dan Bailey 44 yard field goal good,1.790,3.000
4,1:07,,,DAL 35,30,24,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.280
4,1:02,1,10,DET 20,30,24,Matthew Stafford pass complete short left to Reggie Bush for no gain,0.280,-0.270
4,0:56,2,10,DET 20,30,24,Matthew Stafford pass complete deep middle to Calvin Johnson for 17 yards (tackle by Brandon Carr),-0.270,1.400
4,0:42,1,10,DET 37,30,24,Matthew Stafford spiked the ball,1.400,0.860
4,0:40,2,10,DET 37,30,24,Matthew Stafford pass complete deep left to Kris Durham for 40 yards (tackle by Jakar Hamilton),0.860,4.040
4,0:33,1,10,DAL 23,30,24,Matthew Stafford pass complete deep right to Calvin Johnson for 22 yards (tackle by Jakar Hamilton and Brandon Carr),4.040,6.970
4,0:14,1,1,DAL 1,30,30,"Matthew Stafford up the middle for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,0:14,,,DAL 2,30,31,David Akers kicks extra point good,0.000,0.000
4,0:14,,,DET 35,30,31,"Sam Martin kicks off 45 yards, returned by Kyle Bosworth for 13 yards (tackle by Don Carey)",0.000,-1.140
4,0:07,1,10,DAL 33,30,31,"Tony Romo pass complete short left to Cole Beasley for 8 yards. Cole Beasley fumbles, recovered by Joseph Randle at DAL-41, lateral to Doug Free for 5 yards (tackle by Willie Young)",1.140,1.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
