#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:02,DAL 30,5,2:49,16,Punt
2,1,7:41,DAL 21,7,4:20,37,Punt
3,1,0:54,DAL 20,3,0:26,0,Punt
4,2,14:13,DAL 38,3,1:10,4,Punt
5,2,10:16,DAL 20,9,4:37,45,Field Goal
6,2,1:38,DET 4,3,0:52,4,Touchdown
7,2,0:15,DAL 33,1,0:15,-1,End of Half
8,3,15:00,DAL 20,5,2:28,22,Punt
9,3,9:44,DAL 32,6,2:39,17,Punt
10,3,3:58,DET 35,4,0:56,0,Field Goal
11,4,13:13,DAL 29,3,1:41,71,Touchdown
12,4,7:38,DAL 48,2,0:53,52,Touchdown
13,4,3:33,DAL 19,3,1:09,4,Punt
14,4,1:24,DET 31,4,0:22,5,Field Goal
15,4,0:12,DAL 33,1,0:12,6,End of Game
