Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marshawn Lynch,SEA,12,26,2,2,0,0.0,26,2.2,1,12.0
Russell Wilson,SEA,7,64,0,5,53,7.6,11,1.6,0,
Travis Homer,SEA,3,13,0,1,4,1.3,9,3.0,0,
David Moore,SEA,1,6,0,,5,5.0,1,1.0,0,
Luke Willson,SEA,1,1,0,,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Aaron Jones,GNB,21,62,2,4,31,1.5,31,1.5,2,10.5
Aaron Rodgers,GNB,5,14,0,2,13,2.6,1,0.2,0,
Tyler Ervin,GNB,2,25,0,1,7,3.5,18,9.0,2,1.0
Allen Lazard,GNB,1,5,0,,2,2.0,3,3.0,0,
Jamaal Williams,GNB,1,3,0,,0,0.0,3,3.0,0,
