Quarter,Time,Tm,Detail,SEA,GNB
1.0,10:37,Packers,Davante Adams 20 yard pass from Aaron Rodgers (Mason Crosby kick),0,7
,0:28,Seahawks,Jason Myers 45 yard field goal,3,7
2.0,9:49,Packers,Aaron Jones 1 yard rush (Mason Crosby kick),3,14
,1:30,Packers,Aaron Jones 1 yard rush (Mason Crosby kick),3,21
3.0,9:44,Seahawks,Marshawn Lynch 1 yard rush (Jason Myers kick),10,21
,7:09,Packers,Davante Adams 40 yard pass from Aaron Rodgers (Mason Crosby kick),10,28
,0:39,Seahawks,Tyler Lockett 7 yard pass from Russell Wilson (Jason Myers kick),17,28
4.0,9:33,Seahawks,Marshawn Lynch 1 yard rush (pass failed),23,28
