Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
1,5:44,3,1,SEA 42,0,7,Marshawn Lynch right guard for no gain (tackle by Kenny Clark),1.090,-0.590
1,4:57,4,1,SEA 42,0,7,"Michael Dickson punts 43 yards, fair catch by Tyler Ervin at GB-15",-0.590,0.220
1,4:50,1,10,GNB 15,0,7,Jamaal Williams left end for 3 yards (tackle by Bryan Mone and Jarran Reed),-0.220,-0.280
1,4:14,2,7,GNB 18,0,7,Allen Lazard right end for 5 yards (tackle by K.J. Wright),-0.280,-0.390
1,3:34,3,2,GNB 23,0,7,"Aaron Rodgers pass complete short left to Geronimo Allison for 6 yards (tackle by Tre Flowers). Penalty on Allen Lazard: Offensive Pass Interference, 10 yards (no play)",-0.390,-1.640
1,3:05,3,12,GNB 13,0,7,Aaron Rodgers pass complete short right to Jamaal Williams for 9 yards (tackle by Bradley McDougald),-1.640,-1.900
1,2:18,4,3,GNB 22,0,7,"JK Scott punts 46 yards, returned by David Moore for 10 yards (tackle by Oren Burks)",-1.900,-1.730
1,2:06,1,10,SEA 42,0,7,Russell Wilson pass incomplete deep left intended for Malik Turner,1.730,1.190
1,2:00,2,10,SEA 42,0,7,Russell Wilson pass complete deep left to Tyler Lockett for 28 yards (tackle by Darnell Savage). Penalty on Kevin King: Defensive Holding (Declined),1.190,3.580
1,1:32,1,10,GNB 30,0,7,Russell Wilson pass incomplete deep right,3.580,3.030
1,1:22,2,10,GNB 30,0,7,Marshawn Lynch up the middle for 4 yards (tackle by Kenny Clark),3.030,2.870
1,0:38,3,6,GNB 26,0,7,Russell Wilson pass incomplete short left intended for Jacob Hollister,2.870,1.760
1,0:33,4,6,GNB 26,3,7,Jason Myers 45 yard field goal good,1.760,3.000
1,0:28,,,SEA 35,3,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
1,0:28,1,10,GNB 25,3,7,Aaron Rodgers pass complete short middle to Davante Adams for 11 yards (tackle by Shaquill Griffin),0.610,1.330
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 36,3,7,Aaron Rodgers pass complete short right to Davante Adams for 18 yards (tackle by Bradley McDougald),1.330,2.520
2,14:24,1,10,SEA 46,3,7,Aaron Rodgers pass complete short middle to Davante Adams for 15 yards (tackle by K.J. Wright),2.520,3.510
2,13:41,1,10,SEA 31,3,7,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 8 yards (tackle by Shaquill Griffin),3.510,4.050
2,12:57,2,2,SEA 23,3,7,"Aaron Rodgers pass complete short left to Aaron Jones for 13 yards (tackle by Jarran Reed and Tre Flowers). Penalty on Elgton Jenkins: Illegal Block Above the Waist, 10 yards (no play)",4.050,2.700
2,12:22,2,12,SEA 33,3,7,"Aaron Rodgers pass incomplete deep right intended for Davante Adams. Penalty on Shaquill Griffin: Defensive Pass Interference, 18 yards (no play)",2.700,4.580
2,12:17,1,10,SEA 15,3,7,Aaron Jones left end for 4 yards (tackle by Jarran Reed),4.580,4.640
2,11:37,2,6,SEA 11,3,7,"Aaron Rodgers pass incomplete short middle intended for Davante Adams. Penalty on Poona Ford: Defensive Offside, 5 yards (no play)",4.640,5.600
2,11:33,2,1,SEA 6,3,7,Aaron Jones left end for 5 yards (tackle by K.J. Wright),5.600,6.970
2,10:51,1,1,SEA 1,3,7,Aaron Rodgers pass incomplete short middle intended for Davante Adams,6.970,5.910
2,10:49,2,1,SEA 1,3,7,Aaron Jones left tackle for no gain (tackle by Bobby Wagner),5.910,5.170
2,9:55,,,,,,Timeout #3 by Green Bay Packers,,
2,9:55,3,1,SEA 1,3,13,"Aaron Jones left guard for 1 yard, touchdown",5.170,7.000
2,9:49,,,SEA 15,3,14,Mason Crosby kicks extra point good,0.000,0.000
2,9:49,,,GNB 35,3,14,"Mason Crosby kicks off 64 yards, returned by Travis Homer for 17 yards (tackle by Oren Burks)",0.000,0.040
2,9:44,1,10,SEA 18,3,14,Marshawn Lynch left guard for 1 yard (tackle by Kevin King),0.040,-0.320
2,9:09,2,9,SEA 19,3,14,Russell Wilson pass complete deep left to Tyler Lockett for 31 yards (tackle by Darnell Savage). Penalty on Jaire Alexander: Defensive Holding (Declined),-0.320,2.260
2,8:44,1,10,SEA 50,3,14,Russell Wilson right end for 3 yards (tackle by Tyler Lancaster),2.260,2.120
2,8:02,2,7,GNB 47,3,14,Russell Wilson pass complete short right to D.K. Metcalf for 13 yards (tackle by Kevin King),2.120,3.310
2,7:24,1,10,GNB 34,3,14,David Moore right end for 6 yards (tackle by Jaire Alexander),3.310,3.580
2,6:40,2,4,GNB 28,3,14,Russell Wilson sacked by Za'Darius Smith for -4 yards,3.580,2.350
2,5:54,3,8,GNB 32,3,14,Russell Wilson pass incomplete short left intended for Travis Homer,2.350,1.240
2,5:48,4,8,GNB 32,3,14,Jason Myers 50 yard field goal no good,1.240,-1.600
2,5:43,1,10,GNB 40,3,14,Tyler Ervin left end for 18 yards (tackle by Bobby Wagner),1.600,2.790
2,5:04,1,10,SEA 42,3,14,Aaron Jones right end for 3 yards (tackle by Shaquill Griffin),2.790,2.650
2,4:34,2,7,SEA 39,3,14,Aaron Rodgers pass complete short middle to Davante Adams for 10 yards (tackle by Quandre Diggs),2.650,3.640
2,3:50,1,10,SEA 29,3,14,Aaron Rodgers pass incomplete short left intended for Jake Kumerow,3.640,3.100
2,3:46,2,10,SEA 29,3,14,"Aaron Rodgers pass complete short left to Jace Sternberger for 2 yards (tackle by Jadeveon Clowney). Penalty on Jadeveon Clowney: Face Mask (15 Yards), 14 yards",3.100,4.710
2,3:17,1,10,SEA 13,3,14,Aaron Rodgers sacked by and Jadeveon Clowney for no gain and K.J. Wright for no gain,4.710,4.050
2,2:33,2,10,SEA 13,3,14,Aaron Jones left tackle for 9 yards (tackle by Tre Flowers),4.050,5.010
2,2:00,3,1,SEA 4,3,14,Aaron Rodgers up the middle for 2 yards (tackle by Jarran Reed),5.010,6.740
2,1:50,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:50,1,2,SEA 2,3,14,Aaron Jones right guard for 1 yard (tackle by Jadeveon Clowney and Bobby Wagner),6.740,5.910
2,1:40,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:40,2,1,SEA 1,3,14,Aaron Jones left tackle for no gain (tackle by Quandre Diggs and Tre Flowers),5.910,5.170
2,1:33,,,,,,Timeout #3 by Seattle Seahawks,,
2,1:33,3,1,SEA 1,3,14,Penalty on Jadeveon Clowney: Neutral Zone Infraction (no play),5.170,5.170
2,1:33,3,1,SEA 1,3,20,"Aaron Jones left guard for 1 yard, touchdown",5.170,7.000
2,1:30,,,SEA 15,3,21,Mason Crosby kicks extra point good,0.000,0.000
2,1:30,,,GNB 35,3,21,"Mason Crosby kicks off 65 yards, returned by Travis Homer for 24 yards (tackle by Jake Kumerow and Ty Summers)",0.000,0.540
2,1:22,1,10,SEA 24,3,21,Russell Wilson pass complete short middle to Tyler Lockett for 14 yards (tackle by Darnell Savage),0.540,1.470
2,1:03,1,10,SEA 38,3,21,Russell Wilson pass complete short left to D.K. Metcalf for 8 yards (tackle by Jaire Alexander),1.470,2.000
2,0:57,2,2,SEA 46,3,21,"Penalty on Duane Brown: False Start, 5 yards (no play)",2.000,1.330
2,0:57,2,7,SEA 41,3,21,Russell Wilson sacked by Kenny Clark for -2 yards,1.330,0.370
2,0:25,3,9,SEA 39,3,21,Russell Wilson up the middle for 13 yards (tackle by Blake Martinez),0.370,2.390
2,0:11,1,10,GNB 48,3,21,Russell Wilson spiked the ball,2.390,1.850
2,0:10,2,10,GNB 48,3,21,"Penalty on GNB: Defensive Too Many Men on Field, 5 yards (no play)",1.850,2.520
2,0:10,2,5,GNB 43,3,21,Russell Wilson pass incomplete deep right (defended by Adrian Amos),2.520,1.820
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,3,21,"Mason Crosby kicks off 55 yards, returned by Travis Homer for 21 yards (tackle by Jace Sternberger)",0.000,1.000
3,14:53,1,10,SEA 31,3,21,Russell Wilson pass incomplete short right intended for Malik Turner,1.000,0.460
3,14:46,2,10,SEA 31,3,21,Marshawn Lynch up the middle for 4 yards (tackle by Oren Burks and Blake Martinez),0.460,0.300
3,14:06,3,6,SEA 35,3,21,Russell Wilson up the middle for 22 yards (tackle by Jaire Alexander),0.300,2.720
3,13:25,1,10,GNB 43,3,21,Travis Homer right tackle for 5 yards (tackle by Blake Martinez),2.720,2.850
3,12:38,2,5,GNB 38,3,21,Russell Wilson pass complete short right to D.K. Metcalf for 24 yards (tackle by Adrian Amos),2.850,4.650
3,12:03,1,10,GNB 14,3,21,Russell Wilson pass complete short left to Tyler Lockett for 6 yards (tackle by Jaire Alexander),4.650,5.090
3,11:21,2,4,GNB 8,3,21,Marshawn Lynch up the middle for no gain (tackle by Blake Martinez),5.090,4.280
3,10:39,3,4,GNB 8,3,21,Russell Wilson pass complete short right to Jacob Hollister for 3 yards (tackle by Chandon Sullivan),4.280,3.030
3,10:13,4,1,GNB 5,3,21,Russell Wilson pass complete short right to Tyler Lockett for 4 yards (tackle by Jaire Alexander and Adrian Amos),3.030,6.970
3,9:49,1,1,GNB 1,9,21,"Marshawn Lynch up the middle for 1 yard, touchdown",6.970,7.000
3,9:44,,,GNB 15,10,21,Jason Myers kicks extra point good,0.000,0.000
3,9:44,,,SEA 35,10,21,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:44,1,10,GNB 25,10,21,Aaron Rodgers pass incomplete deep left,0.610,0.060
3,9:35,2,10,GNB 25,10,21,Aaron Rodgers pass complete short middle to Aaron Jones for 4 yards (tackle by Bobby Wagner),0.060,-0.100
3,8:50,3,6,GNB 29,10,21,Aaron Rodgers pass complete deep middle to Jimmy Graham for 27 yards (tackle by Quandre Diggs),-0.100,2.650
3,8:02,1,10,SEA 44,10,21,Aaron Jones up the middle for 4 yards (tackle by K.J. Wright and Bryan Mone),2.650,2.650
3,7:21,2,6,SEA 40,10,27,"Aaron Rodgers pass complete deep left to Davante Adams for 40 yards, touchdown",2.650,7.000
3,7:09,,,SEA 15,10,28,Mason Crosby kicks extra point good,0.000,0.000
3,7:09,,,GNB 35,10,28,"Mason Crosby kicks off 59 yards, returned by Travis Homer for 10 yards (tackle by Jake Kumerow)",0.000,-0.140
3,7:03,1,10,SEA 16,10,28,Russell Wilson pass incomplete short right intended for Tyler Lockett,-0.140,-0.660
3,6:58,2,10,SEA 16,10,28,"Penalty on Za'Darius Smith: Encroachment, 5 yards (no play)",-0.660,0.150
3,6:58,2,5,SEA 21,10,28,Russell Wilson right tackle for 5 yards (tackle by Darnell Savage),0.150,0.670
3,6:20,1,10,SEA 26,10,28,Marshawn Lynch left tackle for 2 yards (tackle by Oren Burks and Kenny Clark),0.670,0.400
3,5:38,2,8,SEA 28,10,28,Russell Wilson pass complete short right to Tyler Lockett for 13 yards (tackle by Jaire Alexander),0.400,1.660
3,4:59,1,10,SEA 41,10,28,Russell Wilson pass complete short right to Travis Homer for 11 yards (tackle by Ibraheim Campbell),1.660,2.390
3,4:27,1,10,GNB 48,10,28,Russell Wilson pass complete short right to Jacob Hollister for 9 yards (tackle by Blake Martinez and Jaire Alexander),2.390,3.060
3,4:04,2,1,GNB 39,10,28,Travis Homer up the middle for 3 yards (tackle by Blake Martinez),3.060,3.180
3,3:33,1,10,GNB 36,10,28,Russell Wilson right end for 11 yards (tackle by Darnell Savage),3.180,3.910
3,2:57,1,10,GNB 25,10,28,Russell Wilson pass complete short middle to Luke Willson for 8 yards (tackle by Blake Martinez and Oren Burks),3.910,4.550
3,2:21,2,2,GNB 17,10,28,Russell Wilson right guard for 1 yard (tackle by Dean Lowry and Rashan Gary),4.550,4.060
3,1:33,3,1,GNB 16,10,28,Russell Wilson right end for 9 yards (tackle by Adrian Amos),4.060,5.600
3,0:47,1,7,GNB 7,16,28,"Russell Wilson pass complete short right to Tyler Lockett for 7 yards, touchdown, touchdown",5.600,7.000
3,0:39,,,GNB 15,17,28,Jason Myers kicks extra point good,0.000,0.000
3,0:39,,,SEA 35,17,28,"Jason Myers kicks off 49 yards, returned by B.J. Goodson for 10 yards (tackle by Delano Hill and Jaron Brown)",0.000,0.670
3,0:33,1,10,GNB 26,17,28,Aaron Jones left end for 8 yards (tackle by Tre Flowers),0.670,1.210
Quarter,Time,Down,ToGo,Location,SEA,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,GNB 34,17,28,Aaron Jones left end for -2 yards (tackle by Bradley McDougald),1.210,0.230
4,14:15,3,4,GNB 32,17,28,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Bobby Wagner),0.230,-1.240
4,14:12,4,4,GNB 32,17,28,JK Scott punts 47 yards downed by Hunter Bradley,-1.240,-0.340
4,14:01,1,10,SEA 21,17,28,Russell Wilson pass complete deep left to Tyler Lockett for 19 yards (tackle by Kevin King). Penalty on Kenny Clark: Defensive Offside (Declined),0.340,1.600
4,13:42,1,10,SEA 40,17,28,Russell Wilson sacked by Preston Smith for no gain,1.600,1.050
4,13:05,2,10,SEA 40,17,28,Russell Wilson pass complete short right to D.K. Metcalf for 14 yards (tackle by Jaire Alexander),1.050,2.520
4,12:29,1,10,GNB 46,17,28,Luke Willson right end for 1 yard (tackle by Kevin King),2.520,2.110
4,11:44,2,9,GNB 45,17,28,Russell Wilson pass complete deep right to Jacob Hollister for 19 yards (tackle by Adrian Amos),2.110,3.840
4,11:14,1,10,GNB 26,17,28,Travis Homer right guard for 5 yards (tackle by Tyler Lancaster and Rashan Gary),3.840,3.970
4,10:40,2,5,GNB 21,17,28,Russell Wilson pass complete short right to Travis Homer for 16 yards (tackle by Blake Martinez),3.970,6.060
4,10:03,1,5,GNB 5,17,28,Marshawn Lynch up the middle for 4 yards (tackle by Adrian Amos),6.060,5.910
4,9:37,2,1,GNB 1,23,28,"Marshawn Lynch left guard for 1 yard, touchdown",5.910,7.000
4,9:33,,,GNB 2,23,28,Two Point Attempt: Russell Wilson pass complete to,1.000,-1.000
4,9:33,,,SEA 35,23,28,"Jason Myers kicks off 50 yards, returned by Tyler Ervin for 12 yards (tackle by Akeem King)",0.000,0.740
4,9:28,1,10,GNB 27,23,28,Aaron Rodgers pass incomplete short left intended for Jimmy Graham (defended by Bradley McDougald),0.740,0.200
4,9:23,2,10,GNB 27,23,28,Aaron Rodgers pass incomplete short right intended for Davante Adams (defended by Shaquill Griffin),0.200,-0.490
4,9:19,3,10,GNB 27,23,28,Aaron Rodgers pass complete short middle to Geronimo Allison for 11 yards (tackle by Tre Flowers),-0.490,1.470
4,8:35,1,10,GNB 38,23,28,Aaron Jones left tackle for 2 yards (tackle by Jadeveon Clowney and Branden Jackson),1.470,1.190
4,7:51,2,8,GNB 40,23,28,"Aaron Rodgers right end for 14 yards (tackle by K.J. Wright). Penalty on Jadeveon Clowney: Defensive Holding, 5 yards",1.190,2.850
4,7:18,1,10,SEA 41,23,28,Aaron Jones left tackle for 1 yard (tackle by Cody Barton and Poona Ford),2.850,2.440
4,6:32,2,9,SEA 40,23,28,Aaron Rodgers pass incomplete short right,2.440,1.750
4,6:27,3,9,SEA 40,23,28,Aaron Rodgers sacked by Shaquem Griffin for -8 yards,1.750,0.070
4,5:27,4,17,SEA 48,23,28,Penalty on Kyler Fackrell: False Start (Declined),0.070,0.070
4,5:04,4,17,SEA 48,23,28,JK Scott punts 25 yards out of bounds,0.070,-0.480
4,4:54,1,10,SEA 23,23,28,Russell Wilson pass complete short right to Tyler Lockett for 14 yards (tackle by Blake Martinez),0.480,1.400
4,4:13,1,10,SEA 37,23,28,Russell Wilson pass incomplete short middle intended for Malik Turner,1.400,0.860
4,4:08,2,10,SEA 37,23,28,Russell Wilson pass complete short right to Jacob Hollister for 5 yards (tackle by Kevin King),0.860,0.830
4,3:22,3,5,SEA 42,23,28,Russell Wilson sacked by Preston Smith for -6 yards,0.830,-0.980
4,2:41,4,11,SEA 36,23,28,"Michael Dickson punts 64 yards, touchback.",-0.980,-0.280
4,2:32,1,10,GNB 20,23,28,Aaron Jones up the middle for 2 yards (tackle by Jadeveon Clowney),0.280,0.000
4,2:26,,,,,,Timeout #1 by Seattle Seahawks,,
4,2:26,,,,,,Timeout #1 by Green Bay Packers,,
4,2:26,2,8,GNB 22,23,28,Aaron Rodgers pass incomplete short right,0.000,-0.690
4,2:19,3,8,GNB 22,23,28,Aaron Rodgers pass complete deep right to Davante Adams for 32 yards (tackle by Ugochukwu Amadi),-0.690,2.520
4,2:12,1,10,SEA 46,23,28,Aaron Jones right guard for 1 yard (tackle by Jadeveon Clowney),2.520,2.110
4,2:08,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:08,2,9,SEA 45,23,28,Aaron Jones left end for no gain (tackle by Tre Flowers),2.110,1.420
4,2:00,3,9,SEA 45,23,28,Aaron Rodgers pass complete short middle to Jimmy Graham for 9 yards (tackle by Delano Hill),1.420,3.180
4,1:48,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:48,1,10,SEA 36,23,28,Aaron Rodgers kneels for no gain,3.180,2.640
4,1:14,2,10,SEA 36,23,28,Aaron Rodgers kneels for -1 yards,2.640,1.820
4,0:38,3,11,SEA 37,23,28,Aaron Rodgers kneels for -1 yards,1.820,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
