Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
1,7:24,4,2,DET 41,0,0,"Andy Lee punts 31 yards, fair catch by Mike Furrey",0.530,0.380
1,7:17,1,10,DET 10,0,0,"Penalty on Michael Gaines: False Start, 5 yards (no play)",-0.380,-0.570
1,7:17,1,15,DET 5,0,0,Jon Kitna pass incomplete short left intended for Michael Gaines,-0.570,-1.150
1,7:13,2,15,DET 5,0,0,Kevin Smith right guard for 9 yards (tackle by Nate Clements and Aubrayo Franklin),-1.150,-0.950
1,6:30,3,6,DET 14,0,0,"Jon Kitna sacked by Justin Smith for -12 yards. Jon Kitna fumbles (forced by Justin Smith), recovered by Dominic Raiola at DET-2",-0.950,-2.490
1,6:30,4,18,DET 2,0,0,"Nick Harris punts 57 yards, returned by Allen Rossum for 10 yards (tackle by Alex Lewis)",-2.490,-2.320
1,5:31,1,10,DET 49,0,0,"J.T. O'Sullivan pass complete short right to Zak Keasey for 5 yards (tackle by Leigh Bodden). Penalty on Shaun Cody: Defensive Offside, 5 yards (no play)",2.320,3.050
1,5:09,1,5,DET 44,0,0,Frank Gore right guard for no gain (tackle by Paris Lenon),3.050,2.460
1,4:32,2,5,DET 44,0,0,J.T. O'Sullivan pass complete short right to Delanie Walker for 5 yards (tackle by Leigh Bodden),2.460,2.980
1,3:52,1,10,DET 39,0,0,Frank Gore left end for 33 yards (tackle by Dwight Smith),2.980,5.830
1,3:06,1,6,DET 6,0,0,DeShaun Foster right tackle for no gain (tackle by Jared DeVries),5.830,4.950
1,2:29,2,6,DET 6,0,0,J.T. O'Sullivan pass incomplete short right intended for Vernon Davis,4.950,4.040
1,2:21,3,6,DET 6,0,6,"J.T. O'Sullivan pass complete short right to Isaac Bruce for 6 yards, touchdown",4.040,7.000
1,,,,DET 2,0,7,Joe Nedney kicks extra point good,0.000,0.000
1,,,,SFO 30,0,7,"Joe Nedney kicks off 69 yards, returned by Brandon Middleton for 15 yards (tackle by Jason Hill)",0.000,-0.140
1,2:10,1,10,DET 16,0,7,Rudi Johnson left tackle for -5 yards (tackle by Michael Lewis). Penalty on Calvin Johnson: Illegal Formation (Declined),-0.140,-1.150
1,1:55,2,15,DET 11,0,7,Rudi Johnson up the middle for 2 yards (tackle by Kentwan Balmer),-1.150,-1.750
1,1:11,3,13,DET 13,0,7,Jon Kitna pass incomplete deep right intended for Calvin Johnson,-1.750,-2.490
1,1:11,4,13,DET 13,0,7,"Nick Harris punts 54 yards, returned by Allen Rossum for 14 yards (tackle by Don Muhlbach)",-2.490,-2.060
1,0:50,1,10,SFO 47,0,7,Arnaz Battle left end for 18 yards (tackle by Ernie Sims),2.060,3.250
1,0:09,1,10,DET 35,0,7,J.T. O'Sullivan pass complete short middle to Zak Keasey for 12 yards (tackle by Ernie Sims),3.250,4.040
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 23,0,7,"Penalty on J.T. O'Sullivan: Delay of Game, 5 yards (no play)",4.040,3.710
2,15:00,1,15,DET 28,0,7,J.T. O'Sullivan pass complete short right to Vernon Davis for 17 yards (tackle by Paris Lenon),3.710,4.840
2,14:22,1,10,DET 11,0,7,Frank Gore left tackle for 6 yards (tackle by Paris Lenon and Dwight Smith),4.840,5.280
2,13:36,2,4,DET 5,0,7,Frank Gore left guard for 1 yard (tackle by Ernie Sims),5.280,4.670
2,13:00,3,3,DET 4,0,13,"Frank Gore right tackle for 4 yards, touchdown",4.670,7.000
2,,,,DET 2,0,14,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,0,14,"Joe Nedney kicks off 67 yards, returned by Brandon Middleton for 27 yards (tackle by Tarell Brown)",0.000,0.940
2,12:46,1,10,DET 30,0,14,Jon Kitna pass complete short right to Rudi Johnson for 8 yards (tackle by Patrick Willis),0.940,1.470
2,12:04,2,2,DET 38,0,14,Rudi Johnson right tackle for 1 yard (tackle by Ray McDonald),1.470,0.890
2,11:27,3,1,DET 39,0,14,Rudi Johnson right end for 3 yards (tackle by Kentwan Balmer),0.890,1.730
2,10:54,1,10,DET 42,0,14,Jon Kitna pass incomplete short right intended for Michael Gaines (defended by Manny Lawson),1.730,1.190
2,10:42,2,10,DET 42,0,14,"Rudi Johnson left end for 17 yards (tackle by Takeo Spikes). Rudi Johnson fumbles (forced by Takeo Spikes), ball out of bounds at SFO-38",1.190,2.850
2,10:16,1,10,SFO 41,0,14,Jon Kitna pass incomplete short left intended for Roy E. Williams,2.850,2.310
2,10:13,,,,0,14,Timeout #1 by San Francisco 49ers,0.000,2.310
2,10:13,2,10,SFO 41,0,14,Rudi Johnson right end for 11 yards (tackle by Michael Lewis),2.310,3.580
2,9:32,1,10,SFO 30,0,14,Rudi Johnson right tackle for 1 yard (tackle by Aubrayo Franklin),3.580,3.170
2,8:54,2,9,SFO 29,0,14,Rudi Johnson up the middle for no gain (tackle by Isaac Sopoaga and Patrick Willis),3.170,2.480
2,8:11,3,9,SFO 29,0,14,Jon Kitna pass complete short left to Mike Furrey for 3 yards (tackle by Mark Roman),2.480,1.760
2,7:31,4,6,SFO 26,3,14,Jason Hanson 44 yard field goal good,1.760,3.000
2,,,,DET 30,3,14,"Jason Hanson kicks off 66 yards, returned by Allen Rossum for 24 yards (tackle by Gerald Alexander)",0.000,0.810
2,7:16,1,10,SFO 28,3,14,"J.T. O'Sullivan pass incomplete deep middle intended for Vernon Davis. Penalty on Dwight Smith: Defensive Holding, 5 yards (no play)",0.810,1.140
2,7:10,1,10,SFO 33,3,14,J.T. O'Sullivan pass complete deep right to Bryant Johnson for 25 yards (tackle by Brian Kelly),1.140,2.790
2,6:33,1,10,DET 42,3,14,J.T. O'Sullivan pass complete deep middle to Josh Morgan for 18 yards (tackle by Leigh Bodden),2.790,3.970
2,5:57,1,10,DET 24,3,20,"J.T. O'Sullivan pass complete deep left to Delanie Walker for 24 yards, touchdown",3.970,7.000
2,,,,DET 2,3,21,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,3,21,"Joe Nedney kicks off 65 yards, returned by Brandon Middleton for 42 yards (tackle by Jason Hill)",0.000,2.060
2,5:39,1,10,DET 47,3,21,Jon Kitna pass complete short left to Rudi Johnson for 6 yards (tackle by Tarell Brown),2.060,2.330
2,5:04,2,4,SFO 47,3,21,Jon Kitna pass incomplete short left intended for Calvin Johnson (defended by Takeo Spikes),2.330,1.620
2,4:58,3,4,SFO 47,3,21,Jon Kitna sacked by Roderick Green for -1 yards,1.620,0.070
2,4:34,4,5,SFO 48,3,21,"Nick Harris punts 31 yards, fair catch by Allen Rossum",0.070,0.060
2,4:23,1,10,SFO 17,3,21,Frank Gore right end for 3 yards (tackle by Leigh Bodden),-0.060,-0.060
2,3:43,2,7,SFO 20,3,21,J.T. O'Sullivan pass incomplete deep middle intended for Vernon Davis,-0.060,-0.870
2,3:36,3,7,SFO 20,3,21,J.T. O'Sullivan pass complete short left to Isaac Bruce for 13 yards (tackle by Ernie Sims),-0.870,1.140
2,2:57,1,10,SFO 33,3,21,Frank Gore up the middle for 2 yards (tackle by Chartric Darby),1.140,0.860
2,2:18,2,8,SFO 35,3,21,J.T. O'Sullivan pass complete short right to Arnaz Battle for 9 yards (tackle by Daniel Bullocks),0.860,1.860
2,2:00,1,10,SFO 44,3,21,J.T. O'Sullivan sacked by Corey Smith for -1 yards,1.860,1.180
2,1:27,2,11,SFO 43,3,21,J.T. O'Sullivan pass complete short left to Arnaz Battle for 4 yards (tackle by Ernie Sims),1.180,1.030
2,0:49,3,7,SFO 47,3,21,J.T. O'Sullivan pass complete short left to Frank Gore for 3 yards (tackle by Brian Kelly),1.030,-0.060
2,0:10,,,,3,21,Timeout #1 by Detroit Lions,0.000,-0.060
2,0:10,4,4,,3,21,"Andy Lee punts 47 yards. Penalty on SFO: Illegal Touch Kick (Declined), Penalty on Mike Furrey: Personal Foul (Declined)",-0.060,2.260
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,3,21,"Jason Hanson kicks off 66 yards, returned by Allen Rossum for 22 yards (tackle by Corey Smith)",0.000,0.670
3,14:53,1,10,SFO 26,3,21,J.T. O'Sullivan right tackle for 8 yards (tackle by Alex Lewis),0.670,1.210
3,14:29,2,2,SFO 34,3,21,Frank Gore right tackle for 1 yard (tackle by Jared DeVries and Paris Lenon),1.210,0.630
3,13:50,3,1,SFO 35,3,21,Frank Gore left guard for 9 yards (tackle by Alex Lewis),0.630,1.860
3,13:13,,,,3,21,Timeout #1 by Detroit Lions,0.000,1.860
3,13:13,1,10,SFO 44,3,21,J.T. O'Sullivan left end for 13 yards (tackle by Dwight Smith),1.860,2.720
3,12:44,1,10,DET 43,3,21,J.T. O'Sullivan pass incomplete deep left intended for Josh Morgan,2.720,2.180
3,12:40,2,10,DET 43,3,21,Frank Gore up the middle for 5 yards (tackle by Langston Moore),2.180,2.150
3,12:03,3,5,DET 38,3,21,J.T. O'Sullivan pass incomplete short right intended for Isaac Bruce,2.150,0.720
3,11:56,4,5,DET 38,3,21,"Andy Lee punts 23 yards, fair catch by Mike Furrey",0.720,0.220
3,11:49,1,10,DET 15,3,21,Rudi Johnson right tackle for 7 yards (tackle by Patrick Willis),-0.220,0.350
3,11:17,2,3,DET 22,3,21,"Jon Kitna pass incomplete short left intended for Roy E. Williams. Penalty on Roy E. Williams: Offensive Pass Interference, 10 yards (no play)",0.350,-1.000
3,11:12,2,13,DET 12,3,21,Rudi Johnson up the middle for -1 yards (tackle by Isaac Sopoaga),-1.000,-1.890
3,10:30,3,14,DET 11,3,21,Jon Kitna pass complete short left to Calvin Johnson for 15 yards (tackle by Nate Clements),-1.890,0.670
3,9:57,1,10,DET 26,3,21,Jon Kitna pass complete short left to Michael Gaines for 15 yards (tackle by Walt Harris). Penalty on Nate Clements: Illegal Contact (Declined),0.670,1.660
3,9:39,1,10,DET 41,3,21,"Penalty on Edwin Mulitalo: False Start, 5 yards (no play)",1.660,1.330
3,9:28,1,15,DET 36,3,21,"Jon Kitna pass incomplete short right intended for Mike Furrey is intercepted by Tarell Brown at tm_-50 and returned for 1 yard. Penalty on Parys Haralson: Personal Foul, 15 yards",1.330,-1.330
3,9:18,1,10,SFO 36,3,21,Frank Gore up the middle for 20 yards (tackle by Alex Lewis),1.330,2.650
3,8:37,1,10,DET 44,3,21,Frank Gore for 6 yards,2.650,2.920
3,8:11,2,4,DET 38,3,21,Frank Gore up the middle for 6 yards (tackle by Cory Redding and Ernie Sims),2.920,3.450
3,7:30,1,10,DET 32,3,21,J.T. O'Sullivan pass incomplete short left intended for DeShaun Foster,3.450,2.900
3,7:23,2,10,DET 32,3,21,"DeShaun Foster right tackle for 25 yards (tackle by Dwight Smith). Penalty on Delanie Walker: Offensive Holding, 10 yards (no play)",2.900,1.550
3,7:02,2,20,DET 42,3,21,J.T. O'Sullivan pass complete short middle to Frank Gore for 9 yards (tackle by Kalvin Pearson),1.550,2.080
3,6:30,3,11,DET 33,3,21,Frank Gore right guard for 3 yards (tackle by Cory Redding),2.080,1.410
3,5:49,4,8,DET 30,3,21,"Penalty on Ikaika Alama-Francis: Encroachment, 5 yards (no play)",1.410,1.900
3,5:47,4,3,DET 25,3,21,Joe Nedney 43 yard field goal no good,1.900,-1.140
3,5:32,1,10,DET 33,3,21,Jon Kitna pass incomplete short left intended for Calvin Johnson,1.140,0.590
3,5:28,2,10,DET 33,3,21,Jon Kitna pass incomplete short right intended for Calvin Johnson,0.590,-0.100
3,5:22,3,10,DET 33,3,21,Jon Kitna sacked by Roderick Green for -3 yards,-0.100,-1.370
3,5:01,4,13,DET 30,3,21,Nick Harris punts 55 yards,-1.370,0.220
3,4:42,1,10,SFO 15,3,21,Frank Gore left tackle for 5 yards (tackle by Daniel Bullocks),-0.220,0.080
3,4:07,2,5,SFO 20,3,21,Frank Gore left guard for 3 yards (tackle by Paris Lenon),0.080,-0.390
3,3:29,3,2,SFO 23,3,21,J.T. O'Sullivan pass incomplete short left intended for Isaac Bruce,-0.390,-1.830
3,3:16,4,2,SFO 23,3,21,"Andy Lee punts 47 yards, returned by Mike Furrey for 8 yards (tackle by Jason Hill)",-1.830,-1.470
3,3:06,1,10,DET 38,3,21,Rudi Johnson left tackle for 27 yards (tackle by Michael Lewis),1.470,3.250
3,2:44,1,10,SFO 35,3,21,Jon Kitna pass incomplete deep left intended for Roy E. Williams,3.250,2.700
3,2:35,2,10,SFO 35,3,21,Rudi Johnson left tackle for 2 yards (tackle by Justin Smith and Isaac Sopoaga),2.700,2.280
3,1:53,3,8,SFO 33,3,21,Jon Kitna pass incomplete short left intended for Shaun McDonald,2.280,1.150
3,1:48,4,8,SFO 33,6,21,Jason Hanson 51 yard field goal good,1.150,3.000
3,,,,DET 30,6,21,"Jason Hanson kicks off 72 yards, returned by Allen Rossum for 25 yards (tackle by Corey Smith)",0.000,0.480
3,1:37,1,10,SFO 23,6,21,"J.T. O'Sullivan right end for 2 yards (tackle by Alex Lewis). Penalty on Alex Lewis: Unnecessary Roughness, 15 yards",0.480,1.600
3,1:14,1,10,SFO 40,6,21,J.T. O'Sullivan pass complete short middle to Frank Gore for 11 yards (tackle by Ryan Nece),1.600,2.320
3,0:32,1,10,DET 49,6,21,Frank Gore right end for -1 yards (tackle by Ernie Sims and Ryan Nece),2.320,1.650
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,,6,21,"J.T. O'Sullivan pass incomplete short middle intended for Arnaz Battle. Penalty on Kalvin Pearson: Defensive Pass Interference, 6 yards (no play)",1.650,2.650
4,14:57,1,10,DET 44,6,21,J.T. O'Sullivan pass complete short right to Arnaz Battle for 9 yards (tackle by Ernie Sims),2.650,3.330
4,14:26,2,1,DET 35,6,21,Frank Gore right tackle for 1 yard (tackle by Paris Lenon and Kalvin Pearson),3.330,3.310
4,13:43,1,10,DET 34,6,21,J.T. O'Sullivan pass complete short left to Delanie Walker for 15 yards (tackle by Ernie Sims),3.310,4.310
4,13:17,1,10,DET 19,6,21,Frank Gore up the middle for 9 yards (tackle by Ryan Nece and Dwight Smith),4.310,5.360
4,12:26,2,1,DET 10,6,21,Frank Gore left guard for 6 yards (tackle by Shaun Cody and Daniel Bullocks),5.360,6.280
4,11:49,1,4,DET 4,6,21,DeShaun Foster right tackle for 1 yard (tackle by Daniel Bullocks),6.280,5.530
4,11:03,2,3,DET 3,6,21,Frank Gore up the middle for 2 yards (tackle by Daniel Bullocks and Ryan Nece),5.530,5.170
4,10:22,3,1,DET 1,6,21,Frank Gore left guard for no gain (tackle by Ernie Sims and Kalvin Pearson),5.170,3.550
4,9:37,,,,6,21,Timeout #1 by San Francisco 49ers,0.000,3.550
4,9:37,4,1,DET 1,6,27,"Allen Rossum left end for 1 yard, touchdown",3.550,7.000
4,,,,DET 2,6,28,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,6,28,"Joe Nedney kicks off 60 yards, returned by Brandon Middleton for 12 yards (tackle by Keith Lewis). Brandon Middleton fumbles (forced by Keith Lewis), recovered by Kalvin Pearson at DET-22",0.000,0.410
4,9:22,,,,6,28,Timeout #2 by San Francisco 49ers,0.000,0.410
4,9:22,1,10,DET 22,6,28,Jon Kitna pass complete short right to Roy E. Williams for 9 yards (tackle by Walt Harris),0.410,1.080
4,9:00,2,1,DET 31,6,28,Jon Kitna pass incomplete deep right intended for Roy E. Williams,1.080,0.370
4,8:54,3,1,DET 31,6,28,Rudi Johnson right tackle for 9 yards (tackle by Mark Roman and Patrick Willis),0.370,1.600
4,8:33,1,10,DET 40,6,28,Jon Kitna pass complete short left to Calvin Johnson for 11 yards,1.600,2.320
4,8:18,1,10,SFO 49,6,28,Jon Kitna pass incomplete short right intended for Roy E. Williams,2.320,1.780
4,8:05,2,10,SFO 49,6,28,Jon Kitna pass complete short right to Shaun McDonald for 5 yards (tackle by Dashon Goldson),1.780,1.750
4,7:38,3,5,SFO 44,6,28,Jon Kitna pass incomplete deep left intended for Calvin Johnson,1.750,0.330
4,7:36,4,5,SFO 44,6,28,Jon Kitna up the middle for 10 yards (tackle by Roderick Green and Parys Haralson),0.330,3.310
4,7:11,1,10,SFO 34,12,28,"Jon Kitna pass complete short left to Rudi Johnson for 34 yards, touchdown",3.310,7.000
4,,,,SFO 2,13,28,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,13,28,"Jason Hanson kicks onside 10 yards, recovered by Arnaz Battle and returned for 28 yards",0.000,4.780
4,6:50,1,10,DET 12,13,28,Frank Gore right guard for -3 yards (tackle by Paris Lenon),4.780,3.660
4,6:08,2,13,DET 15,13,28,J.T. O'Sullivan right end for 3 yards (tackle by Kalvin Pearson),3.660,3.120
4,5:16,3,10,DET 12,13,28,Frank Gore up the middle for 5 yards (tackle by Corey Smith),3.120,2.980
4,4:25,4,5,DET 7,13,31,Joe Nedney 25 yard field goal good,2.980,3.000
4,,,,SFO 30,13,31,"Joe Nedney kicks off 69 yards, returned by Brandon Middleton for 29 yards (tackle by Reggie Smith)",0.000,0.940
4,4:16,1,10,DET 30,13,31,Jon Kitna pass incomplete short right intended for Calvin Johnson,0.940,0.390
4,4:12,2,10,DET 30,13,31,Jon Kitna pass complete short right to Calvin Johnson for 9 yards (tackle by Nate Clements),0.390,0.890
4,4:02,3,1,DET 39,13,31,Jon Kitna up the middle for 3 yards (tackle by Justin Smith),0.890,1.730
4,3:32,1,10,DET 42,13,31,Jon Kitna pass complete short middle to Mike Furrey for 5 yards (tackle by Patrick Willis),1.730,1.860
4,3:17,2,5,DET 47,13,31,Jon Kitna pass complete short right to Shaun McDonald for 8 yards (tackle by Nate Clements),1.860,2.590
4,2:45,1,10,SFO 45,13,31,Jon Kitna pass complete short left to Calvin Johnson for 5 yards (tackle by Nate Clements),2.590,2.720
4,2:13,2,5,SFO 40,13,31,Rudi Johnson left guard for 9 yards (tackle by Patrick Willis),2.720,3.510
4,2:00,1,10,SFO 31,13,31,Jon Kitna sacked by Parys Haralson for -6 yards,3.510,2.160
4,1:50,,,,13,31,Timeout #2 by Detroit Lions,0.000,2.160
4,1:50,2,16,SFO 37,13,31,Dan Orlovsky pass incomplete short middle intended for Rudi Johnson is intercepted by Justin Smith at SFO-36,2.160,-1.330
4,1:44,1,10,SFO 36,13,31,J.T. O'Sullivan kneels for -1 yards,1.330,0.660
4,0:58,2,11,SFO 35,13,31,J.T. O'Sullivan kneels for -1 yards,0.660,-0.160
4,0:16,3,12,SFO 34,13,31,J.T. O'Sullivan kneels for -1 yards,-0.160,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
