Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2,14:20,1,10,JAX 20,3,3,Blaine Gabbert pass complete short right to Chastin West for 13 yards (tackle by Kevin Thomas),0.280,1.140
2,13:45,1,10,JAX 33,3,3,Blaine Gabbert pass incomplete short right intended for Chastin West,1.140,0.590
2,13:42,2,10,JAX 33,3,3,Maurice Jones-Drew right end for -1 yards (tackle by Pat Angerer),0.590,-0.230
2,13:00,3,11,JAX 32,3,3,Blaine Gabbert pass incomplete short right intended for Chastin West (defended by Kevin Thomas),-0.230,-1.240
2,12:55,4,11,JAX 32,3,3,"Nick Harris punts 34 yards, fair catch by Pierre Garcon",-1.240,-1.200
2,12:48,1,10,IND 34,3,3,Curtis Painter sacked by Jeremy Mincey and D'Anthony Smith for -11 yards,1.200,-0.830
2,12:25,2,21,IND 23,3,3,Donald Brown right tackle for 13 yards (tackle by Dawan Landry and Dwight Lowery),-0.830,0.230
2,11:44,3,8,IND 36,3,3,"Curtis Painter sacked by Paul Posluszny and John Chick for -9 yards. Penalty on Nate Collins: Face Mask (15 Yards), 15 yards",0.230,1.730
2,11:26,1,10,IND 42,3,3,Donald Brown up the middle for no gain (tackle by Jeremy Mincey and Tyson Alualu),1.730,1.190
2,10:51,2,10,IND 42,3,3,Curtis Painter pass complete short left to Donald Brown for 5 yards (tackle by D'Anthony Smith),1.190,1.160
2,10:22,3,5,IND 47,3,3,Curtis Painter pass incomplete deep left intended for Reggie Wayne,1.160,-0.260
2,10:17,4,5,IND 47,3,3,"Pat McAfee punts 32 yards, fair catch by Mike Thomas",-0.260,-0.340
2,10:09,1,10,JAX 21,3,3,Maurice Jones-Drew right tackle for 4 yards (tackle by Antoine Bethea and Pat Angerer),0.340,0.340
2,9:28,2,6,JAX 25,3,3,Blaine Gabbert pass complete short left to Maurice Jones-Drew for 10 yards (tackle by David Caldwell),0.340,1.270
2,8:49,1,10,JAX 35,3,3,Maurice Jones-Drew right tackle for 7 yards (tackle by Philip Wheeler and Kavell Conner),1.270,1.670
2,8:13,2,3,JAX 42,3,3,Deji Karim up the middle for no gain (tackle by David Caldwell and Ricardo Mathews),1.670,0.960
2,7:28,3,3,JAX 42,3,3,Deji Karim left end for no gain (tackle by Antoine Bethea),0.960,-0.590
2,6:53,4,3,JAX 42,3,3,Nick Harris punts 31 yards,-0.590,-0.740
2,6:44,1,10,IND 27,3,3,"Penalty on Quinn Ojinnaka: False Start, 5 yards (no play)",0.740,0.410
2,6:44,1,15,IND 22,3,3,Delone Carter right end for 3 yards (tackle by William Middleton),0.410,-0.070
2,5:59,2,12,IND 25,3,3,Curtis Painter pass complete short right to Jacob Tamme for 1 yard (tackle by Matt Roth),-0.070,-0.620
2,5:18,3,11,IND 26,3,3,Curtis Painter pass complete short left to Donald Brown for 2 yards (tackle by Drew Coleman and Nate Collins),-0.620,-1.500
2,4:50,4,9,IND 28,3,3,Pat McAfee punts 51 yards,-1.500,-0.340
2,4:37,1,10,JAX 21,3,3,Maurice Jones-Drew up the middle for 1 yard (tackle by Robert Mathis),0.340,-0.070
2,3:54,2,9,JAX 22,3,3,Blaine Gabbert pass incomplete short left intended for Kassim Osgood,-0.070,-0.760
2,3:49,3,9,JAX 22,3,3,Blaine Gabbert sacked by Tyler Brayton for -3 yards. Penalty on Guy Whimper: Offensive Holding (Declined),-0.760,-2.140
2,3:35,4,12,JAX 19,3,3,"Nick Harris punts 51 yards, returned by Pierre Garcon for 8 yards (tackle by Jeremy Cain)",-2.140,-1.470
2,3:25,1,10,IND 38,3,3,Donald Brown up the middle for 3 yards (tackle by Derek Cox),1.470,1.330
2,2:48,2,7,IND 41,3,3,Donald Brown right end for 4 yards (tackle by C.J. Mosley),1.330,1.160
2,2:02,3,3,IND 45,3,3,Donald Brown up the middle for no gain (tackle by Dawan Landry),1.160,-0.390
2,1:56,4,3,IND 45,3,3,Pat McAfee punts 32 yards,-0.390,-0.480
2,1:44,1,10,JAX 23,3,3,Maurice Jones-Drew up the middle for 15 yards (tackle by Tyler Brayton),0.480,1.470
2,1:18,1,10,JAX 38,3,3,Maurice Jones-Drew left tackle for 13 yards (tackle by Pat Angerer and Jacob Lacey),1.470,2.320
2,0:50,1,10,IND 49,3,3,Maurice Jones-Drew up the middle for 2 yards (tackle by Pat Angerer and Joe Lefeged),2.320,2.050
2,0:44,,,,3,3,Timeout #1 by Jacksonville Jaguars,0.000,2.050
2,0:44,2,8,IND 47,3,3,Blaine Gabbert pass complete short right to Mike Thomas for 1 yard (tackle by Kevin Thomas and Ernie Sims),2.050,1.490
2,0:15,3,7,IND 46,3,3,Blaine Gabbert pass complete deep middle to Jarett Dillard for 19 yards (tackle by Joe Lefeged),1.490,3.780
2,0:07,,,,3,3,Timeout #2 by Jacksonville Jaguars,0.000,3.780
2,0:07,1,10,IND 27,3,3,Josh Scobee 45 yard field goal no good,3.780,-1.270
2,0:02,1,10,IND 35,3,3,Curtis Painter kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,3,3,"Pat McAfee kicks off 72 yards, returned by Deji Karim for 33 yards (tackle by Chris Rucker)",0.000,0.670
3,14:54,1,10,JAX 26,3,3,Maurice Jones-Drew up the middle for 2 yards (tackle by Kavell Conner),0.670,0.400
3,14:15,2,8,JAX 28,3,3,Maurice Jones-Drew up the middle for 1 yard (tackle by Robert Mathis and Antoine Bethea),0.400,-0.160
3,13:37,3,7,JAX 29,3,3,Blaine Gabbert for 1 yard (tackle by Jerraud Powers),-0.160,-1.370
3,13:14,4,6,JAX 30,3,3,"Nick Harris punts 33 yards, returned by Pierre Garcon for -1 yards (tackle by Kassim Osgood)",-1.370,-1.330
3,13:04,1,10,IND 36,3,3,Curtis Painter pass complete short right to Donald Brown for 7 yards (tackle by Tyson Alualu and Derek Cox),1.330,1.740
3,12:26,2,3,IND 43,3,3,Donald Brown up the middle for -5 yards (tackle by Matt Roth),1.740,0.370
3,11:47,3,8,IND 38,3,3,Curtis Painter pass incomplete short right intended for Pierre Garcon,0.370,-0.850
3,11:42,4,8,IND 38,3,3,"Pat McAfee punts 48 yards, returned by Mike Thomas for no gain",-0.850,0.280
3,11:29,1,10,JAX 14,3,3,Maurice Jones-Drew left guard for 6 yards (tackle by David Caldwell),-0.280,0.150
3,10:55,2,4,JAX 20,3,3,Maurice Jones-Drew left tackle for 9 yards (tackle by Jerraud Powers and Antoine Bethea),0.150,0.870
3,10:09,1,10,JAX 29,3,3,Maurice Jones-Drew up the middle for 1 yard (tackle by Drake Nevis),0.870,0.460
3,9:29,2,9,JAX 30,3,3,Blaine Gabbert pass incomplete short left intended for Zach Potter,0.460,-0.230
3,9:26,3,9,JAX 30,3,3,Blaine Gabbert pass complete short middle to Deji Karim for 17 yards (tackle by Ernie Sims),-0.230,2.060
3,8:45,1,10,JAX 47,3,3,Deji Karim up the middle for no gain (tackle by Tyler Brayton),2.060,1.520
3,8:03,2,10,JAX 47,3,3,Blaine Gabbert pass complete short right to Deji Karim for -1 yards (tackle by Philip Wheeler),1.520,0.700
3,7:19,3,11,JAX 46,3,3,"Blaine Gabbert sacked by Robert Mathis for -5 yards. Penalty on Tyler Brayton: Illegal Use of Hands, 5 yards",0.700,1.990
3,6:50,1,10,JAX 46,3,3,Maurice Jones-Drew right guard for 7 yards (tackle by Kavell Conner and Philip Wheeler),1.990,2.400
3,6:11,2,3,IND 47,3,3,Maurice Jones-Drew left tackle for -1 yards (tackle by Kavell Conner and Drake Nevis),2.400,1.550
3,5:27,3,4,IND 48,3,3,Blaine Gabbert left end for 5 yards (tackle by Antoine Bethea and Pat Angerer),1.550,2.720
3,4:45,1,10,IND 43,3,3,Mike Thomas right end for 12 yards (tackle by David Caldwell and Antoine Bethea),2.720,3.510
3,4:04,1,10,IND 31,3,3,Blaine Gabbert pass complete short right to Chastin West for 13 yards (tackle by Kevin Thomas and Antoine Bethea),3.510,4.370
3,3:22,1,10,IND 18,3,3,Deji Karim up the middle for 3 yards (tackle by Robert Mathis and David Caldwell),4.370,4.250
3,2:41,2,7,IND 15,3,3,Deji Karim up the middle for 4 yards (tackle by David Caldwell and Philip Wheeler),4.250,4.260
3,1:53,,,,3,3,Timeout #1 by Jacksonville Jaguars,0.000,4.260
3,1:53,3,3,IND 11,9,3,"Blaine Gabbert pass complete short right to Jarett Dillard for 11 yards, touchdown",4.260,7.000
3,,,,IND 2,10,3,Josh Scobee kicks extra point good,0.000,0.000
3,,,,JAX 35,10,3,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
3,1:49,1,10,IND 20,10,3,Curtis Painter pass complete short left to Reggie Wayne for no gain,0.280,-0.270
3,1:25,2,10,IND 20,10,3,Curtis Painter pass complete short right to Austin Collie for 11 yards (tackle by Derek Cox),-0.270,1.000
3,1:25,1,10,IND 31,10,3,"Penalty on Pierre Garcon: False Start, 5 yards (no play)",1.000,0.670
3,0:42,1,15,IND 26,10,3,Delone Carter up the middle for 5 yards (tackle by Tyson Alualu and Paul Posluszny),0.670,0.460
3,0:13,2,10,IND 31,10,3,Curtis Painter pass complete short middle to Austin Collie for 1 yard (tackle by Paul Posluszny),0.460,-0.100
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,IND 32,10,3,Curtis Painter pass complete short right to Austin Collie for 11 yards (tackle by Drew Coleman),-0.100,1.800
4,14:27,1,10,IND 43,10,3,Delone Carter left tackle for no gain (tackle by Jeremy Mincey and D'Anthony Smith),1.800,1.250
4,13:48,2,10,IND 43,10,3,Curtis Painter pass incomplete short right intended for Pierre Garcon (defended by Derek Cox),1.250,0.560
4,13:40,3,10,IND 43,10,3,Curtis Painter pass complete short right to Jacob Tamme for 11 yards (tackle by Dawan Landry),0.560,2.520
4,13:15,1,10,JAX 46,10,3,"Curtis Painter pass incomplete deep left intended for Reggie Wayne is intercepted by William Middleton at JAX-16 and returned for 16 yards (tackle by Donald Brown). Penalty on JAX: Defensive 12 On-field, 5 yards (no play)",2.520,3.250
,,,,,,,"IND challenged the too many players on field ruling, and the original play was overturned.",,
4,12:42,1,5,JAX 41,10,3,Donald Brown right tackle for 2 yards (tackle by Leger Douzable and Matt Roth),3.250,2.920
4,12:09,2,3,JAX 39,10,3,Curtis Painter pass complete short left to Austin Collie for 8 yards (tackle by Dwight Lowery),2.920,3.510
4,11:38,1,10,JAX 31,10,3,Curtis Painter pass incomplete short middle intended for Reggie Wayne is intercepted by Paul Posluszny at JAX-21,3.510,-0.340
4,11:29,1,10,JAX 21,10,3,Maurice Jones-Drew up the middle for 1 yard (tackle by David Caldwell),0.340,-0.070
4,10:48,2,9,JAX 22,10,3,Blaine Gabbert pass complete short left to Chastin West for 13 yards (tackle by Jacob Lacey),-0.070,1.270
4,10:05,1,10,JAX 35,10,3,Maurice Jones-Drew up the middle for 2 yards (tackle by Tyler Brayton and Jerraud Powers),1.270,0.990
4,9:20,2,8,JAX 37,10,3,Blaine Gabbert pass complete short right to Marcedes Lewis for -4 yards (tackle by Robert Mathis and Drake Nevis),0.990,-0.230
4,8:37,3,12,JAX 33,10,3,Blaine Gabbert pass complete short right to Maurice Jones-Drew for 12 yards (tackle by Pat Angerer),-0.230,1.930
4,8:06,1,10,JAX 45,10,3,Deji Karim right tackle for -5 yards (tackle by Jerraud Powers),1.930,0.710
4,7:26,2,15,JAX 40,10,3,Deji Karim right guard for 2 yards (tackle by Kavell Conner),0.710,0.300
4,6:43,3,13,JAX 42,10,3,Blaine Gabbert pass complete short middle to Deji Karim for 9 yards (tackle by Ernie Sims),0.300,0.000
4,6:08,4,4,IND 49,10,3,"Nick Harris punts 39 yards, returned by Pierre Garcon for 3 yards (tackle by Kevin Rutland)",0.000,0.320
4,5:55,1,10,IND 13,10,3,Donald Brown up the middle for 2 yards (tackle by D'Anthony Smith and Matt Roth),-0.320,-0.570
4,5:26,2,8,IND 15,10,3,Dan Orlovsky pass complete short left to Reggie Wayne for 5 yards (tackle by D'Anthony Smith),-0.570,-0.590
4,4:56,3,3,IND 20,10,3,"Dan Orlovsky sacked by Jeremy Mincey for -9 yards. Dan Orlovsky fumbles (forced by Jeremy Mincey), recovered by Tyson Alualu at IND-15 and returned for 7 yards (tackle by Jeff Saturday)",-0.590,-5.370
4,4:48,1,8,IND 8,10,3,Maurice Jones-Drew up the middle for 1 yard (tackle by Philip Wheeler),5.370,4.760
4,4:08,2,7,IND 7,10,3,Maurice Jones-Drew left end for 4 yards (tackle by Pat Angerer),4.760,4.720
4,3:55,,,,10,3,Timeout #1 by Indianapolis Colts,0.000,4.720
4,3:54,3,3,IND 3,16,3,"Maurice Jones-Drew up the middle for 3 yards, touchdown",4.720,7.000
4,,,,IND 2,17,3,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 35,17,3,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,3:52,1,10,IND 20,17,3,Dan Orlovsky pass complete short left to Jacob Tamme for 13 yards (tackle by William Middleton),0.280,1.140
4,3:30,1,10,IND 33,17,3,Dan Orlovsky pass complete short right to Jacob Tamme for 13 yards (tackle by Dawan Landry),1.140,1.990
4,3:08,1,10,IND 46,17,3,"Dan Orlovsky pass complete short middle to Jacob Tamme for 8 yards (tackle by Paul Posluszny and Chris Prosinski). Penalty on Chris Prosinski: Face Mask (15 Yards), 15 yards",1.990,3.510
4,2:58,1,10,JAX 31,17,3,Dan Orlovsky sacked by Dawan Landry and Nate Collins for -4 yards,3.510,2.430
4,2:53,,,,17,3,Timeout #2 by Indianapolis Colts,0.000,2.430
4,2:53,2,14,JAX 35,17,3,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",2.430,1.750
4,2:53,2,19,JAX 40,17,3,Dan Orlovsky pass complete short right to Pierre Garcon for 12 yards (tackle by Derek Cox),1.750,2.680
4,2:17,3,7,JAX 28,17,3,Dan Orlovsky pass complete short left to Reggie Wayne for 8 yards (tackle by William Middleton),2.680,4.240
4,2:00,1,10,JAX 20,17,3,Dan Orlovsky pass incomplete deep right intended for Pierre Garcon,4.240,3.690
4,1:55,2,10,JAX 20,17,3,Dan Orlovsky pass incomplete short right intended for Jacob Tamme (defended by D'Anthony Smith),3.690,3.010
4,1:52,3,10,JAX 20,17,3,Dan Orlovsky pass complete short right to Pierre Garcon for 8 yards (tackle by Derek Cox),3.010,2.760
4,1:47,,,,17,3,Timeout #3 by Indianapolis Colts,0.000,2.760
4,1:47,4,2,JAX 12,17,3,Dan Orlovsky pass incomplete short right intended for Austin Collie,2.760,0.350
4,1:44,1,10,JAX 12,17,3,Blaine Gabbert kneels for -1 yards,-0.350,-0.850
4,1:04,2,11,JAX 11,17,3,Blaine Gabbert kneels for -1 yards,-0.850,-1.650
4,0:30,3,12,JAX 10,17,3,Blaine Gabbert kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
