Quarter,Time,Down,ToGo,Location,TEN,ARI,Detail,EPB,EPA
2,3:37,2,5,TEN 37,10,10,Jarrett Payton up the middle for 1 yard (tackle by Darnell Dockett),1.200,0.630
2,2:56,3,4,TEN 38,10,10,Billy Volek pass complete to Ben Troupe for 6 yards (tackle by Adrian Wilson),0.630,1.860
2,2:09,1,10,TEN 44,10,10,Billy Volek pass complete to Ben Troupe for 1 yard (tackle by Adrian Wilson),1.860,1.450
2,2:00,2,9,TEN 45,10,10,Billy Volek sacked by Chike Okeafor and Darnell Dockett for 0 yards,1.450,0.760
2,1:20,3,9,TEN 45,10,10,Billy Volek pass complete to Erron Kinney for 8 yards (tackle by Karlos Dansby),0.760,0.130
2,0:35,,,,10,10,Timeout #2 by Tennessee Titans,0.000,0.130
2,0:35,4,1,ARI 47,10,10,"Craig Hentrich punts 47 yards, touchback",0.130,-0.280
2,0:25,1,10,ARI 20,10,10,J.J. Arrington left tackle for -2 yards (tackle by Randy Starks),0.280,-0.630
Quarter,Time,Down,ToGo,Location,TEN,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,10,"Rob Bironas kicks off 70 yards, returned by Reggie Swinton for 28 yards (tackle by Michael Waddell)",0.000,0.810
3,14:53,1,10,ARI 28,10,10,Marcel Shipp left tackle for 3 yards,0.810,0.670
3,14:22,2,7,ARI 31,10,10,"Josh McCown pass complete to Obafemi Ayanbadejo for 9 yards (tackle by Keith Bulluck). Penalty on Leonard Davis: Offensive Holding, 11 yards (no play)",0.670,-0.820
3,13:54,2,18,ARI 20,10,10,Josh McCown pass incomplete intended for Marcel Shipp. Penalty on Marcel Shipp: Offensive Pass Interfere (Declined),-0.820,-1.480
3,13:48,3,18,ARI 20,10,10,Josh McCown pass complete to Bryant Johnson for 9 yards (tackle by Lamont Thompson and Adam Jones),-1.480,-1.440
3,13:17,4,9,ARI 29,10,10,"Scott Player punts 52 yards, muffed catch by Adam Jones, recovered by Adam Jones and returned for 3 yards (tackle by Lance Mitchell)",-1.440,-0.410
3,13:05,1,10,TEN 22,10,10,Billy Volek pass incomplete,0.410,-0.130
3,13:00,2,10,TEN 22,10,10,Jarrett Payton up the middle for 3 yards (tackle by Adrian Wilson),-0.130,-0.430
3,12:15,3,7,TEN 25,10,10,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",-0.430,-1.090
3,11:54,3,12,TEN 20,10,10,Billy Volek pass complete to Jarrett Payton for 4 yards (tackle by Robert Tate),-1.090,-1.770
3,11:47,4,8,TEN 24,10,10,"Craig Hentrich punts 46 yards, returned by Reggie Swinton for 11 yards (tackle by Robert Reynolds). Penalty on Charles Lee: Illegal Block Above the , 10 yards, Penalty on Antonio Smith: Defensive Offside (Declined)",-1.770,-0.610
3,11:37,1,10,ARI 25,10,10,Josh McCown pass incomplete intended for Anquan Boldin (defended by Adam Jones),0.610,0.060
3,11:30,2,10,ARI 25,10,10,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Andre Woolfolk),0.060,-0.620
3,11:24,3,10,ARI 25,10,10,Josh McCown sacked by Kyle Vanden Bosch for -4 yards,-0.620,-1.960
3,11:11,4,14,ARI 21,10,10,"Scott Player punts 44 yards, returned by Adam Jones for 4 yards (tackle by Nathan Hodel). Penalty on Nathan Hodel: Tripping, 10 yards",-1.960,-2.190
3,10:52,1,10,TEN 49,10,10,Jarrett Payton right tackle for 2 yards (tackle by Bertrand Berry),2.190,1.920
3,10:12,2,8,ARI 49,10,10,Billy Volek pass incomplete intended for Ben Troupe,1.920,1.220
3,10:07,3,8,ARI 49,10,10,Billy Volek pass complete to Erron Kinney for 6 yards (tackle by Karlos Dansby),1.220,0.400
3,9:21,4,2,ARI 43,10,10,Billy Volek pass incomplete intended for Brandon Jones,0.400,-1.800
3,9:19,1,10,ARI 43,10,10,J.J. Arrington left tackle for -3 yards (tackle by Brad Kassell),1.800,0.850
3,8:41,2,13,ARI 40,10,10,Josh McCown pass complete to J.J. Arrington for 4 yards,0.850,0.690
3,8:06,3,9,ARI 44,10,10,Josh McCown sacked by Rien Long for -1 yards,0.690,-0.520
3,8:06,4,10,ARI 43,10,10,Scott Player punts 47 yards (tackle by Karlos Dansby),-0.520,-0.870
3,7:30,1,10,TEN 29,10,10,Billy Volek pass incomplete intended for Ben Troupe (defended by David Macklin),0.870,0.330
3,7:26,2,10,TEN 29,10,10,Billy Volek pass incomplete intended for Jarrett Payton,0.330,-0.360
3,7:18,3,10,TEN 29,10,10,Billy Volek sacked by Chike Okeafor for -7 yards,-0.360,-1.900
3,6:56,4,17,TEN 22,10,10,"Craig Hentrich punts 46 yards, returned by Reggie Swinton for 2 yards (tackle by Cody Spencer)",-1.900,-1.200
3,6:43,1,10,ARI 34,10,10,Marcel Shipp left tackle for 1 yard (tackle by Randy Starks),1.200,0.790
3,6:09,2,9,ARI 35,10,10,Josh McCown pass complete to Larry Fitzgerald for 5 yards (tackle by Andre Woolfolk),0.790,0.760
3,5:25,3,4,ARI 40,10,10,Josh McCown pass complete to Larry Fitzgerald for 28 yards (tackle by Michael Waddell),0.760,3.450
3,4:53,1,10,TEN 32,10,10,Josh McCown pass complete to Bryant Johnson for 12 yards (tackle by Andre Woolfolk and Brad Kassell),3.450,4.240
3,4:17,1,10,TEN 20,10,10,Marcel Shipp left tackle for 1 yard (tackle by Rien Long),4.240,3.820
3,3:34,2,9,TEN 19,10,10,Anquan Boldin left end for 9 yards (tackle by Adam Jones),3.820,4.910
3,2:44,1,10,TEN 10,10,10,"Josh McCown pass incomplete intended for Bryant Johnson. Penalty on Adam Jones: Defensive Pass Interfere, 5 yards (no play)",4.910,6.060
3,2:38,1,5,TEN 5,10,10,Marcel Shipp up the middle for 1 yard (tackle by Brad Kassell),6.060,5.340
3,2:04,2,4,TEN 4,10,10,Josh McCown left end for 2 yards (tackle by Albert Haynesworth),5.340,4.950
3,1:17,3,2,TEN 2,10,10,Marcel Shipp right end for -5 yards (tackle by Keith Bulluck and Rocky Boiman),4.950,2.970
3,1:17,4,7,TEN 7,10,13,Neil Rackers 24 yard field goal good,2.970,3.000
3,,,,ARI 30,10,13,"Neil Rackers kicks off 73 yards, returned by Courtney Roby for 29 yards (tackle by Lamont Reid)",0.000,0.670
3,0:22,1,10,TEN 26,10,13,Billy Volek pass incomplete intended for Ben Troupe,0.670,0.130
3,0:22,2,10,TEN 26,10,13,Billy Volek pass incomplete intended for Tyrone Calico,0.130,-0.560
3,0:09,3,10,TEN 26,10,13,Billy Volek pass complete to Tyrone Calico for 8 yards (tackle by Robert Tate),-0.560,-1.110
Quarter,Time,Down,ToGo,Location,TEN,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,TEN 34,10,13,"Craig Hentrich punts 50 yards, returned by Reggie Swinton for 8 yards (tackle by Cody Spencer). Penalty on Lamont Reid: Offensive Holding, 10 yards",-1.110,0.380
4,14:50,1,10,ARI 9,10,13,Josh McCown pass incomplete intended for Anquan Boldin,-0.380,-0.780
4,14:43,2,10,ARI 9,10,13,J.J. Arrington up the middle for 4 yards (tackle by Rocky Boiman),-0.780,-0.950
4,13:58,3,6,ARI 13,10,13,Josh McCown pass incomplete intended for Anquan Boldin,-0.950,-2.490
4,13:50,4,6,ARI 13,10,13,"Scott Player punts 42 yards, returned by Brandon Jones for 32 yards (tackle by Scott Player)",-2.490,-4.040
4,13:40,1,10,ARI 23,10,13,Jarrett Payton left end for 8 yards (tackle by David Macklin),4.040,4.750
4,13:10,2,2,ARI 15,10,13,Jarrett Payton up the middle for no gain (tackle by Robert Griffith),4.750,4.050
4,12:40,3,2,ARI 15,10,13,Billy Volek pass incomplete intended for Erron Kinney,4.050,2.570
4,12:23,4,2,ARI 15,10,13,"Craig Hentrich for no gain. Craig Hentrich fumbles, recovered by Rob Bironas at ARI-23 and returned for 5 yards",2.570,-0.150
4,12:19,1,10,ARI 19,10,13,Marcel Shipp left tackle for 3 yards (tackle by Keith Bulluck),0.150,0.070
4,11:43,2,7,ARI 22,10,13,Josh McCown pass incomplete intended for Larry Fitzgerald,0.070,-0.680
4,11:38,3,7,ARI 22,10,13,Josh McCown pass incomplete intended for Anquan Boldin (defended by Adam Jones). Penalty on Adam Bergen: Offensive Holding (Declined),-0.680,-1.900
4,11:27,4,7,ARI 22,10,13,"Scott Player punts 49 yards, returned by Brandon Jones for 3 yards (tackle by Obafemi Ayanbadejo). Penalty on Damien Nash: Illegal Block Above the , 10 yards",-1.900,-0.410
4,11:17,1,10,TEN 22,10,13,Billy Volek pass complete to Roydell Williams for 2 yards (tackle by David Macklin),0.410,0.140
4,10:39,2,8,TEN 24,10,13,Billy Volek pass complete to Tyrone Calico for 11 yards (tackle by David Macklin),0.140,1.270
4,10:01,1,10,TEN 35,10,13,Billy Volek pass complete to Courtney Roby for 31 yards (tackle by David Macklin),1.270,3.310
4,9:37,1,10,ARI 34,10,13,Jarrett Payton up the middle for -2 yards (tackle by Darnell Dockett and Bertrand Berry),3.310,2.500
4,8:54,2,12,ARI 36,10,13,"Billy Volek pass complete to Courtney Roby for 7 yards (tackle by Robert Tate). Penalty on Erron Kinney: Offensive Pass Interfere, 10 yards (no play)",2.500,1.150
4,8:27,2,22,ARI 46,10,13,Billy Volek pass incomplete intended for Roydell Williams,1.150,0.500
4,8:22,3,22,ARI 46,10,13,Billy Volek pass complete to Jarrett Payton for 1 yard (tackle by Adrian Wilson and David Macklin),0.500,0.270
4,7:45,4,21,ARI 45,10,13,"Craig Hentrich punts 34 yards, fair catch by Reggie Swinton",0.270,0.370
4,7:37,1,10,ARI 11,10,13,Marcel Shipp up the middle for 4 yards,-0.370,-0.430
4,6:53,2,6,ARI 15,10,13,Josh McCown pass incomplete intended for Larry Fitzgerald (defended by Brad Kassell),-0.430,-0.950
4,6:47,3,6,ARI 15,10,13,Josh McCown pass incomplete intended for Adam Bergen,-0.950,-2.440
4,6:45,4,6,ARI 15,10,13,"Scott Player punts 53 yards, returned by Brandon Jones for 6 yards (tackle by Dyshod Carter)",-2.440,-1.470
4,6:35,1,10,TEN 38,10,13,"Billy Volek sacked by Karlos Dansby for -5 yards. Billy Volek fumbles (forced by Karlos Dansby), recovered by Karlos Dansby at TEN-34 (tackle by Jarrett Payton)",1.470,-3.310
4,6:30,1,10,TEN 34,10,13,Marcel Shipp right end for 5 yards (tackle by Keith Bulluck and Rocky Boiman),3.310,3.450
4,5:50,2,5,TEN 29,10,13,"Penalty on Fred Wakefield: False Start, 5 yards (no play)",3.450,2.770
4,5:32,2,10,TEN 34,10,13,Josh McCown pass incomplete intended for Obafemi Ayanbadejo,2.770,2.080
4,5:27,3,10,TEN 34,10,19,"Josh McCown pass complete to Larry Fitzgerald for 34 yards, touchdown",2.080,7.000
4,,,,TEN 2,10,20,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,10,20,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,5:20,1,10,TEN 20,10,20,Matt Mauck pass complete to Bo Scaife for 5 yards (tackle by Robert Griffith),0.280,0.410
4,4:50,2,5,TEN 25,10,20,Matt Mauck pass complete to Tyrone Calico for 9 yards (tackle by Quentin Harris),0.410,1.200
4,4:16,1,10,TEN 34,10,20,Matt Mauck pass incomplete intended for Tyrone Calico (defended by Quentin Harris),1.200,0.660
4,4:10,2,10,TEN 34,10,20,Matt Mauck pass complete to Tyrone Calico for 7 yards (tackle by Robert Tate),0.660,0.890
4,3:34,3,3,TEN 41,10,20,Matt Mauck for 4 yards (tackle by Robert Tate),0.890,1.930
4,3:26,1,10,TEN 45,10,20,Matt Mauck pass incomplete intended for Bo Scaife (defended by David Macklin),1.930,1.380
4,3:20,2,10,TEN 45,10,20,Matt Mauck for 5 yards (tackle by Karlos Dansby),1.380,1.360
4,3:12,3,5,ARI 50,10,20,Matt Mauck pass complete to Tyrone Calico for 9 yards (tackle by David Macklin),1.360,2.850
4,2:40,1,10,ARI 41,10,20,"Penalty on Michael Roos: False Start, 5 yards (no play)",2.850,2.520
4,2:40,1,15,ARI 46,10,20,Matt Mauck left end for 2 yards (tackle by David Macklin),2.520,1.900
4,2:30,,,,10,20,Timeout #1 by Tennessee Titans,0.000,1.900
4,2:30,2,13,ARI 44,10,20,Matt Mauck pass complete to Roydell Williams for 7 yards (tackle by David Macklin),1.900,2.150
4,2:05,3,6,ARI 37,10,20,Matt Mauck pass complete to Roydell Williams for 16 yards (tackle by Langston Moore),2.150,4.170
4,1:58,,,,10,20,Timeout #1 by Arizona Cardinals,0.000,4.170
4,1:58,1,10,ARI 21,10,20,Matt Mauck pass incomplete intended for Bo Scaife,4.170,3.630
4,1:54,2,10,ARI 21,10,20,Matt Mauck pass incomplete intended for Courtney Roby,3.630,2.940
4,1:50,,,,10,20,Timeout #2 by Arizona Cardinals,0.000,2.940
4,1:50,3,10,ARI 21,10,20,Matt Mauck pass complete to Roydell Williams for 9 yards,2.940,2.780
4,1:45,4,1,ARI 12,10,20,Matt Mauck pass incomplete intended for Roydell Williams,2.780,0.350
4,1:42,1,10,ARI 12,10,20,Marcel Shipp left end for no gain (tackle by Brad Kassell and Antwan Odom),-0.350,-0.780
4,1:36,,,,10,20,Timeout #2 by Tennessee Titans,0.000,-0.780
4,1:36,2,10,ARI 12,10,20,Marcel Shipp right end for -5 yards (tackle by Kyle Vanden Bosch),-0.780,-2.010
4,1:31,,,,10,20,Timeout #3 by Tennessee Titans,0.000,-2.010
4,1:31,3,15,ARI 7,10,20,Marcel Shipp right tackle for 6 yards,-2.010,-2.490
4,0:46,,,,10,20,Timeout #3 by Arizona Cardinals,0.000,-2.490
4,0:46,4,9,ARI 13,10,20,"Scott Player punts 48 yards, returned by Adam Jones for -1 yards (tackle by Dyshod Carter)",-2.490,-1.470
4,0:36,1,10,TEN 38,10,20,Matt Mauck left end for 9 yards,1.470,2.140
4,0:07,2,1,TEN 47,10,20,Matt Mauck pass complete to Roydell Williams for 9 yards (tackle by Adrian Wilson),2.140,2.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
