Player,Pos
Josh McCown,QB
Marcel Shipp,RB
Anquan Boldin,WR
Larry Fitzgerald,WR
Adam Bergen,TE
Teyo Johnson,TE
Leonard Davis,LT
Reggie Wells,LG
Alex Stepanovich,C
Elton Brown,RG
Fred Wakefield,RT
Chike Okeafor,LDE
Darnell Dockett,UT
Ross Kolodziej,NT
Bertrand Berry,RDE
Karlos Dansby,SLB
James Darling,MLB
Orlando Huff,WLB
Robert Tate,LCB
David Macklin,RCB
Adrian Wilson,SS
Robert Griffith,FS
