Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
1,9:16,2,8,KAN 34,0,0,Trent Green pass complete to Jason Dunn for 11 yards (tackle by Wali Rainer),0.800,1.930
1,8:30,1,10,KAN 45,0,0,Priest Holmes right end for 4 yards (tackle by Danny Clark),1.930,1.920
1,7:46,2,6,KAN 49,0,0,Trent Green pass complete to Priest Holmes for 11 yards (tackle by Donovin Darius),1.920,2.920
1,7:03,1,10,JAX 40,0,0,Priest Holmes middle for 4 yards (tackle by Donovin Darius and Danny Clark),2.920,2.910
1,6:26,2,6,JAX 36,0,0,Priest Holmes right end for no gain (tackle by John Henderson),2.910,2.210
1,5:45,3,6,JAX 36,0,0,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by James Boyd),2.210,4.310
1,5:02,1,10,JAX 19,0,0,Priest Holmes middle for 11 yards (tackle by Fernando Bryant),4.310,5.370
1,4:20,1,8,JAX 8,0,0,"Priest Holmes middle for no gain (tackle by Danny Clark and Donovin Darius). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",5.370,4.240
1,3:46,1,18,JAX 18,0,0,Priest Holmes pass incomplete intended for Tony Gonzalez,4.240,3.150
1,3:41,2,18,JAX 18,0,0,Priest Holmes middle for 11 yards (tackle by Marlon McCree),3.150,3.810
1,2:56,3,7,JAX 7,0,0,Trent Green pass incomplete intended for Tony Gonzalez (defended by Donovin Darius),3.810,2.970
1,2:56,4,7,JAX 7,0,3,Morten Andersen 25 yard field goal good,2.970,3.000
1,2:56,,,KAN 30,0,3,"Morten Andersen kicks off 63 yards, returned by Stacey Mack for 21 yards (tackle by Shaunard Harts)",0.000,0.810
1,2:44,1,10,JAX 28,0,3,Fred Taylor for 2 yards,0.810,0.530
1,2:15,2,8,JAX 30,0,3,Mark Brunell pass complete to Bobby Shaw for 4 yards (tackle by Lewis Bush),0.530,0.370
1,1:36,3,4,JAX 34,0,3,Mark Brunell middle for 1 yard (tackle by Eddie Freeman and Marvcus Patton),0.370,-1.040
1,1:11,4,3,JAX 35,0,3,"Chris Hanson punts 45 yards, returned by Dante Hall for 9 yards (tackle by Joe Tuipala)",-1.040,-0.870
1,0:53,1,10,KAN 29,0,3,Priest Holmes middle for 1 yard (tackle by Danny Clark and Akin Ayodele),0.870,0.460
1,0:09,2,9,KAN 30,0,3,Trent Green pass complete to Dante Hall for 6 yards (tackle by Marlon McCree),0.460,0.560
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,KAN 36,0,3,Dante Hall middle for 4 yards (tackle by Marcus Stroud and Danny Clark),0.560,1.600
2,14:22,1,10,KAN 40,0,3,Johnnie Morton left end for 20 yards (tackle by Marlon McCree),1.600,2.920
2,13:45,1,10,JAX 40,0,3,Trent Green pass incomplete intended for Dante Hall,2.920,2.370
2,13:45,2,10,JAX 40,0,3,Trent Green pass complete to Priest Holmes for 9 yards (tackle by Donovin Darius and Marlon McCree),2.370,2.870
2,13:03,3,1,JAX 31,0,3,Priest Holmes right tackle for 12 yards (tackle by Fernando Bryant),2.870,4.310
2,12:26,1,10,JAX 19,0,3,Trent Green pass incomplete intended for Mike Cloud,4.310,3.750
2,12:20,2,10,JAX 19,0,3,Tony Richardson middle for -1 yards (tackle by Tony Brackens),3.750,2.940
2,11:41,3,11,JAX 20,0,3,Trent Green pass incomplete intended for Dante Hall (defended by James Boyd),2.940,2.120
2,11:32,4,11,JAX 20,0,6,Morten Andersen 38 yard field goal good,2.120,3.000
2,11:32,,,KAN 30,0,6,"Morten Andersen kicks off 61 yards, returned by Elvis Joseph for 26 yards (tackle by Lyle West)",0.000,1.270
2,11:21,1,10,JAX 35,0,6,Mark Brunell pass complete to Kyle Brady for 9 yards (tackle by Eric Hicks),1.270,1.940
2,10:44,2,1,JAX 44,0,6,Mark Brunell pass complete to Fred Taylor for 8 yards (tackle by Mike Maslowski),1.940,2.390
2,10:15,1,10,KAN 48,0,6,Fred Taylor middle for 2 yards (tackle by Mike Maslowski),2.390,2.120
2,9:42,2,8,KAN 46,0,6,Mark Brunell pass complete to Fred Taylor for 6 yards (tackle by Greg Wesley),2.120,2.210
2,9:11,3,2,KAN 40,0,6,Mark Brunell pass incomplete intended for Jimmy Smith (defended by Eric Warfield),2.210,0.590
2,9:07,4,2,KAN 40,0,6,Chris Hanson punts 34 yards,0.590,0.380
2,8:57,1,10,KAN 6,0,6,Priest Holmes middle for 4 yards (tackle by Akin Ayodele and Jason Craft),-0.380,-0.490
2,8:23,2,6,KAN 10,0,6,"Priest Holmes right end for 6 yards (tackle by Marlon McCree). Penalty on Jason Dunn: Offensive Holding, 8 yards",-0.490,-0.630
2,7:54,2,8,KAN 8,0,6,Mike Cloud middle for 7 yards (tackle by Akin Ayodele),-0.630,-0.370
2,7:21,3,1,KAN 15,0,6,Trent Green pass complete to Johnnie Morton for 5 yards,-0.370,0.280
2,6:52,1,10,KAN 20,0,6,Trent Green pass incomplete is intercepted by Marlon McCree at JAX-43 and returned for 1 yard,0.280,-1.860
2,6:41,1,10,JAX 44,0,6,Fred Taylor right end for no gain (tackle by Greg Wesley),1.860,1.320
2,6:02,2,10,JAX 44,0,6,Mark Brunell pass incomplete intended for Patrick Johnson (defended by William Bartee),1.320,0.630
2,5:58,2,10,JAX 44,,,Timeout #1 by Jacksonville Jaguars,1.320,0.630
2,5:58,3,10,JAX 44,0,6,Mark Brunell pass complete to Fred Taylor for 14 yards (tackle by Glenn Cadrez),0.630,2.790
2,5:12,1,10,KAN 42,0,6,Fred Taylor left end for 4 yards (tackle by William Bartee),2.790,2.780
2,4:46,2,6,KAN 38,0,6,"Mark Brunell pass complete to Patrick Washington for 5 yards (tackle by Greg Wesley). Penalty on Fred Taylor: Chop Block, 15 yards (no play)",2.780,0.760
2,4:18,2,21,JAX 47,0,6,Mark Brunell middle for 2 yards (tackle by Rich Owens),0.760,0.370
2,3:31,3,19,JAX 49,0,6,Mark Brunell pass complete to Kyle Brady for 14 yards (tackle by Ray Crockett),0.370,0.790
2,2:52,3,19,JAX 49,,,Timeout #1 by Kansas City Chiefs,0.370,0.790
2,2:52,4,5,KAN 37,6,6,"Mark Brunell pass complete to Jimmy Smith for 37 yards, touchdown",0.790,7.000
2,2:52,,,KAN 37,6,6,Hayden Epstein kicks extra point no good,0.000,-1.000
2,2:52,,,JAX 30,6,6,"Hayden Epstein kicks off 60 yards, returned by Dante Hall for 17 yards (tackle by Akin Ayodele)",0.000,0.740
2,2:37,1,10,KAN 27,6,6,Priest Holmes middle for 2 yards (tackle by Tony Brackens and John Henderson),0.740,0.470
2,2:13,2,8,KAN 29,6,6,Trent Green pass complete to Priest Holmes for 1 yard (tackle by Eric Westmoreland and Tony Brackens),0.470,-0.100
2,2:00,3,7,KAN 30,6,6,"Penalty on Eddie Kennison: False Start, 5 yards (no play)",-0.100,-0.760
2,2:00,3,12,KAN 25,6,6,Trent Green pass incomplete intended for Dante Hall (defended by Marlon McCree),-0.760,-1.700
2,1:53,4,12,KAN 25,6,6,"Dan Stryzinski punts 44 yards, fair catch by Bobby Shaw. Penalty on KAN: Unnecessary Roughness, 15 yards",-1.700,-1.990
2,1:45,1,10,JAX 46,6,6,Mark Brunell pass incomplete intended for Patrick Johnson,1.990,1.450
2,1:42,2,10,JAX 46,6,6,Mark Brunell pass complete to Jimmy Smith for 19 yards,1.450,3.250
2,1:34,1,10,KAN 35,6,6,Mark Brunell pass incomplete intended for Jimmy Smith,3.250,2.700
2,1:30,2,10,KAN 35,6,6,Mark Brunell pass complete to Kyle Brady for 11 yards (tackle by Eric Warfield and Mike Maslowski),2.700,3.970
2,1:12,1,10,KAN 24,6,6,Mark Brunell spiked the ball,3.970,3.430
2,1:12,2,10,KAN 24,6,6,Mark Brunell pass complete to Fred Taylor for 6 yards (tackle by Greg Wesley),3.430,3.570
2,0:58,2,10,KAN 24,,,Timeout #2 by Jacksonville Jaguars,3.430,3.570
2,0:58,3,4,KAN 18,6,6,Mark Brunell pass complete to Bobby Shaw for 4 yards (tackle by Ray Crockett),3.570,4.650
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:55,1,10,KAN 14,6,6,Mark Brunell pass incomplete intended for Kyle Brady,4.650,4.000
2,0:37,2,10,KAN 14,6,6,Mark Brunell pass complete to Patrick Johnson for 6 yards (tackle by Jason Belser),4.000,4.280
2,0:03,3,4,KAN 8,6,6,Mark Brunell pass incomplete intended for Bobby Shaw,4.280,2.980
2,0:01,4,4,KAN 8,9,6,Hayden Epstein 26 yard field goal good,2.980,3.000
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,9,6,"Hayden Epstein kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,9,6,Priest Holmes left end for 6 yards (tackle by Jason Craft),0.280,0.540
3,14:31,2,4,KAN 26,9,6,Priest Holmes left tackle for 3 yards (tackle by Donovin Darius and Larry Smith),0.540,0.230
3,13:48,3,1,KAN 29,9,6,Priest Holmes left tackle for 4 yards (tackle by Danny Clark),0.230,1.140
3,13:09,1,10,KAN 33,9,6,Trent Green pass incomplete intended for Eddie Kennison,1.140,0.590
3,13:01,2,10,KAN 33,9,6,Trent Green pass incomplete intended for Priest Holmes,0.590,-0.100
3,12:57,3,10,KAN 33,9,6,Trent Green pass incomplete intended for Tony Gonzalez,-0.100,-1.180
3,12:50,4,10,KAN 33,9,6,"Dan Stryzinski punts 56 yards, returned by Bobby Shaw for 11 yards (tackle by Gary Stills). Penalty on Fernando Bryant: Offensive Holding, 10 yards",-1.180,0.350
3,12:37,1,10,JAX 12,9,6,Fred Taylor middle for -5 yards (tackle by Eric Hicks),-0.350,-1.150
3,12:01,2,15,JAX 7,9,6,Mark Brunell pass complete to Pete Mitchell for 7 yards (tackle by Lewis Bush),-1.150,-1.190
3,11:20,3,8,JAX 14,9,6,Mark Brunell pass complete to Patrick Johnson for 9 yards (tackle by Glenn Cadrez),-1.190,0.480
3,10:41,1,10,JAX 23,9,6,Mark Brunell pass incomplete intended for Kyle Brady,0.480,-0.070
3,10:34,2,10,JAX 23,9,6,Fred Taylor middle for 4 yards (tackle by Marvcus Patton and Mike Maslowski),-0.070,-0.230
3,9:58,3,6,JAX 27,9,6,Mark Brunell for 7 yards,-0.230,1.200
3,9:19,1,10,JAX 34,9,6,Mark Brunell pass complete to Fred Taylor for 5 yards (tackle by Gary Stills),1.200,1.330
3,8:34,2,5,JAX 39,9,6,Fred Taylor middle for -1 yards (tackle by Marvcus Patton),1.330,0.500
3,7:54,3,6,JAX 38,9,6,Mark Brunell pass complete to Stacey Mack for 12 yards (tackle by Eric Warfield),0.500,2.260
3,7:12,1,10,,9,6,Mark Brunell pass complete to Kyle Brady for 13 yards (tackle by Jason Belser and Greg Wesley),2.260,3.120
3,6:23,1,10,KAN 37,9,6,Fred Taylor right tackle for 2 yards (tackle by Eric Hicks and Eddie Freeman),3.120,2.840
3,5:44,2,8,KAN 35,9,6,Mark Brunell pass complete to Pete Mitchell for 8 yards (tackle by Eric Warfield),2.840,3.780
3,4:58,1,10,KAN 27,9,6,"Fred Taylor middle for 3 yards (tackle by Mike Maslowski). Fred Taylor fumbles (forced by Mike Maslowski), recovered by Jason Belser at KAN-24 (tackle by Chris Naeole)",3.780,-0.540
3,4:51,1,10,KAN 24,9,6,Trent Green pass incomplete intended for Eddie Kennison is intercepted by Marlon McCree at JAX-33 and returned for 29 yards,0.540,-3.050
3,4:38,1,10,KAN 38,9,6,Mark Brunell middle for 3 yards (tackle by Duane Clemons),3.050,2.910
3,3:59,2,7,KAN 35,9,6,Fred Taylor middle for 7 yards (tackle by Greg Wesley),2.910,3.710
3,3:15,1,10,KAN 28,9,6,Fred Taylor left tackle for 3 yards (tackle by Duane Clemons),3.710,3.570
3,2:40,2,7,KAN 25,9,6,Mark Brunell right tackle for 1 yard (tackle by Gary Stills),3.570,3.010
3,1:54,3,6,KAN 24,9,6,Mark Brunell pass incomplete intended for Bobby Shaw (defended by Ray Crockett),3.010,1.890
3,1:51,4,6,KAN 24,9,6,Hayden Epstein 43 yard field goal no good,1.890,-1.140
3,1:45,1,10,KAN 33,9,6,Priest Holmes right tackle for 2 yards (tackle by Paul Spicer),1.140,0.860
3,1:05,2,8,KAN 35,9,6,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Jason Craft),0.860,0.830
3,0:30,3,3,KAN 40,9,6,Trent Green pass complete to Eddie Kennison for 13 yards (tackle by Paul Spicer),0.830,2.460
Quarter,Time,Down,ToGo,Location,JAX,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 47,9,6,Priest Holmes right end for 1 yard (tackle by Marco Coleman),2.460,2.050
4,14:20,2,9,JAX 46,9,6,Trent Green pass incomplete intended for Tony Richardson (defended by Jason Craft),2.050,1.350
4,14:15,3,9,JAX 46,9,6,Trent Green pass complete to Priest Holmes for 2 yards (tackle by Danny Clark),1.350,0.330
4,13:37,4,7,JAX 44,9,6,Dan Stryzinski punts 43 yards,0.330,0.380
4,13:27,1,10,JAX 1,9,6,Stacey Mack middle for 13 yards (tackle by William Bartee),-0.380,-0.280
4,12:48,1,10,JAX 14,9,6,Mark Brunell pass complete to Jimmy Smith for 10 yards (tackle by William Bartee),-0.280,0.540
4,12:05,1,10,JAX 24,9,6,Patrick Johnson left end for -9 yards (tackle by Duane Clemons),0.540,-1.350
4,11:19,1,10,JAX 24,,,Timeout #1 by Jacksonville Jaguars,0.540,-1.350
4,11:19,2,19,JAX 15,9,6,Mark Brunell pass complete to Fred Taylor for 6 yards (tackle by Mike Maslowski),-1.350,-1.090
4,10:30,3,13,JAX 21,9,6,Mark Brunell pass complete to Patrick Johnson for 3 yards (tackle by Mike Maslowski and Ray Crockett),-1.090,-1.770
4,10:00,4,10,JAX 24,9,6,"Chris Hanson punts 43 yards, returned by Dante Hall for 12 yards (tackle by Micah Ross)",-1.770,-1.930
4,9:50,1,10,KAN 45,9,6,Trent Green for 14 yards,1.930,2.850
4,9:18,1,10,JAX 41,9,6,Priest Holmes middle for 2 yards (tackle by Danny Clark),2.850,2.580
4,8:39,2,8,JAX 39,9,6,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Jason Craft),2.580,4.170
4,8:08,1,10,JAX 21,9,6,Trent Green pass incomplete intended for Johnnie Morton,4.170,3.630
4,8:03,2,10,JAX 21,9,6,"Penalty on Larry Smith: Encroachment, 5 yards (no play)",3.630,4.370
4,8:03,2,5,JAX 16,9,6,"Priest Holmes left end for 5 yards (tackle by Danny Clark). Penalty on Johnnie Morton: Offensive Holding, 10 yards",4.370,3.630
4,7:43,2,10,JAX 21,9,6,Priest Holmes middle for no gain (tackle by Danny Clark and Tony Brackens),3.630,2.940
4,7:05,3,10,JAX 21,9,6,Trent Green pass incomplete intended for Priest Holmes (defended by Tony Brackens),2.940,2.060
4,7:02,4,10,JAX 21,9,9,Morten Andersen 39 yard field goal good,2.060,3.000
4,7:02,,,KAN 30,9,9,"Morten Andersen kicks off 60 yards, returned by Elvis Joseph for 49 yards (tackle by Ray Crockett). Penalty on Chris Luzar: Offensive Holding, 10 yards",0.000,-0.220
4,6:50,1,10,JAX 15,9,9,Fred Taylor right tackle for 6 yards (tackle by Marvcus Patton),-0.220,0.210
4,6:10,2,4,JAX 21,15,9,"Mark Brunell pass complete to Patrick Johnson for 79 yards, touchdown",0.210,7.000
4,6:10,,,KAN 21,16,9,Hayden Epstein kicks extra point good,0.000,0.000
4,6:10,,,JAX 30,16,9,"Hayden Epstein kicks off 57 yards, returned by Dante Hall for 14 yards (tackle by Joe Tuipala)",0.000,0.740
4,5:54,1,10,KAN 27,16,9,Priest Holmes middle for 4 yards (tackle by Danny Clark),0.740,0.740
4,5:14,2,6,KAN 31,16,9,Trent Green pass complete to Priest Holmes for 9 yards (tackle by Larry Smith),0.740,1.600
4,4:37,1,10,KAN 40,16,9,Priest Holmes middle for -3 yards (tackle by Donovin Darius),1.600,0.650
4,4:00,2,13,KAN 37,16,9,Trent Green pass incomplete intended for Johnnie Morton,0.650,-0.030
4,3:54,3,13,KAN 37,16,9,Trent Green sacked by Rob Meier for -3 yards,-0.030,-1.110
4,3:29,4,16,KAN 34,16,9,"Dan Stryzinski punts 31 yards, returned by Bobby Shaw for 2 yards (tackle by Gary Stills)",-1.110,-1.400
4,3:20,1,10,JAX 37,22,9,"Fred Taylor middle for 63 yards, touchdown",1.400,7.000
4,3:20,,,KAN 37,23,9,Hayden Epstein kicks extra point good,0.000,0.000
4,3:20,,,JAX 30,23,9,"Hayden Epstein kicks off 70 yards, touchback",0.000,0.280
4,3:09,1,10,KAN 20,23,9,Trent Green pass complete to Marc Boerigter for 51 yards (tackle by Donovin Darius),0.280,3.640
4,2:54,1,10,KAN 20,,,Timeout #1 by Kansas City Chiefs,0.280,3.640
4,2:54,1,10,JAX 29,23,9,Trent Green pass complete to Eddie Kennison for 17 yards (tackle by Fernando Bryant),3.640,4.780
4,2:49,1,10,JAX 12,23,9,Trent Green pass incomplete intended for Johnnie Morton,4.780,4.100
4,2:43,2,10,JAX 12,23,15,"Trent Green pass complete to Tony Gonzalez for 12 yards, touchdown",4.100,7.000
,,,,,,,"KAN challenged the ruling, and the original play was overturned.",,
4,2:43,,,JAX 12,23,16,Morten Andersen kicks extra point good,0.000,0.000
4,2:43,,,KAN 30,23,16,"Morten Andersen kicks off 63 yards, returned by Bobby Shaw for 17 yards (tackle by Gary Stills)",0.000,0.540
4,2:31,1,10,JAX 24,23,16,Fred Taylor right tackle for 3 yards (tackle by John Browning),0.540,0.400
4,2:24,1,10,JAX 24,,,Timeout #2 by Kansas City Chiefs,0.540,0.400
4,2:24,2,7,JAX 27,23,16,Fred Taylor middle for 5 yards (tackle by Jason Belser),0.400,0.370
4,2:18,2,7,JAX 27,,,Timeout #3 by Kansas City Chiefs,0.400,0.370
4,2:18,3,2,JAX 32,23,16,Fred Taylor middle for 4 yards (tackle by Greg Wesley),0.370,1.330
4,2:00,1,10,JAX 36,23,16,Fred Taylor middle for 2 yards (tackle by Lewis Bush),1.330,1.060
4,1:17,2,8,JAX 38,23,16,Mark Brunell middle for -1 yards,1.060,0.230
4,0:37,3,9,JAX 37,23,16,Mark Brunell middle for -1 yards,0.230,-0.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
