Quarter,Time,Tm,Detail,DET,GNB
1.0,2:58,Lions,T.J. Jones 5 yard pass from Matthew Stafford (Matt Prater kick),7,0
2.0,10:36,Lions,Levine Toilolo 8 yard pass from Matt Prater (Matt Prater kick),14,0
,1:06,Lions,Zach Zenner 13 yard rush (Matt Prater kick),21,0
3.0,3:08,Lions,Matt Prater 43 yard field goal,24,0
4.0,6:53,Lions,T.J. Jones 23 yard pass from Matthew Stafford (Matt Prater kick),31,0
