#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,IND 22,2,0:35,2,Fumble
2,1,13:41,IND 20,3,1:17,7,Interception
3,1,7:21,IND 28,6,2:47,26,Punt
4,1,2:51,IND 37,3,2:26,3,Punt
5,2,14:40,IND 44,7,4:16,27,Field Goal
6,2,8:08,CAR 22,4,1:04,6,Field Goal
7,2,6:06,IND 27,5,3:36,20,Punt
8,2,0:53,IND 8,2,0:53,17,End of Half
9,3,11:12,IND 20,8,4:39,28,Punt
10,3,2:23,IND 3,3,1:21,1,Punt
11,3,0:14,IND 20,3,1:08,-6,Punt
12,4,12:25,IND 23,2,0:17,0,Interception
13,4,10:44,IND 14,8,3:40,86,Touchdown
14,4,4:42,IND 43,8,2:15,57,Touchdown
15,4,2:02,IND 40,16,2:02,54,Field Goal
16,5,15:00,IND 45,6,2:56,23,Field Goal
17,5,7:50,IND 29,2,0:48,2,Interception
