#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:25,IND 24,4,0:44,3,Field Goal
2,1,12:24,IND 37,11,5:03,37,Touchdown
3,1,4:34,CAR 4,3,1:43,8,Punt
4,1,0:25,CAR 10,3,0:45,3,Punt
5,2,10:24,CAR 16,4,2:16,18,Fumble
6,2,7:04,CAR 23,3,0:58,11,Interception
7,2,2:30,CAR 20,6,1:37,38,Punt
8,3,15:00,CAR 20,7,3:48,36,Punt
9,3,6:33,CAR 20,8,4:10,77,Fumble
10,3,1:02,IND 29,2,0:48,29,Touchdown
11,4,14:06,CAR 24,3,1:41,-7,Punt
12,4,12:08,IND 30,3,1:24,30,Touchdown
13,4,7:04,CAR 20,3,2:22,5,Punt
14,4,2:27,CAR 20,3,0:25,7,Punt
15,5,12:04,CAR 20,9,4:14,57,Field Goal
16,5,7:02,IND 39,4,1:40,5,Field Goal
