Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
1,3:41,2,6,WAS 42,0,7,Jason Campbell pass complete short right to James Thrash for 8 yards (tackle by Nate Clements),1.460,2.260
1,3:20,1,10,,0,7,Jason Campbell pass complete deep left to Santana Moss for 17 yards (tackle by Mark Roman),2.260,3.380
1,2:45,1,10,SFO 33,0,7,"Penalty on Jon Jansen: False Start, 5 yards (no play)",3.380,3.050
1,2:31,1,15,SFO 38,0,7,Jason Campbell pass complete short right to Antwaan Randle El for 4 yards (tackle by Donald Strickland),3.050,2.700
1,1:58,2,11,SFO 34,0,7,Clinton Portis left tackle for 5 yards (tackle by Patrick Willis and Mark Roman),2.700,2.680
1,1:19,3,6,SFO 29,0,7,Jason Campbell right end for 9 yards (tackle by Ray McDonald),2.680,4.240
1,0:43,1,10,SFO 20,0,7,Clinton Portis right guard for 4 yards (tackle by Isaac Sopoaga and Takeo Spikes),4.240,4.280
1,0:09,2,6,SFO 16,0,7,Clinton Portis up the middle for 7 yards (tackle by Michael Lewis),4.280,5.140
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,9,SFO 9,0,7,Clinton Portis left tackle for 5 yards (tackle by Aubrayo Franklin and Patrick Willis),5.140,5.340
2,14:24,2,4,SFO 4,6,7,"Clinton Portis left tackle for 4 yards, touchdown",5.340,7.000
2,,,,SFO 2,7,7,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,7,7,"Shaun Suisham kicks off 62 yards, returned by Allen Rossum for 16 yards (tackle by Mike Sellers)",0.000,0.540
2,14:15,1,10,SFO 24,7,7,Frank Gore up the middle for 3 yards (tackle by Cornelius Griffin),0.540,0.400
2,13:41,2,7,SFO 27,7,7,Shaun Hill pass complete short right to Vernon Davis for 9 yards (tackle by Marcus Washington),0.400,1.330
2,13:03,1,10,SFO 36,7,7,Shaun Hill pass incomplete deep right intended for Josh Morgan is intercepted by Carlos Rogers at WAS-46 and returned for 31 yards (tackle by Shaun Hill),1.330,-4.040
2,12:50,1,10,SFO 23,7,7,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Manny Lawson),4.040,3.500
2,12:44,2,10,SFO 23,7,7,Clinton Portis left tackle for 1 yard (tackle by Justin Smith),3.500,2.940
2,12:13,3,9,SFO 22,7,7,Jason Campbell pass complete short middle to Ladell Betts for -1 yards (tackle by Patrick Willis),2.940,1.930
2,11:32,4,10,SFO 23,10,7,Shaun Suisham 41 yard field goal good,1.930,3.000
2,,,,WAS 30,10,7,"Shaun Suisham kicks off 71 yards, returned by Allen Rossum for 29 yards (tackle by H.B. Blades)",0.000,0.810
2,11:19,1,10,SFO 28,10,7,"Shaun Hill for no gain. Shaun Hill fumbles, recovered by Shaun Hill at SFO-19",0.810,-1.010
2,10:47,2,19,SFO 19,10,7,Frank Gore up the middle for 8 yards (tackle by London Fletcher),-1.010,-0.560
2,10:12,3,11,SFO 27,10,7,Shaun Hill left end for 7 yards (tackle by Shawn Springs),-0.560,-1.110
2,9:49,4,4,SFO 34,10,7,"Andy Lee punts 52 yards, returned by Antwaan Randle El for 8 yards (tackle by Michael Robinson)",-1.110,-0.410
2,9:36,1,10,WAS 22,10,7,Clinton Portis left end for -4 yards (tackle by Parys Haralson),0.410,-0.770
2,9:01,2,14,WAS 18,10,7,Ladell Betts up the middle for 6 yards (tackle by Parys Haralson and Patrick Willis),-0.770,-0.560
2,8:19,3,8,WAS 24,10,7,Jason Campbell pass complete short right to Santana Moss for 15 yards (tackle by Nate Clements),-0.560,1.530
2,7:54,1,10,WAS 39,10,7,Clinton Portis left guard for 2 yards (tackle by Kentwan Balmer),1.530,1.260
2,7:16,2,8,WAS 41,10,7,Jason Campbell pass complete short left to Antwaan Randle El for 6 yards (tackle by Nate Clements),1.260,1.360
2,6:32,,,,10,7,Timeout #2 by Washington Redskins,0.000,1.360
2,6:32,3,2,WAS 47,10,7,"Jason Campbell sacked by Michael Lewis for -5 yards. Penalty on Takeo Spikes: Defensive Holding, 5 yards (no play)",1.360,2.390
2,6:14,1,10,SFO 48,10,7,Clinton Portis up the middle for 5 yards (tackle by Parys Haralson),2.390,2.520
2,5:43,2,5,SFO 43,10,7,Clinton Portis right tackle for 4 yards (tackle by Manny Lawson and Takeo Spikes),2.520,2.340
2,5:04,3,1,SFO 39,10,7,Clinton Portis right tackle for no gain (tackle by Takeo Spikes),2.340,0.660
2,4:16,4,1,SFO 39,10,7,Clinton Portis left guard for 3 yards (tackle by Nate Clements),0.660,3.180
2,3:40,1,10,SFO 36,10,7,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Walt Harris),3.180,2.640
2,3:31,2,10,SFO 36,10,7,Jason Campbell pass complete short left to Santana Moss for 5 yards (tackle by Walt Harris),2.640,2.610
2,2:46,,,,10,7,Timeout #1 by San Francisco 49ers,0.000,2.610
2,2:46,3,5,SFO 31,10,7,Jason Campbell pass complete short right to Chris Cooley for 12 yards (tackle by Ray McDonald),2.610,4.310
2,2:00,1,10,SFO 19,10,7,Clinton Portis left guard for 3 yards (tackle by Takeo Spikes),4.310,4.180
2,1:28,2,7,SFO 16,10,7,Clinton Portis up the middle for 5 yards (tackle by Isaac Sopoaga),4.180,4.430
2,0:44,3,2,SFO 11,10,7,Jason Campbell up the middle for 5 yards (tackle by Patrick Willis),4.430,5.830
2,0:32,,,,10,7,Timeout #2 by San Francisco 49ers,0.000,5.830
2,0:32,1,6,SFO 6,16,7,"Jason Campbell pass complete short right to Antwaan Randle El for 6 yards, touchdown. Penalty on Parys Haralson: Defensive Holding (Declined)",5.830,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,SFO 2,17,7,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,17,7,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
2,0:26,1,10,SFO 20,17,7,Shaun Hill pass incomplete short right intended for Bryant Johnson,0.280,-0.270
2,0:21,2,10,SFO 20,17,7,Shaun Hill pass complete short left to Jason Hill for 6 yards (tackle by Shawn Springs),-0.270,-0.160
2,0:02,3,4,SFO 26,17,7,Shaun Hill pass incomplete short middle intended for Michael Robinson,-0.160,-1.630
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,17,7,"Joe Nedney kicks off 68 yards, returned by Rock Cartwright for 20 yards (tackle by Jason Hill)",0.000,0.410
3,14:54,1,10,WAS 22,17,7,Clinton Portis left guard for 3 yards (tackle by Isaac Sopoaga),0.410,0.270
3,14:20,2,7,WAS 25,17,7,Jason Campbell pass complete short left to Santana Moss for 10 yards (tackle by Patrick Willis),0.270,1.270
3,13:57,1,10,WAS 35,17,7,Jason Campbell pass incomplete short right intended for Antwaan Randle El,1.270,0.720
3,13:51,2,10,WAS 35,17,7,"Clinton Portis up the middle for 2 yards (tackle by Aubrayo Franklin). Clinton Portis fumbles (forced by Aubrayo Franklin), recovered by Takeo Spikes at WAS-38 (tackle by Clinton Portis)",0.720,-3.050
3,13:43,1,10,WAS 38,17,7,Frank Gore left end for 8 yards (tackle by London Fletcher),3.050,3.590
3,13:09,2,2,WAS 30,17,7,Frank Gore right guard for 11 yards (tackle by London Fletcher and Chris Horton),3.590,4.310
3,12:36,1,10,WAS 19,17,7,DeShaun Foster right guard for 18 yards (tackle by LaRon Landry),4.310,6.970
3,11:56,1,1,WAS 1,17,7,DeShaun Foster left guard for no gain (tackle by H.B. Blades),6.970,5.910
3,11:25,2,1,WAS 1,17,13,"DeShaun Foster left tackle for 1 yard, touchdown",5.910,7.000
3,,,,WAS 2,17,14,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,17,14,"Joe Nedney kicks off 71 yards, returned by Rock Cartwright for 38 yards (tackle by Tarell Brown)",0.000,1.400
3,11:12,1,10,WAS 37,17,14,Jason Campbell sacked by Justin Smith for -13 yards,1.400,-0.900
3,10:31,2,23,WAS 24,17,14,Jason Campbell pass complete short right to Chris Cooley for 5 yards (tackle by Nate Clements),-0.900,-0.890
3,9:45,3,18,WAS 29,17,14,Jason Campbell pass complete short right to Ladell Betts for 8 yards (tackle by Parys Haralson),-0.890,-0.910
3,9:02,4,10,WAS 37,17,14,"Ryan Plackemeier punts 46 yards, returned by Allen Rossum for 8 yards (tackle by Todd Yoder)",-0.910,-0.610
3,8:49,1,10,SFO 25,17,14,"Penalty on Barry Sims: False Start, 5 yards (no play)",0.610,0.280
3,8:49,1,15,SFO 20,17,14,Shaun Hill pass incomplete deep right intended for Bryant Johnson (defended by Carlos Rogers),0.280,-0.610
3,8:42,2,15,SFO 20,17,14,Shaun Hill pass complete short middle to Vernon Davis for 5 yards (tackle by Rocky McIntosh),-0.610,-0.620
3,8:03,3,10,SFO 25,17,14,Shaun Hill pass incomplete short right intended for Isaac Bruce,-0.620,-1.700
3,7:57,4,10,SFO 25,17,14,"Andy Lee punts 47 yards, returned by Antwaan Randle El for -2 yards (tackle by Keith Lewis)",-1.700,-0.670
3,7:46,1,10,WAS 26,17,14,Clinton Portis left guard for 3 yards (tackle by Ronald Fields and Justin Smith),0.670,0.540
3,7:20,2,7,WAS 29,17,14,Clinton Portis left tackle for 5 yards (tackle by Justin Smith),0.540,0.500
3,6:46,3,2,WAS 34,17,14,Jason Campbell pass incomplete short middle intended for Antwaan Randle El (defended by Dashon Goldson),0.500,-1.110
3,6:37,4,2,WAS 34,17,14,Ryan Plackemeier punts 48 yards,-1.110,-0.040
3,6:24,1,10,SFO 18,17,14,"Frank Gore up the middle for 9 yards (tackle by Marcus Washington). Frank Gore fumbles (forced by Marcus Washington), recovered by Delanie Walker at SFO-28 and returned for 2 yards",0.040,0.940
3,5:46,1,10,SFO 30,17,14,Shaun Hill sacked by Andre Carter for -7 yards,0.940,-0.550
3,5:06,2,17,SFO 23,17,14,Shaun Hill pass complete short left to Josh Morgan for 16 yards (tackle by DeAngelo Hall),-0.550,0.890
3,4:38,3,1,SFO 39,17,14,Frank Gore left guard for no gain (tackle by London Fletcher),0.890,-0.780
3,3:45,4,1,SFO 39,17,14,"Andy Lee punts 50 yards, fair catch by Antwaan Randle El",-0.780,0.370
3,3:32,1,10,WAS 11,17,14,Clinton Portis left guard for 6 yards (tackle by Nate Clements),-0.370,-0.160
3,2:57,2,4,WAS 17,17,14,Clinton Portis right tackle for 1 yard (tackle by Manny Lawson),-0.160,-0.600
3,2:18,3,3,WAS 18,17,14,"Jason Campbell pass complete short left to Devin Thomas for 1 yard (tackle by Roderick Green). Penalty on Parys Haralson: Defensive Offside, 5 yards (no play)",-0.600,0.480
3,1:58,1,10,WAS 23,17,14,Jason Campbell pass complete short left to Santana Moss for 9 yards (tackle by Walt Harris),0.480,1.150
3,1:26,2,1,WAS 32,17,14,Clinton Portis up the middle for 2 yards (tackle by Aubrayo Franklin and Ray McDonald),1.150,1.200
3,0:41,1,10,WAS 34,17,14,Jason Campbell pass incomplete short right intended for Chris Cooley,1.200,0.660
3,0:36,2,10,WAS 34,17,14,Jason Campbell pass incomplete short left intended for Ladell Betts,0.660,-0.030
3,0:29,3,10,WAS 34,17,14,Jason Campbell pass complete short middle to Chris Cooley for 14 yards (tackle by Dashon Goldson),-0.030,2.130
Quarter,Time,Down,ToGo,Location,WAS,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 48,17,14,Clinton Portis right tackle for 4 yards (tackle by Takeo Spikes),2.130,2.120
4,14:26,2,6,SFO 48,17,14,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Walt Harris),2.120,1.420
4,14:19,3,6,SFO 48,17,14,Jason Campbell pass incomplete short middle intended for Santana Moss,1.420,0.070
4,14:13,4,6,SFO 48,17,14,"Ryan Plackemeier punts 48 yards, touchback",0.070,-0.280
4,14:04,1,10,SFO 20,17,14,Shaun Hill pass complete short middle to Bryant Johnson for 19 yards (tackle by Shawn Springs),0.280,1.530
4,13:28,1,10,SFO 39,17,14,Shaun Hill pass complete short right to DeShaun Foster for 5 yards (tackle by Marcus Washington),1.530,1.660
4,12:43,2,5,SFO 44,17,14,Shaun Hill pass complete short right to DeShaun Foster for 12 yards (tackle by London Fletcher),1.660,2.650
4,12:15,1,10,WAS 44,17,14,Shaun Hill pass complete deep right to Michael Robinson for 24 yards (tackle by Rocky McIntosh),2.650,4.240
4,11:32,1,10,WAS 20,17,14,Shaun Hill pass incomplete deep left intended for Bryant Johnson (defended by Shawn Springs),4.240,3.690
4,11:23,2,10,WAS 20,17,14,Shaun Hill pass complete short left to Isaac Bruce for 9 yards (tackle by DeAngelo Hall),3.690,4.590
4,10:36,,,,17,14,Timeout #1 by San Francisco 49ers,0.000,4.590
4,10:36,3,1,WAS 11,17,14,Michael Robinson up the middle for 2 yards (tackle by London Fletcher),4.590,5.140
4,10:00,1,9,WAS 9,17,20,"Shaun Hill pass complete short right to Jason Hill for 9 yards, touchdown",5.140,7.000
4,,,,WAS 2,17,21,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,17,21,"Joe Nedney kicks off 64 yards, returned by Rock Cartwright for 21 yards (tackle by Jason Hill)",0.000,0.740
4,9:48,1,10,WAS 27,17,21,Clinton Portis right end for -1 yards (tackle by Nate Clements),0.740,0.060
4,9:14,2,11,WAS 26,17,21,Jason Campbell pass complete short middle to Chris Cooley for 9 yards (tackle by Manny Lawson),0.060,0.560
4,8:42,3,2,WAS 35,17,21,Clinton Portis left tackle for -1 yards (tackle by Justin Smith),0.560,-1.110
4,8:03,4,3,WAS 34,17,21,"Ryan Plackemeier punts 51 yards, returned by Allen Rossum for 35 yards (tackle by Michael Green)",-1.110,-2.260
4,7:49,1,10,,17,21,Shaun Hill pass complete deep middle to Josh Morgan for 26 yards (tackle by Marcus Washington),2.260,3.970
4,7:15,1,10,WAS 24,17,21,"Shaun Hill pass complete short right to Vernon Davis for 4 yards (tackle by Marcus Washington). Vernon Davis fumbles (forced by Marcus Washington), recovered by Vernon Davis at WAS-20",3.970,3.970
4,6:34,2,6,WAS 20,17,21,DeShaun Foster right tackle for 1 yard (tackle by DeAngelo Hall),3.970,3.410
4,5:52,3,5,WAS 19,17,21,Shaun Hill pass complete short right to DeShaun Foster for 3 yards (tackle by DeAngelo Hall),3.410,2.500
4,5:11,4,2,WAS 16,17,24,Joe Nedney 33 yard field goal good,2.500,3.000
4,,,,SFO 30,17,24,"Joe Nedney kicks off 68 yards, returned by Rock Cartwright for 43 yards (tackle by Tully Banta-Cain)",0.000,1.930
4,4:57,1,10,WAS 45,17,24,Jason Campbell pass incomplete short left intended for Santana Moss (defended by Justin Smith),1.930,1.380
4,4:53,2,10,WAS 45,17,24,Jason Campbell pass complete short middle to Chris Cooley for 12 yards (tackle by Manny Lawson),1.380,2.720
4,4:17,1,10,SFO 43,17,24,Jason Campbell pass incomplete deep right intended for Antwaan Randle El,2.720,2.180
4,4:09,2,10,SFO 43,17,24,Jason Campbell pass complete short left to Santana Moss for 12 yards (tackle by Dashon Goldson),2.180,3.510
4,3:37,1,10,SFO 31,17,24,Clinton Portis right guard for 3 yards (tackle by Patrick Willis),3.510,3.370
4,3:02,2,7,SFO 28,17,24,"Penalty on Stephon Heyer: False Start, 5 yards (no play)",3.370,2.700
4,3:00,2,12,SFO 33,17,24,Jason Campbell up the middle for 23 yards (tackle by Dashon Goldson),2.700,4.910
4,2:19,1,10,SFO 10,17,24,Clinton Portis right end for 1 yard (tackle by Dashon Goldson),4.910,4.380
4,2:00,2,9,SFO 9,17,24,Clinton Portis up the middle for 2 yards (tackle by Justin Smith),4.380,3.810
4,1:28,3,7,SFO 7,17,24,Jason Campbell pass complete short middle to Chris Cooley for 5 yards (tackle by Takeo Spikes),3.810,3.250
4,1:15,,,,17,24,Timeout #1 by Washington Redskins,0.000,3.250
4,1:15,4,2,SFO 2,23,24,"Jason Campbell up the middle for 2 yards, touchdown",3.250,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,SFO 2,24,24,Shaun Suisham kicks extra point good,0.000,0.000
4,,,,WAS 30,24,24,"Shaun Suisham kicks off 69 yards, returned by Allen Rossum for 26 yards (tackle by H.B. Blades)",0.000,0.740
4,1:02,1,10,SFO 27,24,24,Shaun Hill pass incomplete deep left intended for Josh Morgan,0.740,0.200
4,0:54,2,10,SFO 27,24,24,Shaun Hill pass complete short left to Jason Hill for 9 yards (tackle by Carlos Rogers),0.200,0.700
4,0:46,,,,24,24,Timeout #2 by San Francisco 49ers,0.000,0.700
4,0:46,3,1,SFO 36,24,24,Shaun Hill pass complete short middle to Michael Robinson for 19 yards (tackle by London Fletcher),0.700,2.590
4,0:31,1,10,WAS 45,24,24,Shaun Hill spiked the ball,2.590,2.040
4,0:31,2,10,WAS 45,24,24,Shaun Hill pass complete deep middle to Bryant Johnson for 24 yards (tackle by Kareem Moore),2.040,4.170
4,0:16,1,10,WAS 21,24,24,Shaun Hill spiked the ball,4.170,3.630
4,0:13,2,10,WAS 21,24,24,Shaun Hill kneels for -1 yards,3.630,2.810
4,0:03,,,,24,24,Timeout #3 by San Francisco 49ers,0.000,0.000
4,0:03,,,,24,24,Timeout #2 by Washington Redskins,0.000,2.810
4,0:03,3,11,WAS 22,24,27,Joe Nedney 39 yard field goal good,2.810,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
