Quarter,Time,Down,ToGo,Location,SFO,CLE,Detail,EPB,EPA
1,3:48,4,4,CLE 36,0,0,Dave Zastudil punts 38 yards (tackle by Nick Sorensen),-0.980,-1.000
1,3:36,1,10,SFO 31,0,0,Frank Gore right tackle for 2 yards (tackle by Eric Wright and Willie McGinest),1.000,0.730
1,2:56,2,8,SFO 33,0,0,Frank Gore left guard for 5 yards (tackle by Shaun Smith),0.730,0.700
1,2:10,3,3,SFO 38,0,0,Chris Weinke sacked by D'Qwell Jackson for -7 yards,0.700,-1.310
1,1:55,4,10,SFO 31,0,6,"Andy Lee punts 45 yards, returned by Josh Cribbs for 76 yards, touchdown",-1.310,-7.000
1,,,,SFO 2,0,7,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,0,7,"Phil Dawson kicks off 62 yards, returned by Maurice Hicks for 44 yards (tackle by Lawrence Vickers)",0.000,2.390
1,1:28,1,10,CLE 48,0,7,Chris Weinke pass incomplete deep left intended for Arnaz Battle (defended by Leigh Bodden),2.390,1.850
1,1:19,2,10,CLE 48,0,7,Frank Gore left tackle for -1 yards (tackle by Simon Fraser),1.850,1.030
1,0:38,3,11,CLE 49,0,7,"Chris Weinke pass complete short right to Arnaz Battle for 10 yards. Arnaz Battle fumbles, ball out of bounds at CLE-39",1.030,0.660
1,0:06,4,1,CLE 39,0,7,Chris Weinke pass incomplete short left intended for Delanie Walker,0.660,-1.530
1,0:01,1,10,CLE 39,0,7,Jamal Lewis right tackle for 4 yards (tackle by Isaac Sopoaga and Parys Haralson),1.530,1.530
Quarter,Time,Down,ToGo,Location,SFO,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,CLE 43,0,7,Jamal Lewis left tackle for 5 yards (tackle by Michael Lewis),1.530,1.490
2,14:21,3,1,CLE 48,0,7,Jamal Lewis left guard for 5 yards (tackle by Ronald Fields),1.490,2.460
2,13:42,1,10,SFO 47,0,7,Jamal Lewis right guard for 1 yard (tackle by Parys Haralson),2.460,2.050
2,13:02,2,9,SFO 46,0,7,"Josh Cribbs right guard for 10 yards (tackle by Patrick Willis). Penalty on CLE: Illegal Shift, 5 yards (no play)",2.050,1.370
2,12:38,2,14,CLE 49,0,7,Derek Anderson pass complete short right to Jason Wright for 6 yards (tackle by Patrick Willis),1.370,1.490
2,11:53,3,8,SFO 45,0,13,"Derek Anderson pass complete deep left to Braylon Edwards for 45 yards, touchdown. Penalty on CLE: Taunting, 15 yards",1.490,7.000
2,,,,SFO 2,0,14,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 15,0,14,"Phil Dawson kicks off 66 yards, returned by Maurice Hicks for 28 yards (tackle by Jason Wright)",0.000,2.060
2,11:35,1,10,SFO 47,0,14,Frank Gore left guard for 3 yards (tackle by D'Qwell Jackson and Sean Jones),2.060,1.920
2,10:47,2,7,,0,14,Frank Gore right guard for 5 yards (tackle by D'Qwell Jackson),1.920,1.880
2,10:05,3,2,CLE 45,0,14,Chris Weinke pass incomplete deep left intended for Darrell Jackson (defended by Leigh Bodden),1.880,0.270
2,9:59,4,2,CLE 45,0,14,"Andy Lee punts 36 yards, fair catch by Josh Cribbs",0.270,0.380
2,9:52,1,10,CLE 9,0,14,"Jamal Lewis left guard for 8 yards (tackle by Patrick Willis). Penalty on Dashon Goldson: Unnecessary Roughness, 15 yards",-0.380,1.070
2,9:52,1,10,CLE 32,0,14,Jamal Lewis left tackle for 2 yards (tackle by Nate Clements and Marques Douglas),1.070,0.800
2,8:44,2,8,CLE 34,0,14,Derek Anderson pass complete short right to Jamal Lewis for 1 yard (tackle by Mark Roman),0.800,0.230
2,8:44,3,7,CLE 35,0,14,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,0.230,-1.040
2,8:10,4,7,CLE 35,0,14,Dave Zastudil punts 44 yards (tackle by Nick Sorensen),-1.040,-0.610
2,8:00,1,10,SFO 25,0,14,Chris Weinke pass complete short left to Darrell Jackson for 7 yards (tackle by Leigh Bodden),0.610,1.010
2,7:24,2,3,SFO 32,0,14,Frank Gore for 16 yards (tackle by D'Qwell Jackson),1.010,2.130
2,6:54,1,10,SFO 48,0,14,Frank Gore right tackle for 2 yards (tackle by Shaun Smith),2.130,1.850
2,6:13,2,8,,0,14,Maurice Hicks left guard for 18 yards (tackle by Bobby Hamilton),1.850,3.450
2,5:27,1,10,CLE 32,0,14,Frank Gore right guard for 2 yards (tackle by Shaun Smith and D'Qwell Jackson),3.450,3.170
2,4:43,2,8,CLE 30,0,14,Chris Weinke pass incomplete deep left intended for Arnaz Battle,3.170,2.480
2,4:35,,,,0,14,Timeout #1 by San Francisco 49ers,0.000,2.480
2,4:35,3,8,CLE 30,0,14,"Chris Weinke pass complete short right to Delanie Walker for 10 yards (tackle by Eric Wright). Penalty on Kamerion Wimbley: Roughing the Passer, 10 yards",2.480,4.910
2,4:12,1,10,CLE 10,0,14,Frank Gore right guard for 3 yards (tackle by Leon Williams),4.910,4.760
2,3:31,2,7,CLE 7,0,14,Chris Weinke pass incomplete short left intended for Delanie Walker,4.760,3.810
2,3:25,,,,0,14,Timeout #2 by San Francisco 49ers,0.000,3.810
2,3:25,3,7,CLE 7,6,14,"Chris Weinke pass complete short left to Darrell Jackson for 7 yards, touchdown",3.810,7.000
2,,,,CLE 2,7,14,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,7,14,"Joe Nedney kicks off 63 yards, returned by Josh Cribbs for 30 yards",0.000,1.400
2,3:11,1,10,CLE 37,7,14,Brady Quinn pass incomplete short right intended for Lawrence Vickers (defended by Walt Harris),1.400,0.860
2,3:08,2,10,CLE 37,7,14,Jamal Lewis left tackle for 9 yards (tackle by Michael Lewis),0.860,1.360
2,2:49,3,1,CLE 46,7,14,Lawrence Vickers left guard for 3 yards (tackle by Tully Banta-Cain),1.360,2.190
2,2:09,1,10,CLE 49,7,14,Brady Quinn pass incomplete short right intended for Lawrence Vickers,2.190,1.650
2,2:05,2,10,CLE 49,7,14,Brady Quinn pass complete short right to Steve Heiden for 15 yards (tackle by Patrick Willis),1.650,3.180
2,1:59,1,10,SFO 36,7,14,Brady Quinn pass complete short middle to Joe Jurevicius for 12 yards (tackle by Michael Lewis),3.180,3.970
2,1:28,1,10,SFO 24,7,14,Brady Quinn pass complete short right to Kellen Winslow Jr. for 18 yards (tackle by Dashon Goldson),3.970,5.830
2,1:19,1,6,SFO 6,7,14,Brady Quinn pass incomplete short right intended for Braylon Edwards,5.830,4.950
2,1:19,2,6,SFO 6,7,14,Brady Quinn pass incomplete short middle intended for Braylon Edwards,4.950,4.040
2,1:19,3,6,SFO 6,7,14,Brady Quinn pass incomplete short middle intended for Kellen Winslow Jr. (defended by Patrick Willis),4.040,2.990
2,1:07,4,6,SFO 6,7,17,Phil Dawson 23 yard field goal good,2.990,3.000
2,,,,CLE 30,7,17,"Phil Dawson kicks off 48 yards, returned by Maurice Hicks for 6 yards (tackle by Josh Cribbs)",0.000,0.810
2,1:04,1,10,SFO 28,7,17,Frank Gore left guard for -1 yards (tackle by Kamerion Wimbley),0.810,0.130
2,0:21,2,11,SFO 27,7,17,Frank Gore left tackle for 9 yards (tackle by Chaun Thompson),0.130,0.630
Quarter,Time,Down,ToGo,Location,SFO,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,7,17,"Joe Nedney kicks off 64 yards, returned by Josh Cribbs for 94 yards. Penalty on Lennie Friedman: Offensive Holding, 10 yards",0.000,0.480
3,14:47,1,10,CLE 23,7,17,Jamal Lewis right guard for 4 yards (tackle by Patrick Willis),0.480,0.470
3,14:09,2,6,CLE 27,7,17,Derek Anderson pass incomplete intended for Braylon Edwards (defended by Nate Clements),0.470,-0.230
3,14:06,3,6,CLE 27,7,17,Derek Anderson pass complete short middle to Jason Wright for 23 yards (tackle by Patrick Willis),-0.230,2.260
3,13:27,1,10,,7,17,Jamal Lewis right guard for 1 yard (tackle by Bryant Young),2.260,1.850
3,12:43,2,9,SFO 49,7,17,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 13 yards (tackle by Jeff Ulbrich),1.850,3.180
3,12:07,1,10,SFO 36,7,17,Jamal Lewis left guard for 7 yards (tackle by Dashon Goldson),3.180,3.580
3,11:33,2,3,SFO 29,7,17,Jamal Lewis left end for 10 yards (tackle by Patrick Willis),3.580,4.310
3,10:50,1,10,SFO 19,7,17,Jamal Lewis left tackle for 3 yards (tackle by Jeff Ulbrich),4.310,4.180
3,10:07,2,7,SFO 16,7,17,Derek Anderson pass incomplete deep right intended for Joe Jurevicius,4.180,3.410
3,10:01,3,7,SFO 16,7,17,"Derek Anderson pass incomplete short middle intended for Jason Wright. Penalty on Patrick Willis: Defensive Pass Interference, 4 yards (no play)",3.410,4.780
3,9:57,1,10,SFO 12,7,17,Jamal Lewis left tackle for 2 yards (tackle by Parys Haralson and Jeff Ulbrich),4.780,4.450
3,9:12,2,8,SFO 10,7,17,Jamal Lewis left guard for 2 yards (tackle by Tully Banta-Cain and Michael Lewis),4.450,3.930
3,8:32,3,6,SFO 8,7,17,Derek Anderson pass incomplete short right intended for Jason Wright,3.930,2.960
3,8:26,4,6,SFO 8,7,17,"Phil Dawson 25 yard field goal no good, blocked by Nate Clements",2.960,-0.280
3,8:22,1,10,SFO 20,7,17,Frank Gore right guard for 5 yards (tackle by Willie McGinest),0.280,0.410
3,7:40,2,5,SFO 25,7,17,Frank Gore left guard for 3 yards (tackle by Shaun Smith),0.410,0.100
3,6:54,3,2,SFO 28,7,17,Frank Gore right guard for -2 yards (tackle by Sean Jones),0.100,-1.630
3,6:24,4,4,SFO 26,7,17,"Andy Lee punts 51 yards, returned by Josh Cribbs for 14 yards (tackle by Michael Robinson). Penalty on Eric Wright: Offensive Holding, 10 yards",-1.630,0.320
3,6:13,1,10,CLE 13,7,17,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",-0.320,-0.570
3,6:13,1,15,CLE 8,7,17,Jamal Lewis left guard for no gain (tackle by Michael Lewis),-0.570,-1.150
3,5:37,2,15,CLE 8,7,17,Derek Anderson pass complete short middle to Braylon Edwards for 9 yards (tackle by Patrick Willis),-1.150,-0.940
3,5:37,3,6,CLE 17,7,17,Derek Anderson sacked by Patrick Willis for -2 yards,-0.940,-2.440
3,4:26,4,8,CLE 15,7,17,"Dave Zastudil punts 43 yards (tackle by Brandon McDonald). Penalty on Jason Wright: Ineligible Downfield Kick, 5 yards (no play)",-2.440,-2.490
3,4:18,4,13,CLE 10,7,17,"Dave Zastudil punts 40 yards, returned by Nate Clements for -1 yards (tackle by Nick Sorensen)",-2.490,-2.190
3,4:08,1,10,SFO 49,7,17,Frank Gore right guard for 4 yards (tackle by Shaun Smith and D'Qwell Jackson),2.190,2.190
3,3:23,2,6,CLE 47,7,17,Chris Weinke sacked by Willie McGinest for -5 yards,2.190,0.830
3,2:49,3,11,SFO 48,7,17,Chris Weinke pass complete short left to Arnaz Battle for 3 yards (tackle by Brandon McDonald),0.830,0.000
3,2:12,4,8,CLE 49,7,17,"Andy Lee punts 41 yards, returned by Josh Cribbs for 6 yards (tackle by Bryan Gilmore)",0.000,0.280
3,2:03,1,10,CLE 14,7,17,Jamal Lewis left tackle for no gain (tackle by Walt Harris),-0.280,-0.750
3,1:25,2,10,CLE 14,7,17,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,-0.750,-1.400
3,1:25,3,10,CLE 14,7,17,Derek Anderson pass incomplete short left intended for Jason Wright,-1.400,-2.470
3,1:16,4,10,CLE 14,7,17,"Dave Zastudil punts 49 yards, returned by Nate Clements for 2 yards (tackle by Josh Cribbs)",-2.470,-1.530
3,1:04,1,10,SFO 39,7,17,Chris Weinke sacked by Willie McGinest for -7 yards,1.530,0.040
3,0:31,2,17,SFO 32,7,17,Frank Gore left guard for 8 yards (tackle by Eric Wright),0.040,0.430
Quarter,Time,Down,ToGo,Location,SFO,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,SFO 40,7,17,Chris Weinke pass complete short right to Frank Gore for no gain,0.430,-0.720
4,14:26,4,9,SFO 40,7,17,Andy Lee punts 36 yards,-0.720,-0.540
4,14:15,1,10,CLE 24,7,17,Derek Anderson pass complete short right to Braylon Edwards for 13 yards (tackle by Nate Clements),0.540,1.400
4,13:50,1,10,CLE 37,7,17,Jamal Lewis left tackle for 6 yards (tackle by Patrick Willis),1.400,1.670
4,13:07,2,4,CLE 43,7,17,Jamal Lewis right end for 23 yards (tackle by Jeff Ulbrich),1.670,3.310
4,12:19,1,10,SFO 34,7,17,Jerome Harrison right tackle for 1 yard (tackle by Patrick Willis),3.310,2.910
4,11:47,2,9,SFO 33,7,17,"Derek Anderson pass complete short middle to Kellen Winslow Jr. for 15 yards (tackle by Dashon Goldson). Penalty on Kellen Winslow Jr.: Offensive Pass Interference, 10 yards (no play)",2.910,1.550
4,11:23,2,19,SFO 43,7,17,Derek Anderson pass complete short right to Jerome Harrison for 4 yards (tackle by Michael Lewis),1.550,1.420
4,11:23,3,15,SFO 39,7,17,Derek Anderson pass complete short right to Jason Wright for 7 yards,1.420,1.240
4,10:23,4,8,SFO 32,7,20,Phil Dawson 49 yard field goal good,1.240,3.000
4,,,,CLE 30,7,20,"Phil Dawson kicks off 70 yards, touchback",0.000,0.280
4,10:16,1,10,SFO 20,7,20,Chris Weinke pass complete short right to Vernon Davis for 14 yards (tackle by Brodney Pool),0.280,1.200
4,9:52,1,10,SFO 34,7,20,Frank Gore right guard for 3 yards (tackle by Shaun Smith),1.200,1.060
4,9:06,2,7,SFO 37,7,20,Chris Weinke pass complete short right to Arnaz Battle for 6 yards (tackle by Andra Davis),1.060,1.160
4,8:23,3,1,SFO 43,7,20,Chris Weinke pass complete short left to Darrell Jackson for 14 yards (tackle by Brodney Pool),1.160,2.720
4,7:39,1,10,CLE 43,7,20,Chris Weinke pass incomplete deep left intended for Darrell Jackson,2.720,2.180
4,7:35,2,10,CLE 43,7,20,Frank Gore right guard for 3 yards (tackle by Willie McGinest),2.180,1.880
4,6:51,3,7,CLE 40,7,20,Chris Weinke sacked by Leon Williams for -7 yards,1.880,0.130
4,6:27,4,14,CLE 47,7,20,"Andy Lee punts 33 yards, fair catch by Josh Cribbs",0.130,0.280
4,6:20,1,10,CLE 14,7,20,Jamal Lewis right tackle for 7 yards (tackle by Dashon Goldson and Jeff Ulbrich),-0.280,0.280
4,5:43,2,3,CLE 21,7,20,Jamal Lewis left tackle for 2 yards (tackle by Michael Lewis),0.280,-0.320
4,4:57,3,1,CLE 23,7,20,"Penalty on Braylon Edwards: False Start, 5 yards (no play)",-0.320,-0.920
4,4:57,3,6,CLE 18,7,20,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,-0.920,-2.240
4,4:53,4,6,CLE 18,7,20,Dave Zastudil punts 51 yards (tackle by Josh Cribbs),-2.240,-1.070
4,4:43,1,10,SFO 32,7,20,Chris Weinke pass incomplete short left intended for Frank Gore,1.070,0.530
,,,,,,,"SFO challenged the pass completion ruling, and the original play was overturned.",,
4,4:36,2,10,SFO 32,7,20,Chris Weinke pass complete short left to Delanie Walker for 4 yards (tackle by Leigh Bodden),0.530,0.370
4,4:36,3,6,SFO 36,7,20,Chris Weinke sacked by Leon Williams for -5 yards,0.370,-1.310
4,4:01,4,11,SFO 31,7,20,Andy Lee punts 30 yards,-1.310,-1.530
4,3:53,1,10,CLE 39,7,20,Jerome Harrison right tackle for 5 yards (tackle by Patrick Willis),1.530,1.660
4,3:11,2,5,CLE 44,7,20,Jerome Harrison right tackle for 3 yards (tackle by Ronald Fields),1.660,1.360
4,3:04,,,,7,20,Timeout #1 by San Francisco 49ers,0.000,1.360
4,3:04,3,2,CLE 47,7,20,Derek Anderson pass complete short right to Kellen Winslow Jr. for 25 yards (tackle by Michael Lewis),1.360,3.710
4,2:54,,,,7,20,Timeout #2 by San Francisco 49ers,0.000,3.710
4,2:54,1,10,SFO 28,7,20,Jerome Harrison right tackle for 2 yards (tackle by Ronald Fields),3.710,3.440
4,2:14,2,8,SFO 26,7,20,Jerome Harrison left guard for 10 yards (tackle by Michael Lewis),3.440,4.510
4,2:00,1,10,SFO 16,7,20,Jerome Harrison left tackle for 3 yards (tackle by Brandon T. Moore),4.510,4.390
4,1:52,,,,7,20,Timeout #3 by San Francisco 49ers,0.000,4.390
4,1:52,2,7,SFO 13,7,20,Jerome Harrison left tackle for 2 yards (tackle by Marques Douglas and Walt Harris),4.390,3.940
4,1:07,3,5,SFO 11,7,20,Jerome Harrison left guard for 6 yards,3.940,6.060
4,0:26,1,5,SFO 5,7,20,Derek Anderson kneels for no gain,6.060,5.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
