Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Brandon James,IND,5,79,15.8,0,26,2,1,0.5,0,1
Javarris James,IND,1,16,16.0,0,16,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Wes Welker,NWE,0,0,,0,0,1,9,9.0,0,9
Brandon Tate,NWE,3,69,23.0,0,32,0,0,,0,0
Alge Crumpler,NWE,1,0,0.0,0,0,0,0,,0,0
Sammy Morris,NWE,1,21,21.0,0,21,0,0,,0,0
