Quarter,Time,Tm,Detail,IND,NWE
1.0,8:00,Patriots,Wes Welker 22 yard pass from Tom Brady (Shayne Graham kick),0,7
2.0,13:15,Patriots,Aaron Hernandez 8 yard pass from Tom Brady (Shayne Graham kick),0,14
,7:53,Colts,Gijon Robinson 1 yard pass from Peyton Manning (Adam Vinatieri kick),7,14
,3:34,Patriots,BenJarvus Green-Ellis 5 yard rush (Shayne Graham kick),7,21
,0:04,Colts,Reggie Wayne 11 yard pass from Peyton Manning (Adam Vinatieri kick),14,21
3.0,1:11,Patriots,Danny Woodhead 36 yard rush (Shayne Graham kick),14,28
4.0,10:23,Patriots,Shayne Graham 25 yard field goal,14,31
,7:57,Colts,Blair White 5 yard pass from Peyton Manning (Adam Vinatieri kick),21,31
,4:46,Colts,Blair White 18 yard pass from Peyton Manning (Adam Vinatieri kick),28,31
