Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,14,21,"Pat McAfee kicks off 62 yards, returned by Brandon Tate for 19 yards (tackle by Joique Bell)",0.000,0.740
3,14:53,1,10,NWE 27,14,21,Tom Brady pass complete short right to Wes Welker for 9 yards (tackle by Tyjuan Hagler),0.740,1.410
3,14:30,2,1,NWE 36,14,21,BenJarvus Green-Ellis middle for 2 yards (tackle by Daniel Muir and Robert Mathis),1.410,1.470
3,13:52,1,10,NWE 38,14,21,Tom Brady sacked by Dwight Freeney for -8 yards,1.470,-0.160
3,13:23,2,18,NWE 30,14,21,Danny Woodhead left guard for 8 yards (tackle by Pat Angerer),-0.160,0.230
3,12:36,3,10,NWE 38,14,21,Tom Brady pass complete short left to Deion Branch for 3 yards (tackle by Jacob Lacey),0.230,-0.650
3,12:05,4,7,NWE 41,14,21,"Zoltan Mesko punts 45 yards, returned by Brandon James for no gain. Penalty on Mike Newton: Offensive Holding, 7 yards",-0.650,0.380
3,11:54,1,10,IND 7,14,21,Donald Brown middle for 1 yard (tackle by Vince Wilfork and Jermaine Cunningham),-0.380,-0.710
3,11:17,2,9,IND 8,14,21,Peyton Manning pass complete short right to Donald Brown for 8 yards (tackle by Jerod Mayo),-0.710,-0.370
3,10:40,3,1,IND 16,14,21,Donald Brown left guard for 4 yards (tackle by Ron Brace and Gerard Warren),-0.370,0.280
3,9:54,1,10,IND 20,14,21,Donald Brown middle for 3 yards (tackle by Vince Wilfork and Gary Guyton),0.280,0.140
3,9:14,2,7,IND 23,14,21,Peyton Manning pass complete short left to Jacob Tamme for 7 yards (tackle by Brandon Meriweather and Jerod Mayo),0.140,0.940
3,8:41,1,10,IND 30,14,21,Donald Brown left tackle for 2 yards (tackle by Tully Banta-Cain and Darius Butler),0.940,0.660
3,8:09,2,8,IND 32,14,21,Peyton Manning pass complete short middle to Jacob Tamme for 6 yards (tackle by Gary Guyton),0.660,0.760
3,7:26,3,2,IND 38,14,21,Peyton Manning pass complete short middle to Jacob Tamme for 14 yards (tackle by Brandon Meriweather),0.760,2.390
3,6:55,1,10,NWE 48,14,21,Javarris James middle for 1 yard (tackle by Brandon Spikes and Ron Brace),2.390,1.980
3,6:11,2,9,NWE 47,14,21,Peyton Manning pass incomplete short right intended for Pierre Garcon,1.980,1.290
3,6:08,3,9,NWE 47,14,21,Peyton Manning pass incomplete deep right intended for Pierre Garcon,1.290,0.130
3,6:01,4,9,NWE 47,14,21,Pat McAfee punts 35 yards,0.130,-0.340
3,5:53,1,10,NWE 21,14,21,Tom Brady pass complete short left to Deion Branch for 4 yards (tackle by Jerraud Powers),0.340,0.340
3,5:14,2,6,NWE 25,14,21,Danny Woodhead right guard for 5 yards (tackle by Tyjuan Hagler),0.340,0.300
3,4:43,3,1,NWE 30,14,21,Sammy Morris middle for 4 yards (tackle by Pat Angerer and Kelvin Hayden),0.300,1.200
3,4:10,1,10,NWE 34,14,21,BenJarvus Green-Ellis middle for 3 yards (tackle by Daniel Muir and Dwight Freeney),1.200,1.060
3,3:31,2,7,NWE 37,14,21,Tom Brady pass complete short right to Danny Woodhead for 9 yards,1.060,1.990
3,3:07,1,10,NWE 46,14,21,BenJarvus Green-Ellis middle for 4 yards (tackle by Antonio Johnson and Philip Wheeler),1.990,1.990
3,2:34,2,6,,14,21,Tom Brady pass complete short right to Deion Branch for 7 yards (tackle by Kelvin Hayden),1.990,2.720
3,1:57,1,10,IND 43,14,21,Danny Woodhead left guard for 7 yards (tackle by Jerraud Powers and Tyjuan Hagler),2.720,3.120
3,1:20,2,3,IND 36,14,27,"Danny Woodhead right guard for 36 yards, touchdown",3.120,7.000
3,1:20,,,IND 2,14,28,Shayne Graham kicks extra point good,0.000,0.000
3,1:11,,,NWE 30,14,28,"Shayne Graham kicks off 58 yards, returned by Brandon James for 12 yards (tackle by Danny Woodhead)",0.000,0.540
3,1:07,1,10,IND 24,14,28,Peyton Manning pass complete short left to Blair White for 5 yards (tackle by Patrick Chung),0.540,0.670
3,0:24,2,5,IND 29,14,28,Peyton Manning pass incomplete deep right intended for Jacob Tamme is intercepted by Devin McCourty at NWE-39,0.670,-1.530
3,0:18,1,10,NWE 39,14,28,BenJarvus Green-Ellis left end for 5 yards (tackle by Dwight Freeney),1.530,1.660
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,NWE 44,14,28,BenJarvus Green-Ellis left end for 16 yards (tackle by Pat Angerer),1.660,2.920
4,14:23,1,10,IND 40,14,28,Tom Brady pass complete short middle to Wes Welker for 9 yards (tackle by Jerraud Powers),2.920,3.590
4,13:46,2,1,IND 31,14,28,BenJarvus Green-Ellis left guard for 3 yards (tackle by Antonio Johnson and Daniel Muir),3.590,3.710
4,13:08,1,10,IND 28,14,28,BenJarvus Green-Ellis right guard for 3 yards (tackle by Pat Angerer and Kelvin Hayden),3.710,3.570
4,12:33,2,7,IND 25,14,28,Tom Brady pass complete short left to Deion Branch for 14 yards (tackle by Jerraud Powers),3.570,4.840
4,11:53,1,10,IND 11,14,28,Danny Woodhead left tackle for 3 yards (tackle by Antoine Bethea and Pat Angerer),4.840,4.700
4,11:17,2,7,IND 8,14,28,BenJarvus Green-Ellis right guard for 1 yard (tackle by Antoine Bethea and Pat Angerer),4.700,3.980
4,10:32,3,6,IND 7,14,28,Tom Brady pass incomplete short middle intended for Julian Edelman,3.980,2.980
4,10:27,4,6,IND 7,14,31,Shayne Graham 25 yard field goal good,2.980,3.000
4,10:23,,,NWE 30,14,31,"Shayne Graham kicks off 59 yards, returned by Javarris James for 16 yards (tackle by Tracy White)",0.000,0.740
4,10:17,1,10,IND 27,14,31,Peyton Manning pass complete short middle to Reggie Wayne for 11 yards (tackle by Darius Butler),0.740,1.470
4,9:53,1,10,IND 38,14,31,Peyton Manning pass complete short middle to Jacob Tamme for 6 yards (tackle by James Sanders and Jerod Mayo),1.470,1.730
4,9:29,2,4,IND 44,14,31,Peyton Manning pass incomplete short left intended for Blair White (defended by Patrick Chung),1.730,1.020
4,9:25,3,4,IND 44,14,31,Donald Brown left tackle for 36 yards (tackle by Devin McCourty),1.020,4.240
4,9:06,1,10,NWE 20,14,31,Peyton Manning pass complete short middle to Blair White for 8 yards (tackle by Gary Guyton),4.240,5.040
4,8:38,2,2,NWE 12,14,31,Donald Brown left tackle for 7 yards (tackle by Patrick Chung and Jerod Mayo),5.040,6.060
4,8:00,1,5,NWE 5,20,31,"Peyton Manning pass complete short middle to Blair White for 5 yards, touchdown",6.060,7.000
4,8:00,,,NWE 2,21,31,Adam Vinatieri kicks extra point good,0.000,0.000
4,7:57,,,IND 30,21,31,"Pat McAfee kicks off 68 yards, returned by Sammy Morris for 21 yards (tackle by Jacob Lacey)",0.000,0.480
4,7:51,1,10,NWE 23,21,31,Tom Brady pass incomplete short left intended for Wes Welker,0.480,-0.070
4,7:49,2,10,NWE 23,21,31,Danny Woodhead left guard for 6 yards (tackle by Jacob Lacey),-0.070,0.040
4,7:20,3,4,NWE 29,21,31,Tom Brady pass incomplete short left intended for Deion Branch (defended by Cornelius Brown),0.040,-1.440
4,7:17,4,4,NWE 29,21,31,Zoltan Mesko punts 45 yards,-1.440,-0.740
4,7:04,1,10,IND 27,21,31,Peyton Manning pass complete short right to Javarris James for 11 yards (tackle by Jerod Mayo),0.740,1.470
4,6:42,1,10,IND 38,21,31,Peyton Manning pass complete short right to Pierre Garcon for 4 yards (tackle by Devin McCourty),1.470,1.460
4,6:20,2,6,IND 42,21,31,Peyton Manning pass complete short middle to Jacob Tamme for 7 yards (tackle by Jerod Mayo and James Sanders),1.460,2.190
4,5:56,1,10,IND 49,21,31,Peyton Manning pass complete short middle to Javarris James for 3 yards (tackle by Jerod Mayo and Vince Wilfork),2.190,2.050
4,5:34,2,7,NWE 48,21,31,Donald Brown right guard for -2 yards (tackle by Vince Wilfork),2.050,1.090
4,5:08,3,9,,21,31,"Peyton Manning pass complete deep right to Pierre Garcon for 17 yards (tackle by Patrick Chung and Devin McCourty). Penalty on Tully Banta-Cain: Unnecessary Roughness, 15 yards",1.090,4.370
4,4:51,1,10,NWE 18,27,31,"Peyton Manning pass complete deep middle to Blair White for 18 yards, touchdown",4.370,7.000
4,4:51,,,NWE 2,28,31,Adam Vinatieri kicks extra point good,0.000,0.000
4,4:46,,,IND 30,28,31,"Pat McAfee kicks off 73 yards, returned by Brandon Tate for 18 yards (tackle by Cody Glenn)",0.000,-0.220
4,4:40,1,10,NWE 15,28,31,BenJarvus Green-Ellis right tackle for 14 yards (tackle by Antoine Bethea and Fili Moala),-0.220,0.870
4,4:00,1,10,NWE 29,28,31,BenJarvus Green-Ellis left end for 2 yards (tackle by Kavell Conner and Philip Wheeler),0.870,0.600
4,3:17,2,8,NWE 31,28,31,BenJarvus Green-Ellis right end for 1 yard (tackle by Philip Wheeler and Antoine Bethea),0.600,0.040
4,2:38,3,7,NWE 32,28,31,Tom Brady pass incomplete short middle intended for Wes Welker (defended by Tyjuan Hagler),0.040,-1.240
4,2:32,4,7,NWE 32,28,31,"Zoltan Mesko punts 42 yards, fair catch by Brandon James",-1.240,-0.670
4,2:25,1,10,IND 26,28,31,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Jerod Mayo),0.670,0.670
4,2:07,2,6,IND 30,28,31,Peyton Manning pass complete short right to Jacob Tamme for 17 yards,0.670,2.060
4,2:00,1,10,IND 47,28,31,Donald Brown left guard for 8 yards (tackle by Jerod Mayo and James Sanders),2.060,2.600
4,1:43,2,2,NWE 45,28,31,Peyton Manning pass incomplete short right intended for Jacob Tamme,2.600,1.880
4,1:37,3,2,NWE 45,28,31,Donald Brown right guard for 2 yards (tackle by Gary Guyton),1.880,2.720
4,1:26,1,10,NWE 43,28,31,Peyton Manning pass complete short right to Pierre Garcon for 9 yards (tackle by Devin McCourty),2.720,3.390
4,1:04,2,1,NWE 34,28,31,"Penalty on Ryan Diem: False Start, 5 yards (no play)",3.390,2.720
4,1:03,2,6,NWE 39,28,31,Peyton Manning pass incomplete deep left intended for Reggie Wayne,2.720,2.010
4,0:57,,,,28,31,Timeout #1 by Indianapolis Colts,0.000,2.010
4,0:57,3,6,NWE 39,28,31,Peyton Manning pass complete short middle to Reggie Wayne for 15 yards (tackle by Brandon Meriweather),2.010,3.970
4,0:37,1,10,NWE 24,28,31,Peyton Manning pass incomplete deep right intended for Pierre Garcon is intercepted by James Sanders at NWE-6,3.970,0.380
4,0:31,1,10,NWE 6,28,31,Tom Brady kneels for -1 yards,-0.380,-0.850
4,0:28,,,,28,31,Timeout #2 by Indianapolis Colts,0.000,-0.850
4,0:27,2,11,NWE 5,28,31,Tom Brady kneels for no gain,-0.850,-1.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
