Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,20,51,0,1,29,1.5,22,1.1,0,
Jameis Winston,NOR,8,40,0,5,25,3.1,15,1.9,0,
Alex Armah,NOR,1,2,0,1,1,1.0,1,1.0,0,
Ty Montgomery,NOR,1,4,0,,2,2.0,2,2.0,0,
Devine Ozigbo,NOR,1,-3,0,0,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,SEA,16,35,0,0,15,0.9,20,1.3,1,16.0
Rashaad Penny,SEA,6,9,0,,3,0.5,6,1.0,0,
Geno Smith,SEA,3,12,0,2,11,3.7,1,0.3,0,
Gerald Everett,SEA,1,12,0,1,7,7.0,5,5.0,0,
Travis Homer,SEA,1,14,0,,9,9.0,5,5.0,0,
Freddie Swain,SEA,1,8,0,1,6,6.0,2,2.0,0,
