Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NOR 44,0,7,Geno Smith pass incomplete intended for Penny Hart (defended by Marshon Lattimore),,
2,14:53,,,,,,Timeout #1 by Seattle Seahawks,,
2,14:53,3,7,NOR 44,0,7,Geno Smith pass incomplete deep left,,
2,14:45,4,7,NOR 44,0,7,"Michael Dickson punts 32 yards, fair catch by Marquez Callaway at NO-12",,
2,14:39,1,10,NOR 12,0,7,Alvin Kamara right guard for 4 yards (tackle by Bobby Wagner and Al Woods),,
2,14:03,2,6,NOR 16,0,7,Jameis Winston pass complete short left to Alvin Kamara for 23 yards (tackle by D.J. Reed),,
2,13:22,1,10,NOR 39,0,7,Jameis Winston pass incomplete short right,,
2,13:19,2,10,NOR 39,0,7,Alvin Kamara right guard for 3 yards (tackle by Bryan Mone and Poona Ford),,
2,12:37,3,7,NOR 42,0,7,"Jameis Winston pass complete short left to Marquez Callaway for 5 yards (tackle by D.J. Reed). Penalty on D.J. Reed: Defensive Pass Interference, 4 yards (accepted) (no play)",,
2,12:18,1,10,NOR 46,0,7,Jameis Winston pass complete short left to Alvin Kamara for 7 yards (tackle by Al Woods and Jordyn Brooks),,
2,11:40,2,3,SEA 47,0,7,Alvin Kamara left tackle for 2 yards (tackle by D.J. Reed and Benson Mayowa),,
2,11:07,3,1,SEA 45,0,7,Alvin Kamara up the middle for no gain (tackle by Alton Robinson and Jordyn Brooks),,
2,10:33,,,,,,Timeout #1 by New Orleans Saints,,
2,10:33,4,1,SEA 45,0,7,Jameis Winston up the middle for 1 yard (tackle by Alton Robinson),,
2,9:59,1,10,SEA 44,0,7,"Jameis Winston left end for no gain (tackle by Benson Mayowa and Robert Nkemdiche). Penalty on Terron Armstead: Offensive Holding, 10 yards (accepted) (no play)",,
2,9:41,1,20,NOR 46,0,7,Jameis Winston pass complete short middle to Marquez Callaway for 14 yards (tackle by Tre Brown),,
2,9:03,2,6,SEA 40,0,7,Jameis Winston pass complete short right to Marquez Callaway for 5 yards (tackle by Tre Brown),,
2,8:40,3,1,SEA 35,0,7,Alvin Kamara up the middle for no gain (tackle by Bobby Wagner),,
2,8:18,4,1,SEA 35,0,7,Jameis Winston up the middle for 2 yards (tackle by Bobby Wagner),,
2,7:42,1,10,SEA 33,0,7,Jameis Winston pass complete short right to Alvin Kamara for 9 yards (tackle by Tre Brown),,
2,7:12,,,,,,Timeout #2 by Seattle Seahawks,,
2,7:12,2,1,SEA 24,0,7,Alex Armah up the middle for 2 yards (tackle by Alton Robinson and Bobby Wagner),,
2,6:41,1,10,SEA 22,0,7,Jameis Winston scrambles right end for 18 yards (tackle by Bryan Mone),,
2,5:48,1,4,SEA 4,0,7,Alvin Kamara up the middle for 3 yards (tackle by Robert Nkemdiche),,
2,5:11,2,1,SEA 1,0,7,Alvin Kamara up the middle for -1 yards (tackle by Poona Ford),,
2,4:34,3,2,SEA 2,0,7,Jameis Winston pass incomplete short middle intended for Marquez Callaway (defended by Jordyn Brooks),,
2,4:27,4,2,SEA 2,3,7,Brian Johnson 21 yard field goal good,,
2,4:23,,,NOR 35,3,7,"Brian Johnson kicks off 65 yards, returned by DeeJay Dallas for 23 yards (tackle by Carl Granderson and Juwan Johnson)",,
2,4:18,1,10,SEA 23,3,7,Rashaad Penny right end for -3 yards (tackle by Paulson Adebo),,
2,3:41,2,13,SEA 20,3,7,"Geno Smith pass complete short middle to Freddie Swain for 10 yards (tackle by Pete Werner and C.J. Gardner-Johnson). Penalty on C.J. Gardner-Johnson: Unnecessary Roughness / Defense, 15 yards (accepted)",,
2,3:24,1,10,SEA 45,3,7,Geno Smith pass incomplete deep left intended for Tyler Lockett (defended by Paulson Adebo),,
2,3:15,2,10,SEA 45,3,7,"Geno Smith pass complete short left to Gerald Everett for 10 yards (tackle by Paulson Adebo). Penalty on Gerald Everett: Taunting / Offense, 15 yards (accepted)",,
2,2:51,1,10,SEA 40,3,7,Rashaad Penny up the middle for 1 yard (tackle by Josiah Bronson and Pete Werner),,
2,2:44,,,,,,Timeout #2 by New Orleans Saints,,
2,2:44,2,9,SEA 41,3,7,Geno Smith pass incomplete right,,
2,2:39,,,,,,Timeout #3 by Seattle Seahawks,,
2,2:39,3,9,SEA 41,3,7,Geno Smith pass incomplete right intended for Freddie Swain,,
2,2:29,4,9,SEA 41,3,7,"Michael Dickson punts 44 yards, fair catch by Marquez Callaway at NO-15",,
2,2:26,1,10,NOR 15,3,7,Jameis Winston pass complete short right to Alvin Kamara for 14 yards (tackle by Sidney Jones),,
2,2:04,1,10,NOR 29,3,7,Jameis Winston pass incomplete short middle intended for Kenny Stills,,
2,1:59,2,10,NOR 29,3,7,Jameis Winston pass complete short middle to Alvin Kamara for 6 yards (tackle by Ryan Neal),,
2,1:40,3,4,NOR 35,3,7,Jameis Winston scrambles up the middle for 6 yards (tackle by Jamal Adams),,
2,1:17,1,10,NOR 41,3,7,Jameis Winston pass complete short middle to Alvin Kamara for 31 yards (tackle by Ryan Neal),,
2,0:55,1,10,SEA 28,3,7,Jameis Winston pass complete short right to Adam Trautman for 15 yards (tackle by Quandre Diggs),,
2,0:47,1,10,SEA 13,9,7,"Jameis Winston aborted snap, recovered by Jameis Winston at SEA-13 Jameis Winston pass complete short right to Alvin Kamara for 13 yards, touchdown",,
2,0:40,,,SEA 15,10,7,Brian Johnson kicks extra point good,,
2,0:40,,,NOR 35,10,7,"Brian Johnson kicks off 60 yards, returned by DeeJay Dallas for 13 yards (tackle by Zack Baun and Kevin White)",,
2,0:34,1,10,SEA 18,10,7,"Geno Smith pass incomplete short right intended for Gerald Everett. Penalty on Gabe Jackson: Offensive Holding, 9 yards (accepted) (no play)",,
2,0:25,1,19,SEA 9,10,7,Alex Collins up the middle for 1 yard (tackle by Marcus Davenport and C.J. Gardner-Johnson),,
2,0:20,,,,,,Timeout #3 by New Orleans Saints,,
2,0:20,2,18,SEA 10,10,7,Geno Smith kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,7,"Jason Myers kicks off 66 yards, returned by Ty Montgomery for 33 yards (tackle by Cody Barton)",,
3,14:55,1,10,NOR 32,10,7,Alvin Kamara up the middle for 2 yards (tackle by Benson Mayowa),,
3,14:22,2,8,NOR 34,10,7,Jameis Winston pass complete short right to Alvin Kamara for 6 yards (tackle by Sidney Jones),,
3,13:42,3,2,NOR 40,10,7,Jameis Winston pass incomplete short right intended for Marquez Callaway (defended by Sidney Jones),,
3,13:37,4,2,NOR 40,10,7,"Blake Gillikin punts 48 yards, fair catch by Freddie Swain at SEA-12",,
3,13:29,1,10,SEA 12,10,7,Geno Smith pass complete short right to Freddie Swain for 1 yard (tackle by Pete Werner),,
3,12:56,2,9,SEA 13,10,7,Rashaad Penny left end for 5 yards (tackle by Demario Davis),,
3,12:22,3,4,SEA 18,10,7,"Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Marshon Lattimore). Penalty on Marcus Davenport: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,12:04,1,10,SEA 40,10,7,Gerald Everett right end for 12 yards (tackle by Demario Davis),,
3,11:26,1,10,NOR 48,10,7,"Rashaad Penny left tackle for 2 yards (tackle by Christian Ringo). Penalty on Marshon Lattimore: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,11:10,1,10,NOR 31,10,7,Geno Smith sacked by Demario Davis for -4 yards,,
3,10:21,2,14,NOR 35,10,7,Geno Smith sacked by Cameron Jordan for -5 yards,,
3,9:33,,,,,,Timeout #1 by Seattle Seahawks,,
3,9:33,3,19,NOR 40,10,7,Travis Homer left guard for 14 yards (tackle by Kwon Alexander and Marcus Williams),,
3,8:49,4,4,NOR 25,10,7,Jason Myers 44 yard field goal no good,,
3,8:43,1,10,NOR 34,10,7,Alvin Kamara right end for 5 yards (tackle by Quandre Diggs),,
3,8:10,2,5,NOR 39,10,7,Jameis Winston pass complete short left to Devine Ozigbo for 7 yards (tackle by Rasheem Green),,
3,7:35,1,10,NOR 46,10,7,Devine Ozigbo right tackle for -3 yards (tackle by Rasheem Green),,
3,6:54,2,13,NOR 43,10,7,Jameis Winston pass incomplete deep right intended for Kevin White,,
3,6:48,3,13,NOR 43,10,7,Jameis Winston pass incomplete deep right intended for Kenny Stills,,
3,6:41,4,13,NOR 43,10,7,"Blake Gillikin punts 41 yards, fair catch by Freddie Swain at SEA-16",,
3,6:33,1,10,SEA 16,10,7,Alex Collins right guard for 3 yards (tackle by Christian Ringo and Tanoh Kpassagnon),,
3,5:58,2,7,SEA 19,10,7,Alex Collins right guard for 6 yards (tackle by C.J. Gardner-Johnson),,
3,5:25,3,1,SEA 25,10,7,Geno Smith up the middle for 1 yard (tackle by Pete Werner),,
3,4:47,1,10,SEA 26,10,7,Alex Collins right tackle for 4 yards (tackle by Shy Tuttle),,
3,4:05,2,6,SEA 30,10,7,Alex Collins up the middle for 5 yards (tackle by Pete Werner and Demario Davis),,
3,3:28,3,2,SEA 35,10,7,Alex Collins up the middle for no gain (tackle by Demario Davis and Cameron Jordan),,
3,2:44,4,1,SEA 35,10,7,Michael Dickson punts 50 yards downed by Ryan Neal,,
3,2:30,1,10,NOR 15,10,7,Jameis Winston pass complete short left to Alvin Kamara for 13 yards (tackle by Quandre Diggs and Carlos Dunlap),,
3,1:46,1,10,NOR 28,10,7,"Jameis Winston pass complete short left to Adam Trautman for 8 yards. Adam Trautman fumbles (forced by Ugo Amadi), recovered by Jordyn Brooks at NO-37 and returned for 5 yards (tackle by Lil'Jordan Humphrey)",,
3,1:34,1,10,NOR 32,10,7,Alex Collins right tackle for 1 yard (tackle by Cameron Jordan),,
3,1:08,2,9,NOR 31,10,7,Alex Collins left guard for -1 yards (tackle by Demario Davis),,
3,0:23,,,,,,Timeout #3 by Seattle Seahawks,,
3,0:23,3,10,NOR 32,10,7,Geno Smith pass incomplete short left intended for Freddie Swain (defended by C.J. Gardner-Johnson),,
3,0:18,4,10,NOR 32,10,10,Jason Myers 50 yard field goal good,,
3,0:14,,,SEA 35,10,10,"Jason Myers kicks off 65 yards, touchback.",,
3,0:14,1,10,NOR 25,10,10,Alvin Kamara left guard for 3 yards (tackle by Carlos Dunlap and Bryan Mone),,
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NOR 28,10,10,Jameis Winston scrambles right end for 9 yards (tackle by Jamal Adams),,
4,14:25,1,10,NOR 37,10,10,Alvin Kamara right guard for 1 yard (tackle by Poona Ford),,
4,13:46,,,,,,Timeout #1 by New Orleans Saints,,
4,13:46,2,9,NOR 38,10,10,"Jameis Winston pass complete short right to Marquez Callaway for no gain (tackle by Tre Brown). Penalty on Erik McCoy: Offensive Holding, 10 yards (accepted) (no play)",,
4,13:14,2,19,NOR 28,10,10,Jameis Winston scrambles left end for 7 yards (tackle by Carlos Dunlap),,
4,12:36,3,12,NOR 35,10,10,Jameis Winston pass incomplete short middle intended for Marquez Callaway (defended by Jamal Adams),,
4,12:32,4,12,NOR 35,10,10,"Blake Gillikin punts 56 yards, returned by Freddie Swain for 11 yards (tackle by J.T. Gray)",,
4,12:21,1,10,SEA 20,10,10,Alex Collins up the middle for 5 yards (tackle by Josiah Bronson),,
4,11:56,2,5,SEA 25,10,10,Geno Smith pass incomplete deep right intended for D.K. Metcalf,,
4,11:51,3,5,SEA 25,10,10,Geno Smith pass complete short right to D.K. Metcalf for 12 yards (tackle by Marshon Lattimore),,
4,11:14,1,10,SEA 37,10,10,Alex Collins right guard for 4 yards (tackle by Demario Davis and Malcolm Jenkins),,
4,10:39,2,6,SEA 41,10,10,Geno Smith pass complete short left to Alex Collins for 9 yards (tackle by Shy Tuttle and Montravius Adams),,
4,9:57,1,10,SEA 50,10,10,Alex Collins left guard for -1 yards (tackle by C.J. Gardner-Johnson and Montravius Adams),,
4,9:21,2,11,SEA 49,10,10,Geno Smith pass complete short left to Freddie Swain for 28 yards (tackle by Marcus Williams),,
4,8:40,1,10,NOR 23,10,10,Alex Collins left end for -1 yards (tackle by Demario Davis),,
4,8:09,2,11,NOR 24,10,10,Geno Smith pass complete short right to Freddie Swain for no gain (tackle by Paulson Adebo),,
4,7:34,3,11,NOR 24,10,10,Geno Smith sacked by Tanoh Kpassagnon for -11 yards,,
4,6:48,4,22,NOR 35,10,10,Jason Myers 53 yard field goal no good,,
4,6:44,1,10,NOR 43,10,10,Alvin Kamara left end for 1 yard (tackle by Jordyn Brooks),,
4,6:08,2,9,NOR 44,10,10,Jameis Winston pass incomplete short right intended for Ty Montgomery (defended by Al Woods),,
4,6:01,3,9,NOR 44,10,10,"Jameis Winston sacked by and Bobby Wagner for no gain and Marquise Blair for no gain. Penalty on Marquise Blair: Roughing the Passer, 15 yards (accepted) (no play)",,
4,5:36,1,10,SEA 41,10,10,Jameis Winston pass incomplete deep left intended for Kevin White,,
4,5:29,2,10,SEA 41,10,10,Jameis Winston pass incomplete short left,,
4,5:26,3,10,SEA 41,10,10,Alvin Kamara right end for 12 yards (tackle by Quandre Diggs),,
4,4:47,1,10,SEA 29,10,10,Ty Montgomery left guard for 4 yards (tackle by Bryan Mone and Poona Ford),,
4,4:03,2,6,SEA 25,10,10,"Jameis Winston pass incomplete short right intended for Tre'Quan Smith. Penalty on Tre'Quan Smith: Offensive Pass Interference, 10 yards (accepted) (no play)",,
4,3:58,2,16,SEA 35,10,10,Jameis Winston pass complete short right to Tre'Quan Smith for 11 yards (tackle by Ugo Amadi),,
4,3:15,3,5,SEA 24,10,10,Jameis Winston pass incomplete deep right intended for Marquez Callaway,,
4,3:08,4,5,SEA 24,10,10,"Penalty on Al Woods: Encroachment, 5 yards (accepted) (no play)",,
4,3:08,1,10,SEA 19,10,10,Jameis Winston pass complete short right to Marquez Callaway for 13 yards,,
4,3:01,1,6,SEA 6,10,10,Alvin Kamara left guard for -2 yards (tackle by Alton Robinson),,
4,2:25,2,8,SEA 8,10,10,Jameis Winston pass incomplete,,
4,2:16,,,,,,Timeout #2 by New Orleans Saints,,
4,2:16,3,8,SEA 8,10,10,Jameis Winston sacked by and Rasheem Green for -7 yards and Carlos Dunlap for -7 yards,,
4,2:00,4,15,SEA 15,13,10,Brian Johnson 33 yard field goal good,,
4,1:56,,,NOR 35,13,10,"Brian Johnson kicks off 65 yards, touchback.",,
4,1:56,1,10,SEA 25,13,10,Geno Smith pass incomplete short middle intended for D.K. Metcalf,,
4,1:51,2,10,SEA 25,13,10,Geno Smith sacked by Malcolm Jenkins for -8 yards,,
4,1:22,3,18,SEA 17,13,10,Geno Smith sacked by Demario Davis for -10 yards,,
4,1:13,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:13,,,,,,Timeout #3 by New Orleans Saints,,
4,1:13,4,28,SEA 7,13,10,Geno Smith pass incomplete deep right intended for D.K. Metcalf (defended by Demario Davis),,
4,1:04,1,7,SEA 7,13,10,Jameis Winston kneels for -1 yards,,
4,0:36,2,8,SEA 8,13,10,Jameis Winston kneels for -2 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
