Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
2,4:22,2,1,SDG 43,0,10,Jay Ajayi middle for -2 yards (tackle by Korey Toomer and Tourek Williams),2.800,1.820
2,3:39,3,3,SDG 45,0,10,Ryan Tannehill pass complete short left to Jarvis Landry for 6 yards (tackle by Dwight Lowery),1.820,2.980
2,2:59,1,10,SDG 39,6,10,"Ryan Tannehill pass complete deep middle to Kenny Stills for 39 yards, touchdown",2.980,7.000
2,2:50,,,SDG 15,7,10,Andrew Franks kicks extra point good,0.000,0.000
2,2:50,,,MIA 35,7,10,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
2,2:50,1,10,SDG 25,7,10,Philip Rivers pass incomplete,0.610,0.060
2,2:44,2,10,SDG 25,7,10,Philip Rivers pass complete short left to Melvin Gordon for 11 yards (tackle by Jordan Phillips),0.060,1.330
2,2:11,1,10,SDG 36,7,10,Philip Rivers pass incomplete short middle intended for Antonio Gates,1.330,0.790
2,2:06,2,10,SDG 36,7,10,Philip Rivers pass complete deep left to Antonio Gates for 19 yards (tackle by Bobby McCain),0.790,2.590
2,2:00,1,10,MIA 45,7,10,Philip Rivers pass complete short right to Antonio Gates for 14 yards (tackle by Kiko Alonso),2.590,3.510
2,1:22,1,10,MIA 31,7,10,Melvin Gordon right end for 3 yards (tackle by Byron Maxwell),3.510,0.000
2,1:07,,,,7,10,Timeout #1 by Los Angeles Chargers,0.000,-3.370
2,1:07,2,7,MIA 28,7,10,Philip Rivers pass incomplete short left intended for Antonio Gates,3.370,2.680
2,1:01,3,7,MIA 28,7,10,Philip Rivers sacked by Cameron Wake and Mario Williams for -8 yards,2.680,0.880
2,0:55,4,15,MIA 36,7,10,Drew Kaser punts 29 yards,0.880,0.000
2,0:55,,,,7,10,Timeout #1 by Miami Dolphins,0.000,0.380
2,0:45,1,10,MIA 7,7,10,Jay Ajayi right guard for 1 yard (tackle by Korey Toomer and Tenny Palepoi),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,7,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,MIA 25,7,10,Ryan Tannehill pass complete short right to Jarvis Landry for 5 yards (tackle by Kyle Emanuel),0.610,0.740
3,14:29,2,5,MIA 30,7,10,Jay Ajayi left end for 40 yards (tackle by Adrian Phillips),0.740,3.580
3,13:50,1,10,SDG 30,7,10,Jay Ajayi right guard for 3 yards (tackle by Darrell Stuckey),3.580,3.440
3,13:06,2,7,SDG 27,7,10,Ryan Tannehill pass complete deep right to Jarvis Landry for 25 yards (tackle by Darrell Stuckey),3.440,0.000
3,12:33,,,,7,10,Timeout #1 by Miami Dolphins,0.000,-6.740
3,12:33,1,2,SDG 2,13,10,"Damien Williams middle for 2 yards, touchdown",6.740,7.000
3,12:29,,,SDG 15,14,10,Andrew Franks kicks extra point good,0.000,0.000
3,12:29,,,MIA 35,14,10,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
3,12:29,1,10,SDG 25,14,10,Philip Rivers pass complete short right to Hunter Henry for 4 yards (tackle by Kiko Alonso),0.610,0.600
3,11:50,2,6,SDG 29,14,10,Philip Rivers sacked by Cameron Wake for -3 yards,0.600,-0.490
3,11:03,3,9,SDG 26,14,10,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",-0.490,0.170
3,10:40,3,4,SDG 31,14,10,Philip Rivers pass complete short left to Tyrell Williams for 12 yards (tackle by Tony Lippett),0.170,1.800
3,10:10,1,10,SDG 43,14,10,Melvin Gordon left guard for no gain (tackle by Isa Abdul-Quddus and Ndamukong Suh),1.800,1.250
3,9:28,2,10,SDG 43,14,10,Philip Rivers pass incomplete short right intended for Melvin Gordon,1.250,0.560
3,9:22,3,10,SDG 43,14,10,Philip Rivers pass complete deep left to Tyrell Williams for 21 yards (tackle by Tony Lippett),0.560,3.180
3,8:38,1,10,MIA 36,14,10,Philip Rivers pass incomplete short right intended for Dontrelle Inman,3.180,2.640
3,8:33,2,10,MIA 36,14,10,Melvin Gordon left end for 18 yards (tackle by Michael Thomas),2.640,4.370
3,7:55,1,10,MIA 18,14,10,Melvin Gordon middle for 5 yards (tackle by Ndamukong Suh),4.370,4.610
3,7:11,2,5,MIA 13,14,10,"Philip Rivers pass incomplete short middle intended for Dontrelle Inman. Penalty on Bobby McCain: Defensive Pass Interference, 12 yards (no play)",4.610,6.970
3,7:05,1,1,MIA 1,14,10,Melvin Gordon middle for no gain (tackle by Jelani Jenkins),6.970,5.910
3,6:26,2,1,MIA 1,14,10,Melvin Gordon left end for -6 yards (tackle by Earl Mitchell),5.910,3.810
3,5:42,3,7,MIA 7,14,16,"Philip Rivers pass complete short right to Hunter Henry for 7 yards, touchdown",3.810,7.000
3,5:36,,,MIA 15,14,17,Josh Lambo kicks extra point good,0.000,0.000
3,5:36,,,SDG 35,14,17,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,5:36,1,10,MIA 25,14,17,Jay Ajayi left end for 21 yards (tackle by Adrian Phillips),0.610,1.990
3,5:00,1,10,MIA 46,14,17,Ryan Tannehill pass complete short right to Jarvis Landry for 11 yards (tackle by Brandon Flowers),1.990,2.720
3,4:22,1,10,SDG 43,14,17,Ryan Tannehill pass incomplete short right intended for DeVante Parker,2.720,2.180
3,4:18,2,10,SDG 43,14,17,Ryan Tannehill right end for -1 yards (tackle by Adrian Phillips and Korey Toomer),2.180,1.360
3,3:35,3,11,SDG 44,14,17,Ryan Tannehill right end for 18 yards (tackle by Casey Hayward),1.360,3.840
3,2:59,1,10,SDG 26,14,17,Jay Ajayi for 7 yards (tackle by Adrian Phillips),3.840,4.270
3,2:27,2,3,SDG 19,14,17,Jay Ajayi left end for 1 yard (tackle by Korey Toomer and Damion Square),4.270,3.750
3,1:49,3,2,SDG 18,20,17,"Ryan Tannehill pass complete deep left to Damien Williams for 18 yards, touchdown",3.750,7.000
3,1:43,,,SDG 15,21,17,Andrew Franks kicks extra point good,0.000,0.000
3,1:43,,,MIA 35,21,17,"Andrew Franks kicks off 65 yards, returned by Isaiah Burse for 21 yards (tackle by Michael Thomas)",0.000,-0.340
3,1:37,1,10,SDG 21,21,17,Melvin Gordon right tackle for 1 yard (tackle by Earl Mitchell and Neville Hewitt),0.340,-0.070
3,0:59,2,9,SDG 22,21,17,Philip Rivers pass incomplete short right intended for Melvin Gordon,-0.070,-0.760
3,0:53,3,9,SDG 22,21,17,"Penalty on Cameron Wake: Neutral Zone Infraction, 5 yards (no play)",-0.760,-0.100
3,0:53,3,4,SDG 27,21,17,"Philip Rivers sacked by Cameron Wake and Andre Branch for -11 yards. Penalty on Bobby McCain: Defensive Holding, 5 yards (no play)",-0.100,1.070
3,0:27,1,10,SDG 32,21,17,Melvin Gordon right end for 3 yards (tackle by Neville Hewitt),1.070,0.930
Quarter,Time,Down,ToGo,Location,MIA,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SDG 35,21,17,Philip Rivers pass complete short left to Dontrelle Inman for -2 yards (tackle by Tony Lippett). Penalty on King Dunlap: Illegal Use of Hands (Declined),0.930,-0.030
4,14:41,3,9,SDG 33,21,17,"Penalty on Tyrell Williams: False Start, 5 yards (no play)",-0.030,-0.690
4,14:16,3,14,SDG 28,21,17,Philip Rivers pass complete short left to Griff Whalen for 10 yards (tackle by Tony Lippett),-0.690,-0.850
4,13:51,4,4,SDG 38,21,17,"Drew Kaser punts 55 yards, muffed catch by Jakeem Grant, recovered by Darrell Stuckey and returned for no gain",-0.850,6.060
4,13:41,1,5,MIA 5,21,17,Melvin Gordon middle for no gain (tackle by Andre Branch),6.060,5.150
4,12:56,2,5,MIA 5,21,17,Philip Rivers pass incomplete short right intended for Melvin Gordon,5.150,4.260
4,12:51,3,5,MIA 5,21,17,"Philip Rivers pass incomplete short right intended for Tyrell Williams. Penalty on Byron Maxwell: Defensive Holding, 3 yards (no play)",4.260,6.740
4,12:47,1,2,MIA 2,21,17,Philip Rivers pass incomplete,6.740,5.720
4,12:42,2,2,MIA 2,21,17,Philip Rivers pass incomplete short left intended for Tyrell Williams is intercepted by Tony Lippett at MIA--8,5.720,-0.280
4,12:38,1,10,MIA 20,21,17,Jay Ajayi right end for -1 yards (tackle by Korey Toomer),0.280,-0.460
4,11:55,2,11,MIA 19,21,17,Ryan Tannehill pass incomplete short right intended for DeVante Parker,-0.460,-1.140
4,11:51,3,11,MIA 19,21,17,Ryan Tannehill pass incomplete,-1.140,-2.140
4,11:46,4,11,MIA 19,21,17,"Matt Darr punts 59 yards. Penalty on Craig Mager: Offensive Holding, 10 yards",-2.140,0.350
4,11:33,1,10,SDG 12,21,17,Melvin Gordon middle for 4 yards (tackle by Tony Lippett and Jelani Jenkins),-0.350,-0.370
4,11:03,2,6,SDG 16,21,17,"Philip Rivers pass incomplete short right intended for Griff Whalen. Penalty on Tony Lippett: Defensive Holding, 4 yards (no play)",-0.370,0.280
4,10:56,1,10,SDG 20,21,17,Philip Rivers sacked by Andre Branch and Ndamukong Suh for -6 yards,0.280,-1.180
4,10:10,2,16,SDG 14,21,17,Philip Rivers pass complete short right to Tyrell Williams for 25 yards (tackle by Byron Maxwell and Bacarri Rambo),-1.180,1.530
4,9:23,1,10,SDG 39,21,17,Philip Rivers pass complete short right to Melvin Gordon for 4 yards (tackle by Isa Abdul-Quddus),1.530,1.530
4,8:44,2,6,SDG 43,21,17,Philip Rivers pass incomplete short left intended for Dontrelle Inman,1.530,0.830
4,8:38,3,6,SDG 43,21,17,Philip Rivers pass complete short left to Dontrelle Inman for 13 yards (tackle by Tony Lippett),0.830,2.650
4,7:53,1,10,MIA 44,21,17,Philip Rivers pass complete short middle to Dontrelle Inman for 14 yards (tackle by Isa Abdul-Quddus),2.650,3.580
4,7:09,1,10,MIA 30,21,17,Philip Rivers pass incomplete deep right intended for Antonio Gates is intercepted by Byron Maxwell at MIA-14 and returned for 27 yards,3.580,-1.660
4,6:59,1,10,MIA 41,21,17,Jay Ajayi left guard for -9 yards (tackle by Corey Liuget),1.660,-0.100
4,6:14,2,19,MIA 32,21,17,Ryan Tannehill pass complete short right to Jay Ajayi for 1 yard (tackle by Kyle Emanuel). Penalty on Jarvis Landry: Offensive Pass Interference (Declined),-0.100,-0.630
4,6:08,3,18,MIA 33,21,17,"Ryan Tannehill pass complete deep right to DeVante Parker for 41 yards (tackle by Adrian Phillips). Penalty on Ja'Wuan James: Offensive Holding, 10 yards (no play)",-0.630,-1.950
4,5:39,3,28,MIA 23,21,17,Kenyan Drake right end for 9 yards (tackle by Tenny Palepoi). Penalty on Kenny Stills: Offensive Holding (Declined),-1.950,-1.240
4,5:21,4,19,MIA 32,21,17,"Matt Darr punts 47 yards, returned by Isaiah Burse for 21 yards (tackle by Neville Hewitt)",-1.240,-1.730
4,5:06,1,10,SDG 42,21,17,Philip Rivers pass incomplete short right intended for Tyrell Williams (defended by Byron Maxwell),1.730,1.190
4,5:02,2,10,SDG 42,21,17,Melvin Gordon middle for 2 yards (tackle by Jason Jones),1.190,0.760
4,4:24,3,8,SDG 44,21,17,"Philip Rivers pass incomplete short left intended for Dontrelle Inman (defended by Tony Lippett). Penalty on Tony Lippett: Defensive Holding, 5 yards (no play)",0.760,2.190
4,4:17,1,10,SDG 49,21,17,Philip Rivers pass incomplete short left intended for Tyrell Williams,2.190,1.650
4,4:13,2,10,SDG 49,21,23,"Philip Rivers pass complete deep left to Tyrell Williams for 51 yards, touchdown",1.650,7.000
4,4:04,,,MIA 15,21,24,Josh Lambo kicks extra point good,0.000,0.000
4,4:04,,,SDG 35,21,24,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,4:04,1,10,MIA 25,21,24,"Ryan Tannehill pass complete deep left to DeVante Parker for 56 yards (tackle by Adrian Phillips). Penalty on Corey Liuget: Roughing the Passer, 9 yards",0.610,4.910
4,3:54,1,10,SDG 10,21,24,Jay Ajayi left end for 1 yard (tackle by Korey Toomer),4.910,4.380
4,3:11,2,9,SDG 9,21,24,Ryan Tannehill pass incomplete short right intended for Dion Sims,4.380,0.000
4,3:06,,,,21,24,Timeout #1 by Los Angeles Chargers,0.000,-3.360
4,3:06,3,9,SDG 9,21,24,Ryan Tannehill pass incomplete short left intended for DeVante Parker (defended by Tourek Williams),3.360,0.000
4,3:01,,,,21,24,Timeout #2 by Los Angeles Chargers,0.000,-2.830
4,3:01,4,9,SDG 9,24,24,Andrew Franks 27 yard field goal good,2.830,3.000
4,2:57,,,MIA 35,24,24,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
4,2:57,1,10,SDG 25,24,24,Melvin Gordon middle for 13 yards (tackle by Isa Abdul-Quddus),0.610,1.470
4,2:30,1,10,SDG 38,24,24,Melvin Gordon middle for no gain (tackle by Ndamukong Suh and Andre Branch),1.470,0.920
4,2:00,2,10,SDG 38,24,24,Philip Rivers pass complete short right to Melvin Gordon for 20 yards (tackle by Jelani Jenkins),0.920,0.000
4,1:13,,,,24,24,Timeout #3 by Los Angeles Chargers,0.000,-2.790
4,1:13,1,10,MIA 42,30,24,"Philip Rivers pass incomplete short left intended for Tyrell Williams is intercepted by Kiko Alonso at MIA-40 and returned for 60 yards, touchdown",2.790,-7.000
4,,,,SDG 15,31,24,Andrew Franks kicks extra point good,,
4,1:01,,,MIA 35,31,24,"Andrew Franks kicks off 65 yards, touchback",0.000,-0.610
4,1:01,1,10,SDG 25,31,24,Philip Rivers pass complete short middle to Melvin Gordon for 12 yards (tackle by Bobby McCain),0.610,1.400
4,0:44,1,10,SDG 37,31,24,Philip Rivers pass incomplete deep left intended for Tyrell Williams is intercepted by Tony Lippett at MIA-47,1.400,-2.060
4,0:37,1,10,MIA 47,31,24,Ryan Tannehill kneels for -1 yards,2.060,1.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
