Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
1,3:00,1,10,OAK 17,7,7,Rich Gannon pass incomplete intended for Jon Ritchie,-0.060,-0.580
1,2:55,2,10,OAK 17,7,7,Rich Gannon pass complete to Tyrone Wheatley for 3 yards (tackle by Chad Brown and Isaiah Kacyvenski),-0.580,-0.870
1,2:18,3,7,OAK 20,7,7,Rich Gannon sacked by Marcus Bell for -8 yards,-0.870,-2.490
1,1:52,4,15,OAK 12,7,7,"Kevin Stemke punts 56 yards, returned by Bobby Engram for 4 yards (tackle by Randy Jordan). Penalty on Curtis Fuller: Offensive Holding, 10 yards",-2.490,-2.490
1,1:52,4,15,OAK 12,7,7,--,-2.490,-0.670
1,1:42,1,10,SEA 26,7,7,Shaun Alexander middle for -2 yards (tackle by Eric Barton),0.670,-0.140
1,1:02,2,12,SEA 24,7,7,Shaun Alexander right end for 1 yard (tackle by Roderick Coleman),-0.140,-0.690
1,0:18,3,11,SEA 25,7,7,Matt Hasselbeck sacked by Roderick Coleman for -7 yards,-0.690,-2.240
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,18,SEA 18,7,7,"Jeff Feagles punts 48 yards, returned by Phillip Buchanon for no gain. Penalty on Terrance Shaw: Defensive Offside, 5 yards (no play)",-2.240,-1.830
2,14:47,4,13,SEA 23,7,7,"Jeff Feagles punts 37 yards, returned by Phillip Buchanon for 22 yards (tackle by Willie Williams)",-1.830,-3.050
2,14:35,1,10,SEA 38,7,7,"Rich Gannon pass incomplete intended for Tim Brown. Penalty on Lamar King: Neutral Zone Infraction, 5 yards (no play)",3.050,3.780
2,14:29,1,5,SEA 33,7,7,Charlie Garner middle for 13 yards (tackle by Reggie Tongue),3.780,4.240
2,13:56,1,10,SEA 20,7,13,"Charlie Garner right guard for 20 yards, touchdown",4.240,7.000
2,13:56,,,SEA 20,7,14,Sebastian Janikowski kicks extra point good,0.000,0.000
2,13:56,,,OAK 30,7,14,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
2,13:51,1,10,SEA 20,7,14,"Shaun Alexander middle for 3 yards (tackle by Eric Barton). Penalty on SEA: False Start, 5 yards (no play)",0.280,-0.310
2,13:51,1,15,SEA 15,7,14,Matt Hasselbeck pass complete to Koren Robinson for 6 yards (tackle by Charles Woodson and Bill Romanowski),-0.310,-0.130
2,13:10,2,9,SEA 21,7,14,Matt Hasselbeck pass incomplete (defended by Tony Bryant),-0.130,-0.820
2,13:05,3,9,SEA 21,7,14,Matt Hasselbeck right tackle for 4 yards (tackle by Napoleon Harris),-0.820,-1.700
2,12:23,4,5,SEA 25,7,14,"Jeff Feagles punts 44 yards, fair catch by Phillip Buchanon",-1.700,-1.000
2,12:15,1,10,OAK 31,7,14,Rich Gannon pass complete to Tim Brown for 20 yards (tackle by Reggie Tongue),1.000,2.320
2,11:36,1,10,SEA 49,7,14,Rich Gannon pass incomplete intended for Mondriel Fulcher,2.320,1.780
2,11:32,2,10,SEA 49,7,14,Rich Gannon pass complete to Tyrone Wheatley for 9 yards (tackle by Shawn Springs),1.780,2.280
2,11:03,3,1,SEA 40,7,14,Tyrone Wheatley right tackle for 10 yards (tackle by Marcus Robertson and Ken Lucas),2.280,3.580
2,10:25,1,10,SEA 30,7,14,Tyrone Wheatley middle for 4 yards (tackle by Isaiah Kacyvenski),3.580,3.570
2,9:48,2,6,SEA 26,7,20,"Rich Gannon pass complete to Charlie Garner for 26 yards, touchdown",3.570,7.000
2,9:48,,,SEA 26,7,21,Sebastian Janikowski kicks extra point good,0.000,0.000
2,9:48,,,OAK 30,7,21,"Sebastian Janikowski kicks off 68 yards, returned by Mack Strong for 14 yards (tackle by Derek Combs)",0.000,-0.140
2,9:33,1,10,SEA 16,7,21,Matt Hasselbeck pass complete to Darrell Jackson for 7 yards (tackle by Charles Woodson),-0.140,0.420
2,8:58,2,3,SEA 23,7,21,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Tory James),0.420,-0.450
2,8:53,3,3,SEA 23,7,21,Shaun Alexander middle for 1 yard (tackle by John Parrella and Tony Bryant),-0.450,-1.770
2,8:09,4,2,SEA 24,7,21,"Jeff Feagles punts 43 yards, fair catch by Phillip Buchanon",-1.770,-1.140
2,8:01,1,10,OAK 33,7,21,Rich Gannon pass complete to Tim Brown for 9 yards (tackle by Isaiah Kacyvenski),1.140,1.810
2,7:24,2,1,OAK 42,7,21,Tyrone Wheatley right end for -1 yards (tackle by Chad Eaton),1.810,0.960
2,6:41,3,2,OAK 41,7,21,Rich Gannon pass complete to Jerry Porter for 18 yards (tackle by Isaiah Kacyvenski),0.960,2.850
2,6:04,1,10,SEA 41,7,21,Rich Gannon pass complete to Roland Williams for 16 yards (tackle by Reggie Tongue),2.850,3.910
2,5:21,1,10,SEA 41,,,Timeout #1 by Oakland Raiders,2.850,3.910
2,5:21,1,10,SEA 25,7,21,Rich Gannon pass complete to Tyrone Wheatley for 6 yards (tackle by Chad Brown),3.910,4.200
2,4:42,2,4,SEA 19,7,21,Tyrone Wheatley middle for 4 yards (tackle by Isaiah Kacyvenski),4.200,4.580
2,4:11,1,10,SEA 15,7,21,Tyrone Wheatley middle for 3 yards (tackle by Chad Eaton),4.580,4.450
2,3:31,2,7,SEA 12,7,21,Rich Gannon pass incomplete intended for Tim Brown (defended by Brandon Mitchell),4.450,3.580
2,3:24,3,7,SEA 12,7,27,"Randy Jordan left end for 12 yards, touchdown. Penalty on Anton Palepoi: Neutral Zone Infraction (Declined)",3.580,7.000
2,3:24,,,SEA 12,7,28,"Sebastian Janikowski kicks extra point good. Penalty on Shawn Springs: Defensive Offside, 5 yards",0.000,0.000
2,3:24,,,OAK 35,7,28,"Sebastian Janikowski kicks off 74 yards, touchback",0.000,0.280
2,3:17,1,10,SEA 20,7,28,Matt Hasselbeck pass complete to Koren Robinson for 11 yards (tackle by Derrick Gibson and Napoleon Harris),0.280,1.000
2,2:40,1,10,SEA 31,7,28,"Matt Hasselbeck pass incomplete intended for Koren Robinson. Penalty on Robbie Tobeck: Offensive Holding, 10 yards (no play)",1.000,0.340
2,2:35,1,20,SEA 21,7,28,Shaun Alexander left end for 4 yards (tackle by Tory James),0.340,-0.350
2,2:08,2,16,SEA 25,7,28,Matt Hasselbeck pass complete to Darrell Jackson for 2 yards (tackle by Charles Woodson),-0.350,-0.760
2,2:00,3,14,SEA 27,7,28,"Penalty on Floyd Womack: False Start, 5 yards (no play)",-0.760,-1.420
2,2:00,3,19,SEA 22,7,28,"Matt Hasselbeck pass complete to Jerramy Stevens for 11 yards (tackle by Rod Woodson). Penalty on Trace Armstrong: Roughing the Passer, 15 yards",-1.420,2.130
2,1:54,1,10,SEA 48,7,28,Matt Hasselbeck pass incomplete intended for Mack Strong,2.130,1.580
2,1:48,2,10,SEA 48,7,28,Shaun Alexander left end for 9 yards (tackle by Rod Woodson),1.580,2.080
2,1:42,3,1,OAK 43,7,28,Matt Hasselbeck middle for 2 yards (tackle by John Parrella and Napoleon Harris),2.080,2.850
2,1:21,1,10,OAK 41,7,28,Matt Hasselbeck pass complete to Mack Strong for 7 yards (tackle by Napoleon Harris and Rod Woodson),2.850,3.250
2,1:01,2,3,OAK 34,7,28,Matt Hasselbeck pass complete to Koren Robinson for 10 yards (tackle by Tory James),3.250,3.970
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:34,1,10,OAK 24,7,28,"Penalty on Alex Bannister: False Start, 5 yards (no play)",3.970,3.970
2,0:34,1,10,OAK 24,7,28,--,3.970,3.640
2,0:20,1,15,OAK 29,7,28,Matt Hasselbeck pass complete to Itula Mili for 8 yards (tackle by Charles Woodson and Eric Barton),3.640,3.840
2,0:14,1,15,OAK 29,,,Timeout #3 by Seattle Seahawks,3.640,3.840
2,0:14,2,7,OAK 21,7,28,Matt Hasselbeck pass incomplete intended for Alex Bannister,3.840,3.140
2,0:09,2,7,OAK 21,,,Timeout #2 by Oakland Raiders,3.840,3.140
2,0:09,3,7,OAK 21,7,28,Rian Lindell 39 yard field goal no good,3.140,-0.940
2,0:04,1,10,OAK 30,7,28,Rich Gannon for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,7,28,"Sebastian Janikowski kicks off 63 yards, returned by Mack Strong for 25 yards (tackle by Terrance Shaw)",0.000,1.070
3,14:54,1,10,SEA 32,7,28,Matt Hasselbeck sacked by Tony Bryant for -5 yards,1.070,-0.150
3,14:27,2,15,SEA 27,7,28,Matt Hasselbeck pass incomplete intended for Koren Robinson,-0.150,-0.820
3,14:24,2,15,SEA 27,,,Timeout #1 by Oakland Raiders,-0.150,-0.820
3,14:24,3,15,SEA 27,7,28,Matt Hasselbeck pass incomplete intended for Itula Mili (defended by Eric Barton),-0.820,-1.570
3,14:20,4,15,SEA 27,7,28,"Jeff Feagles punts 39 yards. Penalty on Willie Williams: Fair Catch Interference, 15 yards",-1.570,-2.190
3,14:08,1,10,OAK 49,7,28,Rich Gannon pass complete to Jerry Rice for 12 yards (tackle by Marcus Robertson and Ken Lucas),2.190,2.980
3,13:34,1,10,SEA 39,7,28,Rich Gannon pass complete to Charlie Garner for -1 yards (tackle by Marcus Bell and Willie Williams),2.980,2.300
3,12:54,2,11,SEA 40,7,28,Charlie Garner middle for 10 yards (tackle by Ken Lucas and Marcus Bell),2.300,2.940
3,12:14,3,1,SEA 30,7,28,Tyrone Wheatley middle for 1 yard (tackle by Antonio Cochran),2.940,3.640
3,11:38,1,10,SEA 29,7,28,Tyrone Wheatley right tackle for 4 yards (tackle by Isaiah Kacyvenski and Chad Eaton),3.640,3.640
3,11:02,2,6,SEA 25,7,28,Rich Gannon pass complete to Charlie Garner for 14 yards (tackle by Marcus Robertson and Isaiah Kacyvenski),3.640,4.840
3,10:24,1,10,SEA 11,7,28,Charlie Garner left end for -1 yards (tackle by Ken Lucas and Brandon Mitchell),4.840,3.980
3,9:44,1,10,SEA 11,,,Timeout #1 by Seattle Seahawks,4.840,3.980
3,9:44,2,11,SEA 12,7,28,Rich Gannon sacked by Brandon Mitchell for -4 yards,3.980,2.890
3,9:13,3,15,SEA 16,7,28,Rich Gannon left end for 7 yards (tackle by Marcus Bell),2.890,2.830
3,9:05,4,8,SEA 9,7,31,Sebastian Janikowski 27 yard field goal good,2.830,3.000
3,9:05,,,OAK 30,7,31,"Sebastian Janikowski kicks off 59 yards, returned by Mack Strong for 15 yards (tackle by Randy Jordan)",0.000,0.670
3,8:57,1,10,SEA 26,7,31,Shaun Alexander middle for 2 yards (tackle by Sam Adams),0.670,0.400
3,8:23,2,8,SEA 28,7,31,Matt Hasselbeck pass incomplete intended for Heath Evans,0.400,-0.300
3,8:18,3,8,SEA 28,7,31,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Tony Bryant),-0.300,-1.500
3,8:10,4,8,SEA 28,7,31,"Jeff Feagles punts 43 yards, fair catch by Phillip Buchanon",-1.500,-0.870
3,8:02,1,10,OAK 29,7,31,Charlie Garner middle for 4 yards (tackle by Antonio Cochran),0.870,0.870
3,7:26,2,6,OAK 33,7,31,Charlie Garner middle for 20 yards (tackle by Marcus Robertson),0.870,2.460
3,6:41,1,10,SEA 47,7,31,Jerry Porter left end for 4 yards (tackle by Ken Lucas),2.460,2.450
3,6:03,2,6,SEA 43,7,31,Tyrone Wheatley left tackle for 1 yard (tackle by Chad Brown and Ken Lucas),2.450,1.880
3,5:21,3,5,SEA 42,7,31,Rich Gannon pass complete to Charlie Garner for 12 yards (tackle by Ken Lucas),1.880,3.580
3,5:04,1,10,SEA 30,7,31,Tyrone Wheatley right tackle for 3 yards (tackle by Isaiah Kacyvenski and Rocky Bernard),3.580,3.440
3,4:27,2,7,SEA 27,7,31,Tyrone Wheatley left end for 9 yards (tackle by Chad Brown and Reggie Tongue),3.440,4.370
3,3:46,1,10,SEA 18,7,31,Charlie Garner left tackle for 2 yards (tackle by Antonio Cochran and Brandon Mitchell),4.370,4.090
3,3:08,2,8,SEA 16,7,31,Charlie Garner middle for 15 yards (tackle by Ken Lucas and Marcus Robertson),4.090,6.970
3,2:22,1,1,SEA 1,7,31,"Terry Kirby left end for -3 yards (tackle by Isaiah Kacyvenski). Terry Kirby fumbles (forced by Isaiah Kacyvenski), recovered by Shawn Springs at SEA-4 and returned for 71 yards (tackle by Rich Gannon)",6.970,-3.910
3,2:07,1,10,OAK 25,7,31,Shaun Alexander for 9 yards (tackle by Charles Woodson and Derrick Gibson),3.910,4.750
3,1:32,2,1,OAK 16,7,31,Shaun Alexander left tackle for 2 yards (tackle by Eric Barton and Anthony Dorsett),4.750,4.650
3,0:54,1,10,OAK 14,7,31,Matt Hasselbeck pass complete to Darrell Jackson for -2 yards (tackle by Bill Romanowski),4.650,3.720
3,0:14,2,12,OAK 16,7,31,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,3.720,3.000
3,0:08,3,12,OAK 16,7,31,Matt Hasselbeck pass complete to Shaun Alexander for 1 yard (tackle by Charles Woodson and Bill Romanowski),3.000,2.440
Quarter,Time,Down,ToGo,Location,SEA,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,OAK 15,10,31,Rian Lindell 32 yard field goal good,2.440,3.000
4,15:00,,,SEA 30,10,31,"Rian Lindell kicks off 69 yards, returned by Derek Combs for 21 yards (tackle by Alex Bannister)",0.000,0.410
4,14:52,1,10,OAK 22,10,31,Rich Gannon pass complete to Jon Ritchie for 7 yards (tackle by Chad Brown and Isaiah Kacyvenski),0.410,0.810
4,14:36,2,3,OAK 29,10,31,Charlie Garner middle for 5 yards (tackle by Chad Brown and Marcus Robertson),0.810,1.200
4,13:54,1,10,OAK 34,10,31,Rich Gannon pass incomplete intended for Tyrone Wheatley,1.200,0.660
4,13:50,2,10,OAK 34,10,31,Rich Gannon pass complete to Randy Jordan for 15 yards (tackle by Marcus Bell),0.660,2.190
4,13:06,1,10,OAK 49,10,31,Tyrone Wheatley left end for 4 yards (tackle by Isaiah Kacyvenski and Ken Lucas),2.190,2.190
4,12:30,2,6,SEA 47,10,31,Tyrone Wheatley middle for 3 yards (tackle by Isaiah Kacyvenski),2.190,1.880
4,11:52,3,3,SEA 44,10,31,Rich Gannon pass incomplete intended for Jerry Porter is intercepted by Willie Williams at SEA-39 and returned for 2 yards,1.880,-1.660
4,11:45,1,10,SEA 41,10,31,"Matt Hasselbeck left end for no gain (tackle by Napoleon Harris). Penalty on Jerry Wunsch: Offensive Holding (Offsetting), Penalty on John Parrella: Illegal Use of Hands (Offsetting) (no play)",1.660,1.660
4,11:26,1,10,SEA 41,10,31,Darrell Jackson left end for 1 yard (tackle by Tony Bryant),1.660,1.260
4,11:08,2,9,SEA 42,10,31,"Matt Hasselbeck pass complete to Shaun Alexander for 6 yards (tackle by DeLawrence Grant). Penalty on DeLawrence Grant: Unnecessary Roughness, 15 yards",1.260,3.120
4,10:41,1,10,OAK 37,10,31,Matt Hasselbeck pass complete to Koren Robinson for 2 yards (tackle by Eric Barton and Travian Smith),3.120,2.840
4,10:15,2,8,OAK 35,10,31,Shaun Alexander middle for 3 yards (tackle by Derrick Gibson and Eric Barton),2.840,2.540
4,9:32,3,5,OAK 32,10,31,Matt Hasselbeck pass complete to Shaun Alexander for no gain,2.540,1.260
4,8:47,4,5,OAK 32,10,31,Matt Hasselbeck pass complete to Bobby Engram for 9 yards (tackle by Tory James),1.260,4.040
4,8:14,1,10,OAK 23,10,31,Matt Hasselbeck pass complete to Shaun Alexander for 8 yards (tackle by Napoleon Harris and Travian Smith),4.040,4.750
4,7:35,2,2,OAK 15,10,31,Shaun Alexander left end for 3 yards (tackle by Travian Smith and DeLawrence Grant),4.750,4.780
4,6:59,1,10,OAK 12,10,31,Shaun Alexander right tackle for 1 yard (tackle by Napoleon Harris and Eric Barton),4.780,4.270
4,6:19,2,9,OAK 11,10,31,"Penalty on Maurice Morris: False Start, 5 yards (no play)",4.270,3.530
4,5:55,2,14,OAK 16,10,31,"Matt Hasselbeck pass incomplete intended for Shaun Alexander. Penalty on OAK: Defensive Holding, 5 yards (no play)",3.530,4.840
4,5:50,1,10,OAK 11,16,31,"Matt Hasselbeck pass complete to Shaun Alexander for 11 yards, touchdown",4.840,7.000
4,5:50,,,OAK 11,17,31,Rian Lindell kicks extra point good,0.000,0.000
4,5:50,,,SEA 30,17,31,"Rian Lindell kicks off 66 yards, returned by Terry Kirby for 16 yards (tackle by Ryan Hannam)",0.000,0.280
4,5:39,1,10,OAK 20,17,31,"Charlie Garner left tackle for 5 yards (tackle by Brandon Mitchell and Ken Lucas). Penalty on Marcus Robertson: Personal Foul, 15 yards",0.280,1.600
4,5:19,1,10,OAK 40,17,31,Charlie Garner for 3 yards (tackle by Chad Brown and Brandon Mitchell),1.600,1.460
4,4:32,1,10,OAK 40,,,Timeout #2 by Oakland Raiders,1.600,1.460
4,4:32,2,7,OAK 43,17,31,"Rich Gannon pass incomplete intended for Tim Brown. Penalty on Antonio Cochran: Roughing the Passer, 15 yards (no play)",1.460,2.790
4,4:25,1,10,SEA 42,17,31,Charlie Garner right end for 4 yards (tackle by Shawn Springs),2.790,2.780
4,4:21,2,6,SEA 38,17,31,Tyrone Wheatley middle for 4 yards (tackle by Chad Eaton),2.780,2.610
4,3:37,3,2,SEA 34,17,31,Tyrone Wheatley right tackle for 1 yard (tackle by Isaiah Kacyvenski),2.610,1.210
4,3:08,4,1,SEA 33,17,31,Tyrone Wheatley left tackle for 1 yard (tackle by Marcus Bell),1.210,3.450
4,2:14,1,10,SEA 32,17,31,Tyrone Wheatley right guard for 6 yards (tackle by Isaiah Kacyvenski),3.450,3.710
4,2:00,2,4,SEA 26,17,31,Tyrone Wheatley middle for 5 yards (tackle by Antonio Cochran and Isaiah Kacyvenski),3.710,4.170
4,1:17,1,10,SEA 21,17,31,Tyrone Wheatley middle for 3 yards,4.170,4.040
4,0:30,2,7,SEA 18,17,31,Randy Jordan right tackle for 2 yards (tackle by Isaiah Kacyvenski and Chad Eaton),4.040,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
