Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Wed,2012-09-05,8:41PM,Dallas Cowboys,@,New York Giants,boxscore,24,17,433,1,269,1,https://www.pro-football-reference.com/boxscores/201209050nyg.htm,NYG,DAL,2012_Week1_NYG_vs_DAL
Week1,Sun,2012-09-09,1:02PM,Chicago Bears,,Indianapolis Colts,boxscore,41,21,428,1,356,5,https://www.pro-football-reference.com/boxscores/201209090chi.htm,CHI,IND,2012_Week1_CHI_vs_IND
Week1,Sun,2012-09-09,1:03PM,Atlanta Falcons,@,Kansas City Chiefs,boxscore,40,24,376,0,393,3,https://www.pro-football-reference.com/boxscores/201209090kan.htm,KC,ATL,2012_Week1_KC_vs_ATL
Week1,Sun,2012-09-09,1:03PM,New York Jets,,Buffalo Bills,boxscore,48,28,384,1,390,4,https://www.pro-football-reference.com/boxscores/201209090nyj.htm,NYJ,BUF,2012_Week1_NYJ_vs_BUF
Week1,Sun,2012-09-09,1:03PM,Philadelphia Eagles,@,Cleveland Browns,boxscore,17,16,456,5,210,4,https://www.pro-football-reference.com/boxscores/201209090cle.htm,CLE,PHI,2012_Week1_CLE_vs_PHI
Week1,Sun,2012-09-09,1:03PM,Detroit Lions,,St. Louis Rams,boxscore,27,23,429,3,250,0,https://www.pro-football-reference.com/boxscores/201209090det.htm,DET,LAR,2012_Week1_DET_vs_LAR
Week1,Sun,2012-09-09,1:03PM,Houston Texans,,Miami Dolphins,boxscore,30,10,337,0,275,4,https://www.pro-football-reference.com/boxscores/201209090htx.htm,HOU,MIA,2012_Week1_HOU_vs_MIA
Week1,Sun,2012-09-09,1:03PM,Washington Redskins,@,New Orleans Saints,boxscore,40,32,459,0,358,3,https://www.pro-football-reference.com/boxscores/201209090nor.htm,NO,WAS,2012_Week1_NO_vs_WAS
Week1,Sun,2012-09-09,1:03PM,New England Patriots,@,Tennessee Titans,boxscore,34,13,390,0,284,2,https://www.pro-football-reference.com/boxscores/201209090oti.htm,TEN,NE,2012_Week1_TEN_vs_NE
Week1,Sun,2012-09-09,1:05PM,Minnesota Vikings,,Jacksonville Jaguars,boxscore,26,23,389,1,355,1,https://www.pro-football-reference.com/boxscores/201209090min.htm,MIN,JAX,2012_Week1_MIN_vs_JAX
Week1,Sun,2012-09-09,4:25PM,Arizona Cardinals,,Seattle Seahawks,boxscore,20,16,253,2,254,2,https://www.pro-football-reference.com/boxscores/201209090crd.htm,ARI,SEA,2012_Week1_ARI_vs_SEA
Week1,Sun,2012-09-09,4:25PM,San Francisco 49ers,@,Green Bay Packers,boxscore,30,22,377,0,324,1,https://www.pro-football-reference.com/boxscores/201209090gnb.htm,GB,SF,2012_Week1_GB_vs_SF
Week1,Sun,2012-09-09,4:26PM,Tampa Bay Buccaneers,,Carolina Panthers,boxscore,16,10,258,0,301,2,https://www.pro-football-reference.com/boxscores/201209090tam.htm,TB,CAR,2012_Week1_TB_vs_CAR
Week1,Sun,2012-09-09,8:31PM,Denver Broncos,,Pittsburgh Steelers,boxscore,31,19,334,1,284,1,https://www.pro-football-reference.com/boxscores/201209090den.htm,DEN,PIT,2012_Week1_DEN_vs_PIT
Week1,Mon,2012-09-10,7:10PM,Baltimore Ravens,,Cincinnati Bengals,boxscore,44,13,430,0,322,2,https://www.pro-football-reference.com/boxscores/201209100rav.htm,BAL,CIN,2012_Week1_BAL_vs_CIN
Week1,Mon,2012-09-10,10:25PM,San Diego Chargers,@,Oakland Raiders,boxscore,22,14,258,0,321,1,https://www.pro-football-reference.com/boxscores/201209100rai.htm,LVR,LAC,2012_Week1_LVR_vs_LAC
Week2,Thu,2012-09-13,8:29PM,Green Bay Packers,,Chicago Bears,boxscore,23,10,321,2,168,4,https://www.pro-football-reference.com/boxscores/201209130gnb.htm,GB,CHI,2012_Week2_GB_vs_CHI
Week2,Sun,2012-09-16,1:02PM,Buffalo Bills,,Kansas City Chiefs,boxscore,35,17,379,0,422,3,https://www.pro-football-reference.com/boxscores/201209160buf.htm,BUF,KC,2012_Week2_BUF_vs_KC
Week2,Sun,2012-09-16,1:02PM,Cincinnati Bengals,,Cleveland Browns,boxscore,34,27,375,1,439,1,https://www.pro-football-reference.com/boxscores/201209160cin.htm,CIN,CLE,2012_Week2_CIN_vs_CLE
Week2,Sun,2012-09-16,1:02PM,Arizona Cardinals,@,New England Patriots,boxscore,20,18,242,2,387,1,https://www.pro-football-reference.com/boxscores/201209160nwe.htm,NE,ARI,2012_Week2_NE_vs_ARI
Week2,Sun,2012-09-16,1:02PM,Miami Dolphins,,Oakland Raiders,boxscore,35,13,452,0,396,1,https://www.pro-football-reference.com/boxscores/201209160mia.htm,MIA,LVR,2012_Week2_MIA_vs_LVR
Week2,Sun,2012-09-16,1:03PM,Carolina Panthers,,New Orleans Saints,boxscore,35,27,463,1,486,2,https://www.pro-football-reference.com/boxscores/201209160car.htm,CAR,NO,2012_Week2_CAR_vs_NO
Week2,Sun,2012-09-16,1:03PM,Indianapolis Colts,,Minnesota Vikings,boxscore,23,20,278,0,327,1,https://www.pro-football-reference.com/boxscores/201209160clt.htm,IND,MIN,2012_Week2_IND_vs_MIN
Week2,Sun,2012-09-16,1:03PM,Houston Texans,@,Jacksonville Jaguars,boxscore,27,7,411,0,117,1,https://www.pro-football-reference.com/boxscores/201209160jax.htm,JAX,HOU,2012_Week2_JAX_vs_HOU
Week2,Sun,2012-09-16,1:03PM,New York Giants,,Tampa Bay Buccaneers,boxscore,41,34,604,3,307,2,https://www.pro-football-reference.com/boxscores/201209160nyg.htm,NYG,TB,2012_Week2_NYG_vs_TB
Week2,Sun,2012-09-16,1:03PM,Philadelphia Eagles,,Baltimore Ravens,boxscore,24,23,486,4,325,2,https://www.pro-football-reference.com/boxscores/201209160phi.htm,PHI,BAL,2012_Week2_PHI_vs_BAL
Week2,Sun,2012-09-16,4:05PM,St. Louis Rams,,Washington Redskins,boxscore,31,28,452,3,373,1,https://www.pro-football-reference.com/boxscores/201209160ram.htm,LAR,WAS,2012_Week2_LAR_vs_WAS
Week2,Sun,2012-09-16,4:06PM,Seattle Seahawks,,Dallas Cowboys,boxscore,27,7,315,0,296,2,https://www.pro-football-reference.com/boxscores/201209160sea.htm,SEA,DAL,2012_Week2_SEA_vs_DAL
Week2,Sun,2012-09-16,4:25PM,Pittsburgh Steelers,,New York Jets,boxscore,27,10,331,0,219,1,https://www.pro-football-reference.com/boxscores/201209160pit.htm,PIT,NYJ,2012_Week2_PIT_vs_NYJ
Week2,Sun,2012-09-16,4:25PM,San Diego Chargers,,Tennessee Titans,boxscore,38,10,416,1,212,1,https://www.pro-football-reference.com/boxscores/201209160sdg.htm,LAC,TEN,2012_Week2_LAC_vs_TEN
Week2,Sun,2012-09-16,8:30PM,San Francisco 49ers,,Detroit Lions,boxscore,27,19,349,1,296,1,https://www.pro-football-reference.com/boxscores/201209160sfo.htm,SF,DET,2012_Week2_SF_vs_DET
Week2,Mon,2012-09-17,8:41PM,Atlanta Falcons,,Denver Broncos,boxscore,27,21,275,0,336,4,https://www.pro-football-reference.com/boxscores/201209170atl.htm,ATL,DEN,2012_Week2_ATL_vs_DEN
Week3,Thu,2012-09-20,8:20PM,New York Giants,@,Carolina Panthers,boxscore,36,7,405,0,327,5,https://www.pro-football-reference.com/boxscores/201209200car.htm,CAR,NYG,2012_Week3_CAR_vs_NYG
Week3,Sun,2012-09-23,1:02PM,Buffalo Bills,@,Cleveland Browns,boxscore,24,14,344,1,240,2,https://www.pro-football-reference.com/boxscores/201209230cle.htm,CLE,BUF,2012_Week3_CLE_vs_BUF
Week3,Sun,2012-09-23,1:02PM,Kansas City Chiefs,@,New Orleans Saints,boxscore,27,24,510,3,288,1,https://www.pro-football-reference.com/boxscores/201209230nor.htm,NO,KC,2012_Week3_NO_vs_KC
Week3,Sun,2012-09-23,1:03PM,Cincinnati Bengals,@,Washington Redskins,boxscore,38,31,478,2,381,1,https://www.pro-football-reference.com/boxscores/201209230was.htm,WAS,CIN,2012_Week3_WAS_vs_CIN
Week3,Sun,2012-09-23,1:03PM,Jacksonville Jaguars,@,Indianapolis Colts,boxscore,22,17,333,0,437,1,https://www.pro-football-reference.com/boxscores/201209230clt.htm,IND,JAX,2012_Week3_IND_vs_JAX
Week3,Sun,2012-09-23,1:03PM,Tennessee Titans,,Detroit Lions,boxscore,44,41,437,2,583,1,https://www.pro-football-reference.com/boxscores/201209230oti.htm,TEN,DET,2012_Week3_TEN_vs_DET
Week3,Sun,2012-09-23,1:03PM,New York Jets,@,Miami Dolphins,boxscore,23,20,388,2,381,2,https://www.pro-football-reference.com/boxscores/201209230mia.htm,MIA,NYJ,2012_Week3_MIA_vs_NYJ
