Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
1,1:00,2,8,BAL 9,7,7,Tommy Maddox pass complete to Amos Zereoue for -6 yards (tackle by Peter Boulware),4.510,2.970
1,0:14,3,14,BAL 15,7,7,Tommy Maddox pass complete to Terance Mathis for 10 yards (tackle by James Trapp),2.970,3.010
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,4,BAL 5,7,10,Jeff Reed 23 yard field goal good,3.010,3.000
2,15:00,,,PIT 30,7,10,"Jeff Reed kicks off 63 yards, returned by Chester Taylor for 16 yards (tackle by Clark Haggans)",0.000,0.480
2,14:50,1,10,BAL 23,7,10,Jeff Blake sacked by Rodney Bailey for -10 yards,0.480,-1.500
2,14:17,2,20,BAL 13,7,10,Jeff Blake pass complete to Jamal Lewis for 5 yards (tackle by Kendrell Bell and Aaron Smith),-1.500,-1.560
2,13:36,3,15,BAL 18,7,10,Jeff Blake pass incomplete intended for Milton Wynn,-1.560,-2.240
2,13:32,4,15,BAL 18,7,10,Dave Zastudil punts 36 yards,-2.240,-1.990
2,13:22,1,10,PIT 46,7,10,Antwaan Randle El right end for 2 yards (tackle by Kelly Gregg),1.990,1.720
2,12:42,2,8,PIT 48,7,10,Chris Fuamatu-Ma'afala middle for 2 yards (tackle by Kelly Gregg),1.720,1.290
2,12:07,3,6,,7,10,"Tommy Maddox pass incomplete intended for Plaxico Burress. Penalty on Gary Baxter: Defensive Pass Interference, 17 yards (no play)",1.290,3.380
2,12:01,1,10,BAL 33,7,10,Amos Zereoue right end for 4 yards (tackle by Ed Hartwell),3.380,3.380
2,11:32,2,6,BAL 29,7,10,Amos Zereoue left guard for 1 yard (tackle by Ed Hartwell),3.380,2.810
2,10:52,3,5,BAL 28,7,10,Tommy Maddox pass complete to Hines Ward for 8 yards (tackle by Ed Hartwell),2.810,4.240
2,10:10,1,10,BAL 20,7,10,Tommy Maddox pass incomplete intended for Plaxico Burress (defended by Gary Baxter),4.240,3.690
2,10:05,2,10,BAL 20,7,10,Tommy Maddox pass complete to Jerame Tuman for 12 yards (tackle by Ed Reed),3.690,5.370
2,9:24,1,8,BAL 8,7,10,Amos Zereoue right guard for -1 yards (tackle by Adalius Thomas),5.370,4.380
2,8:44,2,9,BAL 9,7,10,Tommy Maddox pass complete to Dan Kreider for 3 yards (tackle by Gary Baxter),4.380,4.040
2,8:10,3,6,BAL 6,7,10,"Tommy Maddox pass incomplete intended for Hines Ward. Penalty on Chad Williams: Face Mask (15 Yards), 3 yards (no play)",4.040,6.510
2,8:03,1,3,BAL 3,7,10,Amos Zereoue left guard for 2 yards (tackle by Ed Hartwell and Riddick Parker),6.510,5.910
2,7:29,2,1,BAL 1,7,10,Amos Zereoue right tackle for no gain (tackle by Chris McAlister and Bernardo Harris),5.910,5.170
2,6:50,3,1,BAL 1,7,16,"Amos Zereoue right tackle for 1 yard, touchdown",5.170,7.000
2,6:50,,,BAL 1,7,17,Jeff Reed kicks extra point good,0.000,0.000
2,6:50,,,PIT 30,7,17,"Jeff Reed kicks off 56 yards, returned by Chester Taylor for 54 yards (tackle by Deshea Townsend)",0.000,3.450
2,6:48,1,10,PIT 32,7,17,Jamal Lewis middle for 2 yards (tackle by Mike Jones),3.450,3.170
2,6:04,2,8,PIT 30,7,17,Jamal Lewis left end for 24 yards (tackle by Brent Alexander),3.170,5.830
2,5:37,1,6,PIT 6,13,17,"Alan Ricard middle for 6 yards, touchdown",5.830,7.000
2,5:37,,,PIT 6,14,17,Matt Stover kicks extra point good,0.000,0.000
2,5:37,,,BAL 30,14,17,"Matt Stover kicks off 53 yards, returned by Antwaan Randle El for 11 yards (tackle by Ron Johnson)",0.000,0.810
2,5:30,1,10,PIT 28,14,17,Tommy Maddox pass incomplete intended for Hines Ward,0.810,0.260
2,5:26,2,10,PIT 28,14,17,Amos Zereoue left tackle for no gain (tackle by Riddick Parker),0.260,-0.430
2,4:48,3,10,PIT 28,14,17,Tommy Maddox pass complete to Chris Fuamatu-Ma'afala for 6 yards (tackle by Peter Boulware and Adalius Thomas),-0.430,-1.110
2,4:12,4,4,PIT 34,14,17,"Tom Rouen punts 41 yards, returned by Lamont Brightful for 3 yards (tackle by Clark Haggans)",-1.110,-0.810
2,4:02,1,10,BAL 28,14,17,Jamal Lewis middle for 9 yards (tackle by Brent Alexander and Joey Porter),0.810,1.480
2,3:27,2,1,BAL 37,14,17,Jamal Lewis left end for 20 yards (tackle by Joey Porter),1.480,2.720
2,2:59,1,10,PIT 43,14,17,Chester Taylor middle for 3 yards (tackle by Mike Jones),2.720,2.580
2,2:24,2,7,PIT 40,14,17,Chester Taylor left tackle for 5 yards (tackle by Lee Flowers),2.580,2.540
2,2:00,3,2,PIT 35,14,17,Jeff Blake pass incomplete intended for Terry Jones (defended by Kendrell Bell),2.540,0.990
2,1:56,4,2,PIT 35,14,17,Dave Zastudil punts 28 yards,0.990,0.380
2,1:45,1,10,PIT 7,14,17,Amos Zereoue left guard for 7 yards (tackle by Riddick Parker),-0.380,-0.250
2,1:02,2,3,PIT 14,14,17,"Amos Zereoue left tackle for 5 yards (tackle by Gary Baxter). Penalty on Jeff Hartings: Offensive Holding, 7 yards (no play)",-0.250,-0.780
2,0:57,2,10,PIT 7,14,17,Amos Zereoue middle for -1 yards (tackle by Ed Hartwell and Adalius Thomas),-0.780,-1.540
2,0:50,2,10,PIT 7,,,Timeout #1 by Baltimore Ravens,-0.780,-1.540
2,0:50,3,11,PIT 6,14,17,Chris Fuamatu-Ma'afala middle for 1 yard (tackle by James Trapp and Peter Boulware),-1.540,-2.490
2,0:44,3,11,PIT 6,,,Timeout #2 by Baltimore Ravens,-1.540,-2.490
2,0:44,4,10,PIT 7,14,17,"Tom Rouen punts 50 yards, returned by Lamont Brightful for 6 yards (tackle by Brent Alexander)",-2.490,-2.190
2,0:31,1,10,BAL 49,14,17,Jeff Blake pass complete to Alan Ricard for 7 yards (tackle by Deshea Townsend and Lee Flowers),2.190,2.590
2,0:31,1,10,BAL 49,,,Timeout #2 by Pittsburgh Steelers,2.190,2.590
2,0:16,2,3,PIT 44,14,17,"Jeff Blake sacked by Jason Gildon for -10 yards. Jeff Blake fumbles (forced by Jason Gildon), recovered by Aaron Smith at BAL-46 (tackle by Ethan Brooks)",2.590,-2.520
2,0:09,1,10,BAL 46,14,17,Tommy Maddox pass complete to Plaxico Burress for 21 yards,2.520,3.910
2,0:04,1,10,BAL 25,14,17,"Penalty on Kimo von Oelhoffen: False Start, 5 yards (no play)",3.910,3.580
2,0:04,1,15,BAL 30,14,20,Jeff Reed 48 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,14,20,"Matt Stover kicks off 61 yards, returned by Antwaan Randle El for 45 yards (tackle by Matt Stover)",0.000,2.520
3,15:00,1,10,BAL 46,14,20,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Chris McAlister),2.520,2.650
3,14:24,2,5,BAL 41,14,20,Amos Zereoue right guard for 4 yards (tackle by Ma'ake Kemoeatu),2.650,2.480
3,13:44,3,1,BAL 37,14,20,Amos Zereoue right guard for no gain (tackle by Ed Hartwell),2.480,0.790
3,13:15,4,1,BAL 37,14,20,Tommy Maddox pass incomplete intended for Plaxico Burress,0.790,-1.400
3,13:11,1,10,BAL 37,14,20,Jeff Blake pass complete to Jamal Lewis for 18 yards (tackle by Jason Gildon and Mike Jones),1.400,2.590
3,12:23,1,10,PIT 45,14,20,"Jeff Blake pass incomplete intended for Todd Heap. Penalty on Jamal Lewis: Offensive Holding, 10 yards (no play)",2.590,1.930
3,12:17,1,20,BAL 45,14,20,Chester Taylor left guard for no gain (tackle by Jason Gildon and Aaron Smith),1.930,0.690
3,11:39,2,20,BAL 45,14,20,Jeff Blake pass complete to Travis Taylor for 15 yards (tackle by Lee Flowers and Dewayne Washington),0.690,2.010
3,10:54,3,5,PIT 40,14,20,Jeff Blake pass complete to Travis Taylor for 8 yards (tackle by Deshea Townsend),2.010,3.450
3,10:26,1,10,PIT 32,14,20,Jeff Blake pass incomplete intended for Todd Heap,3.450,2.900
3,10:17,2,10,PIT 32,14,20,Jamal Lewis left guard for 7 yards (tackle by Lee Flowers and Joey Porter),2.900,3.140
3,9:33,3,3,PIT 25,14,20,Jeff Blake pass incomplete intended for Travis Taylor,3.140,1.900
3,9:28,4,3,PIT 25,17,20,Matt Stover 43 yard field goal good,1.900,3.000
3,9:28,,,BAL 30,17,20,"Matt Stover kicks off 60 yards, returned by Antwaan Randle El for 30 yards (tackle by Alvin Porter)",0.000,1.600
3,9:25,1,10,PIT 40,17,20,Amos Zereoue left end for 12 yards (tackle by Bernardo Harris),1.600,2.390
3,8:37,1,10,BAL 48,17,20,Tommy Maddox sacked by Bernardo Harris for -8 yards,2.390,0.770
3,8:08,2,18,PIT 44,17,20,Tommy Maddox pass incomplete intended for Dan Kreider is intercepted by James Trapp at BAL-45 and returned for 8 yards,0.770,-2.460
3,7:58,1,10,PIT 47,17,20,"Penalty on Ethan Brooks: False Start, 5 yards (no play)",2.460,2.130
3,7:58,1,15,BAL 48,17,20,Jeff Blake pass complete to Todd Heap for 21 yards (tackle by Brent Alexander),2.130,3.510
3,7:15,1,10,PIT 31,23,20,"Jeff Blake pass complete to Todd Heap for 31 yards, touchdown. Penalty on Dewayne Washington: Defensive Pass Interference (Declined)",3.510,7.000
3,7:15,,,PIT 31,24,20,Matt Stover kicks extra point good,0.000,0.000
3,7:15,,,BAL 30,24,20,"Matt Stover kicks off 55 yards, returned by Hank Poteat for 17 yards (tackle by Bart Scott)",0.000,1.070
3,7:07,1,10,PIT 32,24,20,Amos Zereoue right end for 8 yards (tackle by Anthony Mitchell),1.070,1.610
3,6:11,2,2,PIT 40,24,20,Tommy Maddox pass complete to Plaxico Burress for 18 yards,1.610,2.790
3,5:45,1,10,BAL 42,24,20,Tommy Maddox sacked by Ma'ake Kemoeatu for -2 yards,2.790,1.970
3,5:16,2,12,BAL 44,24,20,Tommy Maddox pass complete to Amos Zereoue for 10 yards (tackle by Ed Reed and Anthony Mitchell),1.970,2.610
3,4:31,3,2,BAL 34,24,20,Chris Fuamatu-Ma'afala left end for 8 yards (tackle by Anthony Mitchell and Ed Hartwell),2.610,3.840
3,3:53,1,10,BAL 26,24,20,Chris Fuamatu-Ma'afala right tackle for 3 yards (tackle by Ed Hartwell and Cornell Brown),3.840,3.700
3,3:13,2,7,BAL 23,24,20,Tommy Maddox pass incomplete intended for Plaxico Burress is intercepted by Anthony Mitchell at BAL--1 and returned for 30 yards,3.700,-0.870
3,2:59,1,10,BAL 29,24,20,Jamal Lewis left guard for 1 yard (tackle by Joey Porter and Aaron Smith),0.870,0.460
3,2:30,2,9,BAL 30,24,20,Jeff Blake pass complete to Travis Taylor for 8 yards (tackle by Mike Jones and Deshea Townsend),0.460,0.830
3,2:12,3,1,BAL 38,24,20,Jeff Blake middle for 1 yard (tackle by Rodney Bailey and Casey Hampton),0.830,1.530
3,1:37,1,10,BAL 39,24,20,Jamal Lewis left guard for 5 yards (tackle by Mike Jones),1.530,1.660
3,0:58,2,5,BAL 44,24,20,Jamal Lewis middle for 1 yard (tackle by Mike Jones and Aaron Smith),1.660,1.090
3,0:22,3,4,BAL 45,24,20,Jeff Blake pass complete to Travis Taylor for 19 yards (tackle by Hank Poteat),1.090,3.180
Quarter,Time,Down,ToGo,Location,BAL,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 36,24,20,Jeff Blake pass complete to Todd Heap for 13 yards (tackle by Deshea Townsend),3.180,4.040
4,14:22,1,10,PIT 23,24,20,Alan Ricard middle for 3 yards (tackle by Jason Gildon),4.040,3.900
4,13:47,2,7,PIT 20,24,20,Jamal Lewis right tackle for no gain (tackle by Rodney Bailey and Mike Jones),3.900,3.200
4,13:04,3,7,PIT 20,30,20,"Jeff Blake pass complete to Chester Taylor for 20 yards, touchdown",3.200,7.000
4,13:04,,,PIT 20,31,20,Matt Stover kicks extra point good,0.000,0.000
4,13:04,,,BAL 30,31,20,"Matt Stover kicks off 56 yards, returned by Hank Poteat for 19 yards (tackle by Anthony Mitchell)",0.000,1.140
4,12:57,1,10,PIT 33,31,20,Amos Zereoue left guard for 2 yards (tackle by Cornell Brown and Peter Boulware),1.140,0.860
4,12:19,2,8,PIT 35,31,20,Tommy Maddox sacked by Riddick Parker for -5 yards,0.860,-0.490
4,11:46,3,13,PIT 30,31,20,Tommy Maddox pass complete to Antwaan Randle El for 12 yards (tackle by Ed Reed),-0.490,-0.590
4,11:20,4,1,PIT 42,31,20,Chris Fuamatu-Ma'afala left end for 17 yards (tackle by Chris McAlister),-0.590,2.850
4,10:49,1,10,BAL 41,31,20,Tommy Maddox pass incomplete intended for Hines Ward,2.850,2.310
4,10:42,2,10,BAL 41,31,20,Amos Zereoue left tackle for no gain (tackle by Ed Hartwell and Bernardo Harris),2.310,1.620
4,9:58,3,10,BAL 41,31,20,Tommy Maddox middle for 21 yards (tackle by Ed Reed),1.620,4.240
4,9:15,1,10,BAL 20,31,20,Amos Zereoue left tackle for 5 yards (tackle by Adalius Thomas and Kelly Gregg),4.240,4.450
4,8:39,2,5,BAL 15,31,20,Amos Zereoue left tackle for 10 yards (tackle by Kelly Gregg),4.450,6.060
4,7:58,1,5,BAL 5,31,26,"Amos Zereoue left tackle for 5 yards, touchdown",6.060,7.000
4,7:58,1,,BAL 5,31,26,"Two Point Attempt: Amos Zereoue right end, conversion fails",1.000,-1.000
4,7:58,,,PIT 30,31,26,"Jeff Reed kicks off 47 yards, muffed catch by Chester Taylor, recovered by Larry Foote and returned for no gain",0.000,-3.510
4,7:47,1,10,BAL 31,31,26,Amos Zereoue middle for 1 yard (tackle by Peter Boulware and Ed Hartwell),3.510,3.100
4,7:12,2,9,BAL 30,31,26,Tommy Maddox pass complete to Dan Kreider for 8 yards (tackle by Peter Boulware),3.100,3.470
4,6:29,3,1,BAL 22,31,26,Chris Fuamatu-Ma'afala left end for 9 yards (tackle by Bernardo Harris),3.470,4.710
4,6:00,1,10,BAL 13,31,26,Amos Zereoue right end for 1 yard (tackle by Peter Boulware and Cornell Brown),4.710,4.220
4,5:18,2,9,BAL 12,31,26,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Bernardo Harris),4.220,4.330
4,4:34,3,4,BAL 7,31,26,Tommy Maddox pass complete to Hines Ward for 5 yards (tackle by Ed Reed),4.330,6.740
4,4:00,1,2,BAL 2,31,26,Amos Zereoue left tackle for -3 yards (tackle by Ed Reed),6.740,5.150
4,3:11,2,5,BAL 5,31,26,Tommy Maddox sacked by Ed Hartwell for -3 yards,5.150,3.580
4,2:38,3,8,BAL 8,31,32,"Tommy Maddox pass complete to Antwaan Randle El for 8 yards, touchdown",3.580,7.000
4,2:38,3,,BAL 8,31,34,"Two Point Attempt: Tommy Maddox pass complete to Plaxico Burress, conversion succeeds",1.000,1.000
4,2:38,,,PIT 30,31,34,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
4,2:29,1,10,BAL 20,31,34,Jamal Lewis left guard for -1 yards (tackle by Aaron Smith),0.280,-0.460
4,2:00,1,10,BAL 20,,,Timeout #1 by Baltimore Ravens,0.280,-0.460
4,2:00,2,11,BAL 19,31,34,Jeff Blake pass incomplete intended for Chester Taylor (defended by Clark Haggans),-0.460,-1.140
4,1:52,3,11,BAL 19,31,34,Jeff Blake pass complete to Randy Hymes for 33 yards (tackle by Mike Logan),-1.140,2.390
4,1:43,1,10,PIT 48,31,34,Jeff Blake pass complete to Todd Heap for 7 yards,2.390,2.790
4,1:39,2,3,PIT 41,31,34,Jeff Blake pass complete to Todd Heap for 10 yards (tackle by Clark Haggans),2.790,3.510
4,1:33,1,10,PIT 31,31,34,Chester Taylor left tackle for 5 yards (tackle by Mike Logan and Brent Alexander),3.510,3.640
4,1:26,1,10,PIT 31,,,Timeout #2 by Baltimore Ravens,3.510,3.640
4,1:26,2,5,PIT 26,31,34,Chester Taylor right guard for 4 yards (tackle by Mike Logan and Brent Alexander),3.640,3.470
4,0:50,3,1,PIT 22,31,34,Jamal Lewis middle for 2 yards (tackle by Mike Jones and Brent Alexander),3.470,4.240
4,0:27,3,1,PIT 22,,,Timeout #3 by Baltimore Ravens,3.470,4.240
4,0:27,1,10,PIT 20,31,34,"Jeff Blake pass incomplete intended for Travis Taylor. Penalty on Joey Porter: Roughing the Passer, 9 yards (no play)",4.240,4.840
4,0:18,1,10,PIT 11,31,34,Jeff Blake pass incomplete intended for Randy Hymes is intercepted by Dewayne Washington at PIT-0,4.840,-0.280
4,0:14,1,10,PIT 20,31,34,Tommy Maddox kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
