Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
1,8:32,3,8,NOR 29,0,0,"Aaron Brooks pass complete to Jerome Pathon for 8 yards (tackle by Kiwaukee Thomas). Penalty on Akin Ayodele: Face Mask (15 Yards), 15 yards",-0.230,2.390
1,8:13,1,10,JAX 48,0,0,Deuce McAllister up the middle for 1 yard (tackle by Paul Spicer),2.390,1.980
1,7:38,2,9,JAX 47,0,0,Deuce McAllister up the middle for 4 yards (tackle by John Henderson),1.980,1.820
1,7:01,3,5,JAX 43,0,0,Aaron Brooks pass complete to Jerome Pathon for 8 yards (tackle by Rashean Mathis),1.820,3.250
1,6:33,1,10,JAX 35,0,0,Deuce McAllister up the middle for 1 yard (tackle by Rashean Mathis),3.250,2.840
1,5:56,2,9,JAX 34,0,0,Aaron Brooks pass complete to Deuce McAllister for 18 yards (tackle by Mike Peterson),2.840,4.510
1,5:12,1,10,JAX 16,0,0,Aaron Brooks pass incomplete intended for Boo Williams,4.510,3.900
1,5:07,2,10,JAX 16,0,0,Deuce McAllister up the middle for 1 yard (tackle by Akin Ayodele and Danny Clark),3.900,3.220
1,4:28,3,9,JAX 15,0,0,Aaron Brooks pass incomplete intended for Boo Williams (defended by John Henderson),3.220,2.440
1,4:24,4,9,JAX 15,3,0,John Carney 33 yard field goal good,2.440,3.000
1,,,,NOR 30,3,0,"Mitch Berger kicks off 61 yards, returned by David Allen for 21 yards (tackle by Sedrick Hodge)",0.000,0.940
1,4:14,1,10,JAX 30,3,0,Fred Taylor right end for 20 yards (tackle by Tebucky Jones),0.940,2.260
1,3:34,1,10,JAX 50,3,0,Fred Taylor up the middle for 4 yards (tackle by Jay Bellamy),2.260,2.250
1,3:01,2,6,NOR 46,3,0,Fred Taylor right tackle for 5 yards (tackle by Jay Bellamy),2.250,2.210
1,2:21,3,1,NOR 41,3,0,Fred Taylor up the middle for no gain (tackle by Kenny Smith and Sedrick Hodge),2.210,0.530
1,1:45,4,1,NOR 41,3,0,Fred Taylor up the middle for 1 yard (tackle by Kenderick Allen),0.530,2.920
1,1:04,1,10,NOR 40,3,0,Chris Fuamatu-Ma'afala up the middle for 4 yards (tackle by Tebucky Jones),2.920,2.910
1,0:26,2,6,NOR 36,3,0,Chris Fuamatu-Ma'afala up the middle for 3 yards (tackle by Kenderick Allen),2.910,2.610
Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,NOR 33,3,0,Fred Taylor left tackle for 6 yards (tackle by Tebucky Jones),2.610,3.780
2,14:21,1,10,NOR 27,3,0,Fred Taylor right tackle for 2 yards (tackle by Jay Bellamy and Charles Grant),3.780,3.500
2,13:43,2,8,NOR 25,3,0,Byron Leftwich pass incomplete intended for Kevin Johnson,3.500,2.810
2,13:39,3,8,NOR 25,3,0,Byron Leftwich pass incomplete intended for Jimmy Smith,2.810,1.800
2,13:34,4,8,NOR 25,3,3,Seth Marler 43 yard field goal good,1.800,3.000
2,,,,JAX 30,3,3,"Seth Marler kicks off 67 yards, muffed by Michael Lewis, recovered by Michael Lewis at NO-3, and returned for 17 yards",0.000,0.280
2,13:21,1,10,NOR 20,3,3,Deuce McAllister right tackle for 3 yards (tackle by Akin Ayodele),0.280,0.140
2,12:45,2,7,NOR 23,3,3,Aaron Brooks pass complete to Jerome Pathon for 10 yards (tackle by Deke Cooper and Akin Ayodele),0.140,1.140
2,12:12,1,10,NOR 33,3,3,Deuce McAllister left tackle for 2 yards (tackle by Deke Cooper),1.140,0.860
2,11:35,2,8,NOR 35,3,3,"Deuce McAllister up the middle for no gain (tackle by Danny Clark). Penalty on Lionel Barnes: Defensive Offside, 5 yards (no play)",0.860,1.540
2,11:14,2,3,NOR 40,3,3,Aaron Brooks pass complete to Jerome Pathon for 18 yards (tackle by Donovin Darius),1.540,2.790
2,10:37,1,10,JAX 42,3,3,Aaron Brooks pass incomplete intended for Jerome Pathon,2.790,2.240
2,10:31,2,10,JAX 42,3,3,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Fernando Bryant),2.240,1.550
2,10:27,3,10,JAX 42,3,3,"Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Paul Spicer). Penalty on Kiwaukee Thomas: Defensive Holding, 5 yards (no play)",1.550,3.120
2,10:22,1,10,JAX 37,3,3,Deuce McAllister up the middle for 2 yards (tackle by Danny Clark),3.120,2.840
2,9:43,2,8,JAX 35,3,3,Aaron Brooks pass incomplete intended for Joe Horn,2.840,2.150
2,9:36,3,8,JAX 35,3,3,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Rashean Mathis),2.150,1.600
2,8:57,,,,3,3,Timeout #1 by Jacksonville Jaguars,0.000,1.600
2,8:57,4,2,JAX 29,3,3,"Deuce McAllister for no gain. Deuce McAllister fumbles, recovered by Deuce McAllister at JAX-38",1.600,-1.470
2,8:54,1,10,JAX 38,3,3,Byron Leftwich pass complete to Fred Taylor for 23 yards (tackle by Jay Bellamy),1.470,2.980
2,8:29,1,10,NOR 39,3,3,Byron Leftwich pass incomplete intended for Troy Edwards (defended by Johnathan Sullivan),2.980,2.440
2,8:22,2,10,NOR 39,3,3,Fred Taylor right end for 20 yards (tackle by Jay Bellamy),2.440,4.310
2,7:39,1,10,NOR 19,3,3,LaBrandon Toefield up the middle for 5 yards (tackle by Tebucky Jones and Jay Bellamy),4.310,4.530
2,7:03,2,5,NOR 14,3,9,"Byron Leftwich pass complete to LaBrandon Toefield for 14 yards, touchdown",4.530,7.000
2,,,,NOR 2,3,10,Seth Marler kicks extra point good,0.000,0.000
2,,,,JAX 30,3,10,"Seth Marler kicks off 61 yards, returned by Michael Lewis for 13 yards (tackle by Tony Gilbert)",0.000,0.410
2,6:48,1,10,NOR 22,3,10,Aaron Brooks pass incomplete intended for Jerome Pathon,0.410,-0.130
2,6:41,2,10,NOR 22,3,10,Aaron Brooks pass incomplete intended for Jerome Pathon,-0.130,-0.820
2,6:36,3,10,NOR 22,3,10,Aaron Brooks pass complete to Joe Horn for 21 yards (tackle by Rashean Mathis),-0.820,1.800
2,5:57,1,10,NOR 43,3,10,Deuce McAllister up the middle for 4 yards (tackle by Akin Ayodele),1.800,1.790
2,5:21,2,6,NOR 47,3,10,Donte Stallworth for 3 yards (tackle by Deke Cooper),1.790,1.490
2,4:46,3,3,JAX 50,3,10,Aaron Brooks pass incomplete intended for Joe Horn,1.490,-0.060
2,4:42,4,3,JAX 50,3,10,"Mitch Berger punts 41 yards, fair catch by David Allen",-0.060,0.380
2,4:35,1,10,JAX 9,3,10,Byron Leftwich pass incomplete intended for Jimmy Smith is intercepted by Fred Thomas at JAX-28 and returned for 20 yards (tackle by Jimmy Smith),-0.380,-5.370
2,4:18,1,8,JAX 8,3,10,Deuce McAllister up the middle for 5 yards (tackle by John Henderson and Mike Peterson),5.370,5.530
2,3:42,2,3,JAX 3,3,10,Deuce McAllister up the middle for 1 yard (tackle by Mike Peterson),5.530,4.950
2,3:01,3,2,JAX 2,9,10,"Aaron Brooks pass complete to Boo Williams for 2 yards, touchdown",4.950,7.000
2,,,,JAX 2,10,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,10,10,"Mitch Berger kicks off 61 yards, returned by David Allen for 21 yards (tackle by Fred McAfee)",0.000,0.940
2,2:47,1,10,JAX 30,10,10,Fred Taylor right tackle for 14 yards (tackle by Jay Bellamy and Orlando Ruff),0.940,1.860
2,2:13,1,10,JAX 44,10,10,Fred Taylor right end for 6 yards (tackle by Orlando Ruff),1.860,2.130
2,2:00,2,4,JAX 50,10,10,Fred Taylor right end for 1 yard (tackle by Johnathan Sullivan),2.130,1.550
2,1:21,3,3,NOR 49,10,10,Byron Leftwich pass complete to Jimmy Smith for 5 yards (tackle by Fred Thomas),1.550,2.650
2,1:11,,,,10,10,Timeout #2 by Jacksonville Jaguars,0.000,2.650
2,1:11,1,10,NOR 44,10,10,"Byron Leftwich pass incomplete intended for Kyle Brady. Penalty on Kenny Smith: Defensive Holding, 5 yards (no play)",2.650,2.980
2,1:07,1,10,NOR 39,10,10,Byron Leftwich pass complete to Kevin Johnson for 27 yards,2.980,4.780
2,0:59,1,10,NOR 12,10,10,Byron Leftwich left tackle for 11 yards (tackle by Orlando Ruff and Sedrick Hodge),4.780,6.970
2,0:25,1,1,NOR 1,10,16,"Fred Taylor up the middle for 1 yard, touchdown",6.970,7.000
2,,,,NOR 2,10,17,Seth Marler kicks extra point good,0.000,0.000
2,,,,JAX 30,10,17,"Seth Marler kicks off 64 yards, returned by Michael Lewis for 27 yards (tackle by Deke Cooper)",0.000,1.140
2,0:14,1,10,NOR 33,10,17,Aaron Brooks for 6 yards (tackle by Marcus Stroud),1.140,1.400
2,0:05,2,4,NOR 39,10,17,Aaron Brooks pass complete to Boo Williams for 18 yards (tackle by Donovin Darius),1.400,2.720
Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,10,17,"Seth Marler kicks off 65 yards, returned by Michael Lewis for 22 yards (tackle by Tony Gilbert)",0.000,0.740
3,14:54,1,10,NOR 27,10,17,Deuce McAllister up the middle for 4 yards (tackle by Deke Cooper and Rashean Mathis),0.740,0.740
3,14:19,2,6,NOR 31,10,17,"Deuce McAllister right end for 1 yard (tackle by Akin Ayodele). Penalty on Walter Rasby: Offensive Holding, 10 yards (no play)",0.740,-0.610
3,13:51,2,16,NOR 21,10,17,Aaron Brooks pass incomplete intended for Deuce McAllister,-0.610,-1.290
3,13:46,3,16,NOR 21,10,17,"Aaron Brooks pass incomplete intended for Donte Stallworth. Penalty on John Henderson: Roughing the Passer, 16 yards (no play)",-1.290,1.400
3,13:41,1,10,NOR 37,10,17,Deuce McAllister up the middle for no gain (tackle by Danny Clark),1.400,0.860
3,13:07,2,10,NOR 37,10,17,Deuce McAllister left end for 4 yards (tackle by John Henderson),0.860,0.700
3,12:27,3,6,NOR 41,10,17,Aaron Brooks sacked by John Henderson for -7 yards,0.700,-1.110
3,11:59,4,13,NOR 34,10,17,"Mitch Berger punts 35 yards, fair catch by David Allen",-1.110,-1.000
3,11:51,1,10,JAX 31,10,17,Fred Taylor right tackle for 25 yards (tackle by Sedrick Hodge),1.000,2.650
3,11:07,1,10,NOR 44,10,17,LaBrandon Toefield up the middle for 1 yard (tackle by Johnathan Sullivan),2.650,2.250
3,10:30,2,9,NOR 43,10,17,LaBrandon Toefield up the middle for 1 yard (tackle by Charles Grant and Darren Howard),2.250,1.690
3,9:48,3,8,NOR 42,10,17,Byron Leftwich pass complete to Troy Edwards for 9 yards,1.690,3.380
3,9:20,1,10,NOR 33,10,17,Fred Taylor up the middle for 3 yards (tackle by Charles Grant),3.380,3.240
3,8:48,2,7,NOR 30,10,17,Fred Taylor right end for no gain (tackle by Sedrick Hodge),3.240,2.540
3,8:07,3,7,NOR 30,10,17,Fred Taylor right tackle for 6 yards (tackle by Darren Howard),2.540,2.020
3,7:23,4,1,NOR 24,10,17,Fred Taylor right tackle for -1 yards (tackle by Jay Bellamy),2.020,-0.610
3,7:18,1,10,NOR 25,10,17,"Aaron Brooks pass incomplete intended for Deuce McAllister. Penalty on Rashean Mathis: Face Mask (15 Yards), 15 yards (no play)",0.610,1.600
3,7:14,1,10,NOR 40,10,17,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Akin Ayodele),1.600,1.460
3,6:41,,,,10,17,Timeout #1 by New Orleans Saints,0.000,1.460
3,6:41,2,7,NOR 43,10,17,Aaron Brooks pass complete to Deuce McAllister for 11 yards (tackle by Rashean Mathis and Akin Ayodele),1.460,2.520
3,6:08,1,10,JAX 46,10,17,Aaron Brooks pass complete to Deuce McAllister for 17 yards (tackle by Akin Ayodele),2.520,3.640
3,5:43,1,10,JAX 29,10,17,Aaron Brooks pass complete to Walter Rasby for 7 yards (tackle by Fernando Bryant and Mike Peterson),3.640,4.050
3,5:05,2,3,JAX 22,10,17,Lamar Smith left tackle for 2 yards (tackle by Mike Peterson),4.050,3.600
3,4:16,3,1,JAX 20,10,17,Deuce McAllister for no gain (tackle by Donovin Darius and Danny Clark),3.600,2.270
3,3:36,4,1,JAX 20,13,17,John Carney 38 yard field goal good,2.270,3.000
3,,,,NOR 30,13,17,"Mitch Berger kicks off 54 yards, returned by David Allen for 21 yards (tackle by Deveron Harper)",0.000,1.400
3,3:26,1,10,JAX 37,13,17,Fred Taylor right end for 6 yards (tackle by Charles Grant),1.400,1.670
3,2:45,2,4,JAX 43,13,17,Chris Fuamatu-Ma'afala up the middle for 2 yards (tackle by Kenderick Allen),1.670,1.220
3,2:06,3,2,JAX 45,13,17,Byron Leftwich pass complete to George Wrighster for 30 yards (tackle by Tebucky Jones),1.220,3.910
3,1:38,1,10,NOR 25,13,17,Fred Taylor up the middle for 7 yards (tackle by Orlando Ruff),3.910,4.370
3,0:59,2,3,NOR 18,13,17,Byron Leftwich pass incomplete intended for Marc Edwards,4.370,3.660
3,0:55,3,3,NOR 18,13,17,Fred Taylor up the middle for 1 yard (tackle by Jay Bellamy),3.660,2.440
3,0:14,4,2,NOR 17,13,20,Seth Marler 35 yard field goal good,2.440,3.000
3,,,,JAX 30,13,20,"Seth Marler kicks off 65 yards, returned by Michael Lewis for 9 yards (tackle by Deke Cooper)",0.000,-0.280
3,0:02,1,10,NOR 14,13,20,Aaron Brooks pass complete to Boo Williams for 10 yards (tackle by Akin Ayodele),-0.280,0.540
Quarter,Time,Down,ToGo,Location,NOR,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 24,13,20,Aaron Brooks pass incomplete intended for Boo Williams,0.540,0.000
4,14:54,2,10,NOR 24,13,20,Deuce McAllister up the middle for 2 yards (tackle by Mike Peterson),0.000,-0.430
4,14:11,3,8,NOR 26,13,20,Aaron Brooks pass complete to Joe Horn for 18 yards (tackle by Fernando Bryant). Penalty on Paul Spicer: Defensive Offside (Declined),-0.430,1.860
4,13:53,1,10,NOR 44,13,20,"Deuce McAllister up the middle for 9 yards (tackle by Mike Peterson). Deuce McAllister fumbles (forced by Mike Peterson), recovered by Rashean Mathis at JAX-47 (tackle by Montrae Holland)",1.860,-2.060
4,13:46,1,10,JAX 47,13,20,"Fred Taylor right tackle for no gain. Penalty on Jamar Nesbit: Offensive Holding (Offsetting), Penalty on Charles Grant: Unnecessary Roughness (Offsetting) (no play)",2.060,2.060
4,13:29,1,10,JAX 47,13,20,Fred Taylor right tackle for 4 yards (tackle by Darrin Smith),2.060,2.060
4,12:46,2,6,NOR 49,13,20,Fred Taylor up the middle for 27 yards (tackle by Jay Bellamy). Penalty on Charles Grant: Defensive Offside (Declined),2.060,4.110
4,12:23,1,10,NOR 22,13,20,LaBrandon Toefield right tackle for 4 yards (tackle by Fred Thomas and Jay Bellamy),4.110,4.130
4,11:36,2,6,NOR 18,13,20,Byron Leftwich right end for 12 yards (tackle by Tebucky Jones),4.130,5.830
4,10:56,1,6,NOR 6,13,20,Fred Taylor up the middle for 1 yard (tackle by Johnathan Sullivan),5.830,5.150
4,10:20,2,5,NOR 5,13,20,Fred Taylor up the middle for 2 yards (tackle by Darren Howard),5.150,4.720
4,9:40,3,3,NOR 3,13,20,Byron Leftwich pass incomplete intended for Kevin Johnson,4.720,3.040
4,9:36,4,3,NOR 3,13,20,"Seth Marler 21 yard field goal no good, blocked by Fakhir Brown",3.040,-0.280
4,9:24,1,10,NOR 20,13,20,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Rashean Mathis),0.280,0.540
4,8:50,2,4,NOR 26,13,20,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Kiwaukee Thomas),0.540,1.270
4,8:19,1,10,NOR 35,13,20,Aaron Brooks pass incomplete intended for Donte Stallworth,1.270,0.720
4,8:12,2,10,NOR 35,13,20,Aaron Brooks pass complete to Boo Williams for 6 yards (tackle by Akin Ayodele),0.720,0.830
4,7:32,3,4,NOR 41,13,20,Aaron Brooks pass complete to Michael Lewis for 7 yards (tackle by Fernando Bryant),0.830,2.130
4,7:06,1,10,NOR 48,13,20,Deuce McAllister up the middle for no gain (tackle by Mike Peterson),2.130,1.580
4,6:28,2,10,NOR 48,13,20,Deuce McAllister up the middle for 4 yards (tackle by Marcus Stroud),1.580,1.420
4,5:46,3,6,JAX 48,13,20,Aaron Brooks pass incomplete intended for Donte Stallworth,1.420,0.070
4,5:38,4,6,JAX 48,13,20,"Mitch Berger punts 32 yards, fair catch by David Allen",0.070,0.140
4,5:33,1,10,JAX 16,13,20,"Fred Taylor up the middle for no gain (tackle by Darren Howard). Penalty on Brad Meester: Offensive Holding, 8 yards (no play)",-0.140,-0.680
4,5:14,1,18,JAX 8,13,20,Fred Taylor up the middle for 4 yards (tackle by Derrick Rodgers),-0.680,-1.070
4,4:33,2,14,JAX 12,13,20,"Penalty on Chris Naeole: False Start, 5 yards (no play)",-1.070,-1.440
4,4:30,2,19,JAX 7,13,20,Byron Leftwich pass incomplete intended for Jimmy Smith,-1.440,-2.470
4,4:24,3,19,JAX 7,13,20,Byron Leftwich sacked by Charles Grant for 0 yards,-2.470,-2.490
4,4:15,,,,13,20,Timeout #2 by New Orleans Saints,0.000,-2.490
4,4:11,4,19,JAX 7,13,20,"Mark Royals punts 30 yards, returned by Victor Green for 9 yards (tackle by Nick Sorensen)",-2.490,-3.710
4,4:05,1,10,JAX 28,13,20,Aaron Brooks pass complete to Deuce McAllister for no gain,3.710,3.170
4,3:32,2,10,JAX 28,13,20,Aaron Brooks pass complete to Boo Williams for 18 yards (tackle by Deke Cooper),3.170,4.910
4,2:59,1,10,JAX 10,13,20,Deuce McAllister left tackle for 1 yard (tackle by Akin Ayodele),4.910,4.380
4,2:23,2,9,JAX 9,13,20,Aaron Brooks up the middle for no gain (tackle by John Henderson),4.380,3.360
4,2:16,,,,13,20,Timeout #1 by Jacksonville Jaguars,0.000,3.360
4,2:16,3,9,JAX 9,13,20,Aaron Brooks pass incomplete intended for Michael Lewis (defended by Donovin Darius),3.360,2.830
,,,,,,,"JAX challenged the ruling, and the original play was overturned.",,
4,2:11,4,9,JAX 9,13,20,Aaron Brooks pass incomplete intended for Boo Williams (defended by Paul Spicer),2.830,0.380
4,2:07,1,10,JAX 9,13,20,"Fred Taylor up the middle for 4 yards (tackle by Kenny Smith). Penalty on Kenny Smith: Tripping, 10 yards",-0.380,0.480
4,2:02,1,10,JAX 23,13,20,Fred Taylor up the middle for 5 yards (tackle by Derrick Rodgers and Tebucky Jones),0.480,0.610
4,1:57,2,5,JAX 28,13,20,"Penalty on Johnathan Sullivan: Encroachment, 5 yards (no play)",0.610,1.140
4,1:57,1,10,JAX 33,13,20,Fred Taylor right tackle for 1 yard (tackle by Darrin Smith),1.140,0.730
4,1:50,,,,13,20,Timeout #3 by New Orleans Saints,0.000,0.730
4,1:50,2,9,JAX 34,13,20,Fred Taylor right tackle for 1 yard (tackle by Darren Howard),0.730,0.170
4,1:07,3,8,JAX 35,13,20,Fred Taylor left tackle for 5 yards (tackle by Darrin Smith),0.170,-0.720
4,0:21,,,,13,20,Timeout #2 by Jacksonville Jaguars,0.000,-0.720
4,0:17,4,3,JAX 40,13,20,"Mark Royals punts 39 yards, returned by Michael Lewis for 4 yards (tackle by Ray Perryman)",-0.720,-0.610
4,0:11,1,10,NOR 25,13,20,Aaron Brooks pass incomplete (defended by Paul Spicer),0.610,0.060
4,0:06,2,10,NOR 25,19,20,"Aaron Brooks pass complete to Donte Stallworth for 42 yards, touchdown, lateral to Michael Lewis for 7 yards, lateral to Deuce McAllister for 5 yards, lateral to Jerome Pathon for 21 yards",0.060,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,JAX 2,19,20,John Carney kicks extra point no good,0.000,-1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
