Quarter,Time,Tm,Detail,HOU,JAX
1.0,1:36,Texans,Arian Foster 14 yard pass from Brian Hoyer (Nick Novak kick),7,0
2.0,9:41,Jaguars,Allen Robinson 2 yard pass from Blake Bortles (Jason Myers kick),7,7
,6:38,Texans,Nick Novak 41 yard field goal,10,7
3.0,0:05,Jaguars,Julius Thomas 29 yard pass from Blake Bortles (Jason Myers kick),10,14
4.0,11:20,Texans,DeAndre Hopkins 9 yard pass from Brian Hoyer (Nick Novak kick),17,14
,8:07,Texans,DeAndre Hopkins 26 yard pass from Brian Hoyer (Nick Novak kick),24,14
,7:55,Texans,Andre Hal 31 yard interception return (Nick Novak kick),31,14
,4:32,Jaguars,Allen Hurns 11 yard pass from Blake Bortles (Jason Myers kick failed),31,20
