Quarter,Time,Down,ToGo,Location,HOU,MIN,Detail,EPB,EPA
2,,,,HOU 2,7,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,14,"Ryan Longwell kicks off 65 yards, returned by Jacoby Jones for 16 yards (tackle by Benny Sapp)",0.000,0.340
2,14:01,1,10,HOU 21,7,14,Matt Schaub pass incomplete deep left intended for Kevin Walter,0.340,-0.200
2,13:51,2,10,HOU 21,7,14,Matt Schaub pass complete short middle to Owen Daniels for 17 yards (tackle by Madieu Williams),-0.200,1.470
2,13:16,1,10,HOU 38,7,14,Steve Slaton up the middle for 1 yard (tackle by Napoleon Harris),1.470,1.060
2,12:38,2,9,HOU 39,7,14,Matt Schaub pass complete short middle to Steve Slaton for 7 yards (tackle by Kevin Williams),1.060,1.290
2,11:57,3,2,HOU 46,7,14,Matt Schaub pass complete short right to Jacoby Jones for 31 yards (tackle by Brian Robison),1.290,4.040
2,11:11,1,10,MIN 23,7,14,Steve Slaton left end for 4 yards (tackle by Cedric Griffin),4.040,4.050
2,10:32,2,6,MIN 19,7,14,Matt Schaub pass incomplete short right intended for Vonta Leach is intercepted by Antoine Winfield at MIN-5 and returned for 4 yards (tackle by Vonta Leach),4.050,0.380
2,10:24,1,10,MIN 9,7,14,Adrian Peterson right guard for 2 yards (tackle by Eugene Wilson and Anthony Weaver),-0.380,-0.630
2,9:47,2,8,MIN 11,7,14,Adrian Peterson up the middle for 3 yards (tackle by Nick Ferguson),-0.630,-0.840
2,9:07,3,5,MIN 14,7,14,Gus Frerotte sacked by Earl Cochran for -8 yards,-0.840,-2.490
2,8:48,4,13,MIN 6,7,14,Chris Kluwe punts 57 yards,-2.490,-1.400
2,8:35,1,10,HOU 37,7,14,Matt Schaub pass complete deep middle to Kevin Walter for 28 yards (tackle by Chad Greenway),1.400,3.250
2,7:51,1,10,MIN 35,7,14,"Matt Schaub sacked by Chad Greenway for -9 yards. Matt Schaub fumbles (forced by Chad Greenway), recovered by Ben Leber at MIN-44 (tackle by Eric Winston)",3.250,-1.860
2,7:44,1,10,MIN 44,7,14,Adrian Peterson left end for -1 yards (tackle by Nick Ferguson),1.860,1.180
2,7:00,2,11,MIN 43,7,14,Gus Frerotte pass complete short right to Bobby Wade for 8 yards (tackle by DeMeco Ryans),1.180,1.550
2,6:19,3,3,HOU 49,7,20,"Gus Frerotte pass complete short left to Bernard Berrian for 49 yards, touchdown",1.550,7.000
2,,,,HOU 2,7,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,21,"Ryan Longwell kicks off 60 yards, returned by Jacoby Jones for 11 yards (tackle by Dontarrious Thomas)",0.000,0.340
2,6:03,1,10,HOU 21,7,21,Matt Schaub pass complete short middle to Andre Johnson for 4 yards (tackle by Ben Leber),0.340,0.340
2,5:24,2,6,HOU 25,7,21,Matt Schaub pass complete short left to Steve Slaton for 22 yards (tackle by Ben Leber),0.340,2.060
2,4:47,1,10,HOU 47,7,21,Steve Slaton up the middle for 2 yards (tackle by Pat Williams),2.060,1.790
2,4:11,2,8,HOU 49,7,21,"Matt Schaub sacked by Jared Allen for -9 yards. Matt Schaub fumbles (forced by Jared Allen), recovered by Duane Brown at HOU-39",1.790,-0.230
2,3:30,3,18,HOU 39,7,21,Matt Schaub pass complete short left to Steve Slaton for 6 yards (tackle by Charles Gordon),-0.230,-0.390
2,2:46,,,,7,21,Timeout #1 by Houston Texans,0.000,-0.390
2,2:46,4,12,HOU 45,7,21,"Matt Turk punts 55 yards, touchback",-0.390,-0.280
2,2:37,1,10,MIN 20,7,21,Adrian Peterson left end for 1 yard (tackle by Earl Cochran),0.280,-0.130
2,2:00,2,9,MIN 21,7,21,Adrian Peterson up the middle for 1 yard (tackle by Jacques Reeves),-0.130,-0.690
2,1:54,,,,7,21,Timeout #2 by Houston Texans,0.000,-0.690
2,1:54,3,8,MIN 22,7,21,Chester Taylor left guard for 12 yards (tackle by Earl Cochran),-0.690,1.200
2,1:15,1,10,MIN 34,7,21,Gus Frerotte pass complete short right to Bobby Wade for 5 yards (tackle by DelJuan Robinson),1.200,1.330
2,1:10,2,5,MIN 39,7,21,Gus Frerotte sacked by Tim Bulman for 0 yards,1.330,0.630
2,1:03,,,,7,21,Timeout #1 by Minnesota Vikings,0.000,0.630
2,1:03,3,5,MIN 39,7,21,"Gus Frerotte pass complete deep left to Aundrae Allison for 36 yards. Penalty on Aundrae Allison: Offensive Pass Interference, 10 yards (no play)",0.630,-0.690
2,0:57,3,15,MIN 29,7,21,Chester Taylor up the middle for 9 yards (tackle by DeMeco Ryans and Zach Diles),-0.690,-0.850
2,0:51,,,,7,21,Timeout #3 by Houston Texans,0.000,-0.850
2,0:51,4,6,MIN 38,7,21,Chris Kluwe punts 47 yards,-0.850,0.220
2,0:43,1,10,HOU 15,7,21,Matt Schaub pass complete short middle to Steve Slaton for 9 yards (tackle by Charles Gordon),-0.220,0.620
2,0:18,2,1,HOU 24,7,21,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Kevin Williams),0.620,-0.270
2,0:13,3,1,HOU 24,7,21,Steve Slaton left guard for 14 yards (tackle by Madieu Williams),-0.270,1.470
Quarter,Time,Down,ToGo,Location,HOU,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,7,21,"Ryan Longwell kicks off 62 yards, returned by Jacoby Jones for 20 yards (tackle by Antoine Winfield)",0.000,0.810
3,14:54,1,10,HOU 28,7,21,Sage Rosenfels pass complete deep left to Andre Johnson for 23 yards (tackle by Antoine Winfield),0.810,2.320
3,14:18,1,10,MIN 49,7,21,Sage Rosenfels pass incomplete short middle intended for Owen Daniels (defended by Darren Sharper),2.320,1.780
3,14:14,2,10,MIN 49,7,21,Steve Slaton left end for 5 yards (tackle by Madieu Williams),1.780,1.750
3,13:31,3,5,MIN 44,7,21,Sage Rosenfels pass complete short left to Owen Daniels for 21 yards (tackle by Tyrell Johnson),1.750,4.040
3,12:57,1,10,MIN 23,7,21,Steve Slaton left guard for 6 yards (tackle by Pat Williams and Ray Edwards),4.040,4.380
3,12:13,2,4,MIN 17,7,21,Steve Slaton left tackle for 1 yard (tackle by Napoleon Harris),4.380,3.850
3,11:28,3,3,MIN 16,7,21,Sage Rosenfels pass complete short left to Kevin Walter for 7 yards (tackle by Chad Greenway),3.850,5.140
3,10:53,1,9,MIN 9,7,21,Sage Rosenfels pass complete short left to Kevin Walter for 5 yards (tackle by Napoleon Harris),5.140,5.340
3,10:14,2,4,MIN 4,7,21,Steve Slaton up the middle for 1 yard (tackle by Ray Edwards and Napoleon Harris),5.340,4.720
3,9:31,3,3,MIN 3,13,21,"Sage Rosenfels pass complete short right to David Anderson for 3 yards, touchdown",4.720,7.000
3,,,,MIN 2,14,21,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,14,21,"Kris Brown kicks off 72 yards, returned by Aundrae Allison for 9 yards (tackle by Demarcus Faggins)",0.000,-0.380
3,9:21,1,10,MIN 7,14,21,Adrian Peterson up the middle for 6 yards (tackle by Morlon Greenwood),-0.380,-0.340
3,8:49,2,4,MIN 13,14,21,Adrian Peterson right guard for 2 yards (tackle by Amobi Okoye and Anthony Weaver),-0.340,-0.480
3,8:12,3,2,MIN 15,14,21,Adrian Peterson left guard for 2 yards (tackle by Anthony Weaver),-0.480,-0.060
3,7:43,1,10,MIN 17,14,21,Adrian Peterson up the middle for 3 yards (tackle by Travis Johnson),-0.060,-0.060
3,7:04,2,7,MIN 20,14,21,Gus Frerotte pass complete short right to Naufahu Tahi for 4 yards (tackle by Fred Bennett),-0.060,-0.370
3,6:21,3,3,MIN 24,14,21,Gus Frerotte pass incomplete short right intended for Bernard Berrian,-0.370,-1.770
3,6:21,4,3,MIN 24,14,21,Chris Kluwe punts 49 yards,-1.770,-0.610
3,6:03,1,10,HOU 25,14,21,Sage Rosenfels pass complete short right to Vonta Leach for 9 yards (tackle by Antoine Winfield),0.610,1.280
3,5:21,2,1,HOU 34,14,21,Steve Slaton left tackle for 2 yards (tackle by Pat Williams and Ray Edwards),1.280,1.330
3,4:40,1,10,HOU 36,14,21,Sage Rosenfels pass incomplete short middle intended for Vonta Leach,1.330,0.790
3,4:36,,,,14,21,Timeout #1 by Houston Texans,0.000,0.790
3,4:36,2,10,HOU 36,14,21,Sage Rosenfels pass complete deep left to Andre Johnson for 21 yards (tackle by Madieu Williams),0.790,2.720
3,4:11,1,10,MIN 43,14,21,Sage Rosenfels pass complete short middle to Owen Daniels for 16 yards (tackle by Madieu Williams),2.720,3.780
3,3:27,1,10,MIN 27,14,21,Steve Slaton left end for 2 yards (tackle by Ray Edwards and Chad Greenway),3.780,3.500
3,2:44,2,8,MIN 25,14,21,Sage Rosenfels pass complete short right to Kevin Walter for 7 yards (tackle by Antoine Winfield),3.500,3.840
3,1:59,3,1,MIN 18,14,21,Sage Rosenfels pass incomplete deep middle intended for Kevin Walter is intercepted by Madieu Williams,3.840,-0.280
3,1:52,1,10,MIN 20,14,21,Adrian Peterson left end for 40 yards (tackle by Jacques Reeves),0.280,2.920
3,1:04,1,10,HOU 40,14,21,Chester Taylor right tackle for 4 yards (tackle by Morlon Greenwood and Nick Ferguson),2.920,2.910
3,0:24,2,6,HOU 36,14,21,Gus Frerotte sacked by Mario Williams for -6 yards,2.910,1.420
Quarter,Time,Down,ToGo,Location,HOU,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,12,HOU 42,14,21,Gus Frerotte pass complete short middle to Chester Taylor for 5 yards (tackle by Mario Williams),1.420,0.790
4,14:21,4,7,HOU 37,14,21,"Chris Kluwe punts 27 yards, fair catch by Jacoby Jones",0.790,0.380
4,14:13,1,10,HOU 10,14,21,Sage Rosenfels pass complete short left to Owen Daniels for 5 yards (tackle by Ellis Wyms),-0.380,-0.350
4,13:36,2,5,HOU 15,14,21,Sage Rosenfels pass complete short right to Joel Dreessen for 13 yards (tackle by Darren Sharper),-0.350,0.810
4,12:59,1,10,HOU 28,14,21,Sage Rosenfels pass complete short left to Owen Daniels for 12 yards (tackle by Darren Sharper),0.810,1.600
4,12:17,1,10,HOU 40,14,21,Steve Slaton left guard for 9 yards (tackle by Madieu Williams),1.600,2.270
4,11:35,2,1,HOU 49,14,21,Steve Slaton up the middle for 3 yards (tackle by Chad Greenway and Ben Leber),2.270,2.390
4,10:51,1,10,MIN 48,14,21,Sage Rosenfels pass incomplete short left intended for Vonta Leach,2.390,1.850
4,10:45,,,,14,21,Timeout #2 by Houston Texans,0.000,1.850
4,10:45,2,10,MIN 48,14,21,"Penalty on Ephraim Salaam: False Start, 5 yards (no play)",1.850,1.170
4,10:45,2,15,HOU 47,14,21,Sage Rosenfels pass incomplete short left intended for Steve Slaton,1.170,0.500
4,10:41,3,15,HOU 47,14,21,Sage Rosenfels pass complete short left to Steve Slaton for 7 yards (tackle by Ray Edwards),0.500,0.200
4,9:58,4,8,MIN 46,14,21,"Matt Turk punts 30 yards, fair catch by Charles Gordon",0.200,0.140
4,9:51,1,10,MIN 16,14,21,Adrian Peterson right guard for 21 yards (tackle by Anthony Weaver),-0.140,1.400
4,9:10,1,10,MIN 37,14,21,Gus Frerotte pass incomplete short left intended for Bobby Wade,1.400,0.860
4,9:06,2,10,MIN 37,14,21,Adrian Peterson right end for 22 yards (tackle by Eugene Wilson),0.860,2.850
4,8:24,1,10,HOU 41,14,21,Chester Taylor left end for 5 yards (tackle by Zach Diles),2.850,2.980
4,7:56,2,5,HOU 36,14,21,Chester Taylor left guard for 7 yards (tackle by Zach Diles and Eugene Wilson),2.980,3.640
4,7:15,1,10,HOU 29,14,21,Adrian Peterson right tackle for 4 yards (tackle by Earl Cochran and Morlon Greenwood),3.640,3.640
4,6:32,2,6,HOU 25,14,27,"Gus Frerotte pass complete short middle to Visanthe Shiancoe for 25 yards, touchdown",3.640,7.000
4,,,,HOU 2,14,28,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,14,28,"Ryan Longwell kicks off 68 yards, returned by Ryan Moats for 31 yards (tackle by Charles Gordon)",0.000,1.140
4,6:17,1,10,HOU 33,14,28,Sage Rosenfels pass complete short left to David Anderson for 9 yards (tackle by Chad Greenway),1.140,1.810
4,5:52,2,1,HOU 42,14,28,Sage Rosenfels pass incomplete short middle intended for Kevin Walter,1.810,1.090
4,5:46,3,1,HOU 42,14,28,Steve Slaton left guard for no gain (tackle by Brian Robison),1.090,-0.590
4,5:13,4,1,HOU 42,14,28,Sage Rosenfels pass complete short right to Owen Daniels for 11 yards (tackle by Antoine Winfield),-0.590,2.460
4,4:48,1,10,MIN 47,14,28,Sage Rosenfels pass incomplete short left intended for Andre Johnson (defended by Charles Gordon),2.460,1.910
4,4:45,2,10,MIN 47,14,28,"Penalty on Kevin Williams: Encroachment, 5 yards (no play)",1.910,2.590
4,4:45,2,5,MIN 42,14,28,Sage Rosenfels pass complete short middle to Steve Slaton for 9 yards (tackle by Chad Greenway),2.590,3.380
4,4:22,1,10,MIN 33,14,28,Sage Rosenfels pass complete short middle to Owen Daniels for 17 yards (tackle by Madieu Williams),3.380,4.510
4,3:53,1,10,MIN 16,14,28,"Penalty on Duane Brown: False Start, 5 yards (no play)",4.510,4.170
4,3:53,1,15,MIN 21,14,28,Sage Rosenfels pass complete short middle to Owen Daniels for 11 yards (tackle by Darren Sharper),4.170,4.970
4,3:34,2,4,MIN 10,14,28,Sage Rosenfels pass complete short middle to Steve Slaton for -4 yards (tackle by Chad Greenway),4.970,3.370
4,3:03,3,8,MIN 14,20,28,"Sage Rosenfels pass complete short left to Andre Johnson for 14 yards, touchdown",3.370,7.000
4,,,,MIN 2,21,28,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,21,28,"Kris Brown kicks onside 11 yards, recovered by Darren Sharper",0.000,2.850
4,2:57,1,10,HOU 41,21,28,Adrian Peterson up the middle for -2 yards (tackle by Travis Johnson),2.850,2.040
4,2:53,,,,21,28,Timeout #3 by Houston Texans,0.000,2.040
4,2:53,2,12,HOU 43,21,28,Adrian Peterson up the middle for 5 yards (tackle by Fred Bennett),2.040,2.020
4,2:08,3,7,HOU 38,21,28,Gus Frerotte pass incomplete short left intended for Visanthe Shiancoe,2.020,0.720
4,2:03,4,7,HOU 38,21,28,Chris Kluwe punts 28 yards,0.720,0.380
4,1:57,1,10,HOU 10,21,28,Sage Rosenfels pass complete short middle to Owen Daniels for 8 yards (tackle by Ray Edwards),-0.380,0.070
4,1:37,2,2,HOU 18,21,28,Sage Rosenfels pass incomplete deep middle intended for Andre Johnson,0.070,-0.480
4,1:32,3,2,HOU 18,21,28,Sage Rosenfels sacked by Jared Allen for -8 yards,-0.480,-2.490
4,1:04,4,10,HOU 10,21,28,Sage Rosenfels sacked by Kevin Williams for -8 yards,-2.490,-6.740
4,0:58,1,2,HOU 2,21,28,Gus Frerotte kneels for -1 yards,6.740,5.530
4,0:24,2,3,HOU 3,21,28,Gus Frerotte kneels for -1 yards,5.530,4.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
