Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,NWE 30,0,0,"Shayne Graham kicks off 65 yards, returned by Patrick Cobbs for 23 yards (tackle by Matt Slater)",0.000,0.810
1,14:54,1,10,MIA 28,0,0,Chad Henne pass complete short left to Ronnie Brown for 6 yards (tackle by Kyle Arrington),0.810,1.070
1,14:30,2,4,MIA 34,0,0,Ronnie Brown right guard for 4 yards (tackle by Brandon Meriweather),1.070,1.470
1,13:54,1,10,MIA 38,0,0,Ronnie Brown middle for -4 yards (tackle by Jerod Mayo),1.470,0.380
1,13:15,2,14,MIA 34,0,0,Chad Henne pass incomplete short middle intended for Ronnie Brown,0.380,-0.290
1,13:12,3,14,MIA 34,0,0,Chad Henne pass incomplete short right intended for Brandon Marshall is intercepted by Devin McCourty at MIA-47,-0.290,-2.460
1,13:05,1,10,MIA 47,0,0,BenJarvus Green-Ellis right guard for 7 yards (tackle by Koa Misi),2.460,2.860
1,12:31,2,3,MIA 40,0,0,Tom Brady pass incomplete short left intended for Rob Gronkowski,2.860,2.150
1,12:24,3,3,MIA 40,0,0,Danny Woodhead right end for 19 yards (tackle by Sean Smith),2.150,4.170
1,11:52,1,10,MIA 21,0,0,BenJarvus Green-Ellis right end for 7 yards (tackle by Vontae Davis and Chris Clemons),4.170,4.740
1,11:23,2,3,MIA 14,0,0,BenJarvus Green-Ellis right end for 1 yard (tackle by Paul Soliai),4.740,4.240
1,10:40,3,2,MIA 13,0,6,"Tom Brady pass complete short left to Rob Gronkowski for 13 yards, touchdown",4.240,7.000
1,,,,MIA 2,0,7,Shayne Graham kicks extra point good,0.000,0.000
1,,,,NWE 30,0,7,"Shayne Graham kicks off 69 yards, returned by Patrick Cobbs for 20 yards (tackle by Kyle Arrington)",0.000,0.340
1,10:30,1,10,MIA 21,0,7,Chad Henne pass incomplete short left intended for Brandon Marshall,0.340,-0.200
1,10:25,2,10,MIA 21,0,7,Ricky Williams right guard for no gain (tackle by Eric Moore),-0.200,-0.890
1,9:44,3,10,MIA 21,0,7,Ricky Williams left guard for -2 yards (tackle by Vince Wilfork),-0.890,-2.140
1,9:08,4,12,MIA 19,0,7,"Brandon Fields punts 47 yards, fair catch by Julian Edelman",-2.140,-1.200
1,9:01,1,10,NWE 34,0,7,Tom Brady pass incomplete short right intended for Alge Crumpler,1.200,0.660
1,8:58,2,10,NWE 34,0,7,"Danny Woodhead middle for no gain (tackle by Kendall Langford). Danny Woodhead fumbles (forced by Kendall Langford), recovered by Paul Soliai at NWE-34",0.660,-3.310
1,8:51,1,10,NWE 34,0,7,Chad Henne pass complete short right to Brandon Marshall for 6 yards (tackle by Gary Guyton and Eric Moore),3.310,3.580
1,8:13,2,4,NWE 28,0,7,Tyler Thigpen middle for 3 yards (tackle by Jerod Mayo),3.580,3.270
1,7:35,3,1,NWE 25,0,7,Lousaka Polite middle for 4 yards (tackle by Gerard Warren),3.270,4.170
1,6:58,1,10,NWE 21,0,7,Ronnie Brown middle for -1 yards (tackle by Rob Ninkovich),4.170,3.490
1,6:18,2,11,NWE 22,0,7,Chad Henne pass incomplete short left intended for Davone Bess,3.490,2.810
1,6:14,3,11,NWE 22,0,7,Chad Henne pass incomplete deep right intended for Marlon Moore (defended by Devin McCourty),2.810,1.990
1,6:08,4,11,NWE 22,0,7,Dan Carpenter 40 yard field goal no good,1.990,-0.940
1,6:03,1,10,NWE 30,0,7,BenJarvus Green-Ellis middle for 7 yards (tackle by Tim Dobbins and Reshad Jones),0.940,1.340
1,5:30,2,3,NWE 37,0,7,Tom Brady pass complete short left to Julian Edelman for 22 yards (tackle by Cameron Wake),1.340,2.850
1,4:57,1,10,MIA 41,0,7,Tom Brady pass complete short left to Julian Edelman for 40 yards (tackle by Reshad Jones),2.850,6.970
1,4:15,1,1,MIA 1,0,13,"BenJarvus Green-Ellis left tackle for 1 yard, touchdown",6.970,7.000
1,,,,MIA 2,0,14,Shayne Graham kicks extra point good,0.000,0.000
1,,,,NWE 30,0,14,"Shayne Graham kicks off 64 yards, returned by Patrick Cobbs for 20 yards (tackle by Rob Ninkovich)",0.000,0.670
1,4:06,1,10,MIA 26,0,14,Ricky Williams middle for 2 yards (tackle by Jerod Mayo),0.670,0.400
1,3:27,2,8,MIA 28,0,14,Ronnie Brown middle for 3 yards (tackle by Kyle Love and Gerard Warren),0.400,0.100
1,2:48,3,5,MIA 31,0,14,Chad Henne pass complete short middle to Marlon Moore for 17 yards (tackle by Devin McCourty),0.100,2.130
1,2:08,1,10,MIA 48,0,14,Chad Henne pass complete short middle to Roberto Wallace for 7 yards (tackle by Kyle Arrington),2.130,2.530
1,1:33,2,3,NWE 45,0,14,"Ricky Williams middle for 1 yard (tackle by James Sanders). Penalty on Jeron Mastrud: Offensive Holding, 10 yards (no play)",2.530,1.180
1,1:04,2,13,MIA 45,0,14,Chad Henne pass incomplete short left intended for Brandon Marshall,1.180,0.500
1,1:00,3,13,MIA 45,0,14,Chad Henne pass complete short left to Brandon Marshall for 15 yards,0.500,2.920
1,0:30,1,10,NWE 40,0,14,Ricky Williams right end for 3 yards (tackle by Patrick Chung),2.920,2.780
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NWE 37,0,14,Chad Henne pass incomplete short right intended for Davone Bess,2.780,2.080
2,14:56,3,7,NWE 37,0,14,Chad Henne sacked by Jerod Mayo for -7 yards,2.080,0.330
2,14:27,4,14,NWE 44,0,14,"Brandon Fields punts 32 yards, fair catch by Julian Edelman",0.330,0.350
2,14:20,1,10,NWE 12,0,14,Tom Brady pass incomplete short middle intended for BenJarvus Green-Ellis,-0.350,-0.780
2,14:15,2,10,NWE 12,0,14,BenJarvus Green-Ellis right guard for no gain (tackle by Paul Soliai),-0.780,-1.420
2,13:39,3,10,NWE 12,0,14,Tom Brady pass complete short right to Sammy Morris for 8 yards (tackle by Vontae Davis),-1.420,-2.030
2,12:56,4,2,NWE 20,0,14,"Zoltan Mesko punts 47 yards, fair catch by Davone Bess",-2.030,-1.140
2,12:50,1,10,MIA 33,0,14,Ronnie Brown left tackle for 10 yards (tackle by Landon Cohen and Jerod Mayo),1.140,1.800
2,12:13,1,10,MIA 43,0,14,Ronnie Brown middle for 2 yards (tackle by Myron Pryor),1.800,1.520
2,11:35,2,8,MIA 45,0,14,Tyler Thigpen pass incomplete deep right intended for Marlon Moore (defended by Patrick Chung),1.520,0.830
2,11:29,3,8,MIA 45,0,14,Tyler Thigpen pass incomplete short right intended for Marlon Moore (defended by Darius Butler),0.830,-0.390
2,11:23,4,8,MIA 45,0,14,"Brandon Fields punts 44 yards, returned by Julian Edelman for 5 yards (tackle by Nate Ness)",-0.390,0.140
2,11:12,1,10,NWE 16,0,14,Sammy Morris left tackle for 3 yards (tackle by Yeremiah Bell),-0.140,-0.180
2,10:37,2,7,NWE 19,0,14,Tom Brady pass complete short middle to BenJarvus Green-Ellis for 6 yards (tackle by Cameron Wake and Chris Clemons),-0.180,-0.200
2,10:06,3,1,NWE 25,0,14,Sammy Morris middle for 1 yard (tackle by Koa Misi),-0.200,0.670
2,9:26,1,10,NWE 26,0,14,Sammy Morris right guard for 7 yards (tackle by Kendall Langford),0.670,1.070
2,8:46,2,3,NWE 33,0,14,"Penalty on Paul Soliai: Encroachment, 5 yards (no play)",1.070,1.470
2,8:29,1,10,NWE 38,0,14,Brian Hoyer pass incomplete short left intended for Julian Edelman (defended by Phillip Merling),1.470,0.920
2,8:22,2,10,NWE 38,0,14,Brian Hoyer pass incomplete short left intended for Taylor Price,0.920,0.230
2,8:18,,,,0,14,Timeout #1 by New England Patriots,0.000,0.230
2,8:18,3,10,NWE 38,0,14,Tom Brady pass incomplete short middle intended for Sammy Morris,0.230,-0.850
2,8:14,4,10,NWE 38,0,14,"Zoltan Mesko punts 49 yards, fair catch by Davone Bess",-0.850,0.320
2,8:07,1,10,MIA 13,0,14,Ricky Williams middle for 2 yards (tackle by Dane Fletcher and Jerod Mayo),-0.320,-0.570
2,7:26,2,8,MIA 15,0,14,Tyler Thigpen sacked by Rob Ninkovich for -3 yards,-0.570,-1.540
2,6:45,3,11,MIA 12,0,14,Tyler Thigpen pass complete deep middle to Marlon Moore for 29 yards (tackle by James Sanders),-1.540,1.660
2,5:55,1,10,MIA 41,0,14,Tyler Thigpen pass complete short left to Roberto Wallace for 9 yards (tackle by Kyle Arrington),1.660,2.340
2,5:17,2,1,,0,14,Tyler Thigpen left end for 9 yards (tackle by Darius Butler),2.340,2.850
2,4:37,1,10,NWE 41,0,14,"Ricky Williams left guard for no gain (tackle by Eric Moore). Ricky Williams fumbles (forced by Eric Moore), recovered by Rob Ninkovich at NWE-41",2.850,-1.660
2,4:29,1,10,NWE 41,0,14,BenJarvus Green-Ellis left tackle for 7 yards (tackle by Yeremiah Bell and Paul Soliai),1.660,2.070
2,3:52,2,3,NWE 48,0,14,Tom Brady pass complete deep right to Rob Gronkowski for 28 yards (tackle by Benny Sapp),2.070,3.970
2,3:19,1,10,MIA 24,0,14,BenJarvus Green-Ellis middle for 4 yards (tackle by Randy Starks),3.970,3.970
2,2:35,2,6,MIA 20,0,14,Tom Brady pass complete short middle to Rob Gronkowski for 6 yards (tackle by Chris Clemons and Tim Dobbins),3.970,4.650
2,2:00,1,10,MIA 14,0,14,Sammy Morris left end for 4 yards (tackle by Tim Dobbins),4.650,4.710
2,1:53,,,,0,14,Timeout #1 by Miami Dolphins,0.000,4.710
2,1:53,2,6,MIA 10,0,14,Tom Brady pass incomplete short left intended for Brandon Tate,4.710,3.820
2,1:50,3,6,MIA 10,0,14,Tom Brady pass incomplete short left intended for Sammy Morris,3.820,2.790
2,1:45,4,6,MIA 10,0,17,Shayne Graham 28 yard field goal good,2.790,3.000
2,,,,NWE 30,0,17,"Shayne Graham kicks off 57 yards, returned by Patrick Cobbs for 12 yards (tackle by Rob Ninkovich)",0.000,0.610
2,1:35,1,10,MIA 25,0,17,"Tyler Thigpen pass complete deep right to Davone Bess for 19 yards. Penalty on Ray Feinga: Ineligible Downfield Pas, 5 yards (no play)",0.610,0.280
2,1:22,1,15,MIA 20,0,17,Tyler Thigpen pass complete short right to Davone Bess for 4 yards (tackle by Darius Butler),0.280,-0.070
2,0:59,2,11,MIA 24,0,17,Tyler Thigpen right tackle for 9 yards (tackle by Dane Fletcher),-0.070,0.430
2,0:45,,,,0,17,Timeout #2 by Miami Dolphins,0.000,0.000
2,0:45,,,,0,17,Timeout #2 by New England Patriots,0.000,0.430
2,0:45,3,2,MIA 33,0,17,Tyler Thigpen pass incomplete short middle intended for Mickey Shuler,0.430,-1.180
2,0:40,4,2,MIA 33,0,23,"Brandon Fields punts 61 yards, returned by Julian Edelman for 94 yards, touchdown",-1.180,-7.000
2,,,,MIA 2,0,24,Shayne Graham kicks extra point good,0.000,0.000
2,,,,NWE 30,0,24,"Shayne Graham kicks off 61 yards, returned by Marlon Moore for 17 yards (tackle by Dane Fletcher)",0.000,0.670
2,0:13,1,10,MIA 26,0,24,Chad Henne pass incomplete deep right intended for Brandon Marshall,0.670,0.130
2,0:08,2,10,MIA 26,0,24,Chad Henne pass complete short middle to Ronnie Brown for 20 yards (tackle by Rob Ninkovich),0.130,1.990
Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
