Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2,2:33,4,6,IND 45,14,7,"Brett Kern punts 33 yards, fair catch by Chester Rogers at IND-12. Penalty on Al-Quadin Muhammad: Offensive Holding, 6 yards",0.270,0.380
2,2:25,1,10,IND 6,14,7,Marlon Mack up the middle for 4 yards (tackle by Matt Dickerson),-0.380,-0.490
2,2:00,2,6,IND 10,14,7,Andrew Luck pass complete short right to T.Y. Hilton for 43 yards (tackle by Malcolm Butler),-0.490,2.460
2,1:26,1,10,TEN 47,14,7,Andrew Luck pass complete short middle to Chester Rogers for 13 yards (tackle by LeShaun Sims),2.460,3.310
2,1:00,1,10,TEN 34,14,7,Andrew Luck pass incomplete short left intended for Dontrelle Inman (defended by Malcolm Butler),3.310,2.770
2,0:55,2,10,TEN 34,14,7,Andrew Luck pass incomplete short middle intended for Nyheim Hines (defended by Derrick Morgan),2.770,2.080
2,0:50,3,10,TEN 34,14,7,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Rashaan Evans),2.080,1.060
2,0:44,4,10,TEN 34,17,7,Adam Vinatieri 53 yard field goal good,1.060,3.000
2,0:39,,,IND 35,17,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,0:39,1,10,TEN 25,17,7,Blaine Gabbert pass complete short middle to Corey Davis for 16 yards (tackle by Pierre Desir),0.610,1.660
2,0:33,,,,,,Timeout #1 by Tennessee Titans,,
2,0:33,1,10,TEN 41,17,7,"Blaine Gabbert pass complete short left to Dion Lewis for 9 yards (tackle by Darius Leonard). Penalty on George Odum: Unnecessary Roughness, 15 yards",1.660,3.250
2,0:27,1,10,IND 35,17,7,Blaine Gabbert pass complete short left to Darius Jennings for 6 yards (tackle by Darius Leonard),3.250,3.510
2,0:21,,,,,,Timeout #2 by Tennessee Titans,,
2,0:21,2,4,IND 29,17,7,Blaine Gabbert pass complete short right to Corey Davis for 6 yards (tackle by Pierre Desir and Darius Leonard),3.510,4.040
2,0:16,,,,,,Timeout #3 by Tennessee Titans,,
2,0:16,1,10,IND 23,17,7,Blaine Gabbert pass complete short right to Dion Lewis for 3 yards (tackle by Pierre Desir),4.040,3.900
2,0:11,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:11,2,7,IND 20,17,7,Blaine Gabbert pass incomplete deep right intended for Taywan Taylor (defended by George Odum),3.900,3.200
2,0:05,3,7,IND 20,17,10,Ryan Succop 38 yard field goal good. Penalty on Margus Hunt: Unnecessary Roughness (Declined),3.200,3.000
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,17,10,"Ryan Succop kicks off 62 yards, returned by Zach Pascal for no gain (tackle by Joshua Kalu)",0.000,1.070
3,14:54,1,10,IND 32,17,10,Marlon Mack left guard for 11 yards (tackle by Jayon Brown),1.070,1.800
3,14:17,1,10,IND 43,17,10,Andrew Luck pass complete short left to Eric Ebron for 22 yards (tackle by Derrick Morgan),1.800,3.250
3,13:43,1,10,TEN 35,17,10,Marlon Mack right end for 1 yard (tackle by Kevin Byard),3.250,2.840
3,13:00,2,9,TEN 34,17,10,"Jordan Wilkins left guard for 4 yards (tackle by Wesley Woodyard). Penalty on Mark Glowinski: Tripping, 10 yards",2.840,2.030
3,12:37,2,15,TEN 40,17,10,"Andrew Luck pass complete short right to T.Y. Hilton for no gain (tackle by Adoree' Jackson). Penalty on Chester Rogers: Illegal Block Above the Waist, 10 yards (no play)",2.030,0.680
3,12:10,2,25,IND 50,17,10,Andrew Luck up the middle for 7 yards (tackle by Kenny Vaccaro),0.680,0.960
3,11:23,3,18,TEN 43,17,10,"Andrew Luck pass incomplete short middle intended for T.Y. Hilton (defended by Malcolm Butler). Penalty on Malcolm Butler: Defensive Pass Interference, 13 yards (no play)",0.960,3.580
3,11:17,1,10,TEN 30,17,10,Andrew Luck pass complete deep right to Dontrelle Inman for 29 yards (tackle by Adoree' Jackson),3.580,6.970
3,10:51,1,1,TEN 1,23,10,"Andrew Luck pass complete short right to Ryan Hewitt for 1 yard, touchdown",6.970,7.000
3,10:46,,,TEN 15,24,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,10:46,,,IND 35,24,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,10:46,1,10,TEN 25,24,10,Derrick Henry right guard for 19 yards (tackle by George Odum),0.610,1.860
3,10:13,1,10,TEN 44,24,10,Derrick Henry left end for 1 yard (tackle by Matthew Adams and Margus Hunt),1.860,1.450
3,9:44,2,9,TEN 45,24,10,Derrick Henry right tackle for -1 yards (tackle by Jabaal Sheard and Al-Quadin Muhammad),1.450,0.630
3,9:06,3,10,TEN 44,24,10,Blaine Gabbert pass incomplete short left intended for Taywan Taylor. Penalty on Blaine Gabbert: Illegal Motion (Declined),0.630,-0.460
3,9:00,4,10,TEN 44,24,10,"Brett Kern punts 36 yards out of bounds. Penalty on Quincy Wilson: Running Into the Kicker, 5 yards (no play)",-0.460,-0.130
3,8:52,4,5,TEN 49,24,10,"Brett Kern punts 36 yards, fair catch by Chester Rogers at IND-15",-0.130,0.220
3,8:44,1,10,IND 15,24,10,Marlon Mack right tackle for 6 yards (tackle by Kevin Byard),-0.220,0.210
3,7:57,2,4,IND 21,24,10,Marlon Mack right end for 2 yards (tackle by Sharif Finch),0.210,-0.390
3,7:11,3,2,IND 23,24,10,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Kenny Vaccaro),-0.390,-1.830
3,7:05,4,2,IND 23,24,10,Rigoberto Sanchez punts 45 yards out of bounds,-1.830,-1.070
3,6:57,1,10,TEN 32,24,10,Derrick Henry right tackle for 3 yards (tackle by Jabaal Sheard),1.070,0.930
3,6:19,2,7,TEN 35,24,10,Derrick Henry up the middle for 4 yards (tackle by Jabaal Sheard and George Odum),0.930,0.760
3,5:45,3,3,TEN 39,24,10,Blaine Gabbert pass incomplete short right intended for Dion Lewis,0.760,-0.780
3,5:41,4,3,TEN 39,24,10,"Brett Kern punts 54 yards, returned by Chester Rogers for no gain (tackle by Dane Cruikshank)",-0.780,0.380
3,5:32,1,10,IND 7,24,10,Marlon Mack left guard for 5 yards (tackle by Harold Landry and Kevin Byard),-0.380,-0.420
3,4:46,2,5,IND 12,24,10,Marlon Mack up the middle for 4 yards (tackle by Jayon Brown),-0.420,-0.370
3,4:16,3,1,IND 16,24,10,Marlon Mack up the middle for 21 yards (tackle by Kenny Vaccaro and Kevin Byard),-0.370,1.400
3,3:39,1,10,IND 37,24,10,"Jordan Wilkins left tackle for no gain (tackle by Harold Landry). Penalty on Mark Glowinski: Offensive Holding, 10 yards (no play)",1.400,0.740
3,3:17,1,20,IND 27,24,10,Andrew Luck pass incomplete short right intended for Eric Ebron (defended by Malcolm Butler),0.740,-0.490
3,3:12,2,20,IND 27,24,10,Andrew Luck left end for 3 yards (tackle by Jayon Brown),-0.490,-0.760
3,2:42,3,17,IND 30,24,10,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,-0.760,-1.370
3,2:36,4,17,IND 30,24,10,"Penalty on Matthew Adams: False Start, 5 yards (no play)",-1.370,-1.700
3,2:36,4,22,IND 25,24,10,"Rigoberto Sanchez punts 40 yards, returned by Adoree' Jackson for 10 yards (tackle by Nyheim Hines)",-1.700,-1.930
3,2:23,1,10,TEN 45,24,10,Derrick Henry right tackle for 33 yards (tackle by Darius Leonard),1.930,4.110
3,1:55,1,10,IND 22,24,16,"Blaine Gabbert pass complete short left to Luke Stocker for 22 yards, touchdown",4.110,7.000
3,1:47,,,IND 15,24,17,Ryan Succop kicks extra point good,0.000,0.000
3,1:47,,,TEN 35,24,17,"Ryan Succop kicks off 64 yards, returned by Zach Pascal for no gain (tackle by William Compton)",0.000,0.740
3,1:42,1,10,IND 27,24,17,Andrew Luck pass complete short left to Mo Alie-Cox for 21 yards (tackle by Wesley Woodyard and Rashaan Evans),0.740,2.130
3,1:01,1,10,IND 48,24,17,Marlon Mack right end for 5 yards (tackle by Kevin Byard),2.130,2.260
3,0:26,2,5,TEN 47,24,17,"Jordan Wilkins up the middle for no gain (tackle by DaQuan Jones and Kamalei Correa). Penalty on Mark Glowinski: Offensive Holding, 10 yards (no play)",2.260,0.910
3,0:01,2,15,IND 43,24,17,"Penalty on DaQuan Jones: Neutral Zone Infraction, 5 yards (no play)",0.910,1.580
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 48,24,17,Andrew Luck pass complete short left to Dontrelle Inman for 7 yards (tackle by LeShaun Sims),1.580,1.820
4,14:14,3,3,TEN 45,24,17,Andrew Luck sacked by Harold Landry for -7 yards,1.820,-0.190
4,13:36,4,10,IND 48,24,17,Rigoberto Sanchez punts 49 yards out of bounds,-0.190,0.380
4,13:27,1,10,TEN 3,24,17,Blaine Gabbert pass complete deep middle to Corey Davis for 18 yards (tackle by Kenny Moore),-0.380,0.340
4,12:51,1,10,TEN 21,24,17,Derrick Henry up the middle for 6 yards (tackle by Denico Autry and Malik Hooker),0.340,0.610
4,12:13,2,4,TEN 27,24,17,"Penalty on Derrick Henry: False Start, 5 yards (no play)",0.610,-0.070
4,11:58,2,9,TEN 22,24,17,Blaine Gabbert pass complete short left to Darius Jennings for 7 yards (tackle by Zaire Franklin),-0.070,0.170
4,11:19,3,2,TEN 29,24,17,Blaine Gabbert pass complete short middle to Derrick Henry for 13 yards (tackle by Anthony Walker and Zaire Franklin),0.170,1.730
4,10:40,1,10,TEN 42,24,17,Derrick Henry left tackle for 2 yards (tackle by Al-Quadin Muhammad and Margus Hunt),1.730,1.460
4,9:59,2,8,TEN 44,24,17,Derrick Henry left tackle for 2 yards (tackle by Margus Hunt and Zaire Franklin),1.460,1.030
4,9:17,3,6,TEN 46,24,17,Blaine Gabbert pass short right intended for Taywan Taylor is intercepted by Kenny Moore at IND-46 and returned for 16 yards,1.030,-3.050
4,9:05,1,10,TEN 38,24,17,Andrew Luck pass complete short left to Marlon Mack for 4 yards (tackle by Malcolm Butler),3.050,3.050
4,8:25,2,6,TEN 34,24,17,Andrew Luck pass complete short left to Jordan Wilkins for 5 yards (tackle by Malcolm Butler and Jayon Brown),3.050,3.010
4,7:54,3,1,TEN 29,24,17,Marlon Mack left tackle for 4 yards (tackle by Wesley Woodyard and LeShaun Sims),3.010,3.910
4,7:11,1,10,TEN 25,24,17,Andrew Luck up the middle for 9 yards (tackle by Jayon Brown),3.910,4.750
4,6:28,2,1,TEN 16,24,17,Jordan Wilkins right guard for 6 yards (tackle by Derrick Morgan and Rashaan Evans),4.750,4.910
4,5:44,1,10,TEN 10,24,17,"Jordan Wilkins left end for no gain Penalty on IND: Illegal Formation, 5 yards (no play)",4.910,4.370
4,5:37,1,15,TEN 15,24,17,Marlon Mack up the middle for 7 yards (tackle by Wesley Woodyard and Kevin Byard),4.370,4.570
4,4:56,2,8,TEN 8,24,17,Marlon Mack up the middle for no gain (tackle by Kenny Vaccaro),4.570,3.580
4,4:14,3,8,TEN 8,24,17,Andrew Luck up the middle for 1 yard (tackle by Harold Landry),3.580,2.970
4,4:00,,,,,,Timeout #1 by Tennessee Titans,,
4,4:00,4,7,TEN 7,27,17,Adam Vinatieri 25 yard field goal good,2.970,3.000
4,3:55,,,IND 35,27,17,"Rigoberto Sanchez kicks off 57 yards, returned by Darius Jennings for no gain (tackle by George Odum and J.J. Wilcox). Penalty on Brynden Trawick: Offensive Holding, 10 yards",0.000,-0.320
4,3:49,1,10,TEN 13,27,17,Blaine Gabbert pass complete short left to Anthony Firkser for 8 yards (tackle by Quincy Wilson),-0.320,0.350
4,3:28,2,2,TEN 21,27,17,"Blaine Gabbert left end for no gain (tackle by Kenny Moore). Penalty on Quinton Spain: Offensive Holding, 10 yards (no play)",0.350,-0.930
4,3:21,2,12,TEN 11,27,17,Blaine Gabbert pass complete short middle to Dion Lewis for 11 yards (tackle by Kenny Moore and Darius Leonard),-0.930,-0.350
4,2:58,3,1,TEN 22,27,17,"Blaine Gabbert pass complete short middle to Dion Lewis for 5 yards (tackle by Darius Leonard) Penalty on TEN: Illegal Formation, 5 yards (no play)",-0.350,-0.940
4,2:49,3,6,TEN 17,27,17,"Blaine Gabbert pass complete short left to Dion Lewis for no gain (tackle by Quincy Wilson). Penalty on Darius Jennings: Illegal Block Above the Waist, 9 yards (no play)",-0.940,-2.010
4,2:41,3,15,TEN 8,27,17,"Blaine Gabbert pass complete short right to MyCole Pruitt for 9 yards (tackle by Pierre Desir). Penalty on Ben Jones: Unnecessary Roughness, 8 yards",-2.010,-2.490
4,2:34,4,14,TEN 9,27,17,Blaine Gabbert pass incomplete deep left intended for Taywan Taylor (defended by Darius Leonard),-2.490,-5.370
4,2:28,1,8,TEN 8,33,17,"Marlon Mack right guard for 8 yards, touchdown",5.370,7.000
4,2:24,,,TEN 15,33,17,Adam Vinatieri kicks extra point no good wide right,0.000,-1.000
4,2:24,,,IND 35,33,17,"Rigoberto Sanchez kicks off 63 yards, returned by Darius Jennings for no gain (tackle by J.J. Wilcox)",0.000,1.200
4,2:17,1,10,TEN 34,33,17,"Blaine Gabbert pass incomplete deep middle intended for Taywan Taylor (defended by Mike Mitchell). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",1.200,0.540
4,2:08,1,20,TEN 24,33,17,Blaine Gabbert pass complete short left to Darius Jennings for 4 yards (tackle by Kenny Moore),0.540,-0.150
4,2:00,2,16,TEN 28,33,17,Blaine Gabbert pass short middle intended for Darius Jennings is intercepted by Darius Leonard at TEN-36 and returned for 28 yards,-0.150,-5.370
4,1:50,1,8,TEN 8,33,17,Andrew Luck kneels for -1 yards,5.370,4.380
4,1:06,2,9,TEN 9,33,17,Andrew Luck kneels for -1 yards,4.380,3.130
4,0:25,3,10,TEN 10,33,17,Andrew Luck kneels for -1 yards,3.130,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
