Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
1,3:15,1,10,STL 35,0,3,Kevan Barlow left guard for 2 yards (tackle by Robert W. Thomas and Adam Archuleta),3.250,2.970
1,2:38,2,8,STL 33,0,3,Tim Rattay pass incomplete intended for Cedrick Wilson,2.970,2.280
1,2:32,3,8,STL 33,0,3,Tim Rattay pass incomplete intended for Eric Johnson (defended by Pisa Tinoisamoa),2.280,1.150
1,2:28,4,8,STL 33,3,3,Todd Peterson 51 yard field goal good,1.150,3.000
1,,,,SFO 30,3,3,"Todd Peterson kicks off 61 yards, returned by Arlen Harris for 21 yards (tackle by Brandon T. Moore). Penalty on Brandon Manumaleuna: Illegal Block Above the Waist, 10 yards, Penalty on Robert W. Thomas: Offensive Holding (Declined)",0.000,-0.370
1,2:17,1,10,STL 11,3,3,Steven Jackson left end for 13 yards (tackle by Tony Parrish),-0.370,0.540
1,1:50,1,10,STL 24,3,3,Marc Bulger sacked by Bryant Young for -10 yards,0.540,-1.470
1,1:25,2,20,STL 14,3,3,Chris Chandler pass complete to Torry Holt for 19 yards (tackle by Joselio Hanson),-1.470,0.500
1,0:45,3,1,STL 33,3,3,Chris Chandler pass incomplete intended for Kevin Curtis,0.500,-1.180
1,0:40,4,1,STL 33,3,3,"Kevin Stemke punts 39 yards, fair catch by Arnaz Battle",-1.180,-0.810
1,0:33,1,10,SFO 28,3,3,Tim Rattay pass complete to Kevan Barlow for 9 yards (tackle by Leonard Little),0.810,1.480
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,SFO 37,3,3,Kevan Barlow left guard for 5 yards (tackle by Damione Lewis),1.480,1.730
2,14:28,1,10,SFO 42,3,3,Tim Rattay pass complete to Kevan Barlow for 5 yards (tackle by Tommy Polley),1.730,1.860
2,13:47,2,5,SFO 47,3,3,Cedrick Wilson left end for 6 yards (tackle by Jerametrius Butler),1.860,2.460
2,13:23,1,10,STL 47,3,3,Kevan Barlow right tackle for 3 yards (tackle by Pisa Tinoisamoa),2.460,2.320
2,12:40,2,7,STL 44,3,3,Tim Rattay pass complete to Eric Johnson for 6 yards (tackle by Tommy Polley),2.320,2.410
2,12:01,3,1,STL 38,3,3,Tim Rattay pass incomplete intended for Eric Johnson (defended by Robert W. Thomas),2.410,0.720
2,11:57,4,1,STL 38,3,3,Andy Lee punts 19 yards,0.720,-0.150
2,11:46,1,10,STL 19,3,3,Chris Chandler pass complete to Steven Jackson for 21 yards (tackle by Andrew Williams),0.150,1.600
2,11:06,1,10,STL 40,3,3,Chris Chandler pass complete to Torry Holt for 40 yards (tackle by Ronnie Heard),1.600,4.240
2,10:19,1,10,SFO 20,3,3,Steven Jackson right guard for -2 yards (tackle by Anthony Adams),4.240,3.420
2,9:36,2,12,SFO 22,3,9,"Chris Chandler pass complete to Torry Holt for 22 yards, touchdown",3.420,7.000
2,,,,SFO 2,3,10,"Jeff Wilkins kicks extra point good. Penalty on Anthony Adams: Defensive Delay of Game, 5 yards",0.000,0.000
2,,,,STL 35,3,10,"Jeff Wilkins kicks off 71 yards, touchback",0.000,0.280
2,9:28,1,10,SFO 20,3,10,Kevan Barlow left tackle for 1 yard (tackle by Tommy Polley),0.280,-0.130
2,8:55,2,9,SFO 21,3,10,Kevan Barlow left guard for -1 yards (tackle by Bryce Fisher),-0.130,-0.960
2,8:13,3,10,SFO 20,3,10,Tim Rattay pass incomplete intended for Cedrick Wilson (defended by Tommy Polley),-0.960,-2.030
2,8:08,4,10,SFO 20,3,10,"Andy Lee punts 42 yards, returned by Shaun McDonald for 4 yards (tackle by Arnaz Battle)",-2.030,-1.730
2,7:59,1,10,STL 42,3,10,Chris Chandler pass incomplete intended for Steven Jackson (defended by Andrew Williams),1.730,1.190
2,7:54,2,10,STL 42,3,10,"Penalty on Tony Brown: Encroachment, 5 yards (no play)",1.190,1.860
2,7:54,2,5,STL 47,3,10,Chris Chandler pass incomplete intended for Isaac Bruce,1.860,1.160
2,7:50,3,5,STL 47,3,10,Chris Chandler pass complete to Shaun McDonald for 6 yards (tackle by Dwaine Carpenter),1.160,2.460
2,7:24,1,10,SFO 47,3,10,Steven Jackson left end for 5 yards (tackle by Derek Smith and Anthony Adams),2.460,2.590
2,6:46,2,5,SFO 42,3,10,Steven Jackson left end for 4 yards (tackle by Jeff Ulbrich),2.590,2.410
2,6:24,3,1,SFO 38,3,10,Steven Jackson right guard for 2 yards (tackle by Jeff Ulbrich),2.410,3.180
2,5:48,1,10,SFO 36,3,10,Chris Chandler pass incomplete intended for Torry Holt is intercepted by Tony Parrish at SFO-3,3.180,0.380
2,5:38,1,10,SFO 3,3,10,Kevan Barlow right tackle for 1 yard (tackle by Robert W. Thomas),-0.380,-0.710
2,4:58,2,9,SFO 4,3,10,Kevan Barlow up the middle for 3 yards (tackle by Leonard Little),-0.710,-0.950
2,4:24,3,6,SFO 7,3,10,"Tim Rattay pass incomplete intended for Fred Beasley. Penalty on Jimmy Kennedy: Roughing the Passer, 15 yards (no play)",-0.950,0.410
2,4:15,1,10,SFO 22,3,10,Maurice Hicks left tackle for 3 yards (tackle by Damione Lewis),0.410,0.270
2,3:37,2,7,SFO 25,3,10,Tim Rattay pass incomplete intended for Maurice Hicks (defended by Antuan Edwards),0.270,-0.430
2,3:32,3,7,SFO 25,3,10,Terry Jackson up the middle for -8 yards (tackle by Tommy Polley and Leonard Little),-0.430,-2.320
2,2:56,4,15,SFO 17,3,10,"Andy Lee punts 44 yards, fair catch by Shaun McDonald",-2.320,-1.530
2,2:47,1,10,STL 39,3,10,Chris Chandler pass complete to Joey Goodspeed for 3 yards (tackle by Jeff Ulbrich),1.530,1.390
2,2:05,2,7,STL 42,3,10,Chris Chandler pass complete to Isaac Bruce for 6 yards (tackle by Dwaine Carpenter),1.390,1.490
2,2:00,3,1,STL 48,3,10,Joey Goodspeed up the middle for 2 yards (tackle by Anthony Adams),1.490,2.260
2,1:52,,,,3,10,Timeout #2 by St. Louis Rams,0.000,2.260
2,1:52,1,10,STL 50,3,10,Chris Chandler pass incomplete intended for Shaun McDonald,2.260,1.710
2,1:47,2,10,STL 50,3,10,Chris Chandler pass complete to Torry Holt for 12 yards (tackle by Shawntae Spencer),1.710,3.050
2,1:42,1,10,SFO 38,3,10,Chris Chandler pass complete to Shaun McDonald for 4 yards (tackle by Dwaine Carpenter),3.050,3.050
2,1:11,2,6,SFO 34,3,10,"Chris Chandler pass incomplete intended for Isaac Bruce (defended by Tony Parrish). Penalty on Isaac Bruce: Offensive Pass Interference, 10 yards, Penalty on Isaac Bruce: Illegal Motion (Declined) (no play)",3.050,1.700
2,1:06,2,16,SFO 44,3,10,Chris Chandler pass complete to Torry Holt for 11 yards (tackle by Ronnie Heard),1.700,2.480
2,0:58,,,,3,10,Timeout #3 by St. Louis Rams,0.000,2.480
2,0:58,3,5,SFO 33,3,10,Chris Chandler pass incomplete intended for Torry Holt (defended by Ronnie Heard),2.480,1.170
2,0:50,4,5,SFO 33,3,13,Jeff Wilkins 52 yard field goal good,1.170,3.000
2,,,,STL 30,3,13,"Jeff Wilkins kicks off 75 yards, touchback",0.000,0.280
2,0:45,1,10,SFO 20,3,13,Tim Rattay pass complete to Curtis Conway for 5 yards (tackle by Adam Archuleta),0.280,0.410
2,0:33,,,,3,13,Timeout #1 by San Francisco 49ers,0.000,0.410
2,0:33,2,5,SFO 25,3,13,Tim Rattay pass incomplete intended for Eric Johnson,0.410,-0.300
2,0:29,3,5,SFO 25,3,13,Terry Jackson up the middle for 2 yards (tackle by Leonard Little),-0.300,-1.570
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,3,13,"Todd Peterson kicks off 69 yards, returned by Arlen Harris for 15 yards (tackle by Brandon T. Moore)",0.000,-0.140
3,14:56,1,10,STL 16,3,13,Steven Jackson left end for 6 yards (tackle by Ronnie Heard),-0.140,0.280
3,14:13,2,4,STL 22,3,13,Steven Jackson up the middle for no gain (tackle by Bryant Young),0.280,-0.570
3,13:32,3,4,STL 22,3,13,Chris Chandler sacked by John Engelberger for -5 yards,-0.570,-2.320
3,13:06,4,9,STL 17,3,13,"Kevin Stemke punts 42 yards, returned by Arnaz Battle for 9 yards (tackle by Trev Faulk). Penalty on Dwight Anderson: Player Out of Bounds on Punt (Declined)",-2.320,-2.260
3,12:53,1,10,STL 50,3,13,Tim Rattay pass complete to Kevan Barlow for 7 yards (tackle by Jimmy Kennedy),2.260,2.660
3,12:25,2,3,STL 43,3,13,Kevan Barlow right tackle for no gain (tackle by Bryce Fisher),2.660,1.950
3,11:50,3,3,STL 43,3,13,Kevan Barlow up the middle for 2 yards (tackle by Robert W. Thomas),1.950,0.530
3,11:25,4,1,STL 41,3,13,Tim Rattay up the middle for 1 yard (tackle by Ryan Pickett),0.530,2.920
3,10:40,1,10,STL 40,3,13,Tim Rattay pass incomplete intended for Eric Johnson,2.920,2.370
3,10:34,2,10,STL 40,3,13,Kevan Barlow up the middle for 9 yards (tackle by Antuan Edwards),2.370,2.870
3,9:57,3,1,STL 31,3,13,Kevan Barlow left guard for 2 yards (tackle by Tommy Polley),2.870,3.640
3,9:20,1,10,STL 29,3,13,Kevan Barlow right guard for 4 yards (tackle by Ryan Pickett),3.640,3.640
3,8:43,2,6,STL 25,3,13,Tim Rattay pass incomplete intended for Fred Beasley,3.640,2.940
3,8:37,3,6,STL 25,3,13,Maurice Hicks left end for 3 yards (tackle by Leonard Little),2.940,2.090
3,7:59,4,3,STL 22,6,13,Todd Peterson 40 yard field goal good,2.090,3.000
3,,,,SFO 30,6,13,"Todd Peterson kicks off 64 yards, returned by Arlen Harris for 23 yards (tackle by Brandon T. Moore)",0.000,0.870
3,7:49,1,10,STL 29,6,13,Chris Chandler pass complete to Torry Holt for 9 yards (tackle by Shawntae Spencer),0.870,1.540
3,7:22,2,1,STL 38,6,13,Steven Jackson left end for 12 yards (tackle by Ronnie Heard),1.540,2.260
3,6:38,1,10,STL 50,6,13,Steven Jackson up the middle for 2 yards (tackle by Bryant Young and Derek Smith),2.260,1.980
3,5:59,2,8,SFO 48,6,13,Chris Chandler pass incomplete intended for Steven Jackson,1.980,1.290
3,5:53,3,8,SFO 48,6,13,Chris Chandler pass incomplete intended for Steven Jackson,1.290,0.070
3,5:49,4,8,SFO 48,6,13,"Kevin Stemke punts 35 yards, fair catch by Arnaz Battle",0.070,0.320
3,5:42,1,10,SFO 13,6,13,Kevan Barlow left tackle for 4 yards (tackle by Tommy Polley),-0.320,-0.300
3,5:03,2,6,SFO 17,6,13,Tim Rattay sacked by Leonard Little for -4 yards,-0.300,-1.420
3,4:29,3,10,SFO 13,6,13,"Penalty on Brandon Lloyd: False Start, 5 yards (no play)",-1.420,-2.010
3,4:05,3,15,SFO 8,6,13,Tim Rattay pass complete to Fred Beasley for 8 yards (tackle by Aeneas Williams),-2.010,-2.390
3,3:29,4,7,SFO 16,6,13,"Andy Lee punts 51 yards, fair catch by Shaun McDonald",-2.390,-1.140
3,3:22,1,10,STL 33,6,13,Chris Chandler pass complete to Steven Jackson for 4 yards (tackle by Tony Parrish),1.140,1.130
3,2:40,2,6,STL 37,6,13,Steven Jackson right tackle for 4 yards (tackle by Bryant Young),1.130,0.960
3,2:00,3,2,STL 41,6,13,Steven Jackson right tackle for 2 yards (tackle by Derek Smith),0.960,1.800
3,1:23,1,10,STL 43,6,13,Chris Chandler pass complete to Steven Jackson for 5 yards (tackle by Jamie Winborn),1.800,1.930
3,0:40,2,5,STL 48,6,13,"Chris Chandler sacked by John Engelberger for -9 yards. Chris Chandler fumbles (forced by John Engelberger), recovered by Jamie Winborn at STL-37 and returned for 1 yards (tackle by Blaine Saipaia)",1.930,-3.180
3,0:33,1,10,STL 36,6,13,Kevan Barlow left tackle for 5 yards (tackle by Leonard Little),3.180,3.310
Quarter,Time,Down,ToGo,Location,SFO,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,STL 31,6,13,Kevan Barlow right tackle for 2 yards (tackle by Jerametrius Butler),3.310,2.870
4,14:25,3,3,STL 29,6,13,Kevan Barlow left guard for 5 yards (tackle by Tommy Polley),2.870,3.970
4,13:50,1,10,STL 24,6,13,Tim Rattay pass incomplete intended for Fred Beasley,3.970,3.430
4,13:44,2,10,STL 24,6,13,Kevan Barlow up the middle for no gain (tackle by Jimmy Kennedy),3.430,2.740
4,13:02,3,10,STL 24,6,13,"Penalty on Tyoka Jackson: Neutral Zone Infraction, 5 yards (no play)",2.740,3.410
4,12:46,3,5,STL 19,6,13,Tim Rattay pass incomplete intended for Brian Jennings is intercepted by Jerametrius Butler at STL-8 and returned for -1 yards (tackle by Eric Johnson),3.410,0.380
4,12:35,1,10,STL 7,6,13,"Steven Jackson right end for 9 yards (tackle by Jeff Ulbrich). Penalty on Brandon Manumaleuna: Offensive Holding, 4 yards (no play)",-0.380,-0.530
4,12:12,1,14,STL 3,6,13,Chris Chandler pass complete to Joey Goodspeed for 3 yards (tackle by Jeff Ulbrich),-0.530,-0.850
4,11:46,2,11,STL 6,6,13,Chris Chandler pass complete to Torry Holt for 17 yards (tackle by Jamie Winborn),-0.850,0.480
4,11:03,1,10,STL 23,6,13,Steven Jackson left tackle for 10 yards (tackle by Jeff Ulbrich),0.480,1.140
4,10:17,1,10,STL 33,6,13,Joey Goodspeed up the middle for 2 yards (tackle by Jamie Winborn),1.140,0.860
4,9:37,2,8,STL 35,6,13,"Chris Chandler pass complete to Joey Goodspeed for 5 yards (tackle by Jamie Winborn). Joey Goodspeed fumbles (forced by Jamie Winborn), ball out of bounds at STL-44",0.860,0.830
4,9:13,3,3,STL 40,6,13,Chris Chandler pass complete to Torry Holt for 20 yards (tackle by Shawntae Spencer),0.830,2.920
4,8:30,1,10,SFO 40,6,13,Chris Chandler pass complete to Cam Cleeland for 9 yards (tackle by Ronnie Heard),2.920,3.590
4,7:57,2,1,SFO 31,6,13,"Arlen Harris left end for 17 yards. Penalty on Brandon Manumaleuna: Illegal Motion, 5 yards (no play)",3.590,2.910
4,7:32,2,6,SFO 36,6,13,Steven Jackson left end for 3 yards (tackle by Shawntae Spencer),2.910,2.610
4,6:55,3,3,SFO 33,6,13,Chris Chandler pass incomplete intended for Shaun McDonald (defended by Bryant Young),2.610,1.190
4,6:48,4,3,SFO 33,6,16,Jeff Wilkins 52 yard field goal good,1.190,3.000
4,,,,STL 30,6,16,"Jeff Wilkins kicks off 69 yards, returned by Maurice Hicks for 20 yards (tackle by Trev Faulk)",0.000,0.340
4,6:38,1,10,SFO 21,6,16,Maurice Hicks left guard for 10 yards (tackle by Adam Archuleta),0.340,1.000
4,6:09,1,10,SFO 31,6,16,Tim Rattay pass complete to Brandon Lloyd for 12 yards (tackle by Travis Fisher),1.000,1.800
4,5:36,1,10,SFO 43,6,16,Tim Rattay sacked by Damione Lewis for -9 yards,1.800,0.040
4,5:06,2,19,SFO 34,6,16,Terry Jackson right tackle for -2 yards (tackle by Leonard Little),0.040,-0.890
4,4:27,3,21,SFO 32,6,16,Tim Rattay sacked by Tyoka Jackson for -4 yards,-0.890,-1.500
4,3:56,4,25,SFO 28,6,16,"Andy Lee punts 42 yards, returned by Shaun McDonald for 5 yards (tackle by Arnaz Battle)",-1.500,-1.270
4,3:47,1,10,STL 35,6,16,Steven Jackson right tackle for 6 yards (tackle by Jamie Winborn),1.270,1.530
4,3:02,2,4,STL 41,6,16,Steven Jackson up the middle for 2 yards (tackle by Anthony Adams),1.530,1.090
4,2:55,,,,6,16,Timeout #1 by San Francisco 49ers,0.000,1.090
4,2:55,3,2,STL 43,6,16,"Penalty on Bryant Young: Encroachment, 5 yards (no play)",1.090,2.130
4,2:55,1,10,STL 48,6,16,Steven Jackson left end for 9 yards (tackle by Ronnie Heard),2.130,2.800
4,2:11,2,1,SFO 43,6,16,Steven Jackson right end for 3 yards (tackle by Anthony Adams),2.800,2.920
4,2:00,1,10,SFO 40,6,16,Steven Jackson right end for 1 yard (tackle by Andre Carter),2.920,2.510
4,1:51,,,,6,16,Timeout #2 by San Francisco 49ers,0.000,2.510
4,1:51,2,9,SFO 39,6,16,Arlen Harris left tackle for 2 yards (tackle by Anthony Adams),2.510,2.080
4,1:43,,,,6,16,Timeout #3 by San Francisco 49ers,0.000,2.080
4,1:43,3,7,SFO 37,6,16,Kevin Curtis left end for 2 yards (tackle by Dwaine Carpenter),2.080,0.980
4,0:36,4,5,SFO 35,6,16,"Penalty on Kevin Stemke: Delay of Game, 5 yards (no play)",0.980,0.590
4,0:32,4,10,SFO 40,6,16,Kevin Stemke punts 23 yards,0.590,0.060
4,0:21,1,10,SFO 17,6,16,Tim Rattay pass incomplete intended for Cedrick Wilson,-0.060,-0.580
4,0:17,2,10,SFO 17,6,16,Tim Rattay pass complete to Eric Johnson for 9 yards (tackle by Tommy Polley),-0.580,-0.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
