Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
2,12:00,4,9,ATL 22,7,3,Wil Lutz 40 yard field goal no good,1.990,-0.940
2,11:56,1,10,ATL 30,7,3,Ito Smith left tackle for 2 yards (tackle by Shy Tuttle),0.940,0.660
2,11:23,2,8,ATL 32,7,3,Matt Ryan pass incomplete deep left intended for Calvin Ridley,0.660,-0.030
2,11:17,3,8,ATL 32,7,3,Matt Ryan pass incomplete short right intended for Russell Gage (defended by Chauncey Gardner-Johnson),-0.030,-1.240
2,11:12,4,8,ATL 32,7,3,"Sterling Hofrichter punts 45 yards, returned by Tommylee Lewis for 9 yards (tackle by Mykal Walker)",-1.240,-1.070
2,11:00,1,10,NOR 32,7,3,Tommylee Lewis left end for 16 yards (tackle by John Cominsky),1.070,2.130
2,10:28,1,10,NOR 48,7,3,Latavius Murray left guard for 6 yards (tackle by Allen Bailey),2.130,2.390
2,9:50,2,4,ATL 46,7,3,Taysom Hill pass complete short right to Michael Thomas for 7 yards (tackle by Foyesade Oluokun),2.390,2.980
2,9:12,1,10,ATL 39,7,3,Taysom Hill pass incomplete deep left intended for Tommylee Lewis,2.980,2.440
2,9:06,2,10,ATL 39,7,3,Alvin Kamara right tackle for no gain (tackle by Deion Jones and Foyesade Oluokun),2.440,1.750
2,8:24,3,10,ATL 39,7,3,Taysom Hill pass complete short right to Latavius Murray for 3 yards (tackle by Darqueze Dennard),1.750,0.880
2,7:43,4,7,ATL 36,7,3,Taysom Hill pass incomplete short right intended for Jared Cook,0.880,-1.330
2,7:40,1,10,ATL 36,7,3,Matt Ryan pass complete deep right to Julio Jones for 35 yards (tackle by P.J. Williams),1.330,3.640
2,7:03,1,10,NOR 29,7,3,Matt Ryan pass complete short left to Russell Gage for 3 yards (tackle by Malcolm Jenkins),3.640,3.510
2,6:26,2,7,NOR 26,7,3,Matt Ryan pass incomplete short left intended for Russell Gage,3.510,2.810
2,6:22,3,7,NOR 26,7,3,Ito Smith left tackle for 15 yards (tackle by Marcus Williams),2.810,4.840
2,5:45,1,10,NOR 11,7,3,Todd Gurley left tackle for -1 yards (tackle by Alex Anzalone),4.840,3.980
2,5:06,2,11,NOR 12,7,3,Matt Ryan pass incomplete short right intended for Calvin Ridley (defended by Marshon Lattimore),3.980,3.110
2,5:00,3,11,NOR 12,7,3,Matt Ryan pass incomplete short right intended for Hayden Hurst,3.110,2.630
2,4:55,4,11,NOR 12,7,6,Younghoe Koo 30 yard field goal good,2.630,3.000
2,4:51,,,ATL 35,7,6,"Sterling Hofrichter kicks off 65 yards, touchback.",0.000,0.610
2,4:51,1,10,NOR 25,7,6,Alvin Kamara right tackle for 37 yards (tackle by Ricardo Allen),0.610,3.050
2,4:11,1,10,ATL 38,7,6,Latavius Murray right tackle for 5 yards (tackle by Tyeler Davison),3.050,3.180
2,3:37,2,5,ATL 33,7,6,"Taysom Hill pass complete short right to Latavius Murray for 5 yards (tackle by AJ Terrell). Penalty on Nick Easton: Offensive Holding, 10 yards (no play)",3.180,1.830
2,3:04,2,15,ATL 43,7,6,Taysom Hill pass complete short left to Emmanuel Sanders for 7 yards (tackle by AJ Terrell),1.830,2.080
2,2:22,,,,,,Timeout #1 by New Orleans Saints,,
2,2:22,3,8,ATL 36,7,6,Taysom Hill pass complete deep right to Emmanuel Sanders for 18 yards (tackle by Ricardo Allen),2.080,4.370
2,2:00,1,10,ATL 18,7,6,Taysom Hill right end for 6 yards (tackle by Deion Jones),4.370,4.810
2,1:54,2,4,ATL 12,7,6,Taysom Hill right tackle for 1 yard (tackle by Charles Harris and Foyesade Oluokun),4.810,4.260
2,1:50,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:50,3,3,ATL 11,13,6,"Taysom Hill pass complete short left to Jared Cook for 11 yards, touchdown",4.260,7.000
2,1:45,,,ATL 15,14,6,Wil Lutz kicks extra point good,0.000,0.000
2,1:45,,,NOR 35,14,6,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,1:45,1,10,ATL 25,14,6,Matt Ryan pass incomplete short right intended for Ito Smith,0.610,0.060
2,1:41,2,10,ATL 25,14,6,Matt Ryan pass complete short right to Brandon Powell for 9 yards (tackle by Demario Davis and David Onyemata),0.060,0.560
2,1:10,,,,,,Timeout #2 by New Orleans Saints,,
2,1:10,3,1,ATL 34,14,6,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by P.J. Williams). Penalty on Marshon Lattimore: Defensive Holding (Declined),0.560,1.660
2,1:04,1,10,ATL 41,14,6,Matt Ryan pass complete deep right to Calvin Ridley for 31 yards (tackle by Marshon Lattimore),1.660,3.710
2,0:34,1,10,NOR 28,14,6,"Matt Ryan pass incomplete short middle intended for Calvin Ridley. Penalty on Marshon Lattimore: Defensive Pass Interference, 3 yards (no play)",3.710,3.910
2,0:30,1,10,NOR 25,14,6,Matt Ryan sacked by David Onyemata for -9 yards,3.910,2.150
2,0:26,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:26,2,19,NOR 34,14,6,Matt Ryan pass complete short middle to Calvin Ridley for 10 yards (tackle by D.J. Swearinger),2.150,2.810
2,0:20,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:20,3,9,NOR 24,14,6,"Matt Ryan pass incomplete short middle intended for Russell Gage. Penalty on Chauncey Gardner-Johnson: Defensive Pass Interference, 14 yards (no play)",2.810,4.910
2,0:16,1,10,NOR 10,14,6,Matt Ryan pass incomplete short right intended for Russell Gage,4.910,4.190
2,0:11,2,10,NOR 10,14,6,Matt Ryan pass incomplete short right intended for Hayden Hurst (defended by P.J. Williams),4.190,3.130
2,0:05,3,10,NOR 10,14,9,Younghoe Koo 28 yard field goal good,3.130,3.000
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,14,9,"Sterling Hofrichter kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,14,9,Alvin Kamara left tackle for 2 yards (tackle by Steven Means and Tyeler Davison),0.610,0.330
3,14:24,2,8,NOR 27,14,9,Taysom Hill pass complete deep left to Michael Thomas for 18 yards (tackle by AJ Terrell),0.330,1.930
3,13:39,1,10,NOR 45,14,9,Taysom Hill pass complete short middle to Michael Thomas for 10 yards (tackle by AJ Terrell),1.930,2.590
3,13:00,1,10,ATL 45,14,9,Taysom Hill pass complete short middle to Emmanuel Sanders for 5 yards (tackle by Foyesade Oluokun),2.590,2.720
3,12:23,2,5,ATL 40,14,9,Alvin Kamara left end for no gain (tackle by Isaiah Oliver),2.720,2.010
3,11:49,3,5,ATL 40,14,9,Taysom Hill left tackle for 4 yards (tackle by Deion Jones),2.010,0.890
3,11:16,4,1,ATL 36,14,9,Taysom Hill left guard for 2 yards (tackle by Foyesade Oluokun),0.890,3.310
3,10:41,1,10,ATL 34,14,9,Tre'Quan Smith left end for 3 yards (tackle by Foyesade Oluokun),3.310,3.180
3,10:14,2,7,ATL 31,14,9,Taysom Hill pass incomplete short right intended for Emmanuel Sanders,3.180,2.480
3,10:11,3,7,ATL 31,14,9,Taysom Hill pass complete short right to Jared Cook for 10 yards (tackle by Isaiah Oliver),2.480,4.170
3,9:43,1,10,ATL 21,14,9,Alvin Kamara left guard for 10 yards (tackle by Foyesade Oluokun),4.170,4.840
3,9:06,1,10,ATL 11,20,9,"Alvin Kamara left tackle for 11 yards, touchdown",4.840,7.000
3,9:01,,,ATL 15,21,9,Wil Lutz kicks extra point good,0.000,0.000
3,9:01,,,NOR 35,21,9,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,9:01,1,10,ATL 25,21,9,Brian Hill right guard for 7 yards (tackle by Demario Davis),0.610,1.010
3,8:31,2,3,ATL 32,21,9,Brian Hill right tackle for 5 yards (tackle by Demario Davis and Zack Baun),1.010,1.400
3,7:53,1,10,ATL 37,21,9,Matt Ryan pass complete deep middle to Calvin Ridley for 18 yards (tackle by Marshon Lattimore),1.400,2.590
3,7:09,1,10,NOR 45,21,9,Ito Smith right guard for 1 yard (tackle by Cameron Jordan),2.590,2.180
3,6:30,2,9,NOR 44,21,9,Matt Ryan pass incomplete deep left intended for Calvin Ridley (defended by Marcus Williams),2.180,1.490
3,6:22,3,9,NOR 44,21,9,Matt Ryan pass incomplete deep right,1.490,0.330
3,6:13,4,9,NOR 44,21,9,"Sterling Hofrichter punts 34 yards, fair catch by Tommylee Lewis at NO-10",0.330,0.380
3,6:05,1,10,NOR 10,21,9,Taysom Hill right end for 6 yards (tackle by Deion Jones),-0.380,-0.230
3,5:32,2,4,NOR 16,21,9,Alvin Kamara left guard for 2 yards (tackle by Tyeler Davison),-0.230,-0.480
3,4:53,3,2,NOR 18,21,9,Taysom Hill pass complete short left to Michael Thomas for 6 yards (tackle by Deion Jones),-0.480,0.540
3,4:16,1,10,NOR 24,21,9,Alvin Kamara right guard for 5 yards (tackle by Keanu Neal and Foyesade Oluokun),0.540,0.670
3,3:42,2,5,NOR 29,21,9,Taysom Hill pass complete deep middle to Michael Thomas for 17 yards (tackle by Ricardo Allen),0.670,1.990
3,2:56,1,10,NOR 46,21,9,Alvin Kamara left tackle for no gain (tackle by Foyesade Oluokun and John Cominsky),1.990,1.450
3,2:20,2,10,NOR 46,21,9,Taysom Hill right end for 7 yards (tackle by Deion Jones),1.450,1.690
3,1:46,3,3,ATL 47,21,9,Taysom Hill right guard for no gain (tackle by Tyeler Davison),1.690,0.130
3,1:07,4,3,ATL 47,21,9,"Thomas Morstead punts 34 yards, fair catch by Brandon Powell at ATL-13",0.130,0.320
3,0:58,1,10,ATL 13,21,9,Brian Hill left tackle for 2 yards (tackle by Alex Anzalone),-0.320,-0.570
3,0:23,2,8,ATL 15,21,9,Matt Ryan pass incomplete short left intended for Hayden Hurst (defended by Kwon Alexander),-0.570,-1.180
3,0:17,3,8,ATL 15,21,9,Matt Ryan pass incomplete short right intended for Julio Jones,-1.180,-2.440
3,0:12,4,8,ATL 15,21,9,"Sterling Hofrichter punts 48 yards, returned by Tommylee Lewis for 8 yards (tackle by Luke Stocker and Jacob Tuioti-Mariner)",-2.440,-1.930
3,0:01,1,10,NOR 45,21,9,Alvin Kamara right guard for 3 yards (tackle by John Cominsky and Tyeler Davison),1.930,1.790
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NOR 48,21,9,Taysom Hill pass incomplete short left intended for Jared Cook,1.790,1.090
4,14:56,3,7,NOR 48,21,9,Taysom Hill pass incomplete short middle intended for Michael Thomas,1.090,-0.190
4,14:52,,,,,,Timeout #1 by Atlanta Falcons,,
4,14:52,4,7,NOR 48,21,9,"Thomas Morstead punts 37 yards, fair catch by Brandon Powell at ATL-15",-0.190,0.220
4,14:44,1,10,ATL 15,21,9,Matt Ryan pass incomplete short left intended for Calvin Ridley,-0.220,-0.710
4,14:39,2,10,ATL 15,21,9,"Matt Ryan sacked by Carl Granderson for no gain. Matt Ryan fumbles (forced by Carl Granderson), recovered by P.J. Williams at ATL-18",-0.710,-4.370
4,14:34,1,10,ATL 18,21,9,Latavius Murray left tackle for no gain (tackle by Deion Jones),4.370,3.800
4,13:52,2,10,ATL 18,21,9,Taysom Hill pass complete short middle to Michael Thomas for 9 yards (tackle by Sharrod Neasman),3.800,4.740
4,13:20,3,1,ATL 9,21,9,Taysom Hill right guard for no gain (tackle by Mykal Walker),4.740,2.980
4,12:34,4,1,ATL 9,21,9,Taysom Hill right guard for 2 yards (tackle by Jacob Tuioti-Mariner),2.980,5.600
4,11:51,1,7,ATL 7,21,9,Taysom Hill pass complete short right to Emmanuel Sanders for 2 yards (tackle by Isaiah Oliver),5.600,5.150
4,11:21,2,5,ATL 5,21,9,"Taysom Hill sacked by Steven Means for -5 yards. Taysom Hill fumbles (forced by Steven Means), recovered by Deion Jones at ATL-15",5.150,0.220
4,11:09,1,10,ATL 15,21,9,Ito Smith left tackle for 1 yard (tackle by Shy Tuttle),-0.220,-0.580
4,10:45,2,9,ATL 16,21,9,"Matt Ryan pass incomplete short left intended for Hayden Hurst. Penalty on P.J. Williams: Defensive Holding, 5 yards (no play)",-0.580,0.340
4,10:41,1,10,ATL 21,21,9,Matt Ryan pass complete deep middle to Russell Gage for 24 yards (tackle by Malcolm Jenkins),0.340,1.930
4,10:18,1,10,ATL 45,21,9,Matt Ryan pass complete short left to Russell Gage for 14 yards (tackle by Marcus Williams),1.930,2.850
4,9:50,1,10,NOR 41,21,9,Matt Ryan pass complete short right to Hayden Hurst for 9 yards (tackle by Malcolm Jenkins),2.850,3.520
4,9:25,2,1,NOR 32,21,9,Ito Smith right end for no gain (tackle by Kwon Alexander),3.520,2.810
4,8:44,3,1,NOR 32,21,9,"Todd Gurley left tackle for 2 yards (tackle by Kwon Alexander). Penalty on Chauncey Gardner-Johnson: Unnecessary Roughness, 15 yards",2.810,4.580
4,8:20,1,10,NOR 15,21,9,"Matt Ryan pass incomplete short left intended for Calvin Ridley. Penalty on Marshon Lattimore: Illegal Use of Hands, 5 yards (no play)",4.580,4.910
4,8:14,1,10,NOR 10,21,9,Todd Gurley left guard for no gain (tackle by David Onyemata),4.910,4.190
4,7:49,2,10,NOR 10,21,15,"Matt Ryan pass complete short left to Russell Gage for 10 yards, touchdown",4.190,7.000
4,7:43,,,NOR 15,21,16,Younghoe Koo kicks extra point good,0.000,0.000
4,7:43,,,ATL 35,21,16,"Sterling Hofrichter kicks off 65 yards, touchback.",0.000,0.610
4,7:43,1,10,NOR 25,21,16,Taysom Hill pass complete short right to Adam Trautman for 4 yards (tackle by Mykal Walker),0.610,0.600
4,7:06,2,6,NOR 29,21,16,Taysom Hill left tackle for 9 yards (tackle by Deion Jones),0.600,1.470
4,6:21,1,10,NOR 38,21,16,Taysom Hill pass incomplete deep left intended for Alvin Kamara (defended by Isaiah Oliver),1.470,0.920
4,6:15,2,10,NOR 38,21,16,Alvin Kamara right tackle for 2 yards (tackle by Isaiah Oliver and Grady Jarrett),0.920,0.500
4,5:37,3,8,NOR 40,21,16,Taysom Hill pass complete short right to Tre'Quan Smith for 6 yards (tackle by Keanu Neal),0.500,-0.320
4,5:18,4,2,NOR 46,21,16,"Thomas Morstead punts 39 yards, fair catch by Brandon Powell at ATL-15",-0.320,0.220
4,5:09,1,10,ATL 15,21,16,Ito Smith right guard for 7 yards (tackle by Marcus Williams),-0.220,0.350
4,4:47,2,3,ATL 22,21,16,Matt Ryan pass incomplete short right intended for Jaeden Graham (defended by Kwon Alexander),0.350,-0.510
4,4:40,3,3,ATL 22,21,16,Matt Ryan pass complete deep left to Calvin Ridley for 27 yards (tackle by Marshon Lattimore),-0.510,2.190
4,4:00,1,10,ATL 49,21,16,Todd Gurley right guard for 13 yards (tackle by Marcus Williams),2.190,3.050
4,3:31,1,10,NOR 38,21,16,Todd Gurley left guard for 1 yard (tackle by Cameron Jordan),3.050,2.640
4,3:00,2,9,NOR 37,21,16,Matt Ryan sacked by Trey Hendrickson for -2 yards,2.640,1.680
4,2:30,3,11,NOR 39,21,16,Matt Ryan pass complete deep middle to Julio Jones for 18 yards (tackle by Marcus Williams),1.680,4.170
4,2:01,1,10,NOR 21,21,16,Todd Gurley right guard for 8 yards (tackle by Demario Davis and Marcus Williams),4.170,4.950
4,1:55,2,2,NOR 13,21,16,Todd Gurley right guard for no gain (tackle by Demario Davis),4.950,4.240
4,1:49,,,,,,Timeout #1 by New Orleans Saints,,
4,1:49,3,2,NOR 13,21,16,Todd Gurley left tackle for -7 yards (tackle by Demario Davis),4.240,2.120
4,1:42,,,,,,Timeout #2 by New Orleans Saints,,
4,1:42,4,9,NOR 20,21,16,Matt Ryan pass incomplete deep left intended for Julio Jones,2.120,-0.280
4,1:35,1,10,NOR 20,21,16,Latavius Murray left guard for 3 yards (tackle by Tyeler Davison),0.280,0.140
4,1:30,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:30,2,7,NOR 23,21,16,"Taysom Hill left tackle for -1 yards (tackle by AJ Terrell). Taysom Hill fumbles, ball out of bounds at NO-25 (forced by AJ Terrell)",0.140,-0.690
4,1:24,,,,,,Timeout #3 by Atlanta Falcons,,
4,1:24,3,8,NOR 22,21,16,Taysom Hill right guard for 4 yards (tackle by Tyeler Davison and Foyesade Oluokun),-0.690,-1.630
4,0:38,,,,,,Timeout #1 by New Orleans Saints,,
4,0:38,4,4,NOR 26,21,16,"Thomas Morstead punts 40 yards, returned by Brandon Powell for 5 yards (tackle by J.T. Gray)",-1.630,-1.530
4,0:27,1,10,ATL 39,21,16,Matt Ryan pass incomplete deep left intended for Julio Jones,1.530,0.990
4,0:20,2,10,ATL 39,21,16,Matt Ryan pass complete deep left to Calvin Ridley for 22 yards,0.990,2.980
4,0:09,1,10,NOR 39,21,16,Matt Ryan pass incomplete deep middle (defended by D.J. Swearinger),2.980,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
