#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,TAM 18,6,3:17,82,Touchdown
2,1,9:45,TAM 20,4,2:06,80,Touchdown
3,1,4:48,TAM 16,8,4:42,35,Punt
4,2,14:15,TAM 49,6,2:24,51,Touchdown
5,2,9:02,TAM 9,7,4:10,91,Touchdown
6,2,3:20,TAM 34,9,2:06,66,Touchdown
7,3,14:55,DET 25,1,0:05,25,Touchdown
8,3,11:01,TAM 18,3,1:41,7,Punt
9,3,9:20,TAM 37,4,2:13,63,Touchdown
10,3,3:47,TAM 8,8,3:50,56,Downs
11,4,12:30,TAM 11,8,4:50,65,Missed FG
12,4,4:40,TAM 32,3,2:21,-2,Punt
13,4,2:08,TAM 40,4,2:08,9,End of Game
